,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Kisikli Mah. Hanim Seti Sok No:38,Üsküdar,Istanbul,Turkey,90 216 443 82 90,90 216 523 13 58,https://www.idealistgyo.com,REIT—Residential,Real Estate,"Idealist Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. Idealist Gayrimenkul Yatirim Ortakligi A.S is based in Istanbul, Turkey.",14,"{'maxAge': 1, 'name': 'Mr. Ismail Hakki Eksi', 'title': 'Gen. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.45,6.44,6.2,6.58,6.45,6.44,6.2,6.58,0.0,0.81117,5.1854835,932098,932098,1393412,943264,943264,6.42,6.42,0,0,321500000,2.15,8.32,811.23157,6.3432,4.26765,0.0,0.0,TRY,342981536,158.9686,34491500,50000000,0.1901,0.0,2.614,2.4598315,1672444800,1703980800,1688083200,63001004,1.24,865.435,91.522,IST,EQUITY,IDGYO.IS,IDGYO.IS,IDEALIST GMYO,Idealist Gayrimenkul Yatirim Ortakligi A.S.,1277101800,Europe/Istanbul,TRT,10800000,6.43,none,882229,0.018,3747540,14863765,0.012,1.331,396311,11.372,0.008,0.01579,0.67252,352179,-27582776,-22586444,0.96839994,9.45606,9.54697,TRY,
1,Kisikli Mah. Hanim Seti Sok No:38,Üsküdar,Istanbul,Turkey,90 216 443 82 90,90 216 523 13 58,https://www.idealistgyo.com,REIT—Residential,Real Estate,"Idealist Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. Idealist Gayrimenkul Yatirim Ortakligi A.S is based in Istanbul, Turkey.",14,"{'maxAge': 1, 'name': 'Mustafa  Eksi', 'title': 'Vice Chairman of the Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.45,6.44,6.2,6.58,6.45,6.44,6.2,6.58,0.0,0.81117,5.1854835,932098,932098,1393412,943264,943264,6.42,6.42,0,0,321500000,2.15,8.32,811.23157,6.3432,4.26765,0.0,0.0,TRY,342981536,158.9686,34491500,50000000,0.1901,0.0,2.614,2.4598315,1672444800,1703980800,1688083200,63001004,1.24,865.435,91.522,IST,EQUITY,IDGYO.IS,IDGYO.IS,IDEALIST GMYO,Idealist Gayrimenkul Yatirim Ortakligi A.S.,1277101800,Europe/Istanbul,TRT,10800000,6.43,none,882229,0.018,3747540,14863765,0.012,1.331,396311,11.372,0.008,0.01579,0.67252,352179,-27582776,-22586444,0.96839994,9.45606,9.54697,TRY,
2,Kisikli Mah. Hanim Seti Sok No:38,Üsküdar,Istanbul,Turkey,90 216 443 82 90,90 216 523 13 58,https://www.idealistgyo.com,REIT—Residential,Real Estate,"Idealist Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. Idealist Gayrimenkul Yatirim Ortakligi A.S is based in Istanbul, Turkey.",14,"{'maxAge': 1, 'name': 'Eyup  Eksi', 'title': 'Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.45,6.44,6.2,6.58,6.45,6.44,6.2,6.58,0.0,0.81117,5.1854835,932098,932098,1393412,943264,943264,6.42,6.42,0,0,321500000,2.15,8.32,811.23157,6.3432,4.26765,0.0,0.0,TRY,342981536,158.9686,34491500,50000000,0.1901,0.0,2.614,2.4598315,1672444800,1703980800,1688083200,63001004,1.24,865.435,91.522,IST,EQUITY,IDGYO.IS,IDGYO.IS,IDEALIST GMYO,Idealist Gayrimenkul Yatirim Ortakligi A.S.,1277101800,Europe/Istanbul,TRT,10800000,6.43,none,882229,0.018,3747540,14863765,0.012,1.331,396311,11.372,0.008,0.01579,0.67252,352179,-27582776,-22586444,0.96839994,9.45606,9.54697,TRY,
3,Kisikli Mah. Hanim Seti Sok No:38,Üsküdar,Istanbul,Turkey,90 216 443 82 90,90 216 523 13 58,https://www.idealistgyo.com,REIT—Residential,Real Estate,"Idealist Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. Idealist Gayrimenkul Yatirim Ortakligi A.S is based in Istanbul, Turkey.",14,"{'maxAge': 1, 'name': 'Yusuf  Simsek', 'title': 'Investor Relations & Corp. Governance Mang. and Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.45,6.44,6.2,6.58,6.45,6.44,6.2,6.58,0.0,0.81117,5.1854835,932098,932098,1393412,943264,943264,6.42,6.42,0,0,321500000,2.15,8.32,811.23157,6.3432,4.26765,0.0,0.0,TRY,342981536,158.9686,34491500,50000000,0.1901,0.0,2.614,2.4598315,1672444800,1703980800,1688083200,63001004,1.24,865.435,91.522,IST,EQUITY,IDGYO.IS,IDGYO.IS,IDEALIST GMYO,Idealist Gayrimenkul Yatirim Ortakligi A.S.,1277101800,Europe/Istanbul,TRT,10800000,6.43,none,882229,0.018,3747540,14863765,0.012,1.331,396311,11.372,0.008,0.01579,0.67252,352179,-27582776,-22586444,0.96839994,9.45606,9.54697,TRY,
