,address1,city,state,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Mr. Stephen John Hasker B.Com., M.B.A.', 'age': 52, 'title': 'Pres, CEO & Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 4074789, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,130.22,130.07,129.45,130.52,130.22,130.07,129.45,130.52,1.97,0.0152,1692144000,0.4425,1.89,0.299475,29.589977,34.825737,302563,302563,363338,228910,228910,114.51,131.74,800,900,59177111552,97.59,138.85,8.8008795,130.3646,124.90055,1.903,0.014613731,USD,61992980480,0.31172,141599525,455304000,3489859,3437169,1690761600,1693440000,0.0077,0.66582,0.21441999,10.65,24.601,5.280273,1672444800,1703980800,1688083200,2067000064,4.39,3.73,2.85,0:1,1543276800,9.22,30.858,NYQ,EQUITY,TRI,TRI,Thomson Reuters Corp,Thomson Reuters Corporation,1023888600,America/New_York,EDT,-14400000,129.9,166.0,106.3,137.23,138.15,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
1,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Mr. Michael  Eastwood', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1884034, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,130.22,130.07,129.45,130.52,130.22,130.07,129.45,130.52,1.97,0.0152,1692144000,0.4425,1.89,0.299475,29.589977,34.825737,302563,302563,363338,228910,228910,114.51,131.74,800,900,59177111552,97.59,138.85,8.8008795,130.3646,124.90055,1.903,0.014613731,USD,61992980480,0.31172,141599525,455304000,3489859,3437169,1690761600,1693440000,0.0077,0.66582,0.21441999,10.65,24.601,5.280273,1672444800,1703980800,1688083200,2067000064,4.39,3.73,2.85,0:1,1543276800,9.22,30.858,NYQ,EQUITY,TRI,TRI,Thomson Reuters Corp,Thomson Reuters Corporation,1023888600,America/New_York,EDT,-14400000,129.9,166.0,106.3,137.23,138.15,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
2,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Ms. Kirsty  Roth', 'age': 46, 'title': 'Chief Operations & Technology Officer', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 1796131, 'exercisedValue': 233928, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,130.22,130.07,129.45,130.52,130.22,130.07,129.45,130.52,1.97,0.0152,1692144000,0.4425,1.89,0.299475,29.589977,34.825737,302563,302563,363338,228910,228910,114.51,131.74,800,900,59177111552,97.59,138.85,8.8008795,130.3646,124.90055,1.903,0.014613731,USD,61992980480,0.31172,141599525,455304000,3489859,3437169,1690761600,1693440000,0.0077,0.66582,0.21441999,10.65,24.601,5.280273,1672444800,1703980800,1688083200,2067000064,4.39,3.73,2.85,0:1,1543276800,9.22,30.858,NYQ,EQUITY,TRI,TRI,Thomson Reuters Corp,Thomson Reuters Corporation,1023888600,America/New_York,EDT,-14400000,129.9,166.0,106.3,137.23,138.15,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
3,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Mr. David  Wong', 'age': 37, 'title': 'Chief Product Officer', 'yearBorn': 1985, 'fiscalYear': 2022, 'totalPay': 1619467, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,130.22,130.07,129.45,130.52,130.22,130.07,129.45,130.52,1.97,0.0152,1692144000,0.4425,1.89,0.299475,29.589977,34.825737,302563,302563,363338,228910,228910,114.51,131.74,800,900,59177111552,97.59,138.85,8.8008795,130.3646,124.90055,1.903,0.014613731,USD,61992980480,0.31172,141599525,455304000,3489859,3437169,1690761600,1693440000,0.0077,0.66582,0.21441999,10.65,24.601,5.280273,1672444800,1703980800,1688083200,2067000064,4.39,3.73,2.85,0:1,1543276800,9.22,30.858,NYQ,EQUITY,TRI,TRI,Thomson Reuters Corp,Thomson Reuters Corporation,1023888600,America/New_York,EDT,-14400000,129.9,166.0,106.3,137.23,138.15,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
4,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Ms. Linda J. Walker', 'title': 'Chief Accounting Officer, Sr. VP & Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,130.22,130.07,129.45,130.52,130.22,130.07,129.45,130.52,1.97,0.0152,1692144000,0.4425,1.89,0.299475,29.589977,34.825737,302563,302563,363338,228910,228910,114.51,131.74,800,900,59177111552,97.59,138.85,8.8008795,130.3646,124.90055,1.903,0.014613731,USD,61992980480,0.31172,141599525,455304000,3489859,3437169,1690761600,1693440000,0.0077,0.66582,0.21441999,10.65,24.601,5.280273,1672444800,1703980800,1688083200,2067000064,4.39,3.73,2.85,0:1,1543276800,9.22,30.858,NYQ,EQUITY,TRI,TRI,Thomson Reuters Corp,Thomson Reuters Corporation,1023888600,America/New_York,EDT,-14400000,129.9,166.0,106.3,137.23,138.15,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
5,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Mr. Gary Elftman Bisbee C.F.A.', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,130.22,130.07,129.45,130.52,130.22,130.07,129.45,130.52,1.97,0.0152,1692144000,0.4425,1.89,0.299475,29.589977,34.825737,302563,302563,363338,228910,228910,114.51,131.74,800,900,59177111552,97.59,138.85,8.8008795,130.3646,124.90055,1.903,0.014613731,USD,61992980480,0.31172,141599525,455304000,3489859,3437169,1690761600,1693440000,0.0077,0.66582,0.21441999,10.65,24.601,5.280273,1672444800,1703980800,1688083200,2067000064,4.39,3.73,2.85,0:1,1543276800,9.22,30.858,NYQ,EQUITY,TRI,TRI,Thomson Reuters Corp,Thomson Reuters Corporation,1023888600,America/New_York,EDT,-14400000,129.9,166.0,106.3,137.23,138.15,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
6,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Ms. Jimma  Elliott-Stevens', 'title': 'Interim Chief Legal Officer & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,130.22,130.07,129.45,130.52,130.22,130.07,129.45,130.52,1.97,0.0152,1692144000,0.4425,1.89,0.299475,29.589977,34.825737,302563,302563,363338,228910,228910,114.51,131.74,800,900,59177111552,97.59,138.85,8.8008795,130.3646,124.90055,1.903,0.014613731,USD,61992980480,0.31172,141599525,455304000,3489859,3437169,1690761600,1693440000,0.0077,0.66582,0.21441999,10.65,24.601,5.280273,1672444800,1703980800,1688083200,2067000064,4.39,3.73,2.85,0:1,1543276800,9.22,30.858,NYQ,EQUITY,TRI,TRI,Thomson Reuters Corp,Thomson Reuters Corporation,1023888600,America/New_York,EDT,-14400000,129.9,166.0,106.3,137.23,138.15,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
7,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Mr. Alex  Thompson', 'title': 'Chief Communications Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,130.22,130.07,129.45,130.52,130.22,130.07,129.45,130.52,1.97,0.0152,1692144000,0.4425,1.89,0.299475,29.589977,34.825737,302563,302563,363338,228910,228910,114.51,131.74,800,900,59177111552,97.59,138.85,8.8008795,130.3646,124.90055,1.903,0.014613731,USD,61992980480,0.31172,141599525,455304000,3489859,3437169,1690761600,1693440000,0.0077,0.66582,0.21441999,10.65,24.601,5.280273,1672444800,1703980800,1688083200,2067000064,4.39,3.73,2.85,0:1,1543276800,9.22,30.858,NYQ,EQUITY,TRI,TRI,Thomson Reuters Corp,Thomson Reuters Corporation,1023888600,America/New_York,EDT,-14400000,129.9,166.0,106.3,137.23,138.15,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
8,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Ms. Mary-Alice  Vuicic', 'age': 53, 'title': 'Exec. VP & Chief People Officer', 'yearBorn': 1969, 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,130.22,130.07,129.45,130.52,130.22,130.07,129.45,130.52,1.97,0.0152,1692144000,0.4425,1.89,0.299475,29.589977,34.825737,302563,302563,363338,228910,228910,114.51,131.74,800,900,59177111552,97.59,138.85,8.8008795,130.3646,124.90055,1.903,0.014613731,USD,61992980480,0.31172,141599525,455304000,3489859,3437169,1690761600,1693440000,0.0077,0.66582,0.21441999,10.65,24.601,5.280273,1672444800,1703980800,1688083200,2067000064,4.39,3.73,2.85,0:1,1543276800,9.22,30.858,NYQ,EQUITY,TRI,TRI,Thomson Reuters Corp,Thomson Reuters Corporation,1023888600,America/New_York,EDT,-14400000,129.9,166.0,106.3,137.23,138.15,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
9,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Ms. Carla  Jones', 'age': 58, 'title': 'Chief of Staff', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,130.22,130.07,129.45,130.52,130.22,130.07,129.45,130.52,1.97,0.0152,1692144000,0.4425,1.89,0.299475,29.589977,34.825737,302563,302563,363338,228910,228910,114.51,131.74,800,900,59177111552,97.59,138.85,8.8008795,130.3646,124.90055,1.903,0.014613731,USD,61992980480,0.31172,141599525,455304000,3489859,3437169,1690761600,1693440000,0.0077,0.66582,0.21441999,10.65,24.601,5.280273,1672444800,1703980800,1688083200,2067000064,4.39,3.73,2.85,0:1,1543276800,9.22,30.858,NYQ,EQUITY,TRI,TRI,Thomson Reuters Corp,Thomson Reuters Corporation,1023888600,America/New_York,EDT,-14400000,129.9,166.0,106.3,137.23,138.15,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
