,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Calle Orense 81,7th Floor,Madrid,28020,Spain,34 630 17 95 63,https://www.mercalinmuebles.es,REIT—Diversified,Real Estate,"Mercal Inmuebles Socimi, S.A. engages in the acquisition and promotion of real estate properties of an urban nature for lease. Its portfolio consists of offices, hospitals, land, and garages. The company is based in Madrid, Spain.",1,"{'maxAge': 1, 'name': 'Mr. Basilio  Rueda Martín', 'title': 'CEO & Pres of the Board of Directors', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,48.2,0.0,48.0,48.0,48.2,0.0,48.0,48.0,1.31,0.0293,1684886400,0.6032,0.064939,26.777779,16800,16800,0,0,0,0.0,0.0,44334264,43.8,48.0,17.668367,44.6,44.6,1.661,0.03446058,EUR,53769848,0.73747003,918798,0.91664004,0.0,27.498,1.7528548,1672444800,1703980800,1672444800,0.254,1850489,1.8,21.429,25.813,MCE,EQUITY,YMEI.MC,YMEI.MC,"MERCAL INMUEBLES  SOCIMI, S.A.","Mercal Inmuebles Socimi, S.A.",1404284400,Europe/Madrid,CEST,7200000,48.2,none,3209851,3.494,2083050,12693636,2.171,2.175,2509245,50.242,2.731,0.03033,0.07355,2509245,-233603,1075582,0.255,0.207,1.0,0.83015,0.73208,EUR,
1,Calle Orense 81,7th Floor,Madrid,28020,Spain,34 630 17 95 63,https://www.mercalinmuebles.es,REIT—Diversified,Real Estate,"Mercal Inmuebles Socimi, S.A. engages in the acquisition and promotion of real estate properties of an urban nature for lease. Its portfolio consists of offices, hospitals, land, and garages. The company is based in Madrid, Spain.",1,"{'maxAge': 1, 'name': 'Mr. José Enrique García Ramos', 'title': 'CEO, Sec. & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,48.2,0.0,48.0,48.0,48.2,0.0,48.0,48.0,1.31,0.0293,1684886400,0.6032,0.064939,26.777779,16800,16800,0,0,0,0.0,0.0,44334264,43.8,48.0,17.668367,44.6,44.6,1.661,0.03446058,EUR,53769848,0.73747003,918798,0.91664004,0.0,27.498,1.7528548,1672444800,1703980800,1672444800,0.254,1850489,1.8,21.429,25.813,MCE,EQUITY,YMEI.MC,YMEI.MC,"MERCAL INMUEBLES  SOCIMI, S.A.","Mercal Inmuebles Socimi, S.A.",1404284400,Europe/Madrid,CEST,7200000,48.2,none,3209851,3.494,2083050,12693636,2.171,2.175,2509245,50.242,2.731,0.03033,0.07355,2509245,-233603,1075582,0.255,0.207,1.0,0.83015,0.73208,EUR,
2,Calle Orense 81,7th Floor,Madrid,28020,Spain,34 630 17 95 63,https://www.mercalinmuebles.es,REIT—Diversified,Real Estate,"Mercal Inmuebles Socimi, S.A. engages in the acquisition and promotion of real estate properties of an urban nature for lease. Its portfolio consists of offices, hospitals, land, and garages. The company is based in Madrid, Spain.",1,"{'maxAge': 1, 'name': 'Mr. Esteban  Costa Pérez', 'title': 'CEO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,48.2,0.0,48.0,48.0,48.2,0.0,48.0,48.0,1.31,0.0293,1684886400,0.6032,0.064939,26.777779,16800,16800,0,0,0,0.0,0.0,44334264,43.8,48.0,17.668367,44.6,44.6,1.661,0.03446058,EUR,53769848,0.73747003,918798,0.91664004,0.0,27.498,1.7528548,1672444800,1703980800,1672444800,0.254,1850489,1.8,21.429,25.813,MCE,EQUITY,YMEI.MC,YMEI.MC,"MERCAL INMUEBLES  SOCIMI, S.A.","Mercal Inmuebles Socimi, S.A.",1404284400,Europe/Madrid,CEST,7200000,48.2,none,3209851,3.494,2083050,12693636,2.171,2.175,2509245,50.242,2.731,0.03033,0.07355,2509245,-233603,1075582,0.255,0.207,1.0,0.83015,0.73208,EUR,
