,address1,city,state,zip,country,phone,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,earningsGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6363 College Boulevard,Overland Park,KS,66211,United States,913 981 1020,https://www.tortoisespac.com/tortoiseecofin-acquisition-corp-iii/,Shell Companies,Shell Companies,Financial Services,Financial Services,"TortoiseEcofin Acquisition Corp. III does not have significant operations. It intends to effect a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was incorporated in 2021 and is based in Overland Park, Kansas.","{'maxAge': 1, 'name': 'Mr. Vincent T. Cubbage', 'age': 57, 'title': 'CEO & Chairman', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.5,10.8568,10.46,10.8568,10.5,10.8568,10.46,10.8568,0.0,0.020591,30.794119,2540,2540,118550,13200,13200,4.22,16.72,900,1400,451518752,9.72,11.207,10.42872,10.23553,0.0,0.0,USD,451817632,0.0,25583475,34500000,4547,5455,1690761600,1693440000,0.0001,0.0,0.95232004,0.03,0.0001,43125000,-0.315,1672444800,1703980800,1688083200,0.374,14401207,0.34,0.07055211,0.14113986,NYQ,EQUITY,TRTL,TRTL,TortoiseEcofin Acquisition Corp,TortoiseEcofin Acquisition Corp. III,1631280600,America/New_York,EDT,bb40eb65-d9e6-36f8-9034-4c4aa1404c2c,finmb_706005037,-14400000,10.47,none,36128,0.001,335000,0.063,0.367,-0.00333,-184920,-865190,0.374,0.0,0.0,0.0,USD,
1,6363 College Boulevard,Overland Park,KS,66211,United States,913 981 1020,https://www.tortoisespac.com/tortoiseecofin-acquisition-corp-iii/,Shell Companies,Shell Companies,Financial Services,Financial Services,"TortoiseEcofin Acquisition Corp. III does not have significant operations. It intends to effect a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was incorporated in 2021 and is based in Overland Park, Kansas.","{'maxAge': 1, 'name': 'Mr. Stephen Sze-Yin Pang', 'age': 40, 'title': 'Pres, CFO & Director', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.5,10.8568,10.46,10.8568,10.5,10.8568,10.46,10.8568,0.0,0.020591,30.794119,2540,2540,118550,13200,13200,4.22,16.72,900,1400,451518752,9.72,11.207,10.42872,10.23553,0.0,0.0,USD,451817632,0.0,25583475,34500000,4547,5455,1690761600,1693440000,0.0001,0.0,0.95232004,0.03,0.0001,43125000,-0.315,1672444800,1703980800,1688083200,0.374,14401207,0.34,0.07055211,0.14113986,NYQ,EQUITY,TRTL,TRTL,TortoiseEcofin Acquisition Corp,TortoiseEcofin Acquisition Corp. III,1631280600,America/New_York,EDT,bb40eb65-d9e6-36f8-9034-4c4aa1404c2c,finmb_706005037,-14400000,10.47,none,36128,0.001,335000,0.063,0.367,-0.00333,-184920,-865190,0.374,0.0,0.0,0.0,USD,
2,6363 College Boulevard,Overland Park,KS,66211,United States,913 981 1020,https://www.tortoisespac.com/tortoiseecofin-acquisition-corp-iii/,Shell Companies,Shell Companies,Financial Services,Financial Services,"TortoiseEcofin Acquisition Corp. III does not have significant operations. It intends to effect a merger, amalgamation, share exchange, asset acquisition, share purchase, reorganization, or similar business combination with one or more businesses or entities. The company was incorporated in 2021 and is based in Overland Park, Kansas.","{'maxAge': 1, 'name': 'Mr. Steven C. Schnitzer', 'age': 59, 'title': 'VP, Gen. Counsel & Sec.', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,10.5,10.8568,10.46,10.8568,10.5,10.8568,10.46,10.8568,0.0,0.020591,30.794119,2540,2540,118550,13200,13200,4.22,16.72,900,1400,451518752,9.72,11.207,10.42872,10.23553,0.0,0.0,USD,451817632,0.0,25583475,34500000,4547,5455,1690761600,1693440000,0.0001,0.0,0.95232004,0.03,0.0001,43125000,-0.315,1672444800,1703980800,1688083200,0.374,14401207,0.34,0.07055211,0.14113986,NYQ,EQUITY,TRTL,TRTL,TortoiseEcofin Acquisition Corp,TortoiseEcofin Acquisition Corp. III,1631280600,America/New_York,EDT,bb40eb65-d9e6-36f8-9034-4c4aa1404c2c,finmb_706005037,-14400000,10.47,none,36128,0.001,335000,0.063,0.367,-0.00333,-184920,-865190,0.374,0.0,0.0,0.0,USD,
