,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,845 Market Street,Suite 450,San Francisco,CA,94103,United States,415 399 2580,https://www.marinsoftware.com,Software—Application,Technology,"Marin Software Incorporated, together with its subsidiaries, provides enterprise marketing software for advertisers and agencies in the United States, the United Kingdom, and internationally. It offers MarinOne, a search, social, and eCommerce advertising platform, as well as managed services. The company markets and sells its solutions to advertisers directly, and through advertising agencies that use its platform on behalf of their customers. Marin Software Incorporated was incorporated in 2006 and is headquartered in San Francisco, California.",177,"{'maxAge': 1, 'name': 'Mr. Christopher A. Lien', 'age': 55, 'title': 'Founder, Chairman & CEO', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 700189, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4956,0.4807,0.4736,0.51,0.4956,0.4807,0.4736,0.51,0.0,0.584024,-10.2,131250,131250,1440811,8137000,8137000,0.4751,0.4999,1000,1000,9074430,0.41,1.84,0.47557414,0.5964,0.8491,0.0,0.0,USD,-7264570,-1.1820099,16768478,17793000,385979,374941,1690761600,1693440000,0.0217,0.048130002,0.11862001,2.15,0.0227,1.312,0.3887195,1672444800,1703980800,1688083200,-22554000,-1.37,-0.05,1:7,1507248000,-0.381,0.317,NGM,EQUITY,MRIN,MRIN,Marin Software Incorporated,Marin Software Incorporated,1363959000,America/New_York,EDT,-14400000,0.51,none,18976000,1.066,-22930000,2637000,4.077,4.319,19081000,11.34,1.139,-0.34812,-0.70697,7224000,-10749125,-17588000,-0.076,0.33556998,-1.20172,-1.2060701,USD,
1,845 Market Street,Suite 450,San Francisco,CA,94103,United States,415 399 2580,https://www.marinsoftware.com,Software—Application,Technology,"Marin Software Incorporated, together with its subsidiaries, provides enterprise marketing software for advertisers and agencies in the United States, the United Kingdom, and internationally. It offers MarinOne, a search, social, and eCommerce advertising platform, as well as managed services. The company markets and sells its solutions to advertisers directly, and through advertising agencies that use its platform on behalf of their customers. Marin Software Incorporated was incorporated in 2006 and is headquartered in San Francisco, California.",177,"{'maxAge': 1, 'name': 'Mr. Wister  Walcott', 'age': 55, 'title': 'Co-Founder and Exec. VP of Product & Technology', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 399745, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4956,0.4807,0.4736,0.51,0.4956,0.4807,0.4736,0.51,0.0,0.584024,-10.2,131250,131250,1440811,8137000,8137000,0.4751,0.4999,1000,1000,9074430,0.41,1.84,0.47557414,0.5964,0.8491,0.0,0.0,USD,-7264570,-1.1820099,16768478,17793000,385979,374941,1690761600,1693440000,0.0217,0.048130002,0.11862001,2.15,0.0227,1.312,0.3887195,1672444800,1703980800,1688083200,-22554000,-1.37,-0.05,1:7,1507248000,-0.381,0.317,NGM,EQUITY,MRIN,MRIN,Marin Software Incorporated,Marin Software Incorporated,1363959000,America/New_York,EDT,-14400000,0.51,none,18976000,1.066,-22930000,2637000,4.077,4.319,19081000,11.34,1.139,-0.34812,-0.70697,7224000,-10749125,-17588000,-0.076,0.33556998,-1.20172,-1.2060701,USD,
2,845 Market Street,Suite 450,San Francisco,CA,94103,United States,415 399 2580,https://www.marinsoftware.com,Software—Application,Technology,"Marin Software Incorporated, together with its subsidiaries, provides enterprise marketing software for advertisers and agencies in the United States, the United Kingdom, and internationally. It offers MarinOne, a search, social, and eCommerce advertising platform, as well as managed services. The company markets and sells its solutions to advertisers directly, and through advertising agencies that use its platform on behalf of their customers. Marin Software Incorporated was incorporated in 2006 and is headquartered in San Francisco, California.",177,"{'maxAge': 1, 'name': 'Mr. Robert  Bertz', 'age': 58, 'title': 'Chief Financial Officer', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 427934, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4956,0.4807,0.4736,0.51,0.4956,0.4807,0.4736,0.51,0.0,0.584024,-10.2,131250,131250,1440811,8137000,8137000,0.4751,0.4999,1000,1000,9074430,0.41,1.84,0.47557414,0.5964,0.8491,0.0,0.0,USD,-7264570,-1.1820099,16768478,17793000,385979,374941,1690761600,1693440000,0.0217,0.048130002,0.11862001,2.15,0.0227,1.312,0.3887195,1672444800,1703980800,1688083200,-22554000,-1.37,-0.05,1:7,1507248000,-0.381,0.317,NGM,EQUITY,MRIN,MRIN,Marin Software Incorporated,Marin Software Incorporated,1363959000,America/New_York,EDT,-14400000,0.51,none,18976000,1.066,-22930000,2637000,4.077,4.319,19081000,11.34,1.139,-0.34812,-0.70697,7224000,-10749125,-17588000,-0.076,0.33556998,-1.20172,-1.2060701,USD,
3,845 Market Street,Suite 450,San Francisco,CA,94103,United States,415 399 2580,https://www.marinsoftware.com,Software—Application,Technology,"Marin Software Incorporated, together with its subsidiaries, provides enterprise marketing software for advertisers and agencies in the United States, the United Kingdom, and internationally. It offers MarinOne, a search, social, and eCommerce advertising platform, as well as managed services. The company markets and sells its solutions to advertisers directly, and through advertising agencies that use its platform on behalf of their customers. Marin Software Incorporated was incorporated in 2006 and is headquartered in San Francisco, California.",177,"{'maxAge': 1, 'name': 'Mr. Wesley  MacLaggan', 'title': 'Chief Marketing Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4956,0.4807,0.4736,0.51,0.4956,0.4807,0.4736,0.51,0.0,0.584024,-10.2,131250,131250,1440811,8137000,8137000,0.4751,0.4999,1000,1000,9074430,0.41,1.84,0.47557414,0.5964,0.8491,0.0,0.0,USD,-7264570,-1.1820099,16768478,17793000,385979,374941,1690761600,1693440000,0.0217,0.048130002,0.11862001,2.15,0.0227,1.312,0.3887195,1672444800,1703980800,1688083200,-22554000,-1.37,-0.05,1:7,1507248000,-0.381,0.317,NGM,EQUITY,MRIN,MRIN,Marin Software Incorporated,Marin Software Incorporated,1363959000,America/New_York,EDT,-14400000,0.51,none,18976000,1.066,-22930000,2637000,4.077,4.319,19081000,11.34,1.139,-0.34812,-0.70697,7224000,-10749125,-17588000,-0.076,0.33556998,-1.20172,-1.2060701,USD,
4,845 Market Street,Suite 450,San Francisco,CA,94103,United States,415 399 2580,https://www.marinsoftware.com,Software—Application,Technology,"Marin Software Incorporated, together with its subsidiaries, provides enterprise marketing software for advertisers and agencies in the United States, the United Kingdom, and internationally. It offers MarinOne, a search, social, and eCommerce advertising platform, as well as managed services. The company markets and sells its solutions to advertisers directly, and through advertising agencies that use its platform on behalf of their customers. Marin Software Incorporated was incorporated in 2006 and is headquartered in San Francisco, California.",177,"{'maxAge': 1, 'name': 'Mr. Douglas  Pan', 'title': 'Sr. VP of Engineering', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4956,0.4807,0.4736,0.51,0.4956,0.4807,0.4736,0.51,0.0,0.584024,-10.2,131250,131250,1440811,8137000,8137000,0.4751,0.4999,1000,1000,9074430,0.41,1.84,0.47557414,0.5964,0.8491,0.0,0.0,USD,-7264570,-1.1820099,16768478,17793000,385979,374941,1690761600,1693440000,0.0217,0.048130002,0.11862001,2.15,0.0227,1.312,0.3887195,1672444800,1703980800,1688083200,-22554000,-1.37,-0.05,1:7,1507248000,-0.381,0.317,NGM,EQUITY,MRIN,MRIN,Marin Software Incorporated,Marin Software Incorporated,1363959000,America/New_York,EDT,-14400000,0.51,none,18976000,1.066,-22930000,2637000,4.077,4.319,19081000,11.34,1.139,-0.34812,-0.70697,7224000,-10749125,-17588000,-0.076,0.33556998,-1.20172,-1.2060701,USD,
5,845 Market Street,Suite 450,San Francisco,CA,94103,United States,415 399 2580,https://www.marinsoftware.com,Software—Application,Technology,"Marin Software Incorporated, together with its subsidiaries, provides enterprise marketing software for advertisers and agencies in the United States, the United Kingdom, and internationally. It offers MarinOne, a search, social, and eCommerce advertising platform, as well as managed services. The company markets and sells its solutions to advertisers directly, and through advertising agencies that use its platform on behalf of their customers. Marin Software Incorporated was incorporated in 2006 and is headquartered in San Francisco, California.",177,"{'maxAge': 1, 'name': 'Ms. Marie  Boivent', 'title': 'Sr. VP of Revenue', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.4956,0.4807,0.4736,0.51,0.4956,0.4807,0.4736,0.51,0.0,0.584024,-10.2,131250,131250,1440811,8137000,8137000,0.4751,0.4999,1000,1000,9074430,0.41,1.84,0.47557414,0.5964,0.8491,0.0,0.0,USD,-7264570,-1.1820099,16768478,17793000,385979,374941,1690761600,1693440000,0.0217,0.048130002,0.11862001,2.15,0.0227,1.312,0.3887195,1672444800,1703980800,1688083200,-22554000,-1.37,-0.05,1:7,1507248000,-0.381,0.317,NGM,EQUITY,MRIN,MRIN,Marin Software Incorporated,Marin Software Incorporated,1363959000,America/New_York,EDT,-14400000,0.51,none,18976000,1.066,-22930000,2637000,4.077,4.319,19081000,11.34,1.139,-0.34812,-0.70697,7224000,-10749125,-17588000,-0.076,0.33556998,-1.20172,-1.2060701,USD,
