,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1434&cached=true&mode=2&userID=355661&mktcd=SBI,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset Intermediate Muni Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company. It invests in the fixed income markets of the United States. The fund invests in securities that provide income exempt from federal income tax. It invests primarily in investment grade municipal securities. The fund employs intensive proprietary research to create its portfolio. It benchmarks the performance of its portfolio against the Barclays Capital 1-15 Year Municipal Bond Index. The fund was formerly known as Intermediate Muni Fund Inc. Western Asset Intermediate Muni Fund Inc. is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Kenneth Donald Fuller', 'age': 64, 'title': 'Chairman, Chief Exec. Officer and Pres', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.35,7.335,7.33,7.36,7.35,7.335,7.33,7.36,0.28,0.0381,1695254400,3.51,0.29668,733.0,39356,39356,21622,39960,39960,7.34,11.76,3200,1800,103223256,7.13,8.08,16.737139,7.5596,7.7072,0.282,0.03836735,USD,152354960,-0.18786,14082300,8226,3430,1689292800,1692057600,0.00059999997,0.0,0.49271,0.37,14082300,8.932,0.82064486,1669766400,1701302400,1685491200,-1174054,-0.09,0.01,24.704,-0.041830063,0.14113986,0.024,1692748800,NYQ,EQUITY,SBI,SBI,Western Asset Intermediate Muni,Western Asset Intermediate Muni Fund Inc.,697300200,America/New_York,EDT,b4ff3eff-8c80-309d-84e0-750f1eac3850,finmb_3590663,-14400000,7.33,none,48849344,3.855,3.919,6167318,38.836,0.438,0.01113,-0.00901,5835027,792154,3951072,0.116,1.0,0.0,0.51486,USD,
1,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1434&cached=true&mode=2&userID=355661&mktcd=SBI,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset Intermediate Muni Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company. It invests in the fixed income markets of the United States. The fund invests in securities that provide income exempt from federal income tax. It invests primarily in investment grade municipal securities. The fund employs intensive proprietary research to create its portfolio. It benchmarks the performance of its portfolio against the Barclays Capital 1-15 Year Municipal Bond Index. The fund was formerly known as Intermediate Muni Fund Inc. Western Asset Intermediate Muni Fund Inc. is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Peter M. Coffey', 'age': 77, 'title': 'Portfolio Mang.', 'yearBorn': 1945, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.35,7.335,7.33,7.36,7.35,7.335,7.33,7.36,0.28,0.0381,1695254400,3.51,0.29668,733.0,39356,39356,21622,39960,39960,7.34,11.76,3200,1800,103223256,7.13,8.08,16.737139,7.5596,7.7072,0.282,0.03836735,USD,152354960,-0.18786,14082300,8226,3430,1689292800,1692057600,0.00059999997,0.0,0.49271,0.37,14082300,8.932,0.82064486,1669766400,1701302400,1685491200,-1174054,-0.09,0.01,24.704,-0.041830063,0.14113986,0.024,1692748800,NYQ,EQUITY,SBI,SBI,Western Asset Intermediate Muni,Western Asset Intermediate Muni Fund Inc.,697300200,America/New_York,EDT,b4ff3eff-8c80-309d-84e0-750f1eac3850,finmb_3590663,-14400000,7.33,none,48849344,3.855,3.919,6167318,38.836,0.438,0.01113,-0.00901,5835027,792154,3951072,0.116,1.0,0.0,0.51486,USD,
2,280 Park Avenue,New York,NY,10017,United States,800 822 5544,877 859 4112,https://individualinvestor.myleggmason.com/portal/server.pt?open=512&objID=1434&cached=true&mode=2&userID=355661&mktcd=SBI,Asset Management,Asset Management,Financial Services,Financial Services,"Western Asset Intermediate Muni Fund Inc. is a closed ended fixed income mutual fund launched and managed by Legg Mason Partners Fund Advisor, LLC. The fund is co-managed by Western Asset Management Company. It invests in the fixed income markets of the United States. The fund invests in securities that provide income exempt from federal income tax. It invests primarily in investment grade municipal securities. The fund employs intensive proprietary research to create its portfolio. It benchmarks the performance of its portfolio against the Barclays Capital 1-15 Year Municipal Bond Index. The fund was formerly known as Intermediate Muni Fund Inc. Western Asset Intermediate Muni Fund Inc. is domiciled in the United States.","{'maxAge': 1, 'name': 'Mr. Stephen Kenneth Leech', 'age': 67, 'title': 'Chief Investment Officer and Portfolio Mang.', 'yearBorn': 1955, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,7.35,7.335,7.33,7.36,7.35,7.335,7.33,7.36,0.28,0.0381,1695254400,3.51,0.29668,733.0,39356,39356,21622,39960,39960,7.34,11.76,3200,1800,103223256,7.13,8.08,16.737139,7.5596,7.7072,0.282,0.03836735,USD,152354960,-0.18786,14082300,8226,3430,1689292800,1692057600,0.00059999997,0.0,0.49271,0.37,14082300,8.932,0.82064486,1669766400,1701302400,1685491200,-1174054,-0.09,0.01,24.704,-0.041830063,0.14113986,0.024,1692748800,NYQ,EQUITY,SBI,SBI,Western Asset Intermediate Muni,Western Asset Intermediate Muni Fund Inc.,697300200,America/New_York,EDT,b4ff3eff-8c80-309d-84e0-750f1eac3850,finmb_3590663,-14400000,7.33,none,48849344,3.855,3.919,6167318,38.836,0.438,0.01113,-0.00901,5835027,792154,3951072,0.116,1.0,0.0,0.51486,USD,
