,address1,address2,city,state,zip,country,phone,website,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,938 Howe Street,Suite 908,Vancouver,BC,V6Z 1N9,Canada,604 314 9293,https://www.ashantisankofa.com,"Ashanti Sankofa Inc., a development stage company, engages in the acquisition and exploration of mineral properties in West Africa. It primarily explores for gold deposits. The company holds a 100% interest in the North Ashanti gold project comprising two prospecting licenses covering a combined area of approximately 65 square kilometers in the Ashanti Region of Ghana. The company was formerly known as AMI Resources Inc. and changed its name to Ashanti Sankofa Inc. in January 2017. Ashanti Sankofa Inc. was founded in 1996 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Ronald  Renne B.A.', 'age': 44, 'title': 'CEO, Pres & Director', 'yearBorn': 1978, 'fiscalYear': 2020, 'totalPay': 38473, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.608965,100,100,0,0,0,0.0,0.0,3000000,3000000,1094119,0.011,0.011,0.011,0.011,0.0,0.0,EUR,556536,0.0,39784085,51900900,0.23346001,0.0,-0.004,1614470400,1646006400,1638230400,-109929,-0.002,1:5,1361491200,-1.159,FRA,EQUITY,Q9W1.F,Q9W1.F,ASHANTI SANKOFA,Ashanti Sankofa Inc.,1176789600,Europe/Berlin,CEST,7200000,0.011,none,14373,0.0,-480259,0,0.039,0.043,-0.24204999,-48270,-64787,0.0,0.0,0.0,CAD,
1,938 Howe Street,Suite 908,Vancouver,BC,V6Z 1N9,Canada,604 314 9293,https://www.ashantisankofa.com,"Ashanti Sankofa Inc., a development stage company, engages in the acquisition and exploration of mineral properties in West Africa. It primarily explores for gold deposits. The company holds a 100% interest in the North Ashanti gold project comprising two prospecting licenses covering a combined area of approximately 65 square kilometers in the Ashanti Region of Ghana. The company was formerly known as AMI Resources Inc. and changed its name to Ashanti Sankofa Inc. in January 2017. Ashanti Sankofa Inc. was founded in 1996 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Charles  Addison', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.608965,100,100,0,0,0,0.0,0.0,3000000,3000000,1094119,0.011,0.011,0.011,0.011,0.0,0.0,EUR,556536,0.0,39784085,51900900,0.23346001,0.0,-0.004,1614470400,1646006400,1638230400,-109929,-0.002,1:5,1361491200,-1.159,FRA,EQUITY,Q9W1.F,Q9W1.F,ASHANTI SANKOFA,Ashanti Sankofa Inc.,1176789600,Europe/Berlin,CEST,7200000,0.011,none,14373,0.0,-480259,0,0.039,0.043,-0.24204999,-48270,-64787,0.0,0.0,0.0,CAD,
2,938 Howe Street,Suite 908,Vancouver,BC,V6Z 1N9,Canada,604 314 9293,https://www.ashantisankofa.com,"Ashanti Sankofa Inc., a development stage company, engages in the acquisition and exploration of mineral properties in West Africa. It primarily explores for gold deposits. The company holds a 100% interest in the North Ashanti gold project comprising two prospecting licenses covering a combined area of approximately 65 square kilometers in the Ashanti Region of Ghana. The company was formerly known as AMI Resources Inc. and changed its name to Ashanti Sankofa Inc. in January 2017. Ashanti Sankofa Inc. was founded in 1996 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Simon Meadows Smith IOM3', 'title': 'Consultant', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,4,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.011,0.608965,100,100,0,0,0,0.0,0.0,3000000,3000000,1094119,0.011,0.011,0.011,0.011,0.0,0.0,EUR,556536,0.0,39784085,51900900,0.23346001,0.0,-0.004,1614470400,1646006400,1638230400,-109929,-0.002,1:5,1361491200,-1.159,FRA,EQUITY,Q9W1.F,Q9W1.F,ASHANTI SANKOFA,Ashanti Sankofa Inc.,1176789600,Europe/Berlin,CEST,7200000,0.011,none,14373,0.0,-480259,0,0.039,0.043,-0.24204999,-48270,-64787,0.0,0.0,0.0,CAD,
