,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Juan Salvador Agraz No. 65,20th floor Colonia Santa Fe Cuajimalpa Del. Cuajimalpa de Morelos,Mexico City,DF,05348,Mexico,52 55 5261 0800,52 55 5292 8587,https://www.gsf-hotels.com,Lodging,Consumer Cyclical,"Grupo Hotelero Santa Fe, S.A.B. de C.V. acquires, develops, and operates beach and urban hotels in Mexico. It operates in three segments: Urban Services, Resort Services, and Operator and Holding. The company operates a portfolio of 27 hotels under the Krystal Grand, Krystal Hotels & Resorts, Krystal Beach, and Krystal Urban brands, as well as under licensed brands, such as Hilton, Hilton Resorts, Hilton Garden Inn, and Hampton Inn & Suites. It also operates third-party hotels. Grupo Hotelero Santa Fe, S.A.B. de C.V. was incorporated in 2006 and is based in Mexico City, Mexico.",2281,"{'maxAge': 1, 'name': 'Mr. Carlos  Gerardo Ancira Elizondo', 'age': 53, 'title': 'Exec. Chairman', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.05,4.05,4.05,4.06,4.05,4.05,4.05,4.06,0.99,0.2439,1685318400,0.0,0.223736,10.972973,9.227273,10307,10307,360689,11243,11243,4.05,4.06,81600,1740000,2907304960,3.64,5.2,0.97341454,4.1202,4.31765,0.0,0.0,MXN,7286171136,0.17783001,322323969,716084992,0.0,0.01554,7.227,0.5617822,1672444800,1703980800,1688083200,7.186,531124992,0.37,0.44,2.44,6.717,MEX,EQUITY,HOTEL.MX,HOTEL.MX,GRUPO HOTELERO SANTA FE SAB DE ,"Grupo Hotelero Santa Fe, S.A.B. de C.V.",1410525000,America/Mexico_City,CDT,-18000000,4.06,7.3,5.9,6.73,7.0,2.0,buy,3,311736992,0.435,1084733952,3010028032,0.816,1.414,2986707968,43.86,4.404,0.04277,0.10604,1281643000,-1497834880,762188992,5.996,0.078,0.50123,0.36319,0.26395,MXN,
1,Juan Salvador Agraz No. 65,20th floor Colonia Santa Fe Cuajimalpa Del. Cuajimalpa de Morelos,Mexico City,DF,05348,Mexico,52 55 5261 0800,52 55 5292 8587,https://www.gsf-hotels.com,Lodging,Consumer Cyclical,"Grupo Hotelero Santa Fe, S.A.B. de C.V. acquires, develops, and operates beach and urban hotels in Mexico. It operates in three segments: Urban Services, Resort Services, and Operator and Holding. The company operates a portfolio of 27 hotels under the Krystal Grand, Krystal Hotels & Resorts, Krystal Beach, and Krystal Urban brands, as well as under licensed brands, such as Hilton, Hilton Resorts, Hilton Garden Inn, and Hampton Inn & Suites. It also operates third-party hotels. Grupo Hotelero Santa Fe, S.A.B. de C.V. was incorporated in 2006 and is based in Mexico City, Mexico.",2281,"{'maxAge': 1, 'name': 'Mr. Francisco  Medina Elizalde', 'age': 61, 'title': 'Chief Exec. Officer', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.05,4.05,4.05,4.06,4.05,4.05,4.05,4.06,0.99,0.2439,1685318400,0.0,0.223736,10.972973,9.227273,10307,10307,360689,11243,11243,4.05,4.06,81600,1740000,2907304960,3.64,5.2,0.97341454,4.1202,4.31765,0.0,0.0,MXN,7286171136,0.17783001,322323969,716084992,0.0,0.01554,7.227,0.5617822,1672444800,1703980800,1688083200,7.186,531124992,0.37,0.44,2.44,6.717,MEX,EQUITY,HOTEL.MX,HOTEL.MX,GRUPO HOTELERO SANTA FE SAB DE ,"Grupo Hotelero Santa Fe, S.A.B. de C.V.",1410525000,America/Mexico_City,CDT,-18000000,4.06,7.3,5.9,6.73,7.0,2.0,buy,3,311736992,0.435,1084733952,3010028032,0.816,1.414,2986707968,43.86,4.404,0.04277,0.10604,1281643000,-1497834880,762188992,5.996,0.078,0.50123,0.36319,0.26395,MXN,
2,Juan Salvador Agraz No. 65,20th floor Colonia Santa Fe Cuajimalpa Del. Cuajimalpa de Morelos,Mexico City,DF,05348,Mexico,52 55 5261 0800,52 55 5292 8587,https://www.gsf-hotels.com,Lodging,Consumer Cyclical,"Grupo Hotelero Santa Fe, S.A.B. de C.V. acquires, develops, and operates beach and urban hotels in Mexico. It operates in three segments: Urban Services, Resort Services, and Operator and Holding. The company operates a portfolio of 27 hotels under the Krystal Grand, Krystal Hotels & Resorts, Krystal Beach, and Krystal Urban brands, as well as under licensed brands, such as Hilton, Hilton Resorts, Hilton Garden Inn, and Hampton Inn & Suites. It also operates third-party hotels. Grupo Hotelero Santa Fe, S.A.B. de C.V. was incorporated in 2006 and is based in Mexico City, Mexico.",2281,"{'maxAge': 1, 'name': 'Mr. Enrique  Gerardo Martínez Guerrero', 'age': 53, 'title': 'Chief Financial Officer', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.05,4.05,4.05,4.06,4.05,4.05,4.05,4.06,0.99,0.2439,1685318400,0.0,0.223736,10.972973,9.227273,10307,10307,360689,11243,11243,4.05,4.06,81600,1740000,2907304960,3.64,5.2,0.97341454,4.1202,4.31765,0.0,0.0,MXN,7286171136,0.17783001,322323969,716084992,0.0,0.01554,7.227,0.5617822,1672444800,1703980800,1688083200,7.186,531124992,0.37,0.44,2.44,6.717,MEX,EQUITY,HOTEL.MX,HOTEL.MX,GRUPO HOTELERO SANTA FE SAB DE ,"Grupo Hotelero Santa Fe, S.A.B. de C.V.",1410525000,America/Mexico_City,CDT,-18000000,4.06,7.3,5.9,6.73,7.0,2.0,buy,3,311736992,0.435,1084733952,3010028032,0.816,1.414,2986707968,43.86,4.404,0.04277,0.10604,1281643000,-1497834880,762188992,5.996,0.078,0.50123,0.36319,0.26395,MXN,
3,Juan Salvador Agraz No. 65,20th floor Colonia Santa Fe Cuajimalpa Del. Cuajimalpa de Morelos,Mexico City,DF,05348,Mexico,52 55 5261 0800,52 55 5292 8587,https://www.gsf-hotels.com,Lodging,Consumer Cyclical,"Grupo Hotelero Santa Fe, S.A.B. de C.V. acquires, develops, and operates beach and urban hotels in Mexico. It operates in three segments: Urban Services, Resort Services, and Operator and Holding. The company operates a portfolio of 27 hotels under the Krystal Grand, Krystal Hotels & Resorts, Krystal Beach, and Krystal Urban brands, as well as under licensed brands, such as Hilton, Hilton Resorts, Hilton Garden Inn, and Hampton Inn & Suites. It also operates third-party hotels. Grupo Hotelero Santa Fe, S.A.B. de C.V. was incorporated in 2006 and is based in Mexico City, Mexico.",2281,"{'maxAge': 1, 'name': 'Ms. Gabriela  Ríos Palacios', 'age': 51, 'title': 'Chief Operating Officer', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.05,4.05,4.05,4.06,4.05,4.05,4.05,4.06,0.99,0.2439,1685318400,0.0,0.223736,10.972973,9.227273,10307,10307,360689,11243,11243,4.05,4.06,81600,1740000,2907304960,3.64,5.2,0.97341454,4.1202,4.31765,0.0,0.0,MXN,7286171136,0.17783001,322323969,716084992,0.0,0.01554,7.227,0.5617822,1672444800,1703980800,1688083200,7.186,531124992,0.37,0.44,2.44,6.717,MEX,EQUITY,HOTEL.MX,HOTEL.MX,GRUPO HOTELERO SANTA FE SAB DE ,"Grupo Hotelero Santa Fe, S.A.B. de C.V.",1410525000,America/Mexico_City,CDT,-18000000,4.06,7.3,5.9,6.73,7.0,2.0,buy,3,311736992,0.435,1084733952,3010028032,0.816,1.414,2986707968,43.86,4.404,0.04277,0.10604,1281643000,-1497834880,762188992,5.996,0.078,0.50123,0.36319,0.26395,MXN,
4,Juan Salvador Agraz No. 65,20th floor Colonia Santa Fe Cuajimalpa Del. Cuajimalpa de Morelos,Mexico City,DF,05348,Mexico,52 55 5261 0800,52 55 5292 8587,https://www.gsf-hotels.com,Lodging,Consumer Cyclical,"Grupo Hotelero Santa Fe, S.A.B. de C.V. acquires, develops, and operates beach and urban hotels in Mexico. It operates in three segments: Urban Services, Resort Services, and Operator and Holding. The company operates a portfolio of 27 hotels under the Krystal Grand, Krystal Hotels & Resorts, Krystal Beach, and Krystal Urban brands, as well as under licensed brands, such as Hilton, Hilton Resorts, Hilton Garden Inn, and Hampton Inn & Suites. It also operates third-party hotels. Grupo Hotelero Santa Fe, S.A.B. de C.V. was incorporated in 2006 and is based in Mexico City, Mexico.",2281,"{'maxAge': 1, 'name': 'Mr. José  Alberto Santana Cobián', 'age': 55, 'title': 'Chief Admin. Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.05,4.05,4.05,4.06,4.05,4.05,4.05,4.06,0.99,0.2439,1685318400,0.0,0.223736,10.972973,9.227273,10307,10307,360689,11243,11243,4.05,4.06,81600,1740000,2907304960,3.64,5.2,0.97341454,4.1202,4.31765,0.0,0.0,MXN,7286171136,0.17783001,322323969,716084992,0.0,0.01554,7.227,0.5617822,1672444800,1703980800,1688083200,7.186,531124992,0.37,0.44,2.44,6.717,MEX,EQUITY,HOTEL.MX,HOTEL.MX,GRUPO HOTELERO SANTA FE SAB DE ,"Grupo Hotelero Santa Fe, S.A.B. de C.V.",1410525000,America/Mexico_City,CDT,-18000000,4.06,7.3,5.9,6.73,7.0,2.0,buy,3,311736992,0.435,1084733952,3010028032,0.816,1.414,2986707968,43.86,4.404,0.04277,0.10604,1281643000,-1497834880,762188992,5.996,0.078,0.50123,0.36319,0.26395,MXN,
5,Juan Salvador Agraz No. 65,20th floor Colonia Santa Fe Cuajimalpa Del. Cuajimalpa de Morelos,Mexico City,DF,05348,Mexico,52 55 5261 0800,52 55 5292 8587,https://www.gsf-hotels.com,Lodging,Consumer Cyclical,"Grupo Hotelero Santa Fe, S.A.B. de C.V. acquires, develops, and operates beach and urban hotels in Mexico. It operates in three segments: Urban Services, Resort Services, and Operator and Holding. The company operates a portfolio of 27 hotels under the Krystal Grand, Krystal Hotels & Resorts, Krystal Beach, and Krystal Urban brands, as well as under licensed brands, such as Hilton, Hilton Resorts, Hilton Garden Inn, and Hampton Inn & Suites. It also operates third-party hotels. Grupo Hotelero Santa Fe, S.A.B. de C.V. was incorporated in 2006 and is based in Mexico City, Mexico.",2281,"{'maxAge': 1, 'name': 'Mr. Maximilian  Zimmermann Canovas', 'age': 42, 'title': 'Director of Investor Relations & Sustainability', 'yearBorn': 1980, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.05,4.05,4.05,4.06,4.05,4.05,4.05,4.06,0.99,0.2439,1685318400,0.0,0.223736,10.972973,9.227273,10307,10307,360689,11243,11243,4.05,4.06,81600,1740000,2907304960,3.64,5.2,0.97341454,4.1202,4.31765,0.0,0.0,MXN,7286171136,0.17783001,322323969,716084992,0.0,0.01554,7.227,0.5617822,1672444800,1703980800,1688083200,7.186,531124992,0.37,0.44,2.44,6.717,MEX,EQUITY,HOTEL.MX,HOTEL.MX,GRUPO HOTELERO SANTA FE SAB DE ,"Grupo Hotelero Santa Fe, S.A.B. de C.V.",1410525000,America/Mexico_City,CDT,-18000000,4.06,7.3,5.9,6.73,7.0,2.0,buy,3,311736992,0.435,1084733952,3010028032,0.816,1.414,2986707968,43.86,4.404,0.04277,0.10604,1281643000,-1497834880,762188992,5.996,0.078,0.50123,0.36319,0.26395,MXN,
6,Juan Salvador Agraz No. 65,20th floor Colonia Santa Fe Cuajimalpa Del. Cuajimalpa de Morelos,Mexico City,DF,05348,Mexico,52 55 5261 0800,52 55 5292 8587,https://www.gsf-hotels.com,Lodging,Consumer Cyclical,"Grupo Hotelero Santa Fe, S.A.B. de C.V. acquires, develops, and operates beach and urban hotels in Mexico. It operates in three segments: Urban Services, Resort Services, and Operator and Holding. The company operates a portfolio of 27 hotels under the Krystal Grand, Krystal Hotels & Resorts, Krystal Beach, and Krystal Urban brands, as well as under licensed brands, such as Hilton, Hilton Resorts, Hilton Garden Inn, and Hampton Inn & Suites. It also operates third-party hotels. Grupo Hotelero Santa Fe, S.A.B. de C.V. was incorporated in 2006 and is based in Mexico City, Mexico.",2281,"{'maxAge': 1, 'name': 'Mr. René  Delgado Chapman', 'age': 45, 'title': 'Legal Director', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.05,4.05,4.05,4.06,4.05,4.05,4.05,4.06,0.99,0.2439,1685318400,0.0,0.223736,10.972973,9.227273,10307,10307,360689,11243,11243,4.05,4.06,81600,1740000,2907304960,3.64,5.2,0.97341454,4.1202,4.31765,0.0,0.0,MXN,7286171136,0.17783001,322323969,716084992,0.0,0.01554,7.227,0.5617822,1672444800,1703980800,1688083200,7.186,531124992,0.37,0.44,2.44,6.717,MEX,EQUITY,HOTEL.MX,HOTEL.MX,GRUPO HOTELERO SANTA FE SAB DE ,"Grupo Hotelero Santa Fe, S.A.B. de C.V.",1410525000,America/Mexico_City,CDT,-18000000,4.06,7.3,5.9,6.73,7.0,2.0,buy,3,311736992,0.435,1084733952,3010028032,0.816,1.414,2986707968,43.86,4.404,0.04277,0.10604,1281643000,-1497834880,762188992,5.996,0.078,0.50123,0.36319,0.26395,MXN,
7,Juan Salvador Agraz No. 65,20th floor Colonia Santa Fe Cuajimalpa Del. Cuajimalpa de Morelos,Mexico City,DF,05348,Mexico,52 55 5261 0800,52 55 5292 8587,https://www.gsf-hotels.com,Lodging,Consumer Cyclical,"Grupo Hotelero Santa Fe, S.A.B. de C.V. acquires, develops, and operates beach and urban hotels in Mexico. It operates in three segments: Urban Services, Resort Services, and Operator and Holding. The company operates a portfolio of 27 hotels under the Krystal Grand, Krystal Hotels & Resorts, Krystal Beach, and Krystal Urban brands, as well as under licensed brands, such as Hilton, Hilton Resorts, Hilton Garden Inn, and Hampton Inn & Suites. It also operates third-party hotels. Grupo Hotelero Santa Fe, S.A.B. de C.V. was incorporated in 2006 and is based in Mexico City, Mexico.",2281,"{'maxAge': 1, 'name': 'Mr. Oscar  Chavez Pacheco', 'title': 'Chief Acquisitions and Devel. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.05,4.05,4.05,4.06,4.05,4.05,4.05,4.06,0.99,0.2439,1685318400,0.0,0.223736,10.972973,9.227273,10307,10307,360689,11243,11243,4.05,4.06,81600,1740000,2907304960,3.64,5.2,0.97341454,4.1202,4.31765,0.0,0.0,MXN,7286171136,0.17783001,322323969,716084992,0.0,0.01554,7.227,0.5617822,1672444800,1703980800,1688083200,7.186,531124992,0.37,0.44,2.44,6.717,MEX,EQUITY,HOTEL.MX,HOTEL.MX,GRUPO HOTELERO SANTA FE SAB DE ,"Grupo Hotelero Santa Fe, S.A.B. de C.V.",1410525000,America/Mexico_City,CDT,-18000000,4.06,7.3,5.9,6.73,7.0,2.0,buy,3,311736992,0.435,1084733952,3010028032,0.816,1.414,2986707968,43.86,4.404,0.04277,0.10604,1281643000,-1497834880,762188992,5.996,0.078,0.50123,0.36319,0.26395,MXN,
8,Juan Salvador Agraz No. 65,20th floor Colonia Santa Fe Cuajimalpa Del. Cuajimalpa de Morelos,Mexico City,DF,05348,Mexico,52 55 5261 0800,52 55 5292 8587,https://www.gsf-hotels.com,Lodging,Consumer Cyclical,"Grupo Hotelero Santa Fe, S.A.B. de C.V. acquires, develops, and operates beach and urban hotels in Mexico. It operates in three segments: Urban Services, Resort Services, and Operator and Holding. The company operates a portfolio of 27 hotels under the Krystal Grand, Krystal Hotels & Resorts, Krystal Beach, and Krystal Urban brands, as well as under licensed brands, such as Hilton, Hilton Resorts, Hilton Garden Inn, and Hampton Inn & Suites. It also operates third-party hotels. Grupo Hotelero Santa Fe, S.A.B. de C.V. was incorporated in 2006 and is based in Mexico City, Mexico.",2281,"{'maxAge': 1, 'name': 'Mr. Juan  Carlos Quijano', 'age': 52, 'title': 'Chief HR Officer', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.05,4.05,4.05,4.06,4.05,4.05,4.05,4.06,0.99,0.2439,1685318400,0.0,0.223736,10.972973,9.227273,10307,10307,360689,11243,11243,4.05,4.06,81600,1740000,2907304960,3.64,5.2,0.97341454,4.1202,4.31765,0.0,0.0,MXN,7286171136,0.17783001,322323969,716084992,0.0,0.01554,7.227,0.5617822,1672444800,1703980800,1688083200,7.186,531124992,0.37,0.44,2.44,6.717,MEX,EQUITY,HOTEL.MX,HOTEL.MX,GRUPO HOTELERO SANTA FE SAB DE ,"Grupo Hotelero Santa Fe, S.A.B. de C.V.",1410525000,America/Mexico_City,CDT,-18000000,4.06,7.3,5.9,6.73,7.0,2.0,buy,3,311736992,0.435,1084733952,3010028032,0.816,1.414,2986707968,43.86,4.404,0.04277,0.10604,1281643000,-1497834880,762188992,5.996,0.078,0.50123,0.36319,0.26395,MXN,
9,Juan Salvador Agraz No. 65,20th floor Colonia Santa Fe Cuajimalpa Del. Cuajimalpa de Morelos,Mexico City,DF,05348,Mexico,52 55 5261 0800,52 55 5292 8587,https://www.gsf-hotels.com,Lodging,Consumer Cyclical,"Grupo Hotelero Santa Fe, S.A.B. de C.V. acquires, develops, and operates beach and urban hotels in Mexico. It operates in three segments: Urban Services, Resort Services, and Operator and Holding. The company operates a portfolio of 27 hotels under the Krystal Grand, Krystal Hotels & Resorts, Krystal Beach, and Krystal Urban brands, as well as under licensed brands, such as Hilton, Hilton Resorts, Hilton Garden Inn, and Hampton Inn & Suites. It also operates third-party hotels. Grupo Hotelero Santa Fe, S.A.B. de C.V. was incorporated in 2006 and is based in Mexico City, Mexico.",2281,"{'maxAge': 1, 'name': 'Mr. Francisco Alejandro  Zinser Cieslik', 'age': 60, 'title': 'Exec. VP', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,4.05,4.05,4.05,4.06,4.05,4.05,4.05,4.06,0.99,0.2439,1685318400,0.0,0.223736,10.972973,9.227273,10307,10307,360689,11243,11243,4.05,4.06,81600,1740000,2907304960,3.64,5.2,0.97341454,4.1202,4.31765,0.0,0.0,MXN,7286171136,0.17783001,322323969,716084992,0.0,0.01554,7.227,0.5617822,1672444800,1703980800,1688083200,7.186,531124992,0.37,0.44,2.44,6.717,MEX,EQUITY,HOTEL.MX,HOTEL.MX,GRUPO HOTELERO SANTA FE SAB DE ,"Grupo Hotelero Santa Fe, S.A.B. de C.V.",1410525000,America/Mexico_City,CDT,-18000000,4.06,7.3,5.9,6.73,7.0,2.0,buy,3,311736992,0.435,1084733952,3010028032,0.816,1.414,2986707968,43.86,4.404,0.04277,0.10604,1281643000,-1497834880,762188992,5.996,0.078,0.50123,0.36319,0.26395,MXN,
