,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One Spindletop Centre,Suite 200 12850 Spurling Road,Dallas,TX,75230-1279,United States,972-644-2581,https://www.spindletopoil.com,Oil & Gas E&P,Energy,"Spindletop Oil & Gas Co., an independent oil and gas company, engages in the acquisition, exploration, development, and production of oil and natural gas in Alabama, Arkansas, Louisiana, Oklahoma, New Mexico, and Texas, the United States. It holds approximately 68,092 gross acres land. The company is also involved in the rental of oilfield equipment and commercial real estate leasing business. In addition, it owns various miles of pipelines located in Texas, which are used for gathering natural gas, as well as transporting natural gas produced by the company and third parties. The company sells crude oil and natural gas to oil and gas companies, brokers, pipelines, and distributors, as well as oil and natural gas properties, which are acquired and sold to oil and natural gas development entities. Spindletop Oil & Gas Co. was incorporated in 1985 and is headquartered in Dallas, Texas.",13,"{'maxAge': 1, 'name': 'Mr. Chris G. Mazzini', 'age': 64, 'title': 'Chairman, CEO & Pres', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,0.0,1.130013,100,100,620,290,290,0.0,0.0,0,0,18939232,2.15,3.94,3.3308532,2.79212,3.155915,0.0,0.0,USD,12406240,-0.15899,839393,6739940,0.87411004,0.0,2.554,1.100235,1672444800,1703980800,1688083200,-0.886,-904000,-0.14,2.182,140.98,PNK,EQUITY,SPND,SPND,SPINDLETOP OIL & GAS CO TEX,Spindletop Oil & Gas Co.,942157800,America/New_York,EDT,-14400000,2.81,17.0,17.0,17.0,17.0,none,1,6533000,0.969,88000,0,1.355,1.396,5686000,0.842,-0.052389998,-0.051119998,5172000,982375,907000,-0.885,-0.601,0.59567,0.01548,-0.41382,USD,
1,One Spindletop Centre,Suite 200 12850 Spurling Road,Dallas,TX,75230-1279,United States,972-644-2581,https://www.spindletopoil.com,Oil & Gas E&P,Energy,"Spindletop Oil & Gas Co., an independent oil and gas company, engages in the acquisition, exploration, development, and production of oil and natural gas in Alabama, Arkansas, Louisiana, Oklahoma, New Mexico, and Texas, the United States. It holds approximately 68,092 gross acres land. The company is also involved in the rental of oilfield equipment and commercial real estate leasing business. In addition, it owns various miles of pipelines located in Texas, which are used for gathering natural gas, as well as transporting natural gas produced by the company and third parties. The company sells crude oil and natural gas to oil and gas companies, brokers, pipelines, and distributors, as well as oil and natural gas properties, which are acquired and sold to oil and natural gas development entities. Spindletop Oil & Gas Co. was incorporated in 1985 and is headquartered in Dallas, Texas.",13,"{'maxAge': 1, 'name': 'Ms. Michelle H. Mazzini', 'age': 60, 'title': 'VP, Gen. Counsel, Treasurer, Sec. & Director', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,0.0,1.130013,100,100,620,290,290,0.0,0.0,0,0,18939232,2.15,3.94,3.3308532,2.79212,3.155915,0.0,0.0,USD,12406240,-0.15899,839393,6739940,0.87411004,0.0,2.554,1.100235,1672444800,1703980800,1688083200,-0.886,-904000,-0.14,2.182,140.98,PNK,EQUITY,SPND,SPND,SPINDLETOP OIL & GAS CO TEX,Spindletop Oil & Gas Co.,942157800,America/New_York,EDT,-14400000,2.81,17.0,17.0,17.0,17.0,none,1,6533000,0.969,88000,0,1.355,1.396,5686000,0.842,-0.052389998,-0.051119998,5172000,982375,907000,-0.885,-0.601,0.59567,0.01548,-0.41382,USD,
2,One Spindletop Centre,Suite 200 12850 Spurling Road,Dallas,TX,75230-1279,United States,972-644-2581,https://www.spindletopoil.com,Oil & Gas E&P,Energy,"Spindletop Oil & Gas Co., an independent oil and gas company, engages in the acquisition, exploration, development, and production of oil and natural gas in Alabama, Arkansas, Louisiana, Oklahoma, New Mexico, and Texas, the United States. It holds approximately 68,092 gross acres land. The company is also involved in the rental of oilfield equipment and commercial real estate leasing business. In addition, it owns various miles of pipelines located in Texas, which are used for gathering natural gas, as well as transporting natural gas produced by the company and third parties. The company sells crude oil and natural gas to oil and gas companies, brokers, pipelines, and distributors, as well as oil and natural gas properties, which are acquired and sold to oil and natural gas development entities. Spindletop Oil & Gas Co. was incorporated in 1985 and is headquartered in Dallas, Texas.",13,"{'maxAge': 1, 'name': 'Mr. Robert E. Corbin', 'title': 'Principal Financial Officer, Accounting Mang. & Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,2.81,2.81,2.81,2.81,2.81,2.81,2.81,2.81,0.0,1.130013,100,100,620,290,290,0.0,0.0,0,0,18939232,2.15,3.94,3.3308532,2.79212,3.155915,0.0,0.0,USD,12406240,-0.15899,839393,6739940,0.87411004,0.0,2.554,1.100235,1672444800,1703980800,1688083200,-0.886,-904000,-0.14,2.182,140.98,PNK,EQUITY,SPND,SPND,SPINDLETOP OIL & GAS CO TEX,Spindletop Oil & Gas Co.,942157800,America/New_York,EDT,-14400000,2.81,17.0,17.0,17.0,17.0,none,1,6533000,0.969,88000,0,1.355,1.396,5686000,0.842,-0.052389998,-0.051119998,5172000,982375,907000,-0.885,-0.601,0.59567,0.01548,-0.41382,USD,
