,address1,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"25, Rue de Romainville",Montreuil,93100,France,33 1 41 58 62 20,https://www.jaj.fr,Apparel Manufacturing,Consumer Cyclical,"Groupe JAJ distributes clothing products. It offers clothing products of the SCHOTT brand. The company was formerly known as JAJ Distribution. The company is headquartered in Montreuil, France.",49,"{'maxAge': 1, 'name': 'Mr. Bruno  Dauman', 'age': 43, 'title': 'Chairman & CEO', 'yearBorn': 1979, 'fiscalYear': 2021, 'totalPay': 256858, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1132012800,0.0,1.168918,6.304348,1000,1000,956,50,50,0.0,1.2,100,171400,5163363,1.3,1.76,0.2442181,1.4298,1.53395,0.0,0.0,EUR,8002898,0.11297,1789728,3560940,0.49740002,0.0,1.621,0.89450955,1617148800,1648684800,1664496000,0.28,2388550,0.23,2:1,1007510400,0.379,9.44,PAR,EQUITY,GJAJ.PA,GJAJ.PA,GROUPE JAJ,Groupe JAJ,946886400,Europe/Paris,CEST,7200000,1.45,none,930563,0.261,847769,3770100,0.62,1.329,21142426,65.308,5.937,0.022449998,0.56166,5761173,0.28,0.396,0.29247,0.0401,0.03537,EUR,
1,"25, Rue de Romainville",Montreuil,93100,France,33 1 41 58 62 20,https://www.jaj.fr,Apparel Manufacturing,Consumer Cyclical,"Groupe JAJ distributes clothing products. It offers clothing products of the SCHOTT brand. The company was formerly known as JAJ Distribution. The company is headquartered in Montreuil, France.",49,"{'maxAge': 1, 'name': 'Fabrice  Jimenez', 'title': 'Director of Admin. & Financial', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1.45,1132012800,0.0,1.168918,6.304348,1000,1000,956,50,50,0.0,1.2,100,171400,5163363,1.3,1.76,0.2442181,1.4298,1.53395,0.0,0.0,EUR,8002898,0.11297,1789728,3560940,0.49740002,0.0,1.621,0.89450955,1617148800,1648684800,1664496000,0.28,2388550,0.23,2:1,1007510400,0.379,9.44,PAR,EQUITY,GJAJ.PA,GJAJ.PA,GROUPE JAJ,Groupe JAJ,946886400,Europe/Paris,CEST,7200000,1.45,none,930563,0.261,847769,3770100,0.62,1.329,21142426,65.308,5.937,0.022449998,0.56166,5761173,0.28,0.396,0.29247,0.0401,0.03537,EUR,
