,address1,city,zip,country,phone,website,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Mr. Frank  Goring', 'age': 61, 'title': 'Chairman of Management Board & CEO', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 990100, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.2,17.15,17.1,17.45,17.2,17.15,17.1,17.45,1.243243,7.6703296,135,135,230,260,260,0.0,0.0,0,0,498012544,13.55,23.0,0.52867573,17.944275,18.36155,1.2,0.06976744,EUR,401168896,0.073249996,7706380,28750000,0.0,0.06799,13.933,1.2524225,1672444800,1703980800,1688083200,-0.11,69000000,2.275,0.426,3.4,LSE,EQUITY,0OPA.L,0OPA.L,VILLEROY & BOCH AG VILLEROY & B,Villeroy & Boch AG,1242802800,Europe/London,BST,3600000,17.45,none,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
1,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Dr. Markus  Warncke', 'age': 53, 'title': 'CFO & Member of Management Board', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 474100, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.2,17.15,17.1,17.45,17.2,17.15,17.1,17.45,1.243243,7.6703296,135,135,230,260,260,0.0,0.0,0,0,498012544,13.55,23.0,0.52867573,17.944275,18.36155,1.2,0.06976744,EUR,401168896,0.073249996,7706380,28750000,0.0,0.06799,13.933,1.2524225,1672444800,1703980800,1688083200,-0.11,69000000,2.275,0.426,3.4,LSE,EQUITY,0OPA.L,0OPA.L,VILLEROY & BOCH AG VILLEROY & B,Villeroy & Boch AG,1242802800,Europe/London,BST,3600000,17.45,none,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
2,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Mr. Georg  Lorz', 'title': 'Director of Bathroom & Wellness and Member of Management Board', 'fiscalYear': 2022, 'totalPay': 454300, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.2,17.15,17.1,17.45,17.2,17.15,17.1,17.45,1.243243,7.6703296,135,135,230,260,260,0.0,0.0,0,0,498012544,13.55,23.0,0.52867573,17.944275,18.36155,1.2,0.06976744,EUR,401168896,0.073249996,7706380,28750000,0.0,0.06799,13.933,1.2524225,1672444800,1703980800,1688083200,-0.11,69000000,2.275,0.426,3.4,LSE,EQUITY,0OPA.L,0OPA.L,VILLEROY & BOCH AG VILLEROY & B,Villeroy & Boch AG,1242802800,Europe/London,BST,3600000,17.45,none,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
3,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Ms. Gabriele  Schupp', 'title': 'Director of Tableware Division & Member of Management Board', 'fiscalYear': 2022, 'totalPay': 568400, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.2,17.15,17.1,17.45,17.2,17.15,17.1,17.45,1.243243,7.6703296,135,135,230,260,260,0.0,0.0,0,0,498012544,13.55,23.0,0.52867573,17.944275,18.36155,1.2,0.06976744,EUR,401168896,0.073249996,7706380,28750000,0.0,0.06799,13.933,1.2524225,1672444800,1703980800,1688083200,-0.11,69000000,2.275,0.426,3.4,LSE,EQUITY,0OPA.L,0OPA.L,VILLEROY & BOCH AG VILLEROY & B,Villeroy & Boch AG,1242802800,Europe/London,BST,3600000,17.45,none,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
4,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Dr. Peter  Domma', 'title': 'Director of Digitalization & IT, Chief Digital Officer and Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.2,17.15,17.1,17.45,17.2,17.15,17.1,17.45,1.243243,7.6703296,135,135,230,260,260,0.0,0.0,0,0,498012544,13.55,23.0,0.52867573,17.944275,18.36155,1.2,0.06976744,EUR,401168896,0.073249996,7706380,28750000,0.0,0.06799,13.933,1.2524225,1672444800,1703980800,1688083200,-0.11,69000000,2.275,0.426,3.4,LSE,EQUITY,0OPA.L,0OPA.L,VILLEROY & BOCH AG VILLEROY & B,Villeroy & Boch AG,1242802800,Europe/London,BST,3600000,17.45,none,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
5,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Esther  Jehle', 'title': 'Director of HR & Organizational Devel. and Member of Management Board', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.2,17.15,17.1,17.45,17.2,17.15,17.1,17.45,1.243243,7.6703296,135,135,230,260,260,0.0,0.0,0,0,498012544,13.55,23.0,0.52867573,17.944275,18.36155,1.2,0.06976744,EUR,401168896,0.073249996,7706380,28750000,0.0,0.06799,13.933,1.2524225,1672444800,1703980800,1688083200,-0.11,69000000,2.275,0.426,3.4,LSE,EQUITY,0OPA.L,0OPA.L,VILLEROY & BOCH AG VILLEROY & B,Villeroy & Boch AG,1242802800,Europe/London,BST,3600000,17.45,none,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
6,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Susanne  Reiter', 'title': 'Head of Corp. Treasury & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.2,17.15,17.1,17.45,17.2,17.15,17.1,17.45,1.243243,7.6703296,135,135,230,260,260,0.0,0.0,0,0,498012544,13.55,23.0,0.52867573,17.944275,18.36155,1.2,0.06976744,EUR,401168896,0.073249996,7706380,28750000,0.0,0.06799,13.933,1.2524225,1672444800,1703980800,1688083200,-0.11,69000000,2.275,0.426,3.4,LSE,EQUITY,0OPA.L,0OPA.L,VILLEROY & BOCH AG VILLEROY & B,Villeroy & Boch AG,1242802800,Europe/London,BST,3600000,17.45,none,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
7,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Mr. Ernst-Albrecht  Klahn', 'title': 'Corp. Marketing Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.2,17.15,17.1,17.45,17.2,17.15,17.1,17.45,1.243243,7.6703296,135,135,230,260,260,0.0,0.0,0,0,498012544,13.55,23.0,0.52867573,17.944275,18.36155,1.2,0.06976744,EUR,401168896,0.073249996,7706380,28750000,0.0,0.06799,13.933,1.2524225,1672444800,1703980800,1688083200,-0.11,69000000,2.275,0.426,3.4,LSE,EQUITY,0OPA.L,0OPA.L,VILLEROY & BOCH AG VILLEROY & B,Villeroy & Boch AG,1242802800,Europe/London,BST,3600000,17.45,none,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
8,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Mr. Jorg  Hagmaier', 'title': 'Head of Corp. HR', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.2,17.15,17.1,17.45,17.2,17.15,17.1,17.45,1.243243,7.6703296,135,135,230,260,260,0.0,0.0,0,0,498012544,13.55,23.0,0.52867573,17.944275,18.36155,1.2,0.06976744,EUR,401168896,0.073249996,7706380,28750000,0.0,0.06799,13.933,1.2524225,1672444800,1703980800,1688083200,-0.11,69000000,2.275,0.426,3.4,LSE,EQUITY,0OPA.L,0OPA.L,VILLEROY & BOCH AG VILLEROY & B,Villeroy & Boch AG,1242802800,Europe/London,BST,3600000,17.45,none,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
9,Saaruferstrasse 1-3,Mettlach,66693,Germany,49 6864 81 3835,https://www.villeroyboch-group.com,"Villeroy & Boch AG, together with its subsidiaries, manufactures and sells ceramic products primarily under the Villeroy & Boch brand. It operates through two divisions, Bathroom & Wellness, and Dining & Lifestyle. The Bathroom & Wellness division manufactures ceramic sanitary ware, ceramic kitchen sinks, bathroom furniture, bathtubs and shower tubs, whirlpools, bath and kitchen fittings, and accessories. The Dining & Lifestyle provides tableware, and glass and cutlery for tables, as well as accessories, gifts, and clever to go solutions made of porcelain. The company also offers tiles, fittings, lighting, wooden flooring, kitchen and bathroom textiles, laminates, and kitchen furniture, as well as furniture for living and dining rooms. It sells its products through a network Villeroy & Boch stores and points of sale facilities at department stores, as well as through its online shops. The company serves dealers, tradespeople, architects, interior designers, planners, department store chains, and e-commerce providers. Villeroy & Boch AG was founded in 1748 and is headquartered in Mettlach, Germany.",6099,"{'maxAge': 1, 'name': 'Katrin  May', 'title': 'Head of PR', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,17.2,17.15,17.1,17.45,17.2,17.15,17.1,17.45,1.243243,7.6703296,135,135,230,260,260,0.0,0.0,0,0,498012544,13.55,23.0,0.52867573,17.944275,18.36155,1.2,0.06976744,EUR,401168896,0.073249996,7706380,28750000,0.0,0.06799,13.933,1.2524225,1672444800,1703980800,1688083200,-0.11,69000000,2.275,0.426,3.4,LSE,EQUITY,0OPA.L,0OPA.L,VILLEROY & BOCH AG VILLEROY & B,Villeroy & Boch AG,1242802800,Europe/London,BST,3600000,17.45,none,186500000,7.048,118000000,122400000,1.13,2.145,942000000,33.433,37.582,0.061389998,0.19754,425300000,33912500,28200000,-0.138,0.4397,0.12527001,0.09873,EUR,
