,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,981 Davis Drive NW,Atlanta,GA,30327,United States,607 279 2371,https://www.rosehillacq.com,Shell Companies,Financial Services,"Rose Hill Acquisition Corporation does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar combination with one or more businesses or assets. It intends to focus on companies that operate in Latin American markets. Rose Hill Acquisition Corporation was incorporated in 2021 and is based in Atlanta, Georgia.","{'maxAge': 1, 'name': 'Mr. Marco A. Simental', 'age': 47, 'title': 'Co-CEO & Director', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.035,12.14,11.95,12.14,12.035,12.14,11.95,12.14,0.0,47.8,-70.29411,6082,6082,113579,186810,186810,11.95,12.09,900,1300,63193272,9.919,20.0,11.6791,10.85696,0.0,0.0,USD,63189732,0.0,4256890,15958,22133,1690761600,1693440000,0.003,0.93963,0.27006,0.68,0.0621,-0.567,1672444800,1703980800,1688083200,3932385,0.25,-0.17,NCM,EQUITY,ROSE,ROSE,Rose Hill Acquisition Corporati,Rose Hill Acquisition Corporation,1638801000,America/New_York,EDT,-14400000,11.95,3.0,3.0,3.0,3.0,4.0,underperform,1,3577,0.001,0,0.024,0.024,2214454,0.0,0.0,0.0,USD,
1,981 Davis Drive NW,Atlanta,GA,30327,United States,607 279 2371,https://www.rosehillacq.com,Shell Companies,Financial Services,"Rose Hill Acquisition Corporation does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar combination with one or more businesses or assets. It intends to focus on companies that operate in Latin American markets. Rose Hill Acquisition Corporation was incorporated in 2021 and is based in Atlanta, Georgia.","{'maxAge': 1, 'name': 'Mr. Felipe Carlos Canales Tijerina', 'age': 64, 'title': 'Co-CEO & Director', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.035,12.14,11.95,12.14,12.035,12.14,11.95,12.14,0.0,47.8,-70.29411,6082,6082,113579,186810,186810,11.95,12.09,900,1300,63193272,9.919,20.0,11.6791,10.85696,0.0,0.0,USD,63189732,0.0,4256890,15958,22133,1690761600,1693440000,0.003,0.93963,0.27006,0.68,0.0621,-0.567,1672444800,1703980800,1688083200,3932385,0.25,-0.17,NCM,EQUITY,ROSE,ROSE,Rose Hill Acquisition Corporati,Rose Hill Acquisition Corporation,1638801000,America/New_York,EDT,-14400000,11.95,3.0,3.0,3.0,3.0,4.0,underperform,1,3577,0.001,0,0.024,0.024,2214454,0.0,0.0,0.0,USD,
2,981 Davis Drive NW,Atlanta,GA,30327,United States,607 279 2371,https://www.rosehillacq.com,Shell Companies,Financial Services,"Rose Hill Acquisition Corporation does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar combination with one or more businesses or assets. It intends to focus on companies that operate in Latin American markets. Rose Hill Acquisition Corporation was incorporated in 2021 and is based in Atlanta, Georgia.","{'maxAge': 1, 'name': 'Mr. Albert G. Hill IV', 'age': 23, 'title': 'Co-Founder, Co-CFO & Director', 'yearBorn': 1999, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.035,12.14,11.95,12.14,12.035,12.14,11.95,12.14,0.0,47.8,-70.29411,6082,6082,113579,186810,186810,11.95,12.09,900,1300,63193272,9.919,20.0,11.6791,10.85696,0.0,0.0,USD,63189732,0.0,4256890,15958,22133,1690761600,1693440000,0.003,0.93963,0.27006,0.68,0.0621,-0.567,1672444800,1703980800,1688083200,3932385,0.25,-0.17,NCM,EQUITY,ROSE,ROSE,Rose Hill Acquisition Corporati,Rose Hill Acquisition Corporation,1638801000,America/New_York,EDT,-14400000,11.95,3.0,3.0,3.0,3.0,4.0,underperform,1,3577,0.001,0,0.024,0.024,2214454,0.0,0.0,0.0,USD,
3,981 Davis Drive NW,Atlanta,GA,30327,United States,607 279 2371,https://www.rosehillacq.com,Shell Companies,Financial Services,"Rose Hill Acquisition Corporation does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar combination with one or more businesses or assets. It intends to focus on companies that operate in Latin American markets. Rose Hill Acquisition Corporation was incorporated in 2021 and is based in Atlanta, Georgia.","{'maxAge': 1, 'name': 'Mr. Juan Jose Rosas', 'age': 23, 'title': 'Co-Founder, Co-CFO & Director', 'yearBorn': 1999, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.035,12.14,11.95,12.14,12.035,12.14,11.95,12.14,0.0,47.8,-70.29411,6082,6082,113579,186810,186810,11.95,12.09,900,1300,63193272,9.919,20.0,11.6791,10.85696,0.0,0.0,USD,63189732,0.0,4256890,15958,22133,1690761600,1693440000,0.003,0.93963,0.27006,0.68,0.0621,-0.567,1672444800,1703980800,1688083200,3932385,0.25,-0.17,NCM,EQUITY,ROSE,ROSE,Rose Hill Acquisition Corporati,Rose Hill Acquisition Corporation,1638801000,America/New_York,EDT,-14400000,11.95,3.0,3.0,3.0,3.0,4.0,underperform,1,3577,0.001,0,0.024,0.024,2214454,0.0,0.0,0.0,USD,
4,981 Davis Drive NW,Atlanta,GA,30327,United States,607 279 2371,https://www.rosehillacq.com,Shell Companies,Financial Services,"Rose Hill Acquisition Corporation does not have significant operations. It focuses on effecting a merger, share exchange, asset acquisition, share purchase, reorganization, or similar combination with one or more businesses or assets. It intends to focus on companies that operate in Latin American markets. Rose Hill Acquisition Corporation was incorporated in 2021 and is based in Atlanta, Georgia.","{'maxAge': 1, 'name': 'Mr. Jose I. Mujica', 'age': 45, 'title': 'Chief Strategy Officer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,12.035,12.14,11.95,12.14,12.035,12.14,11.95,12.14,0.0,47.8,-70.29411,6082,6082,113579,186810,186810,11.95,12.09,900,1300,63193272,9.919,20.0,11.6791,10.85696,0.0,0.0,USD,63189732,0.0,4256890,15958,22133,1690761600,1693440000,0.003,0.93963,0.27006,0.68,0.0621,-0.567,1672444800,1703980800,1688083200,3932385,0.25,-0.17,NCM,EQUITY,ROSE,ROSE,Rose Hill Acquisition Corporati,Rose Hill Acquisition Corporation,1638801000,America/New_York,EDT,-14400000,11.95,3.0,3.0,3.0,3.0,4.0,underperform,1,3577,0.001,0,0.024,0.024,2214454,0.0,0.0,0.0,USD,
