,address1,address2,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,369 Ann Street,Level 7,Brisbane,QLD,4000,Australia,61 7 3181 3800,61 7 3181 3855,https://centralpetroleum.com.au,Oil & Gas E&P,Oil & Gas E&P,Energy,Energy,"Central Petroleum Limited engages in the development, production, processing, and marketing of hydrocarbons in Australia. It holds interests in various oil and gas properties comprising 181,743 square kilometers of exploration area located in the Amadeus, Southern Georgina, Wiso, and Surat Basins. The company was incorporated in 1998 and is headquartered in Brisbane, Australia.",88,"{'maxAge': 1, 'name': 'Mr. Leon Goss Devaney B.Sc., M.B.A., BSc., MBA', 'age': 53, 'title': 'CEO, MD & Director', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 814996, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.053,0.053,0.051,0.053,0.053,0.053,0.051,0.053,0.0,0.582957,256668,256668,472102,440314,440314,0.051,0.053,0,0,38658464,0.049,0.098,1.0959479,0.05816,0.0668325,0.0,0.0,AUD,55483804,-0.5779,559495910,729404992,0.25956,0.02063,729404992,0.022,2.409091,1656547200,1688083200,1672444800,-20385000,-0.03,0.0,1:5,1380585600,1.573,-4.135,-0.4479167,0.14113986,ASX,EQUITY,CTP.AX,CTP.AX,CENT PETRL FPO,Central Petroleum Limited,1141686000,Australia/Sydney,AEST,04e5d374-68ea-3f85-ae56-207905afe12a,finmb_20949238,36000000,0.053,3.0,hold,13683000,0.019,-13419000,30516000,1.068,1.352,35274000,194.085,0.048,-0.105790004,-0.80401003,20894000,10356750,-344000,-0.292,0.45997003,-0.38042,-0.55213,AUD,
1,369 Ann Street,Level 7,Brisbane,QLD,4000,Australia,61 7 3181 3800,61 7 3181 3855,https://centralpetroleum.com.au,Oil & Gas E&P,Oil & Gas E&P,Energy,Energy,"Central Petroleum Limited engages in the development, production, processing, and marketing of hydrocarbons in Australia. It holds interests in various oil and gas properties comprising 181,743 square kilometers of exploration area located in the Amadeus, Southern Georgina, Wiso, and Surat Basins. The company was incorporated in 1998 and is headquartered in Brisbane, Australia.",88,"{'maxAge': 1, 'name': 'Mr. Damian  Galvin C.A., CA', 'age': 52, 'title': 'Chief Financial Officer', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 412938, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.053,0.053,0.051,0.053,0.053,0.053,0.051,0.053,0.0,0.582957,256668,256668,472102,440314,440314,0.051,0.053,0,0,38658464,0.049,0.098,1.0959479,0.05816,0.0668325,0.0,0.0,AUD,55483804,-0.5779,559495910,729404992,0.25956,0.02063,729404992,0.022,2.409091,1656547200,1688083200,1672444800,-20385000,-0.03,0.0,1:5,1380585600,1.573,-4.135,-0.4479167,0.14113986,ASX,EQUITY,CTP.AX,CTP.AX,CENT PETRL FPO,Central Petroleum Limited,1141686000,Australia/Sydney,AEST,04e5d374-68ea-3f85-ae56-207905afe12a,finmb_20949238,36000000,0.053,3.0,hold,13683000,0.019,-13419000,30516000,1.068,1.352,35274000,194.085,0.048,-0.105790004,-0.80401003,20894000,10356750,-344000,-0.292,0.45997003,-0.38042,-0.55213,AUD,
2,369 Ann Street,Level 7,Brisbane,QLD,4000,Australia,61 7 3181 3800,61 7 3181 3855,https://centralpetroleum.com.au,Oil & Gas E&P,Oil & Gas E&P,Energy,Energy,"Central Petroleum Limited engages in the development, production, processing, and marketing of hydrocarbons in Australia. It holds interests in various oil and gas properties comprising 181,743 square kilometers of exploration area located in the Amadeus, Southern Georgina, Wiso, and Surat Basins. The company was incorporated in 1998 and is headquartered in Brisbane, Australia.",88,"{'maxAge': 1, 'name': 'Mr. Ross  Evans', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 624485, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.053,0.053,0.051,0.053,0.053,0.053,0.051,0.053,0.0,0.582957,256668,256668,472102,440314,440314,0.051,0.053,0,0,38658464,0.049,0.098,1.0959479,0.05816,0.0668325,0.0,0.0,AUD,55483804,-0.5779,559495910,729404992,0.25956,0.02063,729404992,0.022,2.409091,1656547200,1688083200,1672444800,-20385000,-0.03,0.0,1:5,1380585600,1.573,-4.135,-0.4479167,0.14113986,ASX,EQUITY,CTP.AX,CTP.AX,CENT PETRL FPO,Central Petroleum Limited,1141686000,Australia/Sydney,AEST,04e5d374-68ea-3f85-ae56-207905afe12a,finmb_20949238,36000000,0.053,3.0,hold,13683000,0.019,-13419000,30516000,1.068,1.352,35274000,194.085,0.048,-0.105790004,-0.80401003,20894000,10356750,-344000,-0.292,0.45997003,-0.38042,-0.55213,AUD,
3,369 Ann Street,Level 7,Brisbane,QLD,4000,Australia,61 7 3181 3800,61 7 3181 3855,https://centralpetroleum.com.au,Oil & Gas E&P,Oil & Gas E&P,Energy,Energy,"Central Petroleum Limited engages in the development, production, processing, and marketing of hydrocarbons in Australia. It holds interests in various oil and gas properties comprising 181,743 square kilometers of exploration area located in the Amadeus, Southern Georgina, Wiso, and Surat Basins. The company was incorporated in 1998 and is headquartered in Brisbane, Australia.",88,"{'maxAge': 1, 'name': 'Mr. Daniel Christopher Matthew White L.L.B., L.L.M., B.Com., LLB, BCom, LLM', 'title': 'Company Sec. & Group Gen. Counsel', 'fiscalYear': 2022, 'totalPay': 567736, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.053,0.053,0.051,0.053,0.053,0.053,0.051,0.053,0.0,0.582957,256668,256668,472102,440314,440314,0.051,0.053,0,0,38658464,0.049,0.098,1.0959479,0.05816,0.0668325,0.0,0.0,AUD,55483804,-0.5779,559495910,729404992,0.25956,0.02063,729404992,0.022,2.409091,1656547200,1688083200,1672444800,-20385000,-0.03,0.0,1:5,1380585600,1.573,-4.135,-0.4479167,0.14113986,ASX,EQUITY,CTP.AX,CTP.AX,CENT PETRL FPO,Central Petroleum Limited,1141686000,Australia/Sydney,AEST,04e5d374-68ea-3f85-ae56-207905afe12a,finmb_20949238,36000000,0.053,3.0,hold,13683000,0.019,-13419000,30516000,1.068,1.352,35274000,194.085,0.048,-0.105790004,-0.80401003,20894000,10356750,-344000,-0.292,0.45997003,-0.38042,-0.55213,AUD,
