,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,525 – 8th Avenue S.W,Suite 2500,Calgary,AB,T2P 1G1,Canada,403-538-8500,403-538-8505,https://www.nuvistaenergy.com,Oil & Gas E&P,Energy,"NuVista Energy Ltd., an oil and natural gas company, engages in the exploration, development, and production of oil and natural gas reserves in the Western Canadian Sedimentary Basin. It primarily focuses on the condensate rich Montney formation in the Wapiti and Pipestone areas of the Alberta Deep Basin. NuVista Energy Ltd. was incorporated in 2003 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Jonathan Andrew Wright P. Eng., P.Eng.', 'age': 56, 'title': 'Pres, CEO & Non-Independent Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 1010695, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,7,1,5,1693526400,1672444800,86400,2,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,1293580800,0.0,2.930376,5.6145253,97,97,5141,16530,16530,2172960768,6.67,10.72,1.5448111,8.8292,8.62065,0.0,0.0,USD,2467594496,0.39148998,145372137,216215008,0.22036,0.26365998,9.486,1.0594561,1672444800,1703980800,1688083200,-0.51,550678016,1.79,1.754,2.566,PNK,EQUITY,NUVSF,NUVSF,NUVISTA ENERGY LTD,NuVista Energy Ltd.,1272288600,America/New_York,EDT,-14400000,10.05,none,961491008,294633984,0.74,0.859,1406619008,14.366,6.348,0.16520001,0.29532,1125420000,90082496,804092992,-0.473,-0.334,0.68586,0.68355006,0.51901,CAD,
1,525 – 8th Avenue S.W,Suite 2500,Calgary,AB,T2P 1G1,Canada,403-538-8500,403-538-8505,https://www.nuvistaenergy.com,Oil & Gas E&P,Energy,"NuVista Energy Ltd., an oil and natural gas company, engages in the exploration, development, and production of oil and natural gas reserves in the Western Canadian Sedimentary Basin. It primarily focuses on the condensate rich Montney formation in the Wapiti and Pipestone areas of the Alberta Deep Basin. NuVista Energy Ltd. was incorporated in 2003 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Michael J. Lawford', 'title': 'Chief Operating Officer', 'fiscalYear': 2022, 'totalPay': 623243, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,7,1,5,1693526400,1672444800,86400,2,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,1293580800,0.0,2.930376,5.6145253,97,97,5141,16530,16530,2172960768,6.67,10.72,1.5448111,8.8292,8.62065,0.0,0.0,USD,2467594496,0.39148998,145372137,216215008,0.22036,0.26365998,9.486,1.0594561,1672444800,1703980800,1688083200,-0.51,550678016,1.79,1.754,2.566,PNK,EQUITY,NUVSF,NUVSF,NUVISTA ENERGY LTD,NuVista Energy Ltd.,1272288600,America/New_York,EDT,-14400000,10.05,none,961491008,294633984,0.74,0.859,1406619008,14.366,6.348,0.16520001,0.29532,1125420000,90082496,804092992,-0.473,-0.334,0.68586,0.68355006,0.51901,CAD,
2,525 – 8th Avenue S.W,Suite 2500,Calgary,AB,T2P 1G1,Canada,403-538-8500,403-538-8505,https://www.nuvistaenergy.com,Oil & Gas E&P,Energy,"NuVista Energy Ltd., an oil and natural gas company, engages in the exploration, development, and production of oil and natural gas reserves in the Western Canadian Sedimentary Basin. It primarily focuses on the condensate rich Montney formation in the Wapiti and Pipestone areas of the Alberta Deep Basin. NuVista Energy Ltd. was incorporated in 2003 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Kevin G. Asman', 'title': 'VP of Marketing', 'fiscalYear': 2022, 'totalPay': 480502, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,7,1,5,1693526400,1672444800,86400,2,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,1293580800,0.0,2.930376,5.6145253,97,97,5141,16530,16530,2172960768,6.67,10.72,1.5448111,8.8292,8.62065,0.0,0.0,USD,2467594496,0.39148998,145372137,216215008,0.22036,0.26365998,9.486,1.0594561,1672444800,1703980800,1688083200,-0.51,550678016,1.79,1.754,2.566,PNK,EQUITY,NUVSF,NUVSF,NUVISTA ENERGY LTD,NuVista Energy Ltd.,1272288600,America/New_York,EDT,-14400000,10.05,none,961491008,294633984,0.74,0.859,1406619008,14.366,6.348,0.16520001,0.29532,1125420000,90082496,804092992,-0.473,-0.334,0.68586,0.68355006,0.51901,CAD,
3,525 – 8th Avenue S.W,Suite 2500,Calgary,AB,T2P 1G1,Canada,403-538-8500,403-538-8505,https://www.nuvistaenergy.com,Oil & Gas E&P,Energy,"NuVista Energy Ltd., an oil and natural gas company, engages in the exploration, development, and production of oil and natural gas reserves in the Western Canadian Sedimentary Basin. It primarily focuses on the condensate rich Montney formation in the Wapiti and Pipestone areas of the Alberta Deep Basin. NuVista Energy Ltd. was incorporated in 2003 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Mr. Ivan J. Condic CA', 'age': 46, 'title': 'VP of Fin., CFO & Corp. Sec.', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,7,1,5,1693526400,1672444800,86400,2,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,1293580800,0.0,2.930376,5.6145253,97,97,5141,16530,16530,2172960768,6.67,10.72,1.5448111,8.8292,8.62065,0.0,0.0,USD,2467594496,0.39148998,145372137,216215008,0.22036,0.26365998,9.486,1.0594561,1672444800,1703980800,1688083200,-0.51,550678016,1.79,1.754,2.566,PNK,EQUITY,NUVSF,NUVSF,NUVISTA ENERGY LTD,NuVista Energy Ltd.,1272288600,America/New_York,EDT,-14400000,10.05,none,961491008,294633984,0.74,0.859,1406619008,14.366,6.348,0.16520001,0.29532,1125420000,90082496,804092992,-0.473,-0.334,0.68586,0.68355006,0.51901,CAD,
4,525 – 8th Avenue S.W,Suite 2500,Calgary,AB,T2P 1G1,Canada,403-538-8500,403-538-8505,https://www.nuvistaenergy.com,Oil & Gas E&P,Energy,"NuVista Energy Ltd., an oil and natural gas company, engages in the exploration, development, and production of oil and natural gas reserves in the Western Canadian Sedimentary Basin. It primarily focuses on the condensate rich Montney formation in the Wapiti and Pipestone areas of the Alberta Deep Basin. NuVista Energy Ltd. was incorporated in 2003 and is headquartered in Calgary, Canada.","{'maxAge': 1, 'name': 'Ms. Tanya  Dickison', 'title': 'Director of HR & ESG Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",7,4,7,1,5,1693526400,1672444800,86400,2,10.05,10.05,10.05,10.05,10.05,10.05,10.05,10.05,1293580800,0.0,2.930376,5.6145253,97,97,5141,16530,16530,2172960768,6.67,10.72,1.5448111,8.8292,8.62065,0.0,0.0,USD,2467594496,0.39148998,145372137,216215008,0.22036,0.26365998,9.486,1.0594561,1672444800,1703980800,1688083200,-0.51,550678016,1.79,1.754,2.566,PNK,EQUITY,NUVSF,NUVSF,NUVISTA ENERGY LTD,NuVista Energy Ltd.,1272288600,America/New_York,EDT,-14400000,10.05,none,961491008,294633984,0.74,0.859,1406619008,14.366,6.348,0.16520001,0.29532,1125420000,90082496,804092992,-0.473,-0.334,0.68586,0.68355006,0.51901,CAD,
