,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,KWG International Finance Place,No. 8 Huaxia Road Zhujiang New Town,Guangzhou,510623,China,86 20 8550 0800,86 20 8550 0798,https://www.kwggroupholdings.com,Real Estate—Development,Real Estate,"KWG Group Holdings Limited, together with its subsidiaries, engages in the property development and investment, and hotel operation businesses. Its property portfolio includes mid- to high-end residential properties, serviced apartments, villas, offices, hotels, and shopping malls. The company was formerly known as KWG Property Holding Limited and changed its name to KWG Group Holdings Limited in August 2018. KWG Group Holdings Limited was founded in 1995 and is headquartered in Guangzhou, the People's Republic of China.",2381,"{'maxAge': 1, 'name': 'Mr. Jianmin  Kong', 'age': 54, 'title': 'Exec. Chairman', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 570376, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,7,10,1693526400,1672444800,86400,3,1.11,1.14,1.07,1.16,1.11,1.14,1.07,1.16,1631750400,11.96,2.017267,37.0,-0.948718,32255000,32255000,49401870,83129373,83129373,1.1,1.11,0,0,3794956800,0.58,2.79,0.30513206,1.0876,1.3743,0.0,0.0,HKD,83179552768,-1.57306,1422377762,3418880000,0.58394,0.04512,6.064,0.18304749,1672444800,1703980800,1688083200,-19564331008,0.03,-1.17,-0.1,6.688,-8.938,HKG,EQUITY,1813.HK,1813.HK,KWG GROUP,KWG Group Holdings Limited,1183426200,Asia/Hong_Kong,HKT,28800000,1.11,5.05,0.28,1.88,1.01,3.5,hold,7,5168540160,1.512,-9305934848,76321972224,0.067,0.925,12437096448,263.524,3.754,-0.029070001,-0.46271,-8619056128,8067378176,-0.12,-0.54002,-0.74824,-0.77115,CNY,
1,KWG International Finance Place,No. 8 Huaxia Road Zhujiang New Town,Guangzhou,510623,China,86 20 8550 0800,86 20 8550 0798,https://www.kwggroupholdings.com,Real Estate—Development,Real Estate,"KWG Group Holdings Limited, together with its subsidiaries, engages in the property development and investment, and hotel operation businesses. Its property portfolio includes mid- to high-end residential properties, serviced apartments, villas, offices, hotels, and shopping malls. The company was formerly known as KWG Property Holding Limited and changed its name to KWG Group Holdings Limited in August 2018. KWG Group Holdings Limited was founded in 1995 and is headquartered in Guangzhou, the People's Republic of China.",2381,"{'maxAge': 1, 'name': 'Mr. Jiantao  Kong', 'age': 51, 'title': 'CEO & Exec. Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 570376, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,7,10,1693526400,1672444800,86400,3,1.11,1.14,1.07,1.16,1.11,1.14,1.07,1.16,1631750400,11.96,2.017267,37.0,-0.948718,32255000,32255000,49401870,83129373,83129373,1.1,1.11,0,0,3794956800,0.58,2.79,0.30513206,1.0876,1.3743,0.0,0.0,HKD,83179552768,-1.57306,1422377762,3418880000,0.58394,0.04512,6.064,0.18304749,1672444800,1703980800,1688083200,-19564331008,0.03,-1.17,-0.1,6.688,-8.938,HKG,EQUITY,1813.HK,1813.HK,KWG GROUP,KWG Group Holdings Limited,1183426200,Asia/Hong_Kong,HKT,28800000,1.11,5.05,0.28,1.88,1.01,3.5,hold,7,5168540160,1.512,-9305934848,76321972224,0.067,0.925,12437096448,263.524,3.754,-0.029070001,-0.46271,-8619056128,8067378176,-0.12,-0.54002,-0.74824,-0.77115,CNY,
2,KWG International Finance Place,No. 8 Huaxia Road Zhujiang New Town,Guangzhou,510623,China,86 20 8550 0800,86 20 8550 0798,https://www.kwggroupholdings.com,Real Estate—Development,Real Estate,"KWG Group Holdings Limited, together with its subsidiaries, engages in the property development and investment, and hotel operation businesses. Its property portfolio includes mid- to high-end residential properties, serviced apartments, villas, offices, hotels, and shopping malls. The company was formerly known as KWG Property Holding Limited and changed its name to KWG Group Holdings Limited in August 2018. KWG Group Holdings Limited was founded in 1995 and is headquartered in Guangzhou, the People's Republic of China.",2381,"{'maxAge': 1, 'name': 'Mr. Jiannan  Kong', 'age': 56, 'title': 'Exec. Director', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 599650, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,7,10,1693526400,1672444800,86400,3,1.11,1.14,1.07,1.16,1.11,1.14,1.07,1.16,1631750400,11.96,2.017267,37.0,-0.948718,32255000,32255000,49401870,83129373,83129373,1.1,1.11,0,0,3794956800,0.58,2.79,0.30513206,1.0876,1.3743,0.0,0.0,HKD,83179552768,-1.57306,1422377762,3418880000,0.58394,0.04512,6.064,0.18304749,1672444800,1703980800,1688083200,-19564331008,0.03,-1.17,-0.1,6.688,-8.938,HKG,EQUITY,1813.HK,1813.HK,KWG GROUP,KWG Group Holdings Limited,1183426200,Asia/Hong_Kong,HKT,28800000,1.11,5.05,0.28,1.88,1.01,3.5,hold,7,5168540160,1.512,-9305934848,76321972224,0.067,0.925,12437096448,263.524,3.754,-0.029070001,-0.46271,-8619056128,8067378176,-0.12,-0.54002,-0.74824,-0.77115,CNY,
3,KWG International Finance Place,No. 8 Huaxia Road Zhujiang New Town,Guangzhou,510623,China,86 20 8550 0800,86 20 8550 0798,https://www.kwggroupholdings.com,Real Estate—Development,Real Estate,"KWG Group Holdings Limited, together with its subsidiaries, engages in the property development and investment, and hotel operation businesses. Its property portfolio includes mid- to high-end residential properties, serviced apartments, villas, offices, hotels, and shopping malls. The company was formerly known as KWG Property Holding Limited and changed its name to KWG Group Holdings Limited in August 2018. KWG Group Holdings Limited was founded in 1995 and is headquartered in Guangzhou, the People's Republic of China.",2381,"{'maxAge': 1, 'name': 'Mr. Fengjia  Cai', 'age': 52, 'title': 'CEO of Real Estate Bus. & Exec. Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 141563, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,7,10,1693526400,1672444800,86400,3,1.11,1.14,1.07,1.16,1.11,1.14,1.07,1.16,1631750400,11.96,2.017267,37.0,-0.948718,32255000,32255000,49401870,83129373,83129373,1.1,1.11,0,0,3794956800,0.58,2.79,0.30513206,1.0876,1.3743,0.0,0.0,HKD,83179552768,-1.57306,1422377762,3418880000,0.58394,0.04512,6.064,0.18304749,1672444800,1703980800,1688083200,-19564331008,0.03,-1.17,-0.1,6.688,-8.938,HKG,EQUITY,1813.HK,1813.HK,KWG GROUP,KWG Group Holdings Limited,1183426200,Asia/Hong_Kong,HKT,28800000,1.11,5.05,0.28,1.88,1.01,3.5,hold,7,5168540160,1.512,-9305934848,76321972224,0.067,0.925,12437096448,263.524,3.754,-0.029070001,-0.46271,-8619056128,8067378176,-0.12,-0.54002,-0.74824,-0.77115,CNY,
4,KWG International Finance Place,No. 8 Huaxia Road Zhujiang New Town,Guangzhou,510623,China,86 20 8550 0800,86 20 8550 0798,https://www.kwggroupholdings.com,Real Estate—Development,Real Estate,"KWG Group Holdings Limited, together with its subsidiaries, engages in the property development and investment, and hotel operation businesses. Its property portfolio includes mid- to high-end residential properties, serviced apartments, villas, offices, hotels, and shopping malls. The company was formerly known as KWG Property Holding Limited and changed its name to KWG Group Holdings Limited in August 2018. KWG Group Holdings Limited was founded in 1995 and is headquartered in Guangzhou, the People's Republic of China.",2381,"{'maxAge': 1, 'name': 'Ms. Yanping  Huang', 'age': 47, 'title': 'VP of Fin. Department & Treasury', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,7,10,1693526400,1672444800,86400,3,1.11,1.14,1.07,1.16,1.11,1.14,1.07,1.16,1631750400,11.96,2.017267,37.0,-0.948718,32255000,32255000,49401870,83129373,83129373,1.1,1.11,0,0,3794956800,0.58,2.79,0.30513206,1.0876,1.3743,0.0,0.0,HKD,83179552768,-1.57306,1422377762,3418880000,0.58394,0.04512,6.064,0.18304749,1672444800,1703980800,1688083200,-19564331008,0.03,-1.17,-0.1,6.688,-8.938,HKG,EQUITY,1813.HK,1813.HK,KWG GROUP,KWG Group Holdings Limited,1183426200,Asia/Hong_Kong,HKT,28800000,1.11,5.05,0.28,1.88,1.01,3.5,hold,7,5168540160,1.512,-9305934848,76321972224,0.067,0.925,12437096448,263.524,3.754,-0.029070001,-0.46271,-8619056128,8067378176,-0.12,-0.54002,-0.74824,-0.77115,CNY,
5,KWG International Finance Place,No. 8 Huaxia Road Zhujiang New Town,Guangzhou,510623,China,86 20 8550 0800,86 20 8550 0798,https://www.kwggroupholdings.com,Real Estate—Development,Real Estate,"KWG Group Holdings Limited, together with its subsidiaries, engages in the property development and investment, and hotel operation businesses. Its property portfolio includes mid- to high-end residential properties, serviced apartments, villas, offices, hotels, and shopping malls. The company was formerly known as KWG Property Holding Limited and changed its name to KWG Group Holdings Limited in August 2018. KWG Group Holdings Limited was founded in 1995 and is headquartered in Guangzhou, the People's Republic of China.",2381,"{'maxAge': 1, 'name': 'Kangliang  Xu', 'title': 'VP of Operation', 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,7,10,1693526400,1672444800,86400,3,1.11,1.14,1.07,1.16,1.11,1.14,1.07,1.16,1631750400,11.96,2.017267,37.0,-0.948718,32255000,32255000,49401870,83129373,83129373,1.1,1.11,0,0,3794956800,0.58,2.79,0.30513206,1.0876,1.3743,0.0,0.0,HKD,83179552768,-1.57306,1422377762,3418880000,0.58394,0.04512,6.064,0.18304749,1672444800,1703980800,1688083200,-19564331008,0.03,-1.17,-0.1,6.688,-8.938,HKG,EQUITY,1813.HK,1813.HK,KWG GROUP,KWG Group Holdings Limited,1183426200,Asia/Hong_Kong,HKT,28800000,1.11,5.05,0.28,1.88,1.01,3.5,hold,7,5168540160,1.512,-9305934848,76321972224,0.067,0.925,12437096448,263.524,3.754,-0.029070001,-0.46271,-8619056128,8067378176,-0.12,-0.54002,-0.74824,-0.77115,CNY,
6,KWG International Finance Place,No. 8 Huaxia Road Zhujiang New Town,Guangzhou,510623,China,86 20 8550 0800,86 20 8550 0798,https://www.kwggroupholdings.com,Real Estate—Development,Real Estate,"KWG Group Holdings Limited, together with its subsidiaries, engages in the property development and investment, and hotel operation businesses. Its property portfolio includes mid- to high-end residential properties, serviced apartments, villas, offices, hotels, and shopping malls. The company was formerly known as KWG Property Holding Limited and changed its name to KWG Group Holdings Limited in August 2018. KWG Group Holdings Limited was founded in 1995 and is headquartered in Guangzhou, the People's Republic of China.",2381,"{'maxAge': 1, 'name': 'Ms. Huang  Yishan', 'title': 'VP of Investor Relations & Capital Markets Offshore Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,7,10,1693526400,1672444800,86400,3,1.11,1.14,1.07,1.16,1.11,1.14,1.07,1.16,1631750400,11.96,2.017267,37.0,-0.948718,32255000,32255000,49401870,83129373,83129373,1.1,1.11,0,0,3794956800,0.58,2.79,0.30513206,1.0876,1.3743,0.0,0.0,HKD,83179552768,-1.57306,1422377762,3418880000,0.58394,0.04512,6.064,0.18304749,1672444800,1703980800,1688083200,-19564331008,0.03,-1.17,-0.1,6.688,-8.938,HKG,EQUITY,1813.HK,1813.HK,KWG GROUP,KWG Group Holdings Limited,1183426200,Asia/Hong_Kong,HKT,28800000,1.11,5.05,0.28,1.88,1.01,3.5,hold,7,5168540160,1.512,-9305934848,76321972224,0.067,0.925,12437096448,263.524,3.754,-0.029070001,-0.46271,-8619056128,8067378176,-0.12,-0.54002,-0.74824,-0.77115,CNY,
7,KWG International Finance Place,No. 8 Huaxia Road Zhujiang New Town,Guangzhou,510623,China,86 20 8550 0800,86 20 8550 0798,https://www.kwggroupholdings.com,Real Estate—Development,Real Estate,"KWG Group Holdings Limited, together with its subsidiaries, engages in the property development and investment, and hotel operation businesses. Its property portfolio includes mid- to high-end residential properties, serviced apartments, villas, offices, hotels, and shopping malls. The company was formerly known as KWG Property Holding Limited and changed its name to KWG Group Holdings Limited in August 2018. KWG Group Holdings Limited was founded in 1995 and is headquartered in Guangzhou, the People's Republic of China.",2381,"{'maxAge': 1, 'name': 'Mr. Kin Wai  Chan', 'age': 41, 'title': 'Company Sec. & Deputy Fin. Director', 'yearBorn': 1981, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,7,10,1693526400,1672444800,86400,3,1.11,1.14,1.07,1.16,1.11,1.14,1.07,1.16,1631750400,11.96,2.017267,37.0,-0.948718,32255000,32255000,49401870,83129373,83129373,1.1,1.11,0,0,3794956800,0.58,2.79,0.30513206,1.0876,1.3743,0.0,0.0,HKD,83179552768,-1.57306,1422377762,3418880000,0.58394,0.04512,6.064,0.18304749,1672444800,1703980800,1688083200,-19564331008,0.03,-1.17,-0.1,6.688,-8.938,HKG,EQUITY,1813.HK,1813.HK,KWG GROUP,KWG Group Holdings Limited,1183426200,Asia/Hong_Kong,HKT,28800000,1.11,5.05,0.28,1.88,1.01,3.5,hold,7,5168540160,1.512,-9305934848,76321972224,0.067,0.925,12437096448,263.524,3.754,-0.029070001,-0.46271,-8619056128,8067378176,-0.12,-0.54002,-0.74824,-0.77115,CNY,
8,KWG International Finance Place,No. 8 Huaxia Road Zhujiang New Town,Guangzhou,510623,China,86 20 8550 0800,86 20 8550 0798,https://www.kwggroupholdings.com,Real Estate—Development,Real Estate,"KWG Group Holdings Limited, together with its subsidiaries, engages in the property development and investment, and hotel operation businesses. Its property portfolio includes mid- to high-end residential properties, serviced apartments, villas, offices, hotels, and shopping malls. The company was formerly known as KWG Property Holding Limited and changed its name to KWG Group Holdings Limited in August 2018. KWG Group Holdings Limited was founded in 1995 and is headquartered in Guangzhou, the People's Republic of China.",2381,"{'maxAge': 1, 'name': 'Mr. Zhimin  Yao', 'age': 60, 'title': 'VP of Treasury Department', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,7,10,1693526400,1672444800,86400,3,1.11,1.14,1.07,1.16,1.11,1.14,1.07,1.16,1631750400,11.96,2.017267,37.0,-0.948718,32255000,32255000,49401870,83129373,83129373,1.1,1.11,0,0,3794956800,0.58,2.79,0.30513206,1.0876,1.3743,0.0,0.0,HKD,83179552768,-1.57306,1422377762,3418880000,0.58394,0.04512,6.064,0.18304749,1672444800,1703980800,1688083200,-19564331008,0.03,-1.17,-0.1,6.688,-8.938,HKG,EQUITY,1813.HK,1813.HK,KWG GROUP,KWG Group Holdings Limited,1183426200,Asia/Hong_Kong,HKT,28800000,1.11,5.05,0.28,1.88,1.01,3.5,hold,7,5168540160,1.512,-9305934848,76321972224,0.067,0.925,12437096448,263.524,3.754,-0.029070001,-0.46271,-8619056128,8067378176,-0.12,-0.54002,-0.74824,-0.77115,CNY,
9,KWG International Finance Place,No. 8 Huaxia Road Zhujiang New Town,Guangzhou,510623,China,86 20 8550 0800,86 20 8550 0798,https://www.kwggroupholdings.com,Real Estate—Development,Real Estate,"KWG Group Holdings Limited, together with its subsidiaries, engages in the property development and investment, and hotel operation businesses. Its property portfolio includes mid- to high-end residential properties, serviced apartments, villas, offices, hotels, and shopping malls. The company was formerly known as KWG Property Holding Limited and changed its name to KWG Group Holdings Limited in August 2018. KWG Group Holdings Limited was founded in 1995 and is headquartered in Guangzhou, the People's Republic of China.",2381,"{'maxAge': 1, 'name': 'Li  Yunting', 'title': 'Sr. Mang. of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,9,7,10,1693526400,1672444800,86400,3,1.11,1.14,1.07,1.16,1.11,1.14,1.07,1.16,1631750400,11.96,2.017267,37.0,-0.948718,32255000,32255000,49401870,83129373,83129373,1.1,1.11,0,0,3794956800,0.58,2.79,0.30513206,1.0876,1.3743,0.0,0.0,HKD,83179552768,-1.57306,1422377762,3418880000,0.58394,0.04512,6.064,0.18304749,1672444800,1703980800,1688083200,-19564331008,0.03,-1.17,-0.1,6.688,-8.938,HKG,EQUITY,1813.HK,1813.HK,KWG GROUP,KWG Group Holdings Limited,1183426200,Asia/Hong_Kong,HKT,28800000,1.11,5.05,0.28,1.88,1.01,3.5,hold,7,5168540160,1.512,-9305934848,76321972224,0.067,0.925,12437096448,263.524,3.754,-0.029070001,-0.46271,-8619056128,8067378176,-0.12,-0.54002,-0.74824,-0.77115,CNY,
