,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,3475 Victory Boulevard,Staten Island,NY,10314,United States,718 832 0800,718 832 0892,https://coffeeholding.com,Packaged Foods,Consumer Defensive,"Coffee Holding Co., Inc. manufactures, roasts, packages, markets, and distributes roasted and blended coffees in the United States, Australia, Canada, England, and China. The company offers wholesale green coffee products, which include unroasted raw beans of varieties that are sold to large, medium, and small roasters, as well as coffee shop operators. It also roasts, blends, packages, and sells coffee under private labels. The company supplied private label coffee under labels to wholesalers and retailers in cans, brick packages, and instants of various sizes. In addition, the company roasts and blends company label branded coffee to supermarkets, wholesalers, and individually owned and multi-unit retail customers. Further, the company offers tabletop coffee roasting equipment, instant coffees, and tea products for its customers. Its coffee brands include Cafe Caribe, Don Manuel, S&W, Cafe Supremo, Via Roma, Premier Roasters, and Harmony Bay. The company was formerly known as Transpacific International Group Corp and changed its name to Coffee Holding Co., Inc. in April 1998. Coffee Holding Co., Inc. was founded in 1971 and is headquartered in Staten Island, New York.",79,"{'maxAge': 1, 'name': 'Mr. Andrew  Gordon', 'age': 60, 'title': 'Chairman, Pres, CEO, CFO & Treasurer', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 383234, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.27,1.2,1.065,1.2,1.27,1.2,1.065,1.2,1644364800,0.0,2.6750002,71885,71885,13058,24120,24120,1.07,1.12,2200,900,6108202,1.065,2.78,0.0941146,1.354,1.7694,0.0,0.0,USD,16800648,-0.073860005,4680024,5708600,7206,6058,1690761600,1693440000,0.0013,0.12141,0.21287,0.79,0.0014,4.168,0.25671786,1667174400,1698710400,1690761600,-4793757,-0.83,0.4,0.259,-5.622,NCM,EQUITY,JVA,JVA,"Coffee Holding Co., Inc.","Coffee Holding Co., Inc.",1115127000,America/New_York,EDT,-14400000,1.07,none,2418550,0.424,-2988213,12327912,0.718,2.25,64901744,52.355,11.369,-0.053990003,-0.19339001,11013946,-238180,-1818095,-0.073,0.14183,-0.046040002,-0.05528,USD,
1,3475 Victory Boulevard,Staten Island,NY,10314,United States,718 832 0800,718 832 0892,https://coffeeholding.com,Packaged Foods,Consumer Defensive,"Coffee Holding Co., Inc. manufactures, roasts, packages, markets, and distributes roasted and blended coffees in the United States, Australia, Canada, England, and China. The company offers wholesale green coffee products, which include unroasted raw beans of varieties that are sold to large, medium, and small roasters, as well as coffee shop operators. It also roasts, blends, packages, and sells coffee under private labels. The company supplied private label coffee under labels to wholesalers and retailers in cans, brick packages, and instants of various sizes. In addition, the company roasts and blends company label branded coffee to supermarkets, wholesalers, and individually owned and multi-unit retail customers. Further, the company offers tabletop coffee roasting equipment, instant coffees, and tea products for its customers. Its coffee brands include Cafe Caribe, Don Manuel, S&W, Cafe Supremo, Via Roma, Premier Roasters, and Harmony Bay. The company was formerly known as Transpacific International Group Corp and changed its name to Coffee Holding Co., Inc. in April 1998. Coffee Holding Co., Inc. was founded in 1971 and is headquartered in Staten Island, New York.",79,"{'maxAge': 1, 'name': 'Mr. David  Gordon', 'age': 57, 'title': 'Exec. VP of Operations, Sec. & Director', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 354618, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,1.27,1.2,1.065,1.2,1.27,1.2,1.065,1.2,1644364800,0.0,2.6750002,71885,71885,13058,24120,24120,1.07,1.12,2200,900,6108202,1.065,2.78,0.0941146,1.354,1.7694,0.0,0.0,USD,16800648,-0.073860005,4680024,5708600,7206,6058,1690761600,1693440000,0.0013,0.12141,0.21287,0.79,0.0014,4.168,0.25671786,1667174400,1698710400,1690761600,-4793757,-0.83,0.4,0.259,-5.622,NCM,EQUITY,JVA,JVA,"Coffee Holding Co., Inc.","Coffee Holding Co., Inc.",1115127000,America/New_York,EDT,-14400000,1.07,none,2418550,0.424,-2988213,12327912,0.718,2.25,64901744,52.355,11.369,-0.053990003,-0.19339001,11013946,-238180,-1818095,-0.073,0.14183,-0.046040002,-0.05528,USD,
