,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,265 Turner Drive,Durango,CO,81303,United States,702 586 8700,https://www.u-swirl.com,Restaurants,Consumer Cyclical,"U-Swirl, Inc., together with its subsidiaries, operates and franchises self-serve frozen yogurt cafés. It operates and franchises frozen yogurt cafés under the U-SWIRL Frozen Yogurt, CherryBerry, Yogurtini, Fuzzy Peach, Aspen Leaf Yogurt, Yogli Mogli, Let's Yo!, and Josie's Frozen Yogurt brand names. The company's cafés offer frozen yogurt in non-fat and low-fat flavors and with toppings. U-Swirl, Inc. was incorporated in 2005 and is headquartered in Durango, Colorado.",18,"{'maxAge': 1, 'name': 'Mr. Bryan J. Merryman', 'age': 61, 'title': 'Chairman & CEO', 'yearBorn': 1961, 'fiscalYear': 2015, 'totalPay': 12500, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,2.64834,Infinity,900000,900000,14541,100000,100000,0.0,0.0,0,0,750226,0.0001,0.0041,0.11216764,0.000204,0.0006595,0.0,0.0,USD,3629855,0.03867,22065500,0.0,0.0,0.116,0.00086206896,1425081600,1456617600,1440979200,7.708,258662,0.0,0.543,3.664,PNK,EQUITY,SWRL,SWRL,U-SWIRL INC,"U-Swirl, Inc.",1208525400,America/New_York,EDT,-14400000,0.0001,none,3490296,0.158,990546,7117945,0.37,0.393,6688435,278.118,0.299,0.008909999,0.07314,3636878,1531888,262671,7.15,-0.169,0.46453,0.1481,0.0312,USD,
1,265 Turner Drive,Durango,CO,81303,United States,702 586 8700,https://www.u-swirl.com,Restaurants,Consumer Cyclical,"U-Swirl, Inc., together with its subsidiaries, operates and franchises self-serve frozen yogurt cafés. It operates and franchises frozen yogurt cafés under the U-SWIRL Frozen Yogurt, CherryBerry, Yogurtini, Fuzzy Peach, Aspen Leaf Yogurt, Yogli Mogli, Let's Yo!, and Josie's Frozen Yogurt brand names. The company's cafés offer frozen yogurt in non-fat and low-fat flavors and with toppings. U-Swirl, Inc. was incorporated in 2005 and is headquartered in Durango, Colorado.",18,"{'maxAge': 1, 'name': 'Carell  Grass', 'title': 'VP of Operations', 'fiscalYear': 2015, 'totalPay': 49470, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,2.64834,Infinity,900000,900000,14541,100000,100000,0.0,0.0,0,0,750226,0.0001,0.0041,0.11216764,0.000204,0.0006595,0.0,0.0,USD,3629855,0.03867,22065500,0.0,0.0,0.116,0.00086206896,1425081600,1456617600,1440979200,7.708,258662,0.0,0.543,3.664,PNK,EQUITY,SWRL,SWRL,U-SWIRL INC,"U-Swirl, Inc.",1208525400,America/New_York,EDT,-14400000,0.0001,none,3490296,0.158,990546,7117945,0.37,0.393,6688435,278.118,0.299,0.008909999,0.07314,3636878,1531888,262671,7.15,-0.169,0.46453,0.1481,0.0312,USD,
2,265 Turner Drive,Durango,CO,81303,United States,702 586 8700,https://www.u-swirl.com,Restaurants,Consumer Cyclical,"U-Swirl, Inc., together with its subsidiaries, operates and franchises self-serve frozen yogurt cafés. It operates and franchises frozen yogurt cafés under the U-SWIRL Frozen Yogurt, CherryBerry, Yogurtini, Fuzzy Peach, Aspen Leaf Yogurt, Yogli Mogli, Let's Yo!, and Josie's Frozen Yogurt brand names. The company's cafés offer frozen yogurt in non-fat and low-fat flavors and with toppings. U-Swirl, Inc. was incorporated in 2005 and is headquartered in Durango, Colorado.",18,"{'maxAge': 1, 'name': 'Mr. Jeremy M. Kinney', 'age': 45, 'title': 'Chief Financial Officer and Treasurer', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",1451520000,86400,4,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0,2.64834,Infinity,900000,900000,14541,100000,100000,0.0,0.0,0,0,750226,0.0001,0.0041,0.11216764,0.000204,0.0006595,0.0,0.0,USD,3629855,0.03867,22065500,0.0,0.0,0.116,0.00086206896,1425081600,1456617600,1440979200,7.708,258662,0.0,0.543,3.664,PNK,EQUITY,SWRL,SWRL,U-SWIRL INC,"U-Swirl, Inc.",1208525400,America/New_York,EDT,-14400000,0.0001,none,3490296,0.158,990546,7117945,0.37,0.393,6688435,278.118,0.299,0.008909999,0.07314,3636878,1531888,262671,7.15,-0.169,0.46453,0.1481,0.0312,USD,
