,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"C-58, Focal Point",Phase-III,Ludhiana,141010,India,91 16 1267 0707,https://www.vardhmansteel.com,Steel,Basic Materials,"Vardhman Special Steels Limited manufactures and sells billets, steel bars, and bright bars of various categories of special and alloy steels in India and internationally. It serves engineering, automotive, tractor, bearing, and allied industries. The company Limited was founded in 1973 and is headquartered in Ludhiana, India.",1125,"{'maxAge': 1, 'name': 'Mr. Sachit  Jain B.Tech.', 'age': 56, 'title': 'Vice Chairman & MD', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 92688000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,213.25,214.9,209.4,215.95,213.25,214.9,209.4,215.95,2.0,0.0095,1694736000,0.1612,0.677859,19.493088,14.6875,9548,9548,11582,13923,13923,211.05,0.0,0,0,17185390592,115.475,233.85,1.0258805,198.957,178.48137,0.0,0.0,INR,18294073344,0.05296,17056844,81254800,0.78037,0.01125,79.125,2.6729858,1680220800,1711843200,1688083200,-0.387,887227008,10.85,14.4,1.092,11.091,BSE,EQUITY,VSSL.BO,VSSL.BO,VARDHMAN SPECIAL STEELS LTD.,Vardhman Special Steels Limited,1337226300,Asia/Kolkata,IST,19800000,211.5,none,296145984,3.652,1649458944,1438493056,16751845376,22.399,206.544,6067149000,-0.385,-0.127,0.26257,0.09846,0.081470005,INR,
1,"C-58, Focal Point",Phase-III,Ludhiana,141010,India,91 16 1267 0707,https://www.vardhmansteel.com,Steel,Basic Materials,"Vardhman Special Steels Limited manufactures and sells billets, steel bars, and bright bars of various categories of special and alloy steels in India and internationally. It serves engineering, automotive, tractor, bearing, and allied industries. The company Limited was founded in 1973 and is headquartered in Ludhiana, India.",1125,"{'maxAge': 1, 'name': 'Mr. Sanjeev  Singla', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,213.25,214.9,209.4,215.95,213.25,214.9,209.4,215.95,2.0,0.0095,1694736000,0.1612,0.677859,19.493088,14.6875,9548,9548,11582,13923,13923,211.05,0.0,0,0,17185390592,115.475,233.85,1.0258805,198.957,178.48137,0.0,0.0,INR,18294073344,0.05296,17056844,81254800,0.78037,0.01125,79.125,2.6729858,1680220800,1711843200,1688083200,-0.387,887227008,10.85,14.4,1.092,11.091,BSE,EQUITY,VSSL.BO,VSSL.BO,VARDHMAN SPECIAL STEELS LTD.,Vardhman Special Steels Limited,1337226300,Asia/Kolkata,IST,19800000,211.5,none,296145984,3.652,1649458944,1438493056,16751845376,22.399,206.544,6067149000,-0.385,-0.127,0.26257,0.09846,0.081470005,INR,
2,"C-58, Focal Point",Phase-III,Ludhiana,141010,India,91 16 1267 0707,https://www.vardhmansteel.com,Steel,Basic Materials,"Vardhman Special Steels Limited manufactures and sells billets, steel bars, and bright bars of various categories of special and alloy steels in India and internationally. It serves engineering, automotive, tractor, bearing, and allied industries. The company Limited was founded in 1973 and is headquartered in Ludhiana, India.",1125,"{'maxAge': 1, 'name': 'Ms. Sonam  Taneja', 'age': 33, 'title': 'Compliance Officer & Company Sec.', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,213.25,214.9,209.4,215.95,213.25,214.9,209.4,215.95,2.0,0.0095,1694736000,0.1612,0.677859,19.493088,14.6875,9548,9548,11582,13923,13923,211.05,0.0,0,0,17185390592,115.475,233.85,1.0258805,198.957,178.48137,0.0,0.0,INR,18294073344,0.05296,17056844,81254800,0.78037,0.01125,79.125,2.6729858,1680220800,1711843200,1688083200,-0.387,887227008,10.85,14.4,1.092,11.091,BSE,EQUITY,VSSL.BO,VSSL.BO,VARDHMAN SPECIAL STEELS LTD.,Vardhman Special Steels Limited,1337226300,Asia/Kolkata,IST,19800000,211.5,none,296145984,3.652,1649458944,1438493056,16751845376,22.399,206.544,6067149000,-0.385,-0.127,0.26257,0.09846,0.081470005,INR,
3,"C-58, Focal Point",Phase-III,Ludhiana,141010,India,91 16 1267 0707,https://www.vardhmansteel.com,Steel,Basic Materials,"Vardhman Special Steels Limited manufactures and sells billets, steel bars, and bright bars of various categories of special and alloy steels in India and internationally. It serves engineering, automotive, tractor, bearing, and allied industries. The company Limited was founded in 1973 and is headquartered in Ludhiana, India.",1125,"{'maxAge': 1, 'name': 'Mr. Mukesh  Gupta', 'age': 47, 'title': 'Sr. VP', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,213.25,214.9,209.4,215.95,213.25,214.9,209.4,215.95,2.0,0.0095,1694736000,0.1612,0.677859,19.493088,14.6875,9548,9548,11582,13923,13923,211.05,0.0,0,0,17185390592,115.475,233.85,1.0258805,198.957,178.48137,0.0,0.0,INR,18294073344,0.05296,17056844,81254800,0.78037,0.01125,79.125,2.6729858,1680220800,1711843200,1688083200,-0.387,887227008,10.85,14.4,1.092,11.091,BSE,EQUITY,VSSL.BO,VSSL.BO,VARDHMAN SPECIAL STEELS LTD.,Vardhman Special Steels Limited,1337226300,Asia/Kolkata,IST,19800000,211.5,none,296145984,3.652,1649458944,1438493056,16751845376,22.399,206.544,6067149000,-0.385,-0.127,0.26257,0.09846,0.081470005,INR,
4,"C-58, Focal Point",Phase-III,Ludhiana,141010,India,91 16 1267 0707,https://www.vardhmansteel.com,Steel,Basic Materials,"Vardhman Special Steels Limited manufactures and sells billets, steel bars, and bright bars of various categories of special and alloy steels in India and internationally. It serves engineering, automotive, tractor, bearing, and allied industries. The company Limited was founded in 1973 and is headquartered in Ludhiana, India.",1125,"{'maxAge': 1, 'name': 'Mr. Rajendar Kumar Rewari B.Sc., LLB, MEP, PGDPM', 'age': 66, 'title': 'Exec. Director', 'yearBorn': 1956, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,213.25,214.9,209.4,215.95,213.25,214.9,209.4,215.95,2.0,0.0095,1694736000,0.1612,0.677859,19.493088,14.6875,9548,9548,11582,13923,13923,211.05,0.0,0,0,17185390592,115.475,233.85,1.0258805,198.957,178.48137,0.0,0.0,INR,18294073344,0.05296,17056844,81254800,0.78037,0.01125,79.125,2.6729858,1680220800,1711843200,1688083200,-0.387,887227008,10.85,14.4,1.092,11.091,BSE,EQUITY,VSSL.BO,VSSL.BO,VARDHMAN SPECIAL STEELS LTD.,Vardhman Special Steels Limited,1337226300,Asia/Kolkata,IST,19800000,211.5,none,296145984,3.652,1649458944,1438493056,16751845376,22.399,206.544,6067149000,-0.385,-0.127,0.26257,0.09846,0.081470005,INR,
5,"C-58, Focal Point",Phase-III,Ludhiana,141010,India,91 16 1267 0707,https://www.vardhmansteel.com,Steel,Basic Materials,"Vardhman Special Steels Limited manufactures and sells billets, steel bars, and bright bars of various categories of special and alloy steels in India and internationally. It serves engineering, automotive, tractor, bearing, and allied industries. The company Limited was founded in 1973 and is headquartered in Ludhiana, India.",1125,"{'maxAge': 1, 'name': 'Subrata  Majumdar', 'age': 55, 'title': 'Sr. VP', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,213.25,214.9,209.4,215.95,213.25,214.9,209.4,215.95,2.0,0.0095,1694736000,0.1612,0.677859,19.493088,14.6875,9548,9548,11582,13923,13923,211.05,0.0,0,0,17185390592,115.475,233.85,1.0258805,198.957,178.48137,0.0,0.0,INR,18294073344,0.05296,17056844,81254800,0.78037,0.01125,79.125,2.6729858,1680220800,1711843200,1688083200,-0.387,887227008,10.85,14.4,1.092,11.091,BSE,EQUITY,VSSL.BO,VSSL.BO,VARDHMAN SPECIAL STEELS LTD.,Vardhman Special Steels Limited,1337226300,Asia/Kolkata,IST,19800000,211.5,none,296145984,3.652,1649458944,1438493056,16751845376,22.399,206.544,6067149000,-0.385,-0.127,0.26257,0.09846,0.081470005,INR,
6,"C-58, Focal Point",Phase-III,Ludhiana,141010,India,91 16 1267 0707,https://www.vardhmansteel.com,Steel,Basic Materials,"Vardhman Special Steels Limited manufactures and sells billets, steel bars, and bright bars of various categories of special and alloy steels in India and internationally. It serves engineering, automotive, tractor, bearing, and allied industries. The company Limited was founded in 1973 and is headquartered in Ludhiana, India.",1125,"{'maxAge': 1, 'name': 'Mr. Jagdish  Chand', 'age': 52, 'title': 'VP of Engineering Services', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,213.25,214.9,209.4,215.95,213.25,214.9,209.4,215.95,2.0,0.0095,1694736000,0.1612,0.677859,19.493088,14.6875,9548,9548,11582,13923,13923,211.05,0.0,0,0,17185390592,115.475,233.85,1.0258805,198.957,178.48137,0.0,0.0,INR,18294073344,0.05296,17056844,81254800,0.78037,0.01125,79.125,2.6729858,1680220800,1711843200,1688083200,-0.387,887227008,10.85,14.4,1.092,11.091,BSE,EQUITY,VSSL.BO,VSSL.BO,VARDHMAN SPECIAL STEELS LTD.,Vardhman Special Steels Limited,1337226300,Asia/Kolkata,IST,19800000,211.5,none,296145984,3.652,1649458944,1438493056,16751845376,22.399,206.544,6067149000,-0.385,-0.127,0.26257,0.09846,0.081470005,INR,
7,"C-58, Focal Point",Phase-III,Ludhiana,141010,India,91 16 1267 0707,https://www.vardhmansteel.com,Steel,Basic Materials,"Vardhman Special Steels Limited manufactures and sells billets, steel bars, and bright bars of various categories of special and alloy steels in India and internationally. It serves engineering, automotive, tractor, bearing, and allied industries. The company Limited was founded in 1973 and is headquartered in Ludhiana, India.",1125,"{'maxAge': 1, 'name': 'Amit  Chopra', 'age': 47, 'title': 'VP', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,213.25,214.9,209.4,215.95,213.25,214.9,209.4,215.95,2.0,0.0095,1694736000,0.1612,0.677859,19.493088,14.6875,9548,9548,11582,13923,13923,211.05,0.0,0,0,17185390592,115.475,233.85,1.0258805,198.957,178.48137,0.0,0.0,INR,18294073344,0.05296,17056844,81254800,0.78037,0.01125,79.125,2.6729858,1680220800,1711843200,1688083200,-0.387,887227008,10.85,14.4,1.092,11.091,BSE,EQUITY,VSSL.BO,VSSL.BO,VARDHMAN SPECIAL STEELS LTD.,Vardhman Special Steels Limited,1337226300,Asia/Kolkata,IST,19800000,211.5,none,296145984,3.652,1649458944,1438493056,16751845376,22.399,206.544,6067149000,-0.385,-0.127,0.26257,0.09846,0.081470005,INR,
8,"C-58, Focal Point",Phase-III,Ludhiana,141010,India,91 16 1267 0707,https://www.vardhmansteel.com,Steel,Basic Materials,"Vardhman Special Steels Limited manufactures and sells billets, steel bars, and bright bars of various categories of special and alloy steels in India and internationally. It serves engineering, automotive, tractor, bearing, and allied industries. The company Limited was founded in 1973 and is headquartered in Ludhiana, India.",1125,"{'maxAge': 1, 'name': 'Davinder  Singh', 'age': 48, 'title': 'VP', 'yearBorn': 1974, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,213.25,214.9,209.4,215.95,213.25,214.9,209.4,215.95,2.0,0.0095,1694736000,0.1612,0.677859,19.493088,14.6875,9548,9548,11582,13923,13923,211.05,0.0,0,0,17185390592,115.475,233.85,1.0258805,198.957,178.48137,0.0,0.0,INR,18294073344,0.05296,17056844,81254800,0.78037,0.01125,79.125,2.6729858,1680220800,1711843200,1688083200,-0.387,887227008,10.85,14.4,1.092,11.091,BSE,EQUITY,VSSL.BO,VSSL.BO,VARDHMAN SPECIAL STEELS LTD.,Vardhman Special Steels Limited,1337226300,Asia/Kolkata,IST,19800000,211.5,none,296145984,3.652,1649458944,1438493056,16751845376,22.399,206.544,6067149000,-0.385,-0.127,0.26257,0.09846,0.081470005,INR,
9,"C-58, Focal Point",Phase-III,Ludhiana,141010,India,91 16 1267 0707,https://www.vardhmansteel.com,Steel,Basic Materials,"Vardhman Special Steels Limited manufactures and sells billets, steel bars, and bright bars of various categories of special and alloy steels in India and internationally. It serves engineering, automotive, tractor, bearing, and allied industries. The company Limited was founded in 1973 and is headquartered in Ludhiana, India.",1125,"{'maxAge': 1, 'name': 'Devinder  Singh', 'age': 63, 'title': 'VP', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,213.25,214.9,209.4,215.95,213.25,214.9,209.4,215.95,2.0,0.0095,1694736000,0.1612,0.677859,19.493088,14.6875,9548,9548,11582,13923,13923,211.05,0.0,0,0,17185390592,115.475,233.85,1.0258805,198.957,178.48137,0.0,0.0,INR,18294073344,0.05296,17056844,81254800,0.78037,0.01125,79.125,2.6729858,1680220800,1711843200,1688083200,-0.387,887227008,10.85,14.4,1.092,11.091,BSE,EQUITY,VSSL.BO,VSSL.BO,VARDHMAN SPECIAL STEELS LTD.,Vardhman Special Steels Limited,1337226300,Asia/Kolkata,IST,19800000,211.5,none,296145984,3.652,1649458944,1438493056,16751845376,22.399,206.544,6067149000,-0.385,-0.127,0.26257,0.09846,0.081470005,INR,
