,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Local Shopping Complex,Plot No. 12 Sector B -1 Vasant Kunj,New Delhi,110070,India,91 11 4032 2100,https://www.jindalphoto.com,Asset Management,Financial Services,"Jindal Photo Limited operates as an investment company in India. The company engages in the business of holding strategic investment in the shares of group companies. It provides management consultancy services. Jindal Photo Limited was incorporated in 2004 and is headquartered in New Delhi, India.",2,"{'maxAge': 1, 'name': 'Mr. Manoj Kumar Rastogi', 'age': 58, 'title': 'MD & Director', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 16500, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,378.85,384.55,373.0,384.55,378.85,384.55,373.0,384.55,1348185600,0.0,0.471409,2.5535085,56076,56076,19443,39046,39046,0.0,0.0,0,0,3867379200,265.0,428.0,46.48292,348.05,335.887,0.0,0.0,INR,4549573632,18.097359,1456078,10258300,0.80489,0.0,1942.188,0.19411097,1680220800,1711843200,1688083200,-0.331,1505699968,147.64,54.682,57.953,NSI,EQUITY,JINDALPHOT.NS,JINDALPHOT.NS,JINDAL PHOTO LTD,Jindal Photo Limited,1112845500,Asia/Kolkata,IST,19800000,377.0,176.0,176.0,176.0,176.0,none,1,100000,0.01,78504752,682800000,83200000,3.427,8.111,78074000,-0.331,45.0,1.0,0.94357,0.9375,INR,
1,Local Shopping Complex,Plot No. 12 Sector B -1 Vasant Kunj,New Delhi,110070,India,91 11 4032 2100,https://www.jindalphoto.com,Asset Management,Financial Services,"Jindal Photo Limited operates as an investment company in India. The company engages in the business of holding strategic investment in the shares of group companies. It provides management consultancy services. Jindal Photo Limited was incorporated in 2004 and is headquartered in New Delhi, India.",2,"{'maxAge': 1, 'name': 'Mr. Awadhesh Kumar Jha', 'age': 40, 'title': 'Chief Financial Officer', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,378.85,384.55,373.0,384.55,378.85,384.55,373.0,384.55,1348185600,0.0,0.471409,2.5535085,56076,56076,19443,39046,39046,0.0,0.0,0,0,3867379200,265.0,428.0,46.48292,348.05,335.887,0.0,0.0,INR,4549573632,18.097359,1456078,10258300,0.80489,0.0,1942.188,0.19411097,1680220800,1711843200,1688083200,-0.331,1505699968,147.64,54.682,57.953,NSI,EQUITY,JINDALPHOT.NS,JINDALPHOT.NS,JINDAL PHOTO LTD,Jindal Photo Limited,1112845500,Asia/Kolkata,IST,19800000,377.0,176.0,176.0,176.0,176.0,none,1,100000,0.01,78504752,682800000,83200000,3.427,8.111,78074000,-0.331,45.0,1.0,0.94357,0.9375,INR,
2,Local Shopping Complex,Plot No. 12 Sector B -1 Vasant Kunj,New Delhi,110070,India,91 11 4032 2100,https://www.jindalphoto.com,Asset Management,Financial Services,"Jindal Photo Limited operates as an investment company in India. The company engages in the business of holding strategic investment in the shares of group companies. It provides management consultancy services. Jindal Photo Limited was incorporated in 2004 and is headquartered in New Delhi, India.",2,"{'maxAge': 1, 'name': 'Mr. Ashok Kumar Yadav', 'age': 49, 'title': 'Compliance Officer & Company Sec.', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",1703980800,86400,2,378.85,384.55,373.0,384.55,378.85,384.55,373.0,384.55,1348185600,0.0,0.471409,2.5535085,56076,56076,19443,39046,39046,0.0,0.0,0,0,3867379200,265.0,428.0,46.48292,348.05,335.887,0.0,0.0,INR,4549573632,18.097359,1456078,10258300,0.80489,0.0,1942.188,0.19411097,1680220800,1711843200,1688083200,-0.331,1505699968,147.64,54.682,57.953,NSI,EQUITY,JINDALPHOT.NS,JINDALPHOT.NS,JINDAL PHOTO LTD,Jindal Photo Limited,1112845500,Asia/Kolkata,IST,19800000,377.0,176.0,176.0,176.0,176.0,none,1,100000,0.01,78504752,682800000,83200000,3.427,8.111,78074000,-0.331,45.0,1.0,0.94357,0.9375,INR,
