,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,14 Par-la-Ville Road,PO Box HM 1593,Hamilton,HM 08,Bermuda,441 295 6935,441 295 3494,https://www.goldenocean.bm,Marine Shipping,Industrials,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels worldwide. It operates dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels in the spot and time charter markets. The company's vessels transport a range of bulk commodities, such as ores, coal, grains, and fertilizers. As of March 16, 2023, it owned a fleet of 74 dry bulk vessels. The company is based in Hamilton, Bermuda.",38,"{'maxAge': 1, 'name': 'Mr. Lars-Christian  Svensen', 'age': 36, 'title': 'Interim CEO & Chief Commercial Officer of Golden Ocean Management AS', 'yearBorn': 1986, 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,82.2,83.0,82.7,84.42,82.2,83.0,82.7,84.42,7.73,0.0932,1694131200,1.2626001,1.291147,7.773196,1004774,1004774,531955,751761,751761,82.84,82.94,400000,470900,16536412160,71.04,111.1,17.56377,77.854,88.32675,0.75,0.009124088,NOK,17912102912,0.21120001,120817199,199378000,0.39237,0.27122998,9.402,8.8215275,1672444800,1703980800,1688083200,-0.787,198843008,10.67,1:5,1470009600,19.025,52.314,OSL,EQUITY,GOGL.OL,GOGL.OL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,1103097600,Europe/Oslo,CEST,7200000,82.94,1.3,0.5,0.9,1.0,2.4,buy,12,106532000,0.534,342393984,1471831040,0.769,1.121,941507008,78.467,4.694,0.03904,0.104270004,551116000,-134950368,346355008,-0.789,-0.326,0.38451,0.36367,0.22726999,USD,
1,14 Par-la-Ville Road,PO Box HM 1593,Hamilton,HM 08,Bermuda,441 295 6935,441 295 3494,https://www.goldenocean.bm,Marine Shipping,Industrials,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels worldwide. It operates dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels in the spot and time charter markets. The company's vessels transport a range of bulk commodities, such as ores, coal, grains, and fertilizers. As of March 16, 2023, it owned a fleet of 74 dry bulk vessels. The company is based in Hamilton, Bermuda.",38,"{'maxAge': 1, 'name': 'Mr. Peder Carl Gram Simonsen', 'age': 48, 'title': 'Chief Financial Officer of Golden Ocean Management AS', 'yearBorn': 1974, 'fiscalYear': 2021, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,82.2,83.0,82.7,84.42,82.2,83.0,82.7,84.42,7.73,0.0932,1694131200,1.2626001,1.291147,7.773196,1004774,1004774,531955,751761,751761,82.84,82.94,400000,470900,16536412160,71.04,111.1,17.56377,77.854,88.32675,0.75,0.009124088,NOK,17912102912,0.21120001,120817199,199378000,0.39237,0.27122998,9.402,8.8215275,1672444800,1703980800,1688083200,-0.787,198843008,10.67,1:5,1470009600,19.025,52.314,OSL,EQUITY,GOGL.OL,GOGL.OL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,1103097600,Europe/Oslo,CEST,7200000,82.94,1.3,0.5,0.9,1.0,2.4,buy,12,106532000,0.534,342393984,1471831040,0.769,1.121,941507008,78.467,4.694,0.03904,0.104270004,551116000,-134950368,346355008,-0.789,-0.326,0.38451,0.36367,0.22726999,USD,
2,14 Par-la-Ville Road,PO Box HM 1593,Hamilton,HM 08,Bermuda,441 295 6935,441 295 3494,https://www.goldenocean.bm,Marine Shipping,Industrials,"Golden Ocean Group Limited, a shipping company, owns and operates a fleet of dry bulk vessels worldwide. It operates dry bulk vessels comprising of Newcastlemax, Capesize, Panamax, and Ultramax vessels in the spot and time charter markets. The company's vessels transport a range of bulk commodities, such as ores, coal, grains, and fertilizers. As of March 16, 2023, it owned a fleet of 74 dry bulk vessels. The company is based in Hamilton, Bermuda.",38,"{'maxAge': 1, 'name': 'Mr. Tord  Brath', 'title': 'Head of Global Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,82.2,83.0,82.7,84.42,82.2,83.0,82.7,84.42,7.73,0.0932,1694131200,1.2626001,1.291147,7.773196,1004774,1004774,531955,751761,751761,82.84,82.94,400000,470900,16536412160,71.04,111.1,17.56377,77.854,88.32675,0.75,0.009124088,NOK,17912102912,0.21120001,120817199,199378000,0.39237,0.27122998,9.402,8.8215275,1672444800,1703980800,1688083200,-0.787,198843008,10.67,1:5,1470009600,19.025,52.314,OSL,EQUITY,GOGL.OL,GOGL.OL,GOLDEN OCEAN GROUP,Golden Ocean Group Limited,1103097600,Europe/Oslo,CEST,7200000,82.94,1.3,0.5,0.9,1.0,2.4,buy,12,106532000,0.534,342393984,1471831040,0.769,1.121,941507008,78.467,4.694,0.03904,0.104270004,551116000,-134950368,346355008,-0.789,-0.326,0.38451,0.36367,0.22726999,USD,
