,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,One North Wacker Drive,Suite 4200,Chicago,IL,60606-6627,United States,312 344 4300,312 922 6320,https://www.firstindustrial.com,REIT—Industrial,Real Estate,"First Industrial Realty Trust, Inc. (NYSE: FR) is a leading fully integrated owner, operator, and developer of industrial real estate with a track record of providing industry-leading customer service to multinational corporations and regional customers. Across major markets in the United States, our local market experts manage, lease, buy, (re)develop, and sell bulk and regional distribution centers, light industrial, and other industrial facility types. In total, we own and have under development approximately 69.4 million square feet of industrial space as of June 30, 2023.",157,"{'maxAge': 1, 'name': 'Mr. Peter E. Baccile', 'age': 60, 'title': 'Pres, CEO & Director', 'yearBorn': 1962, 'fiscalYear': 2022, 'totalPay': 2509498, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,7,4,1693526400,1672444800,86400,2,47.0,47.8,47.4,47.8,47.0,47.8,47.4,47.8,1.17,0.0249,1695859200,0.5125,2.3,0.984785,21.339285,41.929825,2,2,0,0,0,47.6,48.2,13000,12500,6626896384,44.0,51.0,11.281898,47.136,47.4675,1.23,0.026170213,EUR,8423022592,0.5388,131628451,132254000,0.00428,1.01204,18.836,2.5376937,1672444800,1703980800,1688083200,-0.533,316174016,2.24,1.14,4.13,14.34,21.351,FRA,EQUITY,F5W.F,F5W.F,FIRST IND.REALTY TR.DL-01,"First Industrial Realty Trust, Inc.",1157436000,Europe/Berlin,CEST,7200000,47.8,67.0,54.0,59.46,59.0,2.4,buy,13,68098000,0.515,394510016,2204498944,0.953,1.144,587392000,86.051,4.444,0.03022,0.1329,395275000,364366112,308163008,-0.534,0.182,0.73039,0.67163,0.40138,USD,
1,One North Wacker Drive,Suite 4200,Chicago,IL,60606-6627,United States,312 344 4300,312 922 6320,https://www.firstindustrial.com,REIT—Industrial,Real Estate,"First Industrial Realty Trust, Inc. (NYSE: FR) is a leading fully integrated owner, operator, and developer of industrial real estate with a track record of providing industry-leading customer service to multinational corporations and regional customers. Across major markets in the United States, our local market experts manage, lease, buy, (re)develop, and sell bulk and regional distribution centers, light industrial, and other industrial facility types. In total, we own and have under development approximately 69.4 million square feet of industrial space as of June 30, 2023.",157,"{'maxAge': 1, 'name': 'Mr. Johannson L. Yap', 'age': 59, 'title': 'Co-Founder, Chief Investment Officer & Exec. VP of West Region', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1579498, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,7,4,1693526400,1672444800,86400,2,47.0,47.8,47.4,47.8,47.0,47.8,47.4,47.8,1.17,0.0249,1695859200,0.5125,2.3,0.984785,21.339285,41.929825,2,2,0,0,0,47.6,48.2,13000,12500,6626896384,44.0,51.0,11.281898,47.136,47.4675,1.23,0.026170213,EUR,8423022592,0.5388,131628451,132254000,0.00428,1.01204,18.836,2.5376937,1672444800,1703980800,1688083200,-0.533,316174016,2.24,1.14,4.13,14.34,21.351,FRA,EQUITY,F5W.F,F5W.F,FIRST IND.REALTY TR.DL-01,"First Industrial Realty Trust, Inc.",1157436000,Europe/Berlin,CEST,7200000,47.8,67.0,54.0,59.46,59.0,2.4,buy,13,68098000,0.515,394510016,2204498944,0.953,1.144,587392000,86.051,4.444,0.03022,0.1329,395275000,364366112,308163008,-0.534,0.182,0.73039,0.67163,0.40138,USD,
2,One North Wacker Drive,Suite 4200,Chicago,IL,60606-6627,United States,312 344 4300,312 922 6320,https://www.firstindustrial.com,REIT—Industrial,Real Estate,"First Industrial Realty Trust, Inc. (NYSE: FR) is a leading fully integrated owner, operator, and developer of industrial real estate with a track record of providing industry-leading customer service to multinational corporations and regional customers. Across major markets in the United States, our local market experts manage, lease, buy, (re)develop, and sell bulk and regional distribution centers, light industrial, and other industrial facility types. In total, we own and have under development approximately 69.4 million square feet of industrial space as of June 30, 2023.",157,"{'maxAge': 1, 'name': 'Mr. Scott A. Musil', 'age': 54, 'title': 'CFO, Sr. VP, Treasurer & Assistant Sec.', 'yearBorn': 1968, 'fiscalYear': 2022, 'totalPay': 946898, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,7,4,1693526400,1672444800,86400,2,47.0,47.8,47.4,47.8,47.0,47.8,47.4,47.8,1.17,0.0249,1695859200,0.5125,2.3,0.984785,21.339285,41.929825,2,2,0,0,0,47.6,48.2,13000,12500,6626896384,44.0,51.0,11.281898,47.136,47.4675,1.23,0.026170213,EUR,8423022592,0.5388,131628451,132254000,0.00428,1.01204,18.836,2.5376937,1672444800,1703980800,1688083200,-0.533,316174016,2.24,1.14,4.13,14.34,21.351,FRA,EQUITY,F5W.F,F5W.F,FIRST IND.REALTY TR.DL-01,"First Industrial Realty Trust, Inc.",1157436000,Europe/Berlin,CEST,7200000,47.8,67.0,54.0,59.46,59.0,2.4,buy,13,68098000,0.515,394510016,2204498944,0.953,1.144,587392000,86.051,4.444,0.03022,0.1329,395275000,364366112,308163008,-0.534,0.182,0.73039,0.67163,0.40138,USD,
3,One North Wacker Drive,Suite 4200,Chicago,IL,60606-6627,United States,312 344 4300,312 922 6320,https://www.firstindustrial.com,REIT—Industrial,Real Estate,"First Industrial Realty Trust, Inc. (NYSE: FR) is a leading fully integrated owner, operator, and developer of industrial real estate with a track record of providing industry-leading customer service to multinational corporations and regional customers. Across major markets in the United States, our local market experts manage, lease, buy, (re)develop, and sell bulk and regional distribution centers, light industrial, and other industrial facility types. In total, we own and have under development approximately 69.4 million square feet of industrial space as of June 30, 2023.",157,"{'maxAge': 1, 'name': 'Ms. Jennifer E. Matthews Rice', 'age': 51, 'title': 'Gen. Counsel & Sec.', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 713648, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,7,4,1693526400,1672444800,86400,2,47.0,47.8,47.4,47.8,47.0,47.8,47.4,47.8,1.17,0.0249,1695859200,0.5125,2.3,0.984785,21.339285,41.929825,2,2,0,0,0,47.6,48.2,13000,12500,6626896384,44.0,51.0,11.281898,47.136,47.4675,1.23,0.026170213,EUR,8423022592,0.5388,131628451,132254000,0.00428,1.01204,18.836,2.5376937,1672444800,1703980800,1688083200,-0.533,316174016,2.24,1.14,4.13,14.34,21.351,FRA,EQUITY,F5W.F,F5W.F,FIRST IND.REALTY TR.DL-01,"First Industrial Realty Trust, Inc.",1157436000,Europe/Berlin,CEST,7200000,47.8,67.0,54.0,59.46,59.0,2.4,buy,13,68098000,0.515,394510016,2204498944,0.953,1.144,587392000,86.051,4.444,0.03022,0.1329,395275000,364366112,308163008,-0.534,0.182,0.73039,0.67163,0.40138,USD,
4,One North Wacker Drive,Suite 4200,Chicago,IL,60606-6627,United States,312 344 4300,312 922 6320,https://www.firstindustrial.com,REIT—Industrial,Real Estate,"First Industrial Realty Trust, Inc. (NYSE: FR) is a leading fully integrated owner, operator, and developer of industrial real estate with a track record of providing industry-leading customer service to multinational corporations and regional customers. Across major markets in the United States, our local market experts manage, lease, buy, (re)develop, and sell bulk and regional distribution centers, light industrial, and other industrial facility types. In total, we own and have under development approximately 69.4 million square feet of industrial space as of June 30, 2023.",157,"{'maxAge': 1, 'name': 'Mr. Peter O. Schultz Jr.', 'age': 59, 'title': 'Exec. VP of East Region', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 1314798, 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,7,4,1693526400,1672444800,86400,2,47.0,47.8,47.4,47.8,47.0,47.8,47.4,47.8,1.17,0.0249,1695859200,0.5125,2.3,0.984785,21.339285,41.929825,2,2,0,0,0,47.6,48.2,13000,12500,6626896384,44.0,51.0,11.281898,47.136,47.4675,1.23,0.026170213,EUR,8423022592,0.5388,131628451,132254000,0.00428,1.01204,18.836,2.5376937,1672444800,1703980800,1688083200,-0.533,316174016,2.24,1.14,4.13,14.34,21.351,FRA,EQUITY,F5W.F,F5W.F,FIRST IND.REALTY TR.DL-01,"First Industrial Realty Trust, Inc.",1157436000,Europe/Berlin,CEST,7200000,47.8,67.0,54.0,59.46,59.0,2.4,buy,13,68098000,0.515,394510016,2204498944,0.953,1.144,587392000,86.051,4.444,0.03022,0.1329,395275000,364366112,308163008,-0.534,0.182,0.73039,0.67163,0.40138,USD,
5,One North Wacker Drive,Suite 4200,Chicago,IL,60606-6627,United States,312 344 4300,312 922 6320,https://www.firstindustrial.com,REIT—Industrial,Real Estate,"First Industrial Realty Trust, Inc. (NYSE: FR) is a leading fully integrated owner, operator, and developer of industrial real estate with a track record of providing industry-leading customer service to multinational corporations and regional customers. Across major markets in the United States, our local market experts manage, lease, buy, (re)develop, and sell bulk and regional distribution centers, light industrial, and other industrial facility types. In total, we own and have under development approximately 69.4 million square feet of industrial space as of June 30, 2023.",157,"{'maxAge': 1, 'name': 'Mr. Christopher M. Schneider CPA', 'title': 'Sr. VP of Operations & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,7,4,1693526400,1672444800,86400,2,47.0,47.8,47.4,47.8,47.0,47.8,47.4,47.8,1.17,0.0249,1695859200,0.5125,2.3,0.984785,21.339285,41.929825,2,2,0,0,0,47.6,48.2,13000,12500,6626896384,44.0,51.0,11.281898,47.136,47.4675,1.23,0.026170213,EUR,8423022592,0.5388,131628451,132254000,0.00428,1.01204,18.836,2.5376937,1672444800,1703980800,1688083200,-0.533,316174016,2.24,1.14,4.13,14.34,21.351,FRA,EQUITY,F5W.F,F5W.F,FIRST IND.REALTY TR.DL-01,"First Industrial Realty Trust, Inc.",1157436000,Europe/Berlin,CEST,7200000,47.8,67.0,54.0,59.46,59.0,2.4,buy,13,68098000,0.515,394510016,2204498944,0.953,1.144,587392000,86.051,4.444,0.03022,0.1329,395275000,364366112,308163008,-0.534,0.182,0.73039,0.67163,0.40138,USD,
6,One North Wacker Drive,Suite 4200,Chicago,IL,60606-6627,United States,312 344 4300,312 922 6320,https://www.firstindustrial.com,REIT—Industrial,Real Estate,"First Industrial Realty Trust, Inc. (NYSE: FR) is a leading fully integrated owner, operator, and developer of industrial real estate with a track record of providing industry-leading customer service to multinational corporations and regional customers. Across major markets in the United States, our local market experts manage, lease, buy, (re)develop, and sell bulk and regional distribution centers, light industrial, and other industrial facility types. In total, we own and have under development approximately 69.4 million square feet of industrial space as of June 30, 2023.",157,"{'maxAge': 1, 'name': 'Ms. Sara E. Niemiec', 'title': 'Chief Accounting Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,7,4,1693526400,1672444800,86400,2,47.0,47.8,47.4,47.8,47.0,47.8,47.4,47.8,1.17,0.0249,1695859200,0.5125,2.3,0.984785,21.339285,41.929825,2,2,0,0,0,47.6,48.2,13000,12500,6626896384,44.0,51.0,11.281898,47.136,47.4675,1.23,0.026170213,EUR,8423022592,0.5388,131628451,132254000,0.00428,1.01204,18.836,2.5376937,1672444800,1703980800,1688083200,-0.533,316174016,2.24,1.14,4.13,14.34,21.351,FRA,EQUITY,F5W.F,F5W.F,FIRST IND.REALTY TR.DL-01,"First Industrial Realty Trust, Inc.",1157436000,Europe/Berlin,CEST,7200000,47.8,67.0,54.0,59.46,59.0,2.4,buy,13,68098000,0.515,394510016,2204498944,0.953,1.144,587392000,86.051,4.444,0.03022,0.1329,395275000,364366112,308163008,-0.534,0.182,0.73039,0.67163,0.40138,USD,
7,One North Wacker Drive,Suite 4200,Chicago,IL,60606-6627,United States,312 344 4300,312 922 6320,https://www.firstindustrial.com,REIT—Industrial,Real Estate,"First Industrial Realty Trust, Inc. (NYSE: FR) is a leading fully integrated owner, operator, and developer of industrial real estate with a track record of providing industry-leading customer service to multinational corporations and regional customers. Across major markets in the United States, our local market experts manage, lease, buy, (re)develop, and sell bulk and regional distribution centers, light industrial, and other industrial facility types. In total, we own and have under development approximately 69.4 million square feet of industrial space as of June 30, 2023.",157,"{'maxAge': 1, 'name': 'Mr. Arthur J. Harmon', 'title': 'VP of Investor Relations & Marketing', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,7,4,1693526400,1672444800,86400,2,47.0,47.8,47.4,47.8,47.0,47.8,47.4,47.8,1.17,0.0249,1695859200,0.5125,2.3,0.984785,21.339285,41.929825,2,2,0,0,0,47.6,48.2,13000,12500,6626896384,44.0,51.0,11.281898,47.136,47.4675,1.23,0.026170213,EUR,8423022592,0.5388,131628451,132254000,0.00428,1.01204,18.836,2.5376937,1672444800,1703980800,1688083200,-0.533,316174016,2.24,1.14,4.13,14.34,21.351,FRA,EQUITY,F5W.F,F5W.F,FIRST IND.REALTY TR.DL-01,"First Industrial Realty Trust, Inc.",1157436000,Europe/Berlin,CEST,7200000,47.8,67.0,54.0,59.46,59.0,2.4,buy,13,68098000,0.515,394510016,2204498944,0.953,1.144,587392000,86.051,4.444,0.03022,0.1329,395275000,364366112,308163008,-0.534,0.182,0.73039,0.67163,0.40138,USD,
8,One North Wacker Drive,Suite 4200,Chicago,IL,60606-6627,United States,312 344 4300,312 922 6320,https://www.firstindustrial.com,REIT—Industrial,Real Estate,"First Industrial Realty Trust, Inc. (NYSE: FR) is a leading fully integrated owner, operator, and developer of industrial real estate with a track record of providing industry-leading customer service to multinational corporations and regional customers. Across major markets in the United States, our local market experts manage, lease, buy, (re)develop, and sell bulk and regional distribution centers, light industrial, and other industrial facility types. In total, we own and have under development approximately 69.4 million square feet of industrial space as of June 30, 2023.",157,"{'maxAge': 1, 'name': 'Mr. Robert J. Walter', 'title': 'Sr. VP of Capital Markets & Asset Management', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,7,4,1693526400,1672444800,86400,2,47.0,47.8,47.4,47.8,47.0,47.8,47.4,47.8,1.17,0.0249,1695859200,0.5125,2.3,0.984785,21.339285,41.929825,2,2,0,0,0,47.6,48.2,13000,12500,6626896384,44.0,51.0,11.281898,47.136,47.4675,1.23,0.026170213,EUR,8423022592,0.5388,131628451,132254000,0.00428,1.01204,18.836,2.5376937,1672444800,1703980800,1688083200,-0.533,316174016,2.24,1.14,4.13,14.34,21.351,FRA,EQUITY,F5W.F,F5W.F,FIRST IND.REALTY TR.DL-01,"First Industrial Realty Trust, Inc.",1157436000,Europe/Berlin,CEST,7200000,47.8,67.0,54.0,59.46,59.0,2.4,buy,13,68098000,0.515,394510016,2204498944,0.953,1.144,587392000,86.051,4.444,0.03022,0.1329,395275000,364366112,308163008,-0.534,0.182,0.73039,0.67163,0.40138,USD,
9,One North Wacker Drive,Suite 4200,Chicago,IL,60606-6627,United States,312 344 4300,312 922 6320,https://www.firstindustrial.com,REIT—Industrial,Real Estate,"First Industrial Realty Trust, Inc. (NYSE: FR) is a leading fully integrated owner, operator, and developer of industrial real estate with a track record of providing industry-leading customer service to multinational corporations and regional customers. Across major markets in the United States, our local market experts manage, lease, buy, (re)develop, and sell bulk and regional distribution centers, light industrial, and other industrial facility types. In total, we own and have under development approximately 69.4 million square feet of industrial space as of June 30, 2023.",157,"{'maxAge': 1, 'name': 'Mr. Adam  Moore', 'title': 'Sr. Regional Director of Chicago - Milwaukee', 'exercisedValue': 0, 'unexercisedValue': 0}",4,2,2,7,4,1693526400,1672444800,86400,2,47.0,47.8,47.4,47.8,47.0,47.8,47.4,47.8,1.17,0.0249,1695859200,0.5125,2.3,0.984785,21.339285,41.929825,2,2,0,0,0,47.6,48.2,13000,12500,6626896384,44.0,51.0,11.281898,47.136,47.4675,1.23,0.026170213,EUR,8423022592,0.5388,131628451,132254000,0.00428,1.01204,18.836,2.5376937,1672444800,1703980800,1688083200,-0.533,316174016,2.24,1.14,4.13,14.34,21.351,FRA,EQUITY,F5W.F,F5W.F,FIRST IND.REALTY TR.DL-01,"First Industrial Realty Trust, Inc.",1157436000,Europe/Berlin,CEST,7200000,47.8,67.0,54.0,59.46,59.0,2.4,buy,13,68098000,0.515,394510016,2204498944,0.953,1.144,587392000,86.051,4.444,0.03022,0.1329,395275000,364366112,308163008,-0.534,0.182,0.73039,0.67163,0.40138,USD,
