,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,350 - 7th Avenue SW,Suite 1700,Calgary,AB,T2P 3N9,Canada,587 293 4000,587 293 4001,https://www.prairiesky.com,Oil & Gas E&P,Energy,"PrairieSky Royalty Ltd., a pure-play royalty company, holds crude oil and natural gas royalty interests in Alberta, Saskatchewan, British Columbia, and Manitoba of Canada. It holds an interest in approximately 9.7 million acres with petroleum and/or natural gas rights, 8.6 million acres of gross overriding royalty interests, and other acreage. The company was formerly known as 1786071 Alberta Ltd. and changed its name to PrairieSky Royalty Ltd. PrairieSky Royalty Ltd. was incorporated in 2013 and is headquartered in Calgary, Canada.",65,"{'maxAge': 1, 'name': 'Mr. Andrew M. Phillips', 'age': 44, 'title': 'Pres, CEO & Non-Independent Director', 'yearBorn': 1978, 'fiscalYear': 2022, 'totalPay': 1530000, 'exercisedValue': 1641400, 'unexercisedValue': 0}",8,2,9,3,7,1693526400,1672444800,86400,2,25.13,25.02,24.97,25.45,25.13,25.02,24.97,25.45,0.96,0.0379,1695859200,0.8077,3.75,1.820219,24.384617,26.14433,855659,855659,380254,432780,432780,25.37,25.39,0,0,6058504192,17.13,26.9,11.621915,25.8438,23.07485,0.84,0.033426184,CAD,6300504064,0.47631,236224320,238900000,4072778,5293601,1690761600,1693440000,0.017,0.01082,0.69948995,12.04,11.546,2.1964319,1672444800,1703980800,1688083200,-0.564,248300000,1.04,0.97,0.86,12.086,12.819,TOR,EQUITY,PSK.TO,PSK.TO,PRAIRIESKY ROYALTY LTD,PrairieSky Royalty Ltd.,1401370200,America/Toronto,EDT,-14400000,25.36,33.0,22.0,26.18,26.0,2.5,buy,15,491500000,242000000,0.628,0.648,521300000,8.773,2.183,0.06256,0.09079,612700000,389524992,431800000,-0.565,-0.43,0.98734003,0.94284,0.65931,CAD,
1,350 - 7th Avenue SW,Suite 1700,Calgary,AB,T2P 3N9,Canada,587 293 4000,587 293 4001,https://www.prairiesky.com,Oil & Gas E&P,Energy,"PrairieSky Royalty Ltd., a pure-play royalty company, holds crude oil and natural gas royalty interests in Alberta, Saskatchewan, British Columbia, and Manitoba of Canada. It holds an interest in approximately 9.7 million acres with petroleum and/or natural gas rights, 8.6 million acres of gross overriding royalty interests, and other acreage. The company was formerly known as 1786071 Alberta Ltd. and changed its name to PrairieSky Royalty Ltd. PrairieSky Royalty Ltd. was incorporated in 2013 and is headquartered in Calgary, Canada.",65,"{'maxAge': 1, 'name': 'Ms. Pamela P. Kazeil', 'title': 'VP of Fin. & CFO', 'fiscalYear': 2022, 'totalPay': 820000, 'exercisedValue': 548300, 'unexercisedValue': 0}",8,2,9,3,7,1693526400,1672444800,86400,2,25.13,25.02,24.97,25.45,25.13,25.02,24.97,25.45,0.96,0.0379,1695859200,0.8077,3.75,1.820219,24.384617,26.14433,855659,855659,380254,432780,432780,25.37,25.39,0,0,6058504192,17.13,26.9,11.621915,25.8438,23.07485,0.84,0.033426184,CAD,6300504064,0.47631,236224320,238900000,4072778,5293601,1690761600,1693440000,0.017,0.01082,0.69948995,12.04,11.546,2.1964319,1672444800,1703980800,1688083200,-0.564,248300000,1.04,0.97,0.86,12.086,12.819,TOR,EQUITY,PSK.TO,PSK.TO,PRAIRIESKY ROYALTY LTD,PrairieSky Royalty Ltd.,1401370200,America/Toronto,EDT,-14400000,25.36,33.0,22.0,26.18,26.0,2.5,buy,15,491500000,242000000,0.628,0.648,521300000,8.773,2.183,0.06256,0.09079,612700000,389524992,431800000,-0.565,-0.43,0.98734003,0.94284,0.65931,CAD,
2,350 - 7th Avenue SW,Suite 1700,Calgary,AB,T2P 3N9,Canada,587 293 4000,587 293 4001,https://www.prairiesky.com,Oil & Gas E&P,Energy,"PrairieSky Royalty Ltd., a pure-play royalty company, holds crude oil and natural gas royalty interests in Alberta, Saskatchewan, British Columbia, and Manitoba of Canada. It holds an interest in approximately 9.7 million acres with petroleum and/or natural gas rights, 8.6 million acres of gross overriding royalty interests, and other acreage. The company was formerly known as 1786071 Alberta Ltd. and changed its name to PrairieSky Royalty Ltd. PrairieSky Royalty Ltd. was incorporated in 2013 and is headquartered in Calgary, Canada.",65,"{'maxAge': 1, 'name': 'Mr. Daniel V. Riva Cambrin', 'title': 'Controller', 'fiscalYear': 2022, 'totalPay': 262100, 'exercisedValue': 26100, 'unexercisedValue': 0}",8,2,9,3,7,1693526400,1672444800,86400,2,25.13,25.02,24.97,25.45,25.13,25.02,24.97,25.45,0.96,0.0379,1695859200,0.8077,3.75,1.820219,24.384617,26.14433,855659,855659,380254,432780,432780,25.37,25.39,0,0,6058504192,17.13,26.9,11.621915,25.8438,23.07485,0.84,0.033426184,CAD,6300504064,0.47631,236224320,238900000,4072778,5293601,1690761600,1693440000,0.017,0.01082,0.69948995,12.04,11.546,2.1964319,1672444800,1703980800,1688083200,-0.564,248300000,1.04,0.97,0.86,12.086,12.819,TOR,EQUITY,PSK.TO,PSK.TO,PRAIRIESKY ROYALTY LTD,PrairieSky Royalty Ltd.,1401370200,America/Toronto,EDT,-14400000,25.36,33.0,22.0,26.18,26.0,2.5,buy,15,491500000,242000000,0.628,0.648,521300000,8.773,2.183,0.06256,0.09079,612700000,389524992,431800000,-0.565,-0.43,0.98734003,0.94284,0.65931,CAD,
