,address1,city,state,zip,country,phone,fax,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,profitMargins,heldPercentInsiders,heldPercentInstitutions,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio
0,23235 Lake Drive,Lexington Park,MD,20653,United States,631-499-3684,631-499-3682,Security & Protection Services,Industrials,"GateKeeper USA, Inc. develops automated monitoring systems for maritime shipping containers. The company also provides tool for supply chain management. Its monitoring systems helps the container industry from terrorist attacks. GateKeeper USA, Inc. was formerly known as Legendary Superstars Inc. and changed its name to GateKeeper USA, Inc. in 2007. The company is based in Lexington Park, Maryland.","{'maxAge': 1, 'name': 'Mr. James W. Wishart', 'title': 'Chairman & CEO', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,8.8e-05,8.8e-05,8.8e-05,8.8e-05,8.8e-05,8.8e-05,8.8e-05,8.8e-05,228,228,3,0,0,0.0,0.0,0,0,8.8e-05,0.001,9.06e-05,9.765e-05,0.0,0.0,USD,0.0,0.0,0.0,PNK,EQUITY,GTKP,GTKP,GATEKEEPER USA INC,"GateKeeper USA, Inc.",1285335000,America/New_York,EDT,-14400000,8.8e-05,none,0.0,0.0,0.0,
1,23235 Lake Drive,Lexington Park,MD,20653,United States,631-499-3684,631-499-3682,Security & Protection Services,Industrials,"GateKeeper USA, Inc. develops automated monitoring systems for maritime shipping containers. The company also provides tool for supply chain management. Its monitoring systems helps the container industry from terrorist attacks. GateKeeper USA, Inc. was formerly known as Legendary Superstars Inc. and changed its name to GateKeeper USA, Inc. in 2007. The company is based in Lexington Park, Maryland.","{'maxAge': 1, 'name': 'Mr. A. John Leontakianakos', 'title': 'Sr. VP of Fin. & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,8.8e-05,8.8e-05,8.8e-05,8.8e-05,8.8e-05,8.8e-05,8.8e-05,8.8e-05,228,228,3,0,0,0.0,0.0,0,0,8.8e-05,0.001,9.06e-05,9.765e-05,0.0,0.0,USD,0.0,0.0,0.0,PNK,EQUITY,GTKP,GTKP,GATEKEEPER USA INC,"GateKeeper USA, Inc.",1285335000,America/New_York,EDT,-14400000,8.8e-05,none,0.0,0.0,0.0,
2,23235 Lake Drive,Lexington Park,MD,20653,United States,631-499-3684,631-499-3682,Security & Protection Services,Industrials,"GateKeeper USA, Inc. develops automated monitoring systems for maritime shipping containers. The company also provides tool for supply chain management. Its monitoring systems helps the container industry from terrorist attacks. GateKeeper USA, Inc. was formerly known as Legendary Superstars Inc. and changed its name to GateKeeper USA, Inc. in 2007. The company is based in Lexington Park, Maryland.","{'maxAge': 1, 'name': 'Mr. Nicholas  Canakakis', 'title': 'VP of Bus. Devel./Europe & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,8.8e-05,8.8e-05,8.8e-05,8.8e-05,8.8e-05,8.8e-05,8.8e-05,8.8e-05,228,228,3,0,0,0.0,0.0,0,0,8.8e-05,0.001,9.06e-05,9.765e-05,0.0,0.0,USD,0.0,0.0,0.0,PNK,EQUITY,GTKP,GTKP,GATEKEEPER USA INC,"GateKeeper USA, Inc.",1285335000,America/New_York,EDT,-14400000,8.8e-05,none,0.0,0.0,0.0,
