,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,151 West Main Street,PO Box 777,Somerset,PA,15501,United States,814 443 9200,814 443 9220,https://www.somersettrust.com,Banks—Regional,Financial Services,"Somerset Trust Holding Company operates as the bank holding company for Somerset Trust Company that provides banking products and services in Pennsylvania. It offers checking, savings, business, and individual retirement accounts, as well as certificates of deposit, and debit and credit cards; and residential and commercial real estate, commercial, consumer, agricultural, mortgage, personal, business, and home equity loans. The company also provides financial, retirement, and estate planning services; investments products, such as mutual funds and annuities, and 529 Plans; life and long-term care insurance; safe deposit box services; and online banking and business services. Somerset Trust Holding Company was founded in 1889 and is headquartered in Somerset, Pennsylvania.","{'maxAge': 1, 'name': 'Mr. Sean M. Cook', 'title': 'Pres, CEO & Vice Chairman', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.6,0.0381,1694044800,3.63,0.26141,7.4034905,100,100,854,1000,1000,0.0,0.0,0,0,102900000,35.8,47.72,1.1277701,40.9938,41.00645,1.59,0.037857145,USD,239888912,0.28614,2028671,2450000,0.0,0.0001,47.473,0.8847134,1672444800,1703980800,1688083200,0.3,26108000,5.673,4:1,968371200,2.629,PNK,EQUITY,SOME,SOME,SOMERSET TRUST HLDG CO,Somerset Trust Holding Company,915460200,America/New_York,EDT,-14400000,42.0,none,40049000,15.845,173783008,91242000,36.229,0.013049999,0.23401,0.3,0.148,0.0,0.0,0.35030997,USD,
1,151 West Main Street,PO Box 777,Somerset,PA,15501,United States,814 443 9200,814 443 9220,https://www.somersettrust.com,Banks—Regional,Financial Services,"Somerset Trust Holding Company operates as the bank holding company for Somerset Trust Company that provides banking products and services in Pennsylvania. It offers checking, savings, business, and individual retirement accounts, as well as certificates of deposit, and debit and credit cards; and residential and commercial real estate, commercial, consumer, agricultural, mortgage, personal, business, and home equity loans. The company also provides financial, retirement, and estate planning services; investments products, such as mutual funds and annuities, and 529 Plans; life and long-term care insurance; safe deposit box services; and online banking and business services. Somerset Trust Holding Company was founded in 1889 and is headquartered in Somerset, Pennsylvania.","{'maxAge': 1, 'name': 'Ms. Jennifer A. Sheeler', 'title': 'Treasurer & CFO', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.6,0.0381,1694044800,3.63,0.26141,7.4034905,100,100,854,1000,1000,0.0,0.0,0,0,102900000,35.8,47.72,1.1277701,40.9938,41.00645,1.59,0.037857145,USD,239888912,0.28614,2028671,2450000,0.0,0.0001,47.473,0.8847134,1672444800,1703980800,1688083200,0.3,26108000,5.673,4:1,968371200,2.629,PNK,EQUITY,SOME,SOME,SOMERSET TRUST HLDG CO,Somerset Trust Holding Company,915460200,America/New_York,EDT,-14400000,42.0,none,40049000,15.845,173783008,91242000,36.229,0.013049999,0.23401,0.3,0.148,0.0,0.0,0.35030997,USD,
2,151 West Main Street,PO Box 777,Somerset,PA,15501,United States,814 443 9200,814 443 9220,https://www.somersettrust.com,Banks—Regional,Financial Services,"Somerset Trust Holding Company operates as the bank holding company for Somerset Trust Company that provides banking products and services in Pennsylvania. It offers checking, savings, business, and individual retirement accounts, as well as certificates of deposit, and debit and credit cards; and residential and commercial real estate, commercial, consumer, agricultural, mortgage, personal, business, and home equity loans. The company also provides financial, retirement, and estate planning services; investments products, such as mutual funds and annuities, and 529 Plans; life and long-term care insurance; safe deposit box services; and online banking and business services. Somerset Trust Holding Company was founded in 1889 and is headquartered in Somerset, Pennsylvania.","{'maxAge': 1, 'name': 'Luann  Paugh', 'title': 'Accounting Operations Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.6,0.0381,1694044800,3.63,0.26141,7.4034905,100,100,854,1000,1000,0.0,0.0,0,0,102900000,35.8,47.72,1.1277701,40.9938,41.00645,1.59,0.037857145,USD,239888912,0.28614,2028671,2450000,0.0,0.0001,47.473,0.8847134,1672444800,1703980800,1688083200,0.3,26108000,5.673,4:1,968371200,2.629,PNK,EQUITY,SOME,SOME,SOMERSET TRUST HLDG CO,Somerset Trust Holding Company,915460200,America/New_York,EDT,-14400000,42.0,none,40049000,15.845,173783008,91242000,36.229,0.013049999,0.23401,0.3,0.148,0.0,0.0,0.35030997,USD,
3,151 West Main Street,PO Box 777,Somerset,PA,15501,United States,814 443 9200,814 443 9220,https://www.somersettrust.com,Banks—Regional,Financial Services,"Somerset Trust Holding Company operates as the bank holding company for Somerset Trust Company that provides banking products and services in Pennsylvania. It offers checking, savings, business, and individual retirement accounts, as well as certificates of deposit, and debit and credit cards; and residential and commercial real estate, commercial, consumer, agricultural, mortgage, personal, business, and home equity loans. The company also provides financial, retirement, and estate planning services; investments products, such as mutual funds and annuities, and 529 Plans; life and long-term care insurance; safe deposit box services; and online banking and business services. Somerset Trust Holding Company was founded in 1889 and is headquartered in Somerset, Pennsylvania.","{'maxAge': 1, 'name': 'John C. Ash', 'title': 'Sr. VP & Chief Information Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.6,0.0381,1694044800,3.63,0.26141,7.4034905,100,100,854,1000,1000,0.0,0.0,0,0,102900000,35.8,47.72,1.1277701,40.9938,41.00645,1.59,0.037857145,USD,239888912,0.28614,2028671,2450000,0.0,0.0001,47.473,0.8847134,1672444800,1703980800,1688083200,0.3,26108000,5.673,4:1,968371200,2.629,PNK,EQUITY,SOME,SOME,SOMERSET TRUST HLDG CO,Somerset Trust Holding Company,915460200,America/New_York,EDT,-14400000,42.0,none,40049000,15.845,173783008,91242000,36.229,0.013049999,0.23401,0.3,0.148,0.0,0.0,0.35030997,USD,
4,151 West Main Street,PO Box 777,Somerset,PA,15501,United States,814 443 9200,814 443 9220,https://www.somersettrust.com,Banks—Regional,Financial Services,"Somerset Trust Holding Company operates as the bank holding company for Somerset Trust Company that provides banking products and services in Pennsylvania. It offers checking, savings, business, and individual retirement accounts, as well as certificates of deposit, and debit and credit cards; and residential and commercial real estate, commercial, consumer, agricultural, mortgage, personal, business, and home equity loans. The company also provides financial, retirement, and estate planning services; investments products, such as mutual funds and annuities, and 529 Plans; life and long-term care insurance; safe deposit box services; and online banking and business services. Somerset Trust Holding Company was founded in 1889 and is headquartered in Somerset, Pennsylvania.","{'maxAge': 1, 'name': 'Mr. Michael B. Whipkey', 'title': 'Sr. VP, Compliance & Privacy Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.6,0.0381,1694044800,3.63,0.26141,7.4034905,100,100,854,1000,1000,0.0,0.0,0,0,102900000,35.8,47.72,1.1277701,40.9938,41.00645,1.59,0.037857145,USD,239888912,0.28614,2028671,2450000,0.0,0.0001,47.473,0.8847134,1672444800,1703980800,1688083200,0.3,26108000,5.673,4:1,968371200,2.629,PNK,EQUITY,SOME,SOME,SOMERSET TRUST HLDG CO,Somerset Trust Holding Company,915460200,America/New_York,EDT,-14400000,42.0,none,40049000,15.845,173783008,91242000,36.229,0.013049999,0.23401,0.3,0.148,0.0,0.0,0.35030997,USD,
5,151 West Main Street,PO Box 777,Somerset,PA,15501,United States,814 443 9200,814 443 9220,https://www.somersettrust.com,Banks—Regional,Financial Services,"Somerset Trust Holding Company operates as the bank holding company for Somerset Trust Company that provides banking products and services in Pennsylvania. It offers checking, savings, business, and individual retirement accounts, as well as certificates of deposit, and debit and credit cards; and residential and commercial real estate, commercial, consumer, agricultural, mortgage, personal, business, and home equity loans. The company also provides financial, retirement, and estate planning services; investments products, such as mutual funds and annuities, and 529 Plans; life and long-term care insurance; safe deposit box services; and online banking and business services. Somerset Trust Holding Company was founded in 1889 and is headquartered in Somerset, Pennsylvania.","{'maxAge': 1, 'name': 'Mr. Christopher R. Robbins', 'title': 'VP, Gen. Counsel & Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.6,0.0381,1694044800,3.63,0.26141,7.4034905,100,100,854,1000,1000,0.0,0.0,0,0,102900000,35.8,47.72,1.1277701,40.9938,41.00645,1.59,0.037857145,USD,239888912,0.28614,2028671,2450000,0.0,0.0001,47.473,0.8847134,1672444800,1703980800,1688083200,0.3,26108000,5.673,4:1,968371200,2.629,PNK,EQUITY,SOME,SOME,SOMERSET TRUST HLDG CO,Somerset Trust Holding Company,915460200,America/New_York,EDT,-14400000,42.0,none,40049000,15.845,173783008,91242000,36.229,0.013049999,0.23401,0.3,0.148,0.0,0.0,0.35030997,USD,
6,151 West Main Street,PO Box 777,Somerset,PA,15501,United States,814 443 9200,814 443 9220,https://www.somersettrust.com,Banks—Regional,Financial Services,"Somerset Trust Holding Company operates as the bank holding company for Somerset Trust Company that provides banking products and services in Pennsylvania. It offers checking, savings, business, and individual retirement accounts, as well as certificates of deposit, and debit and credit cards; and residential and commercial real estate, commercial, consumer, agricultural, mortgage, personal, business, and home equity loans. The company also provides financial, retirement, and estate planning services; investments products, such as mutual funds and annuities, and 529 Plans; life and long-term care insurance; safe deposit box services; and online banking and business services. Somerset Trust Holding Company was founded in 1889 and is headquartered in Somerset, Pennsylvania.","{'maxAge': 1, 'name': 'Ms. Allison  Hoffman', 'title': 'VP of Marketing & Customer Experience', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.6,0.0381,1694044800,3.63,0.26141,7.4034905,100,100,854,1000,1000,0.0,0.0,0,0,102900000,35.8,47.72,1.1277701,40.9938,41.00645,1.59,0.037857145,USD,239888912,0.28614,2028671,2450000,0.0,0.0001,47.473,0.8847134,1672444800,1703980800,1688083200,0.3,26108000,5.673,4:1,968371200,2.629,PNK,EQUITY,SOME,SOME,SOMERSET TRUST HLDG CO,Somerset Trust Holding Company,915460200,America/New_York,EDT,-14400000,42.0,none,40049000,15.845,173783008,91242000,36.229,0.013049999,0.23401,0.3,0.148,0.0,0.0,0.35030997,USD,
7,151 West Main Street,PO Box 777,Somerset,PA,15501,United States,814 443 9200,814 443 9220,https://www.somersettrust.com,Banks—Regional,Financial Services,"Somerset Trust Holding Company operates as the bank holding company for Somerset Trust Company that provides banking products and services in Pennsylvania. It offers checking, savings, business, and individual retirement accounts, as well as certificates of deposit, and debit and credit cards; and residential and commercial real estate, commercial, consumer, agricultural, mortgage, personal, business, and home equity loans. The company also provides financial, retirement, and estate planning services; investments products, such as mutual funds and annuities, and 529 Plans; life and long-term care insurance; safe deposit box services; and online banking and business services. Somerset Trust Holding Company was founded in 1889 and is headquartered in Somerset, Pennsylvania.","{'maxAge': 1, 'name': 'Melissa S. Platt', 'title': 'VP & Sr. HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.6,0.0381,1694044800,3.63,0.26141,7.4034905,100,100,854,1000,1000,0.0,0.0,0,0,102900000,35.8,47.72,1.1277701,40.9938,41.00645,1.59,0.037857145,USD,239888912,0.28614,2028671,2450000,0.0,0.0001,47.473,0.8847134,1672444800,1703980800,1688083200,0.3,26108000,5.673,4:1,968371200,2.629,PNK,EQUITY,SOME,SOME,SOMERSET TRUST HLDG CO,Somerset Trust Holding Company,915460200,America/New_York,EDT,-14400000,42.0,none,40049000,15.845,173783008,91242000,36.229,0.013049999,0.23401,0.3,0.148,0.0,0.0,0.35030997,USD,
8,151 West Main Street,PO Box 777,Somerset,PA,15501,United States,814 443 9200,814 443 9220,https://www.somersettrust.com,Banks—Regional,Financial Services,"Somerset Trust Holding Company operates as the bank holding company for Somerset Trust Company that provides banking products and services in Pennsylvania. It offers checking, savings, business, and individual retirement accounts, as well as certificates of deposit, and debit and credit cards; and residential and commercial real estate, commercial, consumer, agricultural, mortgage, personal, business, and home equity loans. The company also provides financial, retirement, and estate planning services; investments products, such as mutual funds and annuities, and 529 Plans; life and long-term care insurance; safe deposit box services; and online banking and business services. Somerset Trust Holding Company was founded in 1889 and is headquartered in Somerset, Pennsylvania.","{'maxAge': 1, 'name': 'Susan  Powell', 'title': 'Sr. VP & Sr. Auditor', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.6,0.0381,1694044800,3.63,0.26141,7.4034905,100,100,854,1000,1000,0.0,0.0,0,0,102900000,35.8,47.72,1.1277701,40.9938,41.00645,1.59,0.037857145,USD,239888912,0.28614,2028671,2450000,0.0,0.0001,47.473,0.8847134,1672444800,1703980800,1688083200,0.3,26108000,5.673,4:1,968371200,2.629,PNK,EQUITY,SOME,SOME,SOMERSET TRUST HLDG CO,Somerset Trust Holding Company,915460200,America/New_York,EDT,-14400000,42.0,none,40049000,15.845,173783008,91242000,36.229,0.013049999,0.23401,0.3,0.148,0.0,0.0,0.35030997,USD,
9,151 West Main Street,PO Box 777,Somerset,PA,15501,United States,814 443 9200,814 443 9220,https://www.somersettrust.com,Banks—Regional,Financial Services,"Somerset Trust Holding Company operates as the bank holding company for Somerset Trust Company that provides banking products and services in Pennsylvania. It offers checking, savings, business, and individual retirement accounts, as well as certificates of deposit, and debit and credit cards; and residential and commercial real estate, commercial, consumer, agricultural, mortgage, personal, business, and home equity loans. The company also provides financial, retirement, and estate planning services; investments products, such as mutual funds and annuities, and 529 Plans; life and long-term care insurance; safe deposit box services; and online banking and business services. Somerset Trust Holding Company was founded in 1889 and is headquartered in Somerset, Pennsylvania.","{'maxAge': 1, 'name': 'Mr. Bruce E. Shipley', 'title': 'Sr. VP & Sr. Commercial Loan Officer and Bus. Devel. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.0,42.0,42.0,42.0,42.0,42.0,42.0,42.0,1.6,0.0381,1694044800,3.63,0.26141,7.4034905,100,100,854,1000,1000,0.0,0.0,0,0,102900000,35.8,47.72,1.1277701,40.9938,41.00645,1.59,0.037857145,USD,239888912,0.28614,2028671,2450000,0.0,0.0001,47.473,0.8847134,1672444800,1703980800,1688083200,0.3,26108000,5.673,4:1,968371200,2.629,PNK,EQUITY,SOME,SOME,SOMERSET TRUST HLDG CO,Somerset Trust Holding Company,915460200,America/New_York,EDT,-14400000,42.0,none,40049000,15.845,173783008,91242000,36.229,0.013049999,0.23401,0.3,0.148,0.0,0.0,0.35030997,USD,
