,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Hellweg 15,Rheda-Wiedenbrück,33378,Germany,49 5242 17 0,49 5242 17 75000,https://www.westag.de,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Westag AG manufactures and sells wood-based products for interior finishing and building construction. The company offers doors, frames, kitchen worktops, windowsills, laminates, direct coatings, coated plywood panels, solid surface materials, sidings, formworks, shuttering panels, industrial floors, and vehicle panels, as well as mineral materials and decorative surfaces. It distributes its products worldwide. The company was formerly known as Westag & Getalit AG and changed its name to Westag AG in August 2021. The company was founded in 1901 and is based in Rheda-Wiedenbrück, Germany. Westag AG is a subsidiary of Broadview Industries AG.",1007,"{'maxAge': 1, 'name': 'Mr. Harald  Pichler', 'title': 'CEO & Chairman of Exec. Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.9,0.0273,1685577600,2.5714002,0.187687,94.28571,50,50,28,5,5,33.0,33.8,21400,11000,141759088,28.6,36.0,0.62309223,31.48,31.429,0.9,0.027272727,EUR,122257528,0.00789,2154871,2860000,0.89053,0.0,16.559,1.9928739,1672444800,1703980800,1688083200,1795000,0.35,0.537,9.096,FRA,EQUITY,WUG.F,WUG.F,WESTAG AG  INH ST O.N.,Westag AG,946969200,Europe/Berlin,CEST,7200000,33.0,none,27566000,6.072,13440849,0,2.661,4.723,227508992,50.111,0.021359999,0.022720002,16598999,15423999,-0.069,0.42558998,0.05908,0.02167,EUR,
1,Hellweg 15,Rheda-Wiedenbrück,33378,Germany,49 5242 17 0,49 5242 17 75000,https://www.westag.de,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Westag AG manufactures and sells wood-based products for interior finishing and building construction. The company offers doors, frames, kitchen worktops, windowsills, laminates, direct coatings, coated plywood panels, solid surface materials, sidings, formworks, shuttering panels, industrial floors, and vehicle panels, as well as mineral materials and decorative surfaces. It distributes its products worldwide. The company was formerly known as Westag & Getalit AG and changed its name to Westag AG in August 2021. The company was founded in 1901 and is based in Rheda-Wiedenbrück, Germany. Westag AG is a subsidiary of Broadview Industries AG.",1007,"{'maxAge': 1, 'name': 'Mr. Joris  Beerman', 'title': 'Interim Member of Exec. Board & Sec. of the Supervisory Board', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.9,0.0273,1685577600,2.5714002,0.187687,94.28571,50,50,28,5,5,33.0,33.8,21400,11000,141759088,28.6,36.0,0.62309223,31.48,31.429,0.9,0.027272727,EUR,122257528,0.00789,2154871,2860000,0.89053,0.0,16.559,1.9928739,1672444800,1703980800,1688083200,1795000,0.35,0.537,9.096,FRA,EQUITY,WUG.F,WUG.F,WESTAG AG  INH ST O.N.,Westag AG,946969200,Europe/Berlin,CEST,7200000,33.0,none,27566000,6.072,13440849,0,2.661,4.723,227508992,50.111,0.021359999,0.022720002,16598999,15423999,-0.069,0.42558998,0.05908,0.02167,EUR,
2,Hellweg 15,Rheda-Wiedenbrück,33378,Germany,49 5242 17 0,49 5242 17 75000,https://www.westag.de,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Westag AG manufactures and sells wood-based products for interior finishing and building construction. The company offers doors, frames, kitchen worktops, windowsills, laminates, direct coatings, coated plywood panels, solid surface materials, sidings, formworks, shuttering panels, industrial floors, and vehicle panels, as well as mineral materials and decorative surfaces. It distributes its products worldwide. The company was formerly known as Westag & Getalit AG and changed its name to Westag AG in August 2021. The company was founded in 1901 and is based in Rheda-Wiedenbrück, Germany. Westag AG is a subsidiary of Broadview Industries AG.",1007,"{'maxAge': 1, 'name': 'Mr. Marcus  Engelhardt', 'title': 'Head of Technical Services', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.9,0.0273,1685577600,2.5714002,0.187687,94.28571,50,50,28,5,5,33.0,33.8,21400,11000,141759088,28.6,36.0,0.62309223,31.48,31.429,0.9,0.027272727,EUR,122257528,0.00789,2154871,2860000,0.89053,0.0,16.559,1.9928739,1672444800,1703980800,1688083200,1795000,0.35,0.537,9.096,FRA,EQUITY,WUG.F,WUG.F,WESTAG AG  INH ST O.N.,Westag AG,946969200,Europe/Berlin,CEST,7200000,33.0,none,27566000,6.072,13440849,0,2.661,4.723,227508992,50.111,0.021359999,0.022720002,16598999,15423999,-0.069,0.42558998,0.05908,0.02167,EUR,
3,Hellweg 15,Rheda-Wiedenbrück,33378,Germany,49 5242 17 0,49 5242 17 75000,https://www.westag.de,"Furnishings, Fixtures & Appliances",Consumer Cyclical,"Westag AG manufactures and sells wood-based products for interior finishing and building construction. The company offers doors, frames, kitchen worktops, windowsills, laminates, direct coatings, coated plywood panels, solid surface materials, sidings, formworks, shuttering panels, industrial floors, and vehicle panels, as well as mineral materials and decorative surfaces. It distributes its products worldwide. The company was formerly known as Westag & Getalit AG and changed its name to Westag AG in August 2021. The company was founded in 1901 and is based in Rheda-Wiedenbrück, Germany. Westag AG is a subsidiary of Broadview Industries AG.",1007,"{'maxAge': 1, 'name': 'Mr. Felix  Huisgen', 'title': 'Head of Controlling/Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,0.9,0.0273,1685577600,2.5714002,0.187687,94.28571,50,50,28,5,5,33.0,33.8,21400,11000,141759088,28.6,36.0,0.62309223,31.48,31.429,0.9,0.027272727,EUR,122257528,0.00789,2154871,2860000,0.89053,0.0,16.559,1.9928739,1672444800,1703980800,1688083200,1795000,0.35,0.537,9.096,FRA,EQUITY,WUG.F,WUG.F,WESTAG AG  INH ST O.N.,Westag AG,946969200,Europe/Berlin,CEST,7200000,33.0,none,27566000,6.072,13440849,0,2.661,4.723,227508992,50.111,0.021359999,0.022720002,16598999,15423999,-0.069,0.42558998,0.05908,0.02167,EUR,
