,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,26 boulevard des Capucines,Paris,75009,France,33 1 40 67 54 00,33 1 40 67 55 62,https://www.klepierre.com,REIT—Retail,Real Estate,"Klépierre is the European leader in shopping malls, combining property development and asset management skills. The Company's portfolio is valued at EUR 19.4 billion at June 30, 2023, and comprises large shopping centers in more than 10 countries in Continental Europe which together host hundreds of millions of visitors per year. Klépierre holds a controlling stake in Steen & Strøm (56.1%), Scandinavia's number one shopping center owner and manager. Klépierre is a French REIT (SIIC) listed on Euronext Paris and is included in the CAC Next 20 and EPRA Euro Zone Indexes. It is also included in ethical indexes, such as CAC SBT 1.5, MSCI Europe ESG Leaders, FTSE4Good, Euronext Vigeo Europe 120, and features in CDP's ""A-list"". These distinctions underscore the Group's commitment to a proactive sustainable development policy and its global leadership in the fight against climate change.",1026,"{'maxAge': 1, 'name': 'Mr. Jean-Marc  Jestin', 'age': 53, 'title': 'Chairman of the Exec. Board', 'yearBorn': 1969, 'fiscalYear': 2022, 'totalPay': 2147810, 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,26.342,26.821524,26.821524,26.821524,26.342,26.821524,26.821524,26.821524,1.91,0.0726,1688688000,1.1724,1.705705,17.193285,1056,1056,1738,1990,1990,0.0,0.0,0,0,7721675264,16.53,26.89,5.0033536,26.035,24.541096,1.75,0.06643383,USD,17140368384,0.111260004,221065799,285536992,0.22261,0.45332,27.417,0.9782808,1672444800,1703980800,1688083200,-0.827,171700000,1.56,11.106,17.679,PNK,EQUITY,KLPEF,KLPEF,KLEPIERRE,Klépierre,1344864600,America/New_York,EDT,-14400000,26.821524,none,357300000,1.251,969550016,7968600064,0.303,0.349,1543299968,81.014,5.406,0.029579999,0.012560001,1172400000,942551488,941400000,-0.826,-0.029,0.74399,0.62823004,0.63267,EUR,
1,26 boulevard des Capucines,Paris,75009,France,33 1 40 67 54 00,33 1 40 67 55 62,https://www.klepierre.com,REIT—Retail,Real Estate,"Klépierre is the European leader in shopping malls, combining property development and asset management skills. The Company's portfolio is valued at EUR 19.4 billion at June 30, 2023, and comprises large shopping centers in more than 10 countries in Continental Europe which together host hundreds of millions of visitors per year. Klépierre holds a controlling stake in Steen & Strøm (56.1%), Scandinavia's number one shopping center owner and manager. Klépierre is a French REIT (SIIC) listed on Euronext Paris and is included in the CAC Next 20 and EPRA Euro Zone Indexes. It is also included in ethical indexes, such as CAC SBT 1.5, MSCI Europe ESG Leaders, FTSE4Good, Euronext Vigeo Europe 120, and features in CDP's ""A-list"". These distinctions underscore the Group's commitment to a proactive sustainable development policy and its global leadership in the fight against climate change.",1026,"{'maxAge': 1, 'name': 'Mr. Stephane  Tortajada', 'age': 49, 'title': 'CFO & Member of the Exec. Board', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1638499, 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,26.342,26.821524,26.821524,26.821524,26.342,26.821524,26.821524,26.821524,1.91,0.0726,1688688000,1.1724,1.705705,17.193285,1056,1056,1738,1990,1990,0.0,0.0,0,0,7721675264,16.53,26.89,5.0033536,26.035,24.541096,1.75,0.06643383,USD,17140368384,0.111260004,221065799,285536992,0.22261,0.45332,27.417,0.9782808,1672444800,1703980800,1688083200,-0.827,171700000,1.56,11.106,17.679,PNK,EQUITY,KLPEF,KLPEF,KLEPIERRE,Klépierre,1344864600,America/New_York,EDT,-14400000,26.821524,none,357300000,1.251,969550016,7968600064,0.303,0.349,1543299968,81.014,5.406,0.029579999,0.012560001,1172400000,942551488,941400000,-0.826,-0.029,0.74399,0.62823004,0.63267,EUR,
2,26 boulevard des Capucines,Paris,75009,France,33 1 40 67 54 00,33 1 40 67 55 62,https://www.klepierre.com,REIT—Retail,Real Estate,"Klépierre is the European leader in shopping malls, combining property development and asset management skills. The Company's portfolio is valued at EUR 19.4 billion at June 30, 2023, and comprises large shopping centers in more than 10 countries in Continental Europe which together host hundreds of millions of visitors per year. Klépierre holds a controlling stake in Steen & Strøm (56.1%), Scandinavia's number one shopping center owner and manager. Klépierre is a French REIT (SIIC) listed on Euronext Paris and is included in the CAC Next 20 and EPRA Euro Zone Indexes. It is also included in ethical indexes, such as CAC SBT 1.5, MSCI Europe ESG Leaders, FTSE4Good, Euronext Vigeo Europe 120, and features in CDP's ""A-list"". These distinctions underscore the Group's commitment to a proactive sustainable development policy and its global leadership in the fight against climate change.",1026,"{'maxAge': 1, 'name': 'Thomas  Lourenco', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,26.342,26.821524,26.821524,26.821524,26.342,26.821524,26.821524,26.821524,1.91,0.0726,1688688000,1.1724,1.705705,17.193285,1056,1056,1738,1990,1990,0.0,0.0,0,0,7721675264,16.53,26.89,5.0033536,26.035,24.541096,1.75,0.06643383,USD,17140368384,0.111260004,221065799,285536992,0.22261,0.45332,27.417,0.9782808,1672444800,1703980800,1688083200,-0.827,171700000,1.56,11.106,17.679,PNK,EQUITY,KLPEF,KLPEF,KLEPIERRE,Klépierre,1344864600,America/New_York,EDT,-14400000,26.821524,none,357300000,1.251,969550016,7968600064,0.303,0.349,1543299968,81.014,5.406,0.029579999,0.012560001,1172400000,942551488,941400000,-0.826,-0.029,0.74399,0.62823004,0.63267,EUR,
3,26 boulevard des Capucines,Paris,75009,France,33 1 40 67 54 00,33 1 40 67 55 62,https://www.klepierre.com,REIT—Retail,Real Estate,"Klépierre is the European leader in shopping malls, combining property development and asset management skills. The Company's portfolio is valued at EUR 19.4 billion at June 30, 2023, and comprises large shopping centers in more than 10 countries in Continental Europe which together host hundreds of millions of visitors per year. Klépierre holds a controlling stake in Steen & Strøm (56.1%), Scandinavia's number one shopping center owner and manager. Klépierre is a French REIT (SIIC) listed on Euronext Paris and is included in the CAC Next 20 and EPRA Euro Zone Indexes. It is also included in ethical indexes, such as CAC SBT 1.5, MSCI Europe ESG Leaders, FTSE4Good, Euronext Vigeo Europe 120, and features in CDP's ""A-list"". These distinctions underscore the Group's commitment to a proactive sustainable development policy and its global leadership in the fight against climate change.",1026,"{'maxAge': 1, 'name': 'Mr. Cyrille  Deslandes', 'title': 'Chief Investment Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,26.342,26.821524,26.821524,26.821524,26.342,26.821524,26.821524,26.821524,1.91,0.0726,1688688000,1.1724,1.705705,17.193285,1056,1056,1738,1990,1990,0.0,0.0,0,0,7721675264,16.53,26.89,5.0033536,26.035,24.541096,1.75,0.06643383,USD,17140368384,0.111260004,221065799,285536992,0.22261,0.45332,27.417,0.9782808,1672444800,1703980800,1688083200,-0.827,171700000,1.56,11.106,17.679,PNK,EQUITY,KLPEF,KLPEF,KLEPIERRE,Klépierre,1344864600,America/New_York,EDT,-14400000,26.821524,none,357300000,1.251,969550016,7968600064,0.303,0.349,1543299968,81.014,5.406,0.029579999,0.012560001,1172400000,942551488,941400000,-0.826,-0.029,0.74399,0.62823004,0.63267,EUR,
4,26 boulevard des Capucines,Paris,75009,France,33 1 40 67 54 00,33 1 40 67 55 62,https://www.klepierre.com,REIT—Retail,Real Estate,"Klépierre is the European leader in shopping malls, combining property development and asset management skills. The Company's portfolio is valued at EUR 19.4 billion at June 30, 2023, and comprises large shopping centers in more than 10 countries in Continental Europe which together host hundreds of millions of visitors per year. Klépierre holds a controlling stake in Steen & Strøm (56.1%), Scandinavia's number one shopping center owner and manager. Klépierre is a French REIT (SIIC) listed on Euronext Paris and is included in the CAC Next 20 and EPRA Euro Zone Indexes. It is also included in ethical indexes, such as CAC SBT 1.5, MSCI Europe ESG Leaders, FTSE4Good, Euronext Vigeo Europe 120, and features in CDP's ""A-list"". These distinctions underscore the Group's commitment to a proactive sustainable development policy and its global leadership in the fight against climate change.",1026,"{'maxAge': 1, 'name': 'Mr. Arnaud  Courtial', 'age': 37, 'title': 'Group Head of IR & Financial Communication', 'yearBorn': 1985, 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,26.342,26.821524,26.821524,26.821524,26.342,26.821524,26.821524,26.821524,1.91,0.0726,1688688000,1.1724,1.705705,17.193285,1056,1056,1738,1990,1990,0.0,0.0,0,0,7721675264,16.53,26.89,5.0033536,26.035,24.541096,1.75,0.06643383,USD,17140368384,0.111260004,221065799,285536992,0.22261,0.45332,27.417,0.9782808,1672444800,1703980800,1688083200,-0.827,171700000,1.56,11.106,17.679,PNK,EQUITY,KLPEF,KLPEF,KLEPIERRE,Klépierre,1344864600,America/New_York,EDT,-14400000,26.821524,none,357300000,1.251,969550016,7968600064,0.303,0.349,1543299968,81.014,5.406,0.029579999,0.012560001,1172400000,942551488,941400000,-0.826,-0.029,0.74399,0.62823004,0.63267,EUR,
5,26 boulevard des Capucines,Paris,75009,France,33 1 40 67 54 00,33 1 40 67 55 62,https://www.klepierre.com,REIT—Retail,Real Estate,"Klépierre is the European leader in shopping malls, combining property development and asset management skills. The Company's portfolio is valued at EUR 19.4 billion at June 30, 2023, and comprises large shopping centers in more than 10 countries in Continental Europe which together host hundreds of millions of visitors per year. Klépierre holds a controlling stake in Steen & Strøm (56.1%), Scandinavia's number one shopping center owner and manager. Klépierre is a French REIT (SIIC) listed on Euronext Paris and is included in the CAC Next 20 and EPRA Euro Zone Indexes. It is also included in ethical indexes, such as CAC SBT 1.5, MSCI Europe ESG Leaders, FTSE4Good, Euronext Vigeo Europe 120, and features in CDP's ""A-list"". These distinctions underscore the Group's commitment to a proactive sustainable development policy and its global leadership in the fight against climate change.",1026,"{'maxAge': 1, 'name': 'Ms. Magali  Fernandes', 'title': 'Chief Legal Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,26.342,26.821524,26.821524,26.821524,26.342,26.821524,26.821524,26.821524,1.91,0.0726,1688688000,1.1724,1.705705,17.193285,1056,1056,1738,1990,1990,0.0,0.0,0,0,7721675264,16.53,26.89,5.0033536,26.035,24.541096,1.75,0.06643383,USD,17140368384,0.111260004,221065799,285536992,0.22261,0.45332,27.417,0.9782808,1672444800,1703980800,1688083200,-0.827,171700000,1.56,11.106,17.679,PNK,EQUITY,KLPEF,KLPEF,KLEPIERRE,Klépierre,1344864600,America/New_York,EDT,-14400000,26.821524,none,357300000,1.251,969550016,7968600064,0.303,0.349,1543299968,81.014,5.406,0.029579999,0.012560001,1172400000,942551488,941400000,-0.826,-0.029,0.74399,0.62823004,0.63267,EUR,
6,26 boulevard des Capucines,Paris,75009,France,33 1 40 67 54 00,33 1 40 67 55 62,https://www.klepierre.com,REIT—Retail,Real Estate,"Klépierre is the European leader in shopping malls, combining property development and asset management skills. The Company's portfolio is valued at EUR 19.4 billion at June 30, 2023, and comprises large shopping centers in more than 10 countries in Continental Europe which together host hundreds of millions of visitors per year. Klépierre holds a controlling stake in Steen & Strøm (56.1%), Scandinavia's number one shopping center owner and manager. Klépierre is a French REIT (SIIC) listed on Euronext Paris and is included in the CAC Next 20 and EPRA Euro Zone Indexes. It is also included in ethical indexes, such as CAC SBT 1.5, MSCI Europe ESG Leaders, FTSE4Good, Euronext Vigeo Europe 120, and features in CDP's ""A-list"". These distinctions underscore the Group's commitment to a proactive sustainable development policy and its global leadership in the fight against climate change.",1026,"{'maxAge': 1, 'name': 'Mr. Michaël  Farbos', 'title': 'Chief Devel. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,26.342,26.821524,26.821524,26.821524,26.342,26.821524,26.821524,26.821524,1.91,0.0726,1688688000,1.1724,1.705705,17.193285,1056,1056,1738,1990,1990,0.0,0.0,0,0,7721675264,16.53,26.89,5.0033536,26.035,24.541096,1.75,0.06643383,USD,17140368384,0.111260004,221065799,285536992,0.22261,0.45332,27.417,0.9782808,1672444800,1703980800,1688083200,-0.827,171700000,1.56,11.106,17.679,PNK,EQUITY,KLPEF,KLPEF,KLEPIERRE,Klépierre,1344864600,America/New_York,EDT,-14400000,26.821524,none,357300000,1.251,969550016,7968600064,0.303,0.349,1543299968,81.014,5.406,0.029579999,0.012560001,1172400000,942551488,941400000,-0.826,-0.029,0.74399,0.62823004,0.63267,EUR,
7,26 boulevard des Capucines,Paris,75009,France,33 1 40 67 54 00,33 1 40 67 55 62,https://www.klepierre.com,REIT—Retail,Real Estate,"Klépierre is the European leader in shopping malls, combining property development and asset management skills. The Company's portfolio is valued at EUR 19.4 billion at June 30, 2023, and comprises large shopping centers in more than 10 countries in Continental Europe which together host hundreds of millions of visitors per year. Klépierre holds a controlling stake in Steen & Strøm (56.1%), Scandinavia's number one shopping center owner and manager. Klépierre is a French REIT (SIIC) listed on Euronext Paris and is included in the CAC Next 20 and EPRA Euro Zone Indexes. It is also included in ethical indexes, such as CAC SBT 1.5, MSCI Europe ESG Leaders, FTSE4Good, Euronext Vigeo Europe 120, and features in CDP's ""A-list"". These distinctions underscore the Group's commitment to a proactive sustainable development policy and its global leadership in the fight against climate change.",1026,"{'maxAge': 1, 'name': 'Cecile  Presta', 'title': 'Chief HR Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,26.342,26.821524,26.821524,26.821524,26.342,26.821524,26.821524,26.821524,1.91,0.0726,1688688000,1.1724,1.705705,17.193285,1056,1056,1738,1990,1990,0.0,0.0,0,0,7721675264,16.53,26.89,5.0033536,26.035,24.541096,1.75,0.06643383,USD,17140368384,0.111260004,221065799,285536992,0.22261,0.45332,27.417,0.9782808,1672444800,1703980800,1688083200,-0.827,171700000,1.56,11.106,17.679,PNK,EQUITY,KLPEF,KLPEF,KLEPIERRE,Klépierre,1344864600,America/New_York,EDT,-14400000,26.821524,none,357300000,1.251,969550016,7968600064,0.303,0.349,1543299968,81.014,5.406,0.029579999,0.012560001,1172400000,942551488,941400000,-0.826,-0.029,0.74399,0.62823004,0.63267,EUR,
8,26 boulevard des Capucines,Paris,75009,France,33 1 40 67 54 00,33 1 40 67 55 62,https://www.klepierre.com,REIT—Retail,Real Estate,"Klépierre is the European leader in shopping malls, combining property development and asset management skills. The Company's portfolio is valued at EUR 19.4 billion at June 30, 2023, and comprises large shopping centers in more than 10 countries in Continental Europe which together host hundreds of millions of visitors per year. Klépierre holds a controlling stake in Steen & Strøm (56.1%), Scandinavia's number one shopping center owner and manager. Klépierre is a French REIT (SIIC) listed on Euronext Paris and is included in the CAC Next 20 and EPRA Euro Zone Indexes. It is also included in ethical indexes, such as CAC SBT 1.5, MSCI Europe ESG Leaders, FTSE4Good, Euronext Vigeo Europe 120, and features in CDP's ""A-list"". These distinctions underscore the Group's commitment to a proactive sustainable development policy and its global leadership in the fight against climate change.",1026,"{'maxAge': 1, 'name': 'Ms. Sonia  Torti', 'title': 'Head of Marketing Arcades / France', 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,26.342,26.821524,26.821524,26.821524,26.342,26.821524,26.821524,26.821524,1.91,0.0726,1688688000,1.1724,1.705705,17.193285,1056,1056,1738,1990,1990,0.0,0.0,0,0,7721675264,16.53,26.89,5.0033536,26.035,24.541096,1.75,0.06643383,USD,17140368384,0.111260004,221065799,285536992,0.22261,0.45332,27.417,0.9782808,1672444800,1703980800,1688083200,-0.827,171700000,1.56,11.106,17.679,PNK,EQUITY,KLPEF,KLPEF,KLEPIERRE,Klépierre,1344864600,America/New_York,EDT,-14400000,26.821524,none,357300000,1.251,969550016,7968600064,0.303,0.349,1543299968,81.014,5.406,0.029579999,0.012560001,1172400000,942551488,941400000,-0.826,-0.029,0.74399,0.62823004,0.63267,EUR,
9,26 boulevard des Capucines,Paris,75009,France,33 1 40 67 54 00,33 1 40 67 55 62,https://www.klepierre.com,REIT—Retail,Real Estate,"Klépierre is the European leader in shopping malls, combining property development and asset management skills. The Company's portfolio is valued at EUR 19.4 billion at June 30, 2023, and comprises large shopping centers in more than 10 countries in Continental Europe which together host hundreds of millions of visitors per year. Klépierre holds a controlling stake in Steen & Strøm (56.1%), Scandinavia's number one shopping center owner and manager. Klépierre is a French REIT (SIIC) listed on Euronext Paris and is included in the CAC Next 20 and EPRA Euro Zone Indexes. It is also included in ethical indexes, such as CAC SBT 1.5, MSCI Europe ESG Leaders, FTSE4Good, Euronext Vigeo Europe 120, and features in CDP's ""A-list"". These distinctions underscore the Group's commitment to a proactive sustainable development policy and its global leadership in the fight against climate change.",1026,"{'maxAge': 1, 'name': 'Mr. Gilles  Latini', 'title': 'Head of Southeast Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",5,7,3,1,4,1693526400,1672444800,86400,2,26.342,26.821524,26.821524,26.821524,26.342,26.821524,26.821524,26.821524,1.91,0.0726,1688688000,1.1724,1.705705,17.193285,1056,1056,1738,1990,1990,0.0,0.0,0,0,7721675264,16.53,26.89,5.0033536,26.035,24.541096,1.75,0.06643383,USD,17140368384,0.111260004,221065799,285536992,0.22261,0.45332,27.417,0.9782808,1672444800,1703980800,1688083200,-0.827,171700000,1.56,11.106,17.679,PNK,EQUITY,KLPEF,KLPEF,KLEPIERRE,Klépierre,1344864600,America/New_York,EDT,-14400000,26.821524,none,357300000,1.251,969550016,7968600064,0.303,0.349,1543299968,81.014,5.406,0.029579999,0.012560001,1172400000,942551488,941400000,-0.826,-0.029,0.74399,0.62823004,0.63267,EUR,
