,address1,address2,city,state,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,277 Lakeshore Road East,Suite 403,Oakville,ON,L6J 6J3,Canada,https://www.trxgold.com,Gold,Basic Materials,"TRX Gold Corporation engages in the exploration, development, and production of mineral property interests in the United Republic of Tanzania. The company primarily explores for gold deposits. It holds interests in the Buckreef gold project that comprises a single Special Mining License covering an area of 16.04 square kilometers and 12 Prospecting Licenses covering 98.19 square kilometers located in north-central Tanzania. The company was formerly known as Tanzanian Gold Corporation and changed its name to TRX Gold Corporation in May 2022. TRX Gold Corporation was incorporated in 1990 and is based in Oakville, Canada.",117,"{'maxAge': 1, 'name': 'Mr. Stephen  Mullowney B.B.A., C.A., C.F.A., CPA', 'age': 45, 'title': 'CEO & Director', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 375717, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.3975,0.39845,0.3977,0.4048,0.3975,0.39845,0.3977,0.4048,0.0,0.568907,5.735714,193542,193542,305088,211150,211150,0.4015,0.4019,1000,900,111340768,0.31,0.6,3.1665986,0.4094,0.43915,0.0,0.0,USD,110493880,-0.0955,269447696,277312000,647386,802528,1690761600,1693440000,0.0023,0.02372,0.01416,1.77,0.0023999999,0.187,2.1470587,1661904000,1693440000,1685491200,-3358000,-0.01,0.07,3.143,12.931,ASE,EQUITY,TRX,TRX,TRX Gold Corporation,TRX Gold Corporation,1115904600,America/New_York,EDT,-14400000,0.4015,1.5,1.0,1.27,1.3,2.0,buy,3,7206000,0.026,8545000,111000,0.526,0.825,35161000,0.191,0.125,0.06403,0.04303,9501000,-4079250,16935000,0.625,0.51827,0.24302,0.21825,USD,
1,277 Lakeshore Road East,Suite 403,Oakville,ON,L6J 6J3,Canada,https://www.trxgold.com,Gold,Basic Materials,"TRX Gold Corporation engages in the exploration, development, and production of mineral property interests in the United Republic of Tanzania. The company primarily explores for gold deposits. It holds interests in the Buckreef gold project that comprises a single Special Mining License covering an area of 16.04 square kilometers and 12 Prospecting Licenses covering 98.19 square kilometers located in north-central Tanzania. The company was formerly known as Tanzanian Gold Corporation and changed its name to TRX Gold Corporation in May 2022. TRX Gold Corporation was incorporated in 1990 and is based in Oakville, Canada.",117,"{'maxAge': 1, 'name': 'Mr. Michael P. Leonard C.A., CPA', 'age': 46, 'title': 'Chief Financial Officer', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 191356, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.3975,0.39845,0.3977,0.4048,0.3975,0.39845,0.3977,0.4048,0.0,0.568907,5.735714,193542,193542,305088,211150,211150,0.4015,0.4019,1000,900,111340768,0.31,0.6,3.1665986,0.4094,0.43915,0.0,0.0,USD,110493880,-0.0955,269447696,277312000,647386,802528,1690761600,1693440000,0.0023,0.02372,0.01416,1.77,0.0023999999,0.187,2.1470587,1661904000,1693440000,1685491200,-3358000,-0.01,0.07,3.143,12.931,ASE,EQUITY,TRX,TRX,TRX Gold Corporation,TRX Gold Corporation,1115904600,America/New_York,EDT,-14400000,0.4015,1.5,1.0,1.27,1.3,2.0,buy,3,7206000,0.026,8545000,111000,0.526,0.825,35161000,0.191,0.125,0.06403,0.04303,9501000,-4079250,16935000,0.625,0.51827,0.24302,0.21825,USD,
2,277 Lakeshore Road East,Suite 403,Oakville,ON,L6J 6J3,Canada,https://www.trxgold.com,Gold,Basic Materials,"TRX Gold Corporation engages in the exploration, development, and production of mineral property interests in the United Republic of Tanzania. The company primarily explores for gold deposits. It holds interests in the Buckreef gold project that comprises a single Special Mining License covering an area of 16.04 square kilometers and 12 Prospecting Licenses covering 98.19 square kilometers located in north-central Tanzania. The company was formerly known as Tanzanian Gold Corporation and changed its name to TRX Gold Corporation in May 2022. TRX Gold Corporation was incorporated in 1990 and is based in Oakville, Canada.",117,"{'maxAge': 1, 'name': 'Mr. Andrew Mark Cheatle B.Sc., M.B.A., P.Geo.', 'age': 58, 'title': 'COO & Director', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 276977, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.3975,0.39845,0.3977,0.4048,0.3975,0.39845,0.3977,0.4048,0.0,0.568907,5.735714,193542,193542,305088,211150,211150,0.4015,0.4019,1000,900,111340768,0.31,0.6,3.1665986,0.4094,0.43915,0.0,0.0,USD,110493880,-0.0955,269447696,277312000,647386,802528,1690761600,1693440000,0.0023,0.02372,0.01416,1.77,0.0023999999,0.187,2.1470587,1661904000,1693440000,1685491200,-3358000,-0.01,0.07,3.143,12.931,ASE,EQUITY,TRX,TRX,TRX Gold Corporation,TRX Gold Corporation,1115904600,America/New_York,EDT,-14400000,0.4015,1.5,1.0,1.27,1.3,2.0,buy,3,7206000,0.026,8545000,111000,0.526,0.825,35161000,0.191,0.125,0.06403,0.04303,9501000,-4079250,16935000,0.625,0.51827,0.24302,0.21825,USD,
3,277 Lakeshore Road East,Suite 403,Oakville,ON,L6J 6J3,Canada,https://www.trxgold.com,Gold,Basic Materials,"TRX Gold Corporation engages in the exploration, development, and production of mineral property interests in the United Republic of Tanzania. The company primarily explores for gold deposits. It holds interests in the Buckreef gold project that comprises a single Special Mining License covering an area of 16.04 square kilometers and 12 Prospecting Licenses covering 98.19 square kilometers located in north-central Tanzania. The company was formerly known as Tanzanian Gold Corporation and changed its name to TRX Gold Corporation in May 2022. TRX Gold Corporation was incorporated in 1990 and is based in Oakville, Canada.",117,"{'maxAge': 1, 'name': 'Mr. Khalaf  Rashid', 'age': 52, 'title': 'Sr. VP of Tanzania', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 166186, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.3975,0.39845,0.3977,0.4048,0.3975,0.39845,0.3977,0.4048,0.0,0.568907,5.735714,193542,193542,305088,211150,211150,0.4015,0.4019,1000,900,111340768,0.31,0.6,3.1665986,0.4094,0.43915,0.0,0.0,USD,110493880,-0.0955,269447696,277312000,647386,802528,1690761600,1693440000,0.0023,0.02372,0.01416,1.77,0.0023999999,0.187,2.1470587,1661904000,1693440000,1685491200,-3358000,-0.01,0.07,3.143,12.931,ASE,EQUITY,TRX,TRX,TRX Gold Corporation,TRX Gold Corporation,1115904600,America/New_York,EDT,-14400000,0.4015,1.5,1.0,1.27,1.3,2.0,buy,3,7206000,0.026,8545000,111000,0.526,0.825,35161000,0.191,0.125,0.06403,0.04303,9501000,-4079250,16935000,0.625,0.51827,0.24302,0.21825,USD,
4,277 Lakeshore Road East,Suite 403,Oakville,ON,L6J 6J3,Canada,https://www.trxgold.com,Gold,Basic Materials,"TRX Gold Corporation engages in the exploration, development, and production of mineral property interests in the United Republic of Tanzania. The company primarily explores for gold deposits. It holds interests in the Buckreef gold project that comprises a single Special Mining License covering an area of 16.04 square kilometers and 12 Prospecting Licenses covering 98.19 square kilometers located in north-central Tanzania. The company was formerly known as Tanzanian Gold Corporation and changed its name to TRX Gold Corporation in May 2022. TRX Gold Corporation was incorporated in 1990 and is based in Oakville, Canada.",117,"{'maxAge': 1, 'name': 'Ms. Christina  Lalli', 'title': 'VP of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.3975,0.39845,0.3977,0.4048,0.3975,0.39845,0.3977,0.4048,0.0,0.568907,5.735714,193542,193542,305088,211150,211150,0.4015,0.4019,1000,900,111340768,0.31,0.6,3.1665986,0.4094,0.43915,0.0,0.0,USD,110493880,-0.0955,269447696,277312000,647386,802528,1690761600,1693440000,0.0023,0.02372,0.01416,1.77,0.0023999999,0.187,2.1470587,1661904000,1693440000,1685491200,-3358000,-0.01,0.07,3.143,12.931,ASE,EQUITY,TRX,TRX,TRX Gold Corporation,TRX Gold Corporation,1115904600,America/New_York,EDT,-14400000,0.4015,1.5,1.0,1.27,1.3,2.0,buy,3,7206000,0.026,8545000,111000,0.526,0.825,35161000,0.191,0.125,0.06403,0.04303,9501000,-4079250,16935000,0.625,0.51827,0.24302,0.21825,USD,
