,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,527 Miners Street,Post Office Box 909,Alleghany,CA,95910,United States,530 287 3223,530 287 3455,https://www.origsix.com,Gold,Basic Materials,"Original Sixteen to One Mine, Inc. explores for, produces, and operates gold properties in California. It primarily operates Sixteen to One mine, a hard rock underground gold mine in California. The company holds 25 patented claims in the Alleghany Mining District. Original Sixteen to One Mine, Inc. was founded in 1896 and is based in Alleghany, California.","{'maxAge': 1, 'name': 'Mr. Michael M. Miller', 'age': 79, 'title': 'Pres, CEO & Director', 'yearBorn': 1943, 'fiscalYear': 2017, 'totalPay': 60000, 'exercisedValue': 0, 'unexercisedValue': 0}",1514678400,86400,4,0.0021,0.0004,0.0021,0.0021,0.0021,0.0004,0.0021,0.0021,0.0,-406.11584,9259,9259,149,0,0,0.0,0.0,0,0,31228,0.0004,0.948,0.5041897,0.046374,0.486256,0.0,0.0,USD,2207259,-1.3349,14870600,1.02805,0.00243,-0.106,1640908800,1672444800,1664496000,-82680,-0.01,35.637,-20.09,PNK,EQUITY,OSTO,OSTO,ORIGINAL SIXTEEN TO ONE MINE IN,"Original Sixteen to One Mine, Inc.",1259677800,America/New_York,EDT,-14400000,0.0021,none,1783,0.0,-109870,2177814,0.061,0.408,61937,0.004,-0.06603,62970,-1751501,1706,1.147,0.45123002,-1.7739,-1.80435,USD,
1,527 Miners Street,Post Office Box 909,Alleghany,CA,95910,United States,530 287 3223,530 287 3455,https://www.origsix.com,Gold,Basic Materials,"Original Sixteen to One Mine, Inc. explores for, produces, and operates gold properties in California. It primarily operates Sixteen to One mine, a hard rock underground gold mine in California. The company holds 25 patented claims in the Alleghany Mining District. Original Sixteen to One Mine, Inc. was founded in 1896 and is based in Alleghany, California.","{'maxAge': 1, 'name': ""Mr. Hugh Daniel O'Neill III"", 'age': 80, 'title': 'Sec.', 'yearBorn': 1942, 'exercisedValue': 0, 'unexercisedValue': 0}",1514678400,86400,4,0.0021,0.0004,0.0021,0.0021,0.0021,0.0004,0.0021,0.0021,0.0,-406.11584,9259,9259,149,0,0,0.0,0.0,0,0,31228,0.0004,0.948,0.5041897,0.046374,0.486256,0.0,0.0,USD,2207259,-1.3349,14870600,1.02805,0.00243,-0.106,1640908800,1672444800,1664496000,-82680,-0.01,35.637,-20.09,PNK,EQUITY,OSTO,OSTO,ORIGINAL SIXTEEN TO ONE MINE IN,"Original Sixteen to One Mine, Inc.",1259677800,America/New_York,EDT,-14400000,0.0021,none,1783,0.0,-109870,2177814,0.061,0.408,61937,0.004,-0.06603,62970,-1751501,1706,1.147,0.45123002,-1.7739,-1.80435,USD,
2,527 Miners Street,Post Office Box 909,Alleghany,CA,95910,United States,530 287 3223,530 287 3455,https://www.origsix.com,Gold,Basic Materials,"Original Sixteen to One Mine, Inc. explores for, produces, and operates gold properties in California. It primarily operates Sixteen to One mine, a hard rock underground gold mine in California. The company holds 25 patented claims in the Alleghany Mining District. Original Sixteen to One Mine, Inc. was founded in 1896 and is based in Alleghany, California.","{'maxAge': 1, 'name': 'Mr. Robert John Beso', 'age': 70, 'title': 'Treasurer & Director', 'yearBorn': 1952, 'exercisedValue': 0, 'unexercisedValue': 0}",1514678400,86400,4,0.0021,0.0004,0.0021,0.0021,0.0021,0.0004,0.0021,0.0021,0.0,-406.11584,9259,9259,149,0,0,0.0,0.0,0,0,31228,0.0004,0.948,0.5041897,0.046374,0.486256,0.0,0.0,USD,2207259,-1.3349,14870600,1.02805,0.00243,-0.106,1640908800,1672444800,1664496000,-82680,-0.01,35.637,-20.09,PNK,EQUITY,OSTO,OSTO,ORIGINAL SIXTEEN TO ONE MINE IN,"Original Sixteen to One Mine, Inc.",1259677800,America/New_York,EDT,-14400000,0.0021,none,1783,0.0,-109870,2177814,0.061,0.408,61937,0.004,-0.06603,62970,-1751501,1706,1.147,0.45123002,-1.7739,-1.80435,USD,
