,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Oran Mahallesi Kudüs Caddesi No: 3/318,Çankaya,Ankara,Turkey,90 312 490 58 56,90 312 490 58 81,https://www.panoragyo.com,REIT—Retail,Real Estate,Panora Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. It invests in the real estate markets of Turkey. Panora Gayrimenkul Yatirim Ortakligi A.S. is based in Turkey.,26,"{'maxAge': 1, 'name': 'Mr. Murat  Baskaya', 'title': 'GM & Accounting & Financial Affairs Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.68,42.88,42.26,44.0,42.68,42.88,42.26,44.0,0.35,0.0083,1695254400,0.0159,4.5,0.473404,1.9223826,156668,156668,270530,364601,364601,42.56,43.0,0,0,3706199808,16.47,49.14,14.897926,36.1452,28.7806,0.352,0.008247423,TRY,3497962752,7.7481704,50919360,87000000,0.42064,0.00783,34.561,1.2326032,1672444800,1703980800,1688083200,2.458,1927534592,22.16,14.061,17.122,IST,EQUITY,PAGYO.IS,PAGYO.IS,PANORA GMYO,Panora Gayrimenkul Yatirim Ortakligi A.S.,1369290600,Europe/Istanbul,TRT,10800000,42.6,none,211050800,2.426,204296800,2813629,2.857,2.923,248772864,0.093,2.859,0.059520002,0.92273,119132222,184703472,195204784,2.483,0.894,0.69421,0.82122004,0.82098997,TRY,
1,Oran Mahallesi Kudüs Caddesi No: 3/318,Çankaya,Ankara,Turkey,90 312 490 58 56,90 312 490 58 81,https://www.panoragyo.com,REIT—Retail,Real Estate,Panora Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. It invests in the real estate markets of Turkey. Panora Gayrimenkul Yatirim Ortakligi A.S. is based in Turkey.,26,"{'maxAge': 1, 'name': 'Mr. Salih  Bezci', 'title': 'Exec. Vice Chairman', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.68,42.88,42.26,44.0,42.68,42.88,42.26,44.0,0.35,0.0083,1695254400,0.0159,4.5,0.473404,1.9223826,156668,156668,270530,364601,364601,42.56,43.0,0,0,3706199808,16.47,49.14,14.897926,36.1452,28.7806,0.352,0.008247423,TRY,3497962752,7.7481704,50919360,87000000,0.42064,0.00783,34.561,1.2326032,1672444800,1703980800,1688083200,2.458,1927534592,22.16,14.061,17.122,IST,EQUITY,PAGYO.IS,PAGYO.IS,PANORA GMYO,Panora Gayrimenkul Yatirim Ortakligi A.S.,1369290600,Europe/Istanbul,TRT,10800000,42.6,none,211050800,2.426,204296800,2813629,2.857,2.923,248772864,0.093,2.859,0.059520002,0.92273,119132222,184703472,195204784,2.483,0.894,0.69421,0.82122004,0.82098997,TRY,
2,Oran Mahallesi Kudüs Caddesi No: 3/318,Çankaya,Ankara,Turkey,90 312 490 58 56,90 312 490 58 81,https://www.panoragyo.com,REIT—Retail,Real Estate,Panora Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. It invests in the real estate markets of Turkey. Panora Gayrimenkul Yatirim Ortakligi A.S. is based in Turkey.,26,"{'maxAge': 1, 'name': 'Mr. Can  Öztürk', 'title': 'Director of Investor Relations Department', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.68,42.88,42.26,44.0,42.68,42.88,42.26,44.0,0.35,0.0083,1695254400,0.0159,4.5,0.473404,1.9223826,156668,156668,270530,364601,364601,42.56,43.0,0,0,3706199808,16.47,49.14,14.897926,36.1452,28.7806,0.352,0.008247423,TRY,3497962752,7.7481704,50919360,87000000,0.42064,0.00783,34.561,1.2326032,1672444800,1703980800,1688083200,2.458,1927534592,22.16,14.061,17.122,IST,EQUITY,PAGYO.IS,PAGYO.IS,PANORA GMYO,Panora Gayrimenkul Yatirim Ortakligi A.S.,1369290600,Europe/Istanbul,TRT,10800000,42.6,none,211050800,2.426,204296800,2813629,2.857,2.923,248772864,0.093,2.859,0.059520002,0.92273,119132222,184703472,195204784,2.483,0.894,0.69421,0.82122004,0.82098997,TRY,
3,Oran Mahallesi Kudüs Caddesi No: 3/318,Çankaya,Ankara,Turkey,90 312 490 58 56,90 312 490 58 81,https://www.panoragyo.com,REIT—Retail,Real Estate,Panora Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. It invests in the real estate markets of Turkey. Panora Gayrimenkul Yatirim Ortakligi A.S. is based in Turkey.,26,"{'maxAge': 1, 'name': 'Mr. Sinan Aydin Aygün', 'title': 'Exec. Board Member', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.68,42.88,42.26,44.0,42.68,42.88,42.26,44.0,0.35,0.0083,1695254400,0.0159,4.5,0.473404,1.9223826,156668,156668,270530,364601,364601,42.56,43.0,0,0,3706199808,16.47,49.14,14.897926,36.1452,28.7806,0.352,0.008247423,TRY,3497962752,7.7481704,50919360,87000000,0.42064,0.00783,34.561,1.2326032,1672444800,1703980800,1688083200,2.458,1927534592,22.16,14.061,17.122,IST,EQUITY,PAGYO.IS,PAGYO.IS,PANORA GMYO,Panora Gayrimenkul Yatirim Ortakligi A.S.,1369290600,Europe/Istanbul,TRT,10800000,42.6,none,211050800,2.426,204296800,2813629,2.857,2.923,248772864,0.093,2.859,0.059520002,0.92273,119132222,184703472,195204784,2.483,0.894,0.69421,0.82122004,0.82098997,TRY,
4,Oran Mahallesi Kudüs Caddesi No: 3/318,Çankaya,Ankara,Turkey,90 312 490 58 56,90 312 490 58 81,https://www.panoragyo.com,REIT—Retail,Real Estate,Panora Gayrimenkul Yatirim Ortakligi A.S. is a real estate investment trust. It invests in the real estate markets of Turkey. Panora Gayrimenkul Yatirim Ortakligi A.S. is based in Turkey.,26,"{'maxAge': 1, 'name': 'Mr. Zekeriya  Findikoglu', 'title': 'Exec. Board Member', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,42.68,42.88,42.26,44.0,42.68,42.88,42.26,44.0,0.35,0.0083,1695254400,0.0159,4.5,0.473404,1.9223826,156668,156668,270530,364601,364601,42.56,43.0,0,0,3706199808,16.47,49.14,14.897926,36.1452,28.7806,0.352,0.008247423,TRY,3497962752,7.7481704,50919360,87000000,0.42064,0.00783,34.561,1.2326032,1672444800,1703980800,1688083200,2.458,1927534592,22.16,14.061,17.122,IST,EQUITY,PAGYO.IS,PAGYO.IS,PANORA GMYO,Panora Gayrimenkul Yatirim Ortakligi A.S.,1369290600,Europe/Istanbul,TRT,10800000,42.6,none,211050800,2.426,204296800,2813629,2.857,2.923,248772864,0.093,2.859,0.059520002,0.92273,119132222,184703472,195204784,2.483,0.894,0.69421,0.82122004,0.82098997,TRY,
