,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,13571 Commerce Parkway,Suite 201,Richmond,BC,V6V 2R2,Canada,604 270 1108,604 270 4168,https://www.bpincomefund.com,Restaurants,Consumer Cyclical,"Boston Pizza Royalties Income Fund operates as a limited purpose open-ended trust. The company, indirectly through Boston Pizza Royalties Limited Partnership, owns trade-marks used by Boston Pizza International Inc. It operates and franchises Boston Pizza restaurants. The company was founded in 2002 and is based in Richmond, Canada.","{'maxAge': 1, 'name': 'Mr. Michael  Harbinson', 'title': 'Chief Financial Officer of Boston Pizza International Inc.', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,5,3,1693526400,1672444800,86400,2,15.97,16.07,15.88,16.07,15.97,16.07,15.88,16.07,1.28,0.0806,1695168000,0.7402,8.24,1.60515,9.719512,9.77914,23749,23749,35224,28170,28170,15.95,15.97,339995424,14.45,16.84,6.991475,16.381,16.01415,1.189,0.074452095,CAD,458498816,0.72718,21304707,21329700,437940,432616,1690761600,1693440000,0.020499999,0.15262,0.0427,12.12,13.409,1.1887537,1672444800,1703980800,1688083200,6.199,35363000,1.64,1.63,9.428,TOR,EQUITY,BPF-UN.TO,BPF-UN.TO,BOSTON PIZZA ROYALTIES INCOME F,Boston Pizza Royalties Income Fund,1126186200,America/Toronto,EDT,-14400000,15.94,19.0,19.0,19.0,19.0,2.0,buy,1,8316000,0.39,126820000,14.981,15.109,48630000,44.057,2.26,0.07056,0.12425999,45473000,25512624,37565000,0.064,1.0,0.0,0.96926004,CAD,
1,13571 Commerce Parkway,Suite 201,Richmond,BC,V6V 2R2,Canada,604 270 1108,604 270 4168,https://www.bpincomefund.com,Restaurants,Consumer Cyclical,"Boston Pizza Royalties Income Fund operates as a limited purpose open-ended trust. The company, indirectly through Boston Pizza Royalties Limited Partnership, owns trade-marks used by Boston Pizza International Inc. It operates and franchises Boston Pizza restaurants. The company was founded in 2002 and is based in Richmond, Canada.","{'maxAge': 1, 'name': 'Mr. Jordan  Holm', 'title': 'Director & Pres of Boston Pizza GP Inc', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,5,3,1693526400,1672444800,86400,2,15.97,16.07,15.88,16.07,15.97,16.07,15.88,16.07,1.28,0.0806,1695168000,0.7402,8.24,1.60515,9.719512,9.77914,23749,23749,35224,28170,28170,15.95,15.97,339995424,14.45,16.84,6.991475,16.381,16.01415,1.189,0.074452095,CAD,458498816,0.72718,21304707,21329700,437940,432616,1690761600,1693440000,0.020499999,0.15262,0.0427,12.12,13.409,1.1887537,1672444800,1703980800,1688083200,6.199,35363000,1.64,1.63,9.428,TOR,EQUITY,BPF-UN.TO,BPF-UN.TO,BOSTON PIZZA ROYALTIES INCOME F,Boston Pizza Royalties Income Fund,1126186200,America/Toronto,EDT,-14400000,15.94,19.0,19.0,19.0,19.0,2.0,buy,1,8316000,0.39,126820000,14.981,15.109,48630000,44.057,2.26,0.07056,0.12425999,45473000,25512624,37565000,0.064,1.0,0.0,0.96926004,CAD,
2,13571 Commerce Parkway,Suite 201,Richmond,BC,V6V 2R2,Canada,604 270 1108,604 270 4168,https://www.bpincomefund.com,Restaurants,Consumer Cyclical,"Boston Pizza Royalties Income Fund operates as a limited purpose open-ended trust. The company, indirectly through Boston Pizza Royalties Limited Partnership, owns trade-marks used by Boston Pizza International Inc. It operates and franchises Boston Pizza restaurants. The company was founded in 2002 and is based in Richmond, Canada.","{'maxAge': 1, 'name': 'Ms. Cheryl Anne Treliving', 'title': 'Exec. Director of Boston Pizza Foundation - Boston Pizza International Inc.', 'exercisedValue': 0, 'unexercisedValue': 0}",1,2,5,5,3,1693526400,1672444800,86400,2,15.97,16.07,15.88,16.07,15.97,16.07,15.88,16.07,1.28,0.0806,1695168000,0.7402,8.24,1.60515,9.719512,9.77914,23749,23749,35224,28170,28170,15.95,15.97,339995424,14.45,16.84,6.991475,16.381,16.01415,1.189,0.074452095,CAD,458498816,0.72718,21304707,21329700,437940,432616,1690761600,1693440000,0.020499999,0.15262,0.0427,12.12,13.409,1.1887537,1672444800,1703980800,1688083200,6.199,35363000,1.64,1.63,9.428,TOR,EQUITY,BPF-UN.TO,BPF-UN.TO,BOSTON PIZZA ROYALTIES INCOME F,Boston Pizza Royalties Income Fund,1126186200,America/Toronto,EDT,-14400000,15.94,19.0,19.0,19.0,19.0,2.0,buy,1,8316000,0.39,126820000,14.981,15.109,48630000,44.057,2.26,0.07056,0.12425999,45473000,25512624,37565000,0.064,1.0,0.0,0.96926004,CAD,
