,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,591 Redwood Highway,Suite 3215,Mill Valley,CA,94941-6007,United States,415 965 8030,https://www.fcpt.com,REIT—Retail,Real Estate,"FCPT, headquartered in Mill Valley, CA, is a real estate investment trust primarily engaged in the ownership, acquisition and leasing of restaurant and retail properties. The Company seeks to grow its portfolio by acquiring additional real estate to lease, on a net basis, for use in the restaurant and retail industries.",543,"{'maxAge': 1, 'name': 'Mr. William Howard Lenehan IV', 'age': 45, 'title': 'Pres, CEO & Director', 'yearBorn': 1977, 'fiscalYear': 2022, 'totalPay': 1405889, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,24.64,24.58,24.22,24.595,24.64,24.58,24.22,24.595,1.36,0.0561,1687996800,1.2185,4.61,0.915975,21.846846,21.846846,619383,619383,494303,371060,371060,24.26,24.6,900,900,2198999808,22.67,29.3,9.396954,25.5306,26.38865,1.353,0.054910716,USD,3176059648,0.40227002,89471811,90565800,2681025,2426582,1690761600,1693440000,0.0296,0.01195,1.00162,6.27,0.0418,13.835,1.7528008,1672444800,1703980800,1688083200,-0.16,94136000,1.11,1.11,13.572,18.105,NYQ,EQUITY,FCPT,FCPT,"Four Corners Property Trust, In","Four Corners Property Trust, Inc.",1447165800,America/New_York,EDT,-14400000,24.25,29.0,27.0,28.2,28.0,2.4,buy,5,38865000,0.429,175420000,1016500992,1.152,1.211,234012000,80.987,2.761,0.03687,0.083909996,187383000,119154248,162383008,-0.229,0.095,0.83601,0.74961996,0.54815,USD,
1,591 Redwood Highway,Suite 3215,Mill Valley,CA,94941-6007,United States,415 965 8030,https://www.fcpt.com,REIT—Retail,Real Estate,"FCPT, headquartered in Mill Valley, CA, is a real estate investment trust primarily engaged in the ownership, acquisition and leasing of restaurant and retail properties. The Company seeks to grow its portfolio by acquiring additional real estate to lease, on a net basis, for use in the restaurant and retail industries.",543,"{'maxAge': 1, 'name': 'Mr. Gerald R. Morgan Jr.', 'age': 59, 'title': 'Chief Financial Officer', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 784023, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,24.64,24.58,24.22,24.595,24.64,24.58,24.22,24.595,1.36,0.0561,1687996800,1.2185,4.61,0.915975,21.846846,21.846846,619383,619383,494303,371060,371060,24.26,24.6,900,900,2198999808,22.67,29.3,9.396954,25.5306,26.38865,1.353,0.054910716,USD,3176059648,0.40227002,89471811,90565800,2681025,2426582,1690761600,1693440000,0.0296,0.01195,1.00162,6.27,0.0418,13.835,1.7528008,1672444800,1703980800,1688083200,-0.16,94136000,1.11,1.11,13.572,18.105,NYQ,EQUITY,FCPT,FCPT,"Four Corners Property Trust, In","Four Corners Property Trust, Inc.",1447165800,America/New_York,EDT,-14400000,24.25,29.0,27.0,28.2,28.0,2.4,buy,5,38865000,0.429,175420000,1016500992,1.152,1.211,234012000,80.987,2.761,0.03687,0.083909996,187383000,119154248,162383008,-0.229,0.095,0.83601,0.74961996,0.54815,USD,
2,591 Redwood Highway,Suite 3215,Mill Valley,CA,94941-6007,United States,415 965 8030,https://www.fcpt.com,REIT—Retail,Real Estate,"FCPT, headquartered in Mill Valley, CA, is a real estate investment trust primarily engaged in the ownership, acquisition and leasing of restaurant and retail properties. The Company seeks to grow its portfolio by acquiring additional real estate to lease, on a net basis, for use in the restaurant and retail industries.",543,"{'maxAge': 1, 'name': 'Mr. James L. Brat', 'age': 51, 'title': 'COO, Gen. Counsel & Sec.', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 677009, 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,24.64,24.58,24.22,24.595,24.64,24.58,24.22,24.595,1.36,0.0561,1687996800,1.2185,4.61,0.915975,21.846846,21.846846,619383,619383,494303,371060,371060,24.26,24.6,900,900,2198999808,22.67,29.3,9.396954,25.5306,26.38865,1.353,0.054910716,USD,3176059648,0.40227002,89471811,90565800,2681025,2426582,1690761600,1693440000,0.0296,0.01195,1.00162,6.27,0.0418,13.835,1.7528008,1672444800,1703980800,1688083200,-0.16,94136000,1.11,1.11,13.572,18.105,NYQ,EQUITY,FCPT,FCPT,"Four Corners Property Trust, In","Four Corners Property Trust, Inc.",1447165800,America/New_York,EDT,-14400000,24.25,29.0,27.0,28.2,28.0,2.4,buy,5,38865000,0.429,175420000,1016500992,1.152,1.211,234012000,80.987,2.761,0.03687,0.083909996,187383000,119154248,162383008,-0.229,0.095,0.83601,0.74961996,0.54815,USD,
3,591 Redwood Highway,Suite 3215,Mill Valley,CA,94941-6007,United States,415 965 8030,https://www.fcpt.com,REIT—Retail,Real Estate,"FCPT, headquartered in Mill Valley, CA, is a real estate investment trust primarily engaged in the ownership, acquisition and leasing of restaurant and retail properties. The Company seeks to grow its portfolio by acquiring additional real estate to lease, on a net basis, for use in the restaurant and retail industries.",543,"{'maxAge': 1, 'name': 'Ms. Niccole M. Stewart', 'title': 'Chief Accounting Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,24.64,24.58,24.22,24.595,24.64,24.58,24.22,24.595,1.36,0.0561,1687996800,1.2185,4.61,0.915975,21.846846,21.846846,619383,619383,494303,371060,371060,24.26,24.6,900,900,2198999808,22.67,29.3,9.396954,25.5306,26.38865,1.353,0.054910716,USD,3176059648,0.40227002,89471811,90565800,2681025,2426582,1690761600,1693440000,0.0296,0.01195,1.00162,6.27,0.0418,13.835,1.7528008,1672444800,1703980800,1688083200,-0.16,94136000,1.11,1.11,13.572,18.105,NYQ,EQUITY,FCPT,FCPT,"Four Corners Property Trust, In","Four Corners Property Trust, Inc.",1447165800,America/New_York,EDT,-14400000,24.25,29.0,27.0,28.2,28.0,2.4,buy,5,38865000,0.429,175420000,1016500992,1.152,1.211,234012000,80.987,2.761,0.03687,0.083909996,187383000,119154248,162383008,-0.229,0.095,0.83601,0.74961996,0.54815,USD,
4,591 Redwood Highway,Suite 3215,Mill Valley,CA,94941-6007,United States,415 965 8030,https://www.fcpt.com,REIT—Retail,Real Estate,"FCPT, headquartered in Mill Valley, CA, is a real estate investment trust primarily engaged in the ownership, acquisition and leasing of restaurant and retail properties. The Company seeks to grow its portfolio by acquiring additional real estate to lease, on a net basis, for use in the restaurant and retail industries.",543,"{'maxAge': 1, 'name': 'Mr. Drake  Nylund C.F.A.', 'title': 'Mang. of Corp. Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,24.64,24.58,24.22,24.595,24.64,24.58,24.22,24.595,1.36,0.0561,1687996800,1.2185,4.61,0.915975,21.846846,21.846846,619383,619383,494303,371060,371060,24.26,24.6,900,900,2198999808,22.67,29.3,9.396954,25.5306,26.38865,1.353,0.054910716,USD,3176059648,0.40227002,89471811,90565800,2681025,2426582,1690761600,1693440000,0.0296,0.01195,1.00162,6.27,0.0418,13.835,1.7528008,1672444800,1703980800,1688083200,-0.16,94136000,1.11,1.11,13.572,18.105,NYQ,EQUITY,FCPT,FCPT,"Four Corners Property Trust, In","Four Corners Property Trust, Inc.",1447165800,America/New_York,EDT,-14400000,24.25,29.0,27.0,28.2,28.0,2.4,buy,5,38865000,0.429,175420000,1016500992,1.152,1.211,234012000,80.987,2.761,0.03687,0.083909996,187383000,119154248,162383008,-0.229,0.095,0.83601,0.74961996,0.54815,USD,
5,591 Redwood Highway,Suite 3215,Mill Valley,CA,94941-6007,United States,415 965 8030,https://www.fcpt.com,REIT—Retail,Real Estate,"FCPT, headquartered in Mill Valley, CA, is a real estate investment trust primarily engaged in the ownership, acquisition and leasing of restaurant and retail properties. The Company seeks to grow its portfolio by acquiring additional real estate to lease, on a net basis, for use in the restaurant and retail industries.",543,"{'maxAge': 1, 'name': 'Ena  Portuguez', 'title': 'HR Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,24.64,24.58,24.22,24.595,24.64,24.58,24.22,24.595,1.36,0.0561,1687996800,1.2185,4.61,0.915975,21.846846,21.846846,619383,619383,494303,371060,371060,24.26,24.6,900,900,2198999808,22.67,29.3,9.396954,25.5306,26.38865,1.353,0.054910716,USD,3176059648,0.40227002,89471811,90565800,2681025,2426582,1690761600,1693440000,0.0296,0.01195,1.00162,6.27,0.0418,13.835,1.7528008,1672444800,1703980800,1688083200,-0.16,94136000,1.11,1.11,13.572,18.105,NYQ,EQUITY,FCPT,FCPT,"Four Corners Property Trust, In","Four Corners Property Trust, Inc.",1447165800,America/New_York,EDT,-14400000,24.25,29.0,27.0,28.2,28.0,2.4,buy,5,38865000,0.429,175420000,1016500992,1.152,1.211,234012000,80.987,2.761,0.03687,0.083909996,187383000,119154248,162383008,-0.229,0.095,0.83601,0.74961996,0.54815,USD,
6,591 Redwood Highway,Suite 3215,Mill Valley,CA,94941-6007,United States,415 965 8030,https://www.fcpt.com,REIT—Retail,Real Estate,"FCPT, headquartered in Mill Valley, CA, is a real estate investment trust primarily engaged in the ownership, acquisition and leasing of restaurant and retail properties. The Company seeks to grow its portfolio by acquiring additional real estate to lease, on a net basis, for use in the restaurant and retail industries.",543,"{'maxAge': 1, 'name': 'Mr. Patrick L. Wernig', 'title': 'Managing Director of Acquisitions', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,24.64,24.58,24.22,24.595,24.64,24.58,24.22,24.595,1.36,0.0561,1687996800,1.2185,4.61,0.915975,21.846846,21.846846,619383,619383,494303,371060,371060,24.26,24.6,900,900,2198999808,22.67,29.3,9.396954,25.5306,26.38865,1.353,0.054910716,USD,3176059648,0.40227002,89471811,90565800,2681025,2426582,1690761600,1693440000,0.0296,0.01195,1.00162,6.27,0.0418,13.835,1.7528008,1672444800,1703980800,1688083200,-0.16,94136000,1.11,1.11,13.572,18.105,NYQ,EQUITY,FCPT,FCPT,"Four Corners Property Trust, In","Four Corners Property Trust, Inc.",1447165800,America/New_York,EDT,-14400000,24.25,29.0,27.0,28.2,28.0,2.4,buy,5,38865000,0.429,175420000,1016500992,1.152,1.211,234012000,80.987,2.761,0.03687,0.083909996,187383000,119154248,162383008,-0.229,0.095,0.83601,0.74961996,0.54815,USD,
7,591 Redwood Highway,Suite 3215,Mill Valley,CA,94941-6007,United States,415 965 8030,https://www.fcpt.com,REIT—Retail,Real Estate,"FCPT, headquartered in Mill Valley, CA, is a real estate investment trust primarily engaged in the ownership, acquisition and leasing of restaurant and retail properties. The Company seeks to grow its portfolio by acquiring additional real estate to lease, on a net basis, for use in the restaurant and retail industries.",543,"{'maxAge': 1, 'name': 'Mr. Warren  Smith', 'title': 'Controller of Fin. & Reporting', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,24.64,24.58,24.22,24.595,24.64,24.58,24.22,24.595,1.36,0.0561,1687996800,1.2185,4.61,0.915975,21.846846,21.846846,619383,619383,494303,371060,371060,24.26,24.6,900,900,2198999808,22.67,29.3,9.396954,25.5306,26.38865,1.353,0.054910716,USD,3176059648,0.40227002,89471811,90565800,2681025,2426582,1690761600,1693440000,0.0296,0.01195,1.00162,6.27,0.0418,13.835,1.7528008,1672444800,1703980800,1688083200,-0.16,94136000,1.11,1.11,13.572,18.105,NYQ,EQUITY,FCPT,FCPT,"Four Corners Property Trust, In","Four Corners Property Trust, Inc.",1447165800,America/New_York,EDT,-14400000,24.25,29.0,27.0,28.2,28.0,2.4,buy,5,38865000,0.429,175420000,1016500992,1.152,1.211,234012000,80.987,2.761,0.03687,0.083909996,187383000,119154248,162383008,-0.229,0.095,0.83601,0.74961996,0.54815,USD,
8,591 Redwood Highway,Suite 3215,Mill Valley,CA,94941-6007,United States,415 965 8030,https://www.fcpt.com,REIT—Retail,Real Estate,"FCPT, headquartered in Mill Valley, CA, is a real estate investment trust primarily engaged in the ownership, acquisition and leasing of restaurant and retail properties. The Company seeks to grow its portfolio by acquiring additional real estate to lease, on a net basis, for use in the restaurant and retail industries.",543,"{'maxAge': 1, 'name': 'Ms. Kelly  Egli', 'title': 'Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,24.64,24.58,24.22,24.595,24.64,24.58,24.22,24.595,1.36,0.0561,1687996800,1.2185,4.61,0.915975,21.846846,21.846846,619383,619383,494303,371060,371060,24.26,24.6,900,900,2198999808,22.67,29.3,9.396954,25.5306,26.38865,1.353,0.054910716,USD,3176059648,0.40227002,89471811,90565800,2681025,2426582,1690761600,1693440000,0.0296,0.01195,1.00162,6.27,0.0418,13.835,1.7528008,1672444800,1703980800,1688083200,-0.16,94136000,1.11,1.11,13.572,18.105,NYQ,EQUITY,FCPT,FCPT,"Four Corners Property Trust, In","Four Corners Property Trust, Inc.",1447165800,America/New_York,EDT,-14400000,24.25,29.0,27.0,28.2,28.0,2.4,buy,5,38865000,0.429,175420000,1016500992,1.152,1.211,234012000,80.987,2.761,0.03687,0.083909996,187383000,119154248,162383008,-0.229,0.095,0.83601,0.74961996,0.54815,USD,
9,591 Redwood Highway,Suite 3215,Mill Valley,CA,94941-6007,United States,415 965 8030,https://www.fcpt.com,REIT—Retail,Real Estate,"FCPT, headquartered in Mill Valley, CA, is a real estate investment trust primarily engaged in the ownership, acquisition and leasing of restaurant and retail properties. The Company seeks to grow its portfolio by acquiring additional real estate to lease, on a net basis, for use in the restaurant and retail industries.",543,"{'maxAge': 1, 'name': 'Mr. Steen  Lund', 'title': 'Treasury & Tax Analyst', 'exercisedValue': 0, 'unexercisedValue': 0}",5,1,1,1,1,1693526400,1672444800,86400,2,24.64,24.58,24.22,24.595,24.64,24.58,24.22,24.595,1.36,0.0561,1687996800,1.2185,4.61,0.915975,21.846846,21.846846,619383,619383,494303,371060,371060,24.26,24.6,900,900,2198999808,22.67,29.3,9.396954,25.5306,26.38865,1.353,0.054910716,USD,3176059648,0.40227002,89471811,90565800,2681025,2426582,1690761600,1693440000,0.0296,0.01195,1.00162,6.27,0.0418,13.835,1.7528008,1672444800,1703980800,1688083200,-0.16,94136000,1.11,1.11,13.572,18.105,NYQ,EQUITY,FCPT,FCPT,"Four Corners Property Trust, In","Four Corners Property Trust, Inc.",1447165800,America/New_York,EDT,-14400000,24.25,29.0,27.0,28.2,28.0,2.4,buy,5,38865000,0.429,175420000,1016500992,1.152,1.211,234012000,80.987,2.761,0.03687,0.083909996,187383000,119154248,162383008,-0.229,0.095,0.83601,0.74961996,0.54815,USD,
