,address1,address2,city,state,zip,country,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,1985 Alberni Street,Suite M202,Vancouver,BC,V6G 0A2,Canada,778 379 5396,https://www.hawkeyegold.com,Other Precious Metals & Mining,Basic Materials,"Hawkeye Gold & Diamond Inc., an exploration stage company, acquires, explores for, and develops natural resources in Canada. The company primarily explores for gold, silver, copper, lead, magnetite, and zinc deposits. It owns 100% interests in seven critical mineral properties in located in the Barkerville gold camp situated in the historic Cariboo gold rush region of central BC and on Vancouver Island, Canada. The company was incorporated in 1988 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Gregory  Neeld', 'title': 'Pres, CEO & Director', 'fiscalYear': 2022, 'totalPay': 88524, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0,0.050548,3000,3000,0,0,0,0.0,0.0,0,0,40261,0.0041,0.041,0.041,0.026367,0.0,0.0,USD,1313238,0.0,9004657,9819950,0.0688,0.0,-0.046,1653955200,1685491200,1677542400,-220931,-0.02,-3.12,PNK,EQUITY,HWKDF,HWKDF,HAWKEYE GOLD & DIAMOND INC,Hawkeye Gold & Diamond Inc.,1253107800,America/New_York,EDT,-14400000,0.0041,none,7924,0.001,-420948,924694,0.031,0.036,-0.25898,-593553,-560694,0.0,0.0,0.0,CAD,
1,1985 Alberni Street,Suite M202,Vancouver,BC,V6G 0A2,Canada,778 379 5396,https://www.hawkeyegold.com,Other Precious Metals & Mining,Basic Materials,"Hawkeye Gold & Diamond Inc., an exploration stage company, acquires, explores for, and develops natural resources in Canada. The company primarily explores for gold, silver, copper, lead, magnetite, and zinc deposits. It owns 100% interests in seven critical mineral properties in located in the Barkerville gold camp situated in the historic Cariboo gold rush region of central BC and on Vancouver Island, Canada. The company was incorporated in 1988 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Stephen  Pelletier', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0,0.050548,3000,3000,0,0,0,0.0,0.0,0,0,40261,0.0041,0.041,0.041,0.026367,0.0,0.0,USD,1313238,0.0,9004657,9819950,0.0688,0.0,-0.046,1653955200,1685491200,1677542400,-220931,-0.02,-3.12,PNK,EQUITY,HWKDF,HWKDF,HAWKEYE GOLD & DIAMOND INC,Hawkeye Gold & Diamond Inc.,1253107800,America/New_York,EDT,-14400000,0.0041,none,7924,0.001,-420948,924694,0.031,0.036,-0.25898,-593553,-560694,0.0,0.0,0.0,CAD,
2,1985 Alberni Street,Suite M202,Vancouver,BC,V6G 0A2,Canada,778 379 5396,https://www.hawkeyegold.com,Other Precious Metals & Mining,Basic Materials,"Hawkeye Gold & Diamond Inc., an exploration stage company, acquires, explores for, and develops natural resources in Canada. The company primarily explores for gold, silver, copper, lead, magnetite, and zinc deposits. It owns 100% interests in seven critical mineral properties in located in the Barkerville gold camp situated in the historic Cariboo gold rush region of central BC and on Vancouver Island, Canada. The company was incorporated in 1988 and is based in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. K. Vincent Campbell', 'title': 'VP of Exploration', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0041,0.0,0.050548,3000,3000,0,0,0,0.0,0.0,0,0,40261,0.0041,0.041,0.041,0.026367,0.0,0.0,USD,1313238,0.0,9004657,9819950,0.0688,0.0,-0.046,1653955200,1685491200,1677542400,-220931,-0.02,-3.12,PNK,EQUITY,HWKDF,HWKDF,HAWKEYE GOLD & DIAMOND INC,Hawkeye Gold & Diamond Inc.,1253107800,America/New_York,EDT,-14400000,0.0041,none,7924,0.001,-420948,924694,0.031,0.036,-0.25898,-593553,-560694,0.0,0.0,0.0,CAD,
