,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Yali Mah.HUerriyet Cad. No:474,Aliaga,Izmir,35800,Turkey,90 232 616 06 00,90 232 616 02 06,https://www.viking.com.tr,Household & Personal Products,Consumer Defensive,"Viking Kagit ve Selüloz A.S. produces and sells papers for the cleaning paper industry in Turkey. It The company offers toilet paper, towels, napkins, box tissues, and wet towels under the Premia, Lily, Senso, Select, and Pufla brands. The company also exports its products to 23 countries, primarily to the Europe and Central Asian Republics. The company was founded in 1969 and is headquartered in Izmir, Turkey. Viking Kagit ve Selüloz A.S. is a subsidiary of Yasar Holding A.S.",194,"{'maxAge': 1, 'name': 'Mr. Ahmet Abdullah Akçasiz', 'title': 'Gen. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,31.22,31.22,31.22,32.5,31.22,31.22,31.22,32.5,0.0,-0.431515,279331,279331,567645,490229,490229,32.04,32.1,0,0,1348199936,6.04,57.65,1.6576812,35.4568,33.4892,0.0,0.0,TRY,1934415616,-0.3145,9037980,42000000,0.78481,0.0,-0.06,1672444800,1703980800,1688083200,-255787504,-6.26,1:1000,1104710400,2.378,185.399,IST,EQUITY,VKING.IS,VKING.IS,VIKING KAGIT,Viking Kagit ve Selüloz A.S.,957940200,Europe/Istanbul,TRT,10800000,32.1,none,17723596,0.422,10433781,603939200,0.157,0.279,813304704,19.364,-0.0089,119428346,-23639292,-57466416,-0.022,0.13518,0.01283,-0.015620001,TRY,
1,Yali Mah.HUerriyet Cad. No:474,Aliaga,Izmir,35800,Turkey,90 232 616 06 00,90 232 616 02 06,https://www.viking.com.tr,Household & Personal Products,Consumer Defensive,"Viking Kagit ve Selüloz A.S. produces and sells papers for the cleaning paper industry in Turkey. It The company offers toilet paper, towels, napkins, box tissues, and wet towels under the Premia, Lily, Senso, Select, and Pufla brands. The company also exports its products to 23 countries, primarily to the Europe and Central Asian Republics. The company was founded in 1969 and is headquartered in Izmir, Turkey. Viking Kagit ve Selüloz A.S. is a subsidiary of Yasar Holding A.S.",194,"{'maxAge': 1, 'name': 'Mr. Süleyman  Sezer', 'title': 'Financial Affairs & Fin. Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,31.22,31.22,31.22,32.5,31.22,31.22,31.22,32.5,0.0,-0.431515,279331,279331,567645,490229,490229,32.04,32.1,0,0,1348199936,6.04,57.65,1.6576812,35.4568,33.4892,0.0,0.0,TRY,1934415616,-0.3145,9037980,42000000,0.78481,0.0,-0.06,1672444800,1703980800,1688083200,-255787504,-6.26,1:1000,1104710400,2.378,185.399,IST,EQUITY,VKING.IS,VKING.IS,VIKING KAGIT,Viking Kagit ve Selüloz A.S.,957940200,Europe/Istanbul,TRT,10800000,32.1,none,17723596,0.422,10433781,603939200,0.157,0.279,813304704,19.364,-0.0089,119428346,-23639292,-57466416,-0.022,0.13518,0.01283,-0.015620001,TRY,
2,Yali Mah.HUerriyet Cad. No:474,Aliaga,Izmir,35800,Turkey,90 232 616 06 00,90 232 616 02 06,https://www.viking.com.tr,Household & Personal Products,Consumer Defensive,"Viking Kagit ve Selüloz A.S. produces and sells papers for the cleaning paper industry in Turkey. It The company offers toilet paper, towels, napkins, box tissues, and wet towels under the Premia, Lily, Senso, Select, and Pufla brands. The company also exports its products to 23 countries, primarily to the Europe and Central Asian Republics. The company was founded in 1969 and is headquartered in Izmir, Turkey. Viking Kagit ve Selüloz A.S. is a subsidiary of Yasar Holding A.S.",194,"{'maxAge': 1, 'name': 'Gökhan  Kavur', 'title': 'Head of the Investor Relations Department & Investor Relations Department Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,31.22,31.22,31.22,32.5,31.22,31.22,31.22,32.5,0.0,-0.431515,279331,279331,567645,490229,490229,32.04,32.1,0,0,1348199936,6.04,57.65,1.6576812,35.4568,33.4892,0.0,0.0,TRY,1934415616,-0.3145,9037980,42000000,0.78481,0.0,-0.06,1672444800,1703980800,1688083200,-255787504,-6.26,1:1000,1104710400,2.378,185.399,IST,EQUITY,VKING.IS,VKING.IS,VIKING KAGIT,Viking Kagit ve Selüloz A.S.,957940200,Europe/Istanbul,TRT,10800000,32.1,none,17723596,0.422,10433781,603939200,0.157,0.279,813304704,19.364,-0.0089,119428346,-23639292,-57466416,-0.022,0.13518,0.01283,-0.015620001,TRY,
