,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,grossProfits,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4142 South Harvard Avenue,Suite D3,Tulsa,OK,74135,United States,918-551-7893,https://www.rjdgreen.com,Conglomerates,Industrials,"RJD Green, Inc., a development stage company, focuses on acquiring and managing assets and companies in green environmental, energy, and specialty contracting services sectors. The company was formerly known as Silex Holdings, Inc. and changed its name to RJD Green, Inc. in October 2014. RJD Green, Inc. was founded in 2009 and is based in Tulsa, Oklahoma.","{'maxAge': 1, 'name': 'Mr. Ron  Brewer', 'age': 72, 'title': 'CEO & Director', 'yearBorn': 1950, 'fiscalYear': 2013, 'exercisedValue': 0, 'unexercisedValue': 0}",1419984000,86400,4,0.0055,0.006,0.0055,0.006,0.0055,0.006,0.0055,0.006,0.0,0.225103,0.5575,35166,35166,250440,48724,48724,0.0,0.0,0,0,1293634,0.0041,0.01315,0.44250995,0.0055926,0.0057357,0.0,0.0,USD,1082121,0.03451,209175008,-0.006,1409443200,1440979200,1433030400,-0.753,100883,0.01,2:1,1365033600,0.37,4.222,PNK,EQUITY,RJDG,RJDG,RJD GREEN INC,"RJD Green, Inc.",1363008600,America/New_York,EDT,-14400000,0.005575,none,102755,0.001,256295,350854,0.243,0.46,2923401,0.249,765170,210262,-0.768,-0.15,0.38423002,0.08767,0.08328,USD,
1,4142 South Harvard Avenue,Suite D3,Tulsa,OK,74135,United States,918-551-7893,https://www.rjdgreen.com,Conglomerates,Industrials,"RJD Green, Inc., a development stage company, focuses on acquiring and managing assets and companies in green environmental, energy, and specialty contracting services sectors. The company was formerly known as Silex Holdings, Inc. and changed its name to RJD Green, Inc. in October 2014. RJD Green, Inc. was founded in 2009 and is based in Tulsa, Oklahoma.","{'maxAge': 1, 'name': 'Mr. Jerry J. Niblett', 'age': 58, 'title': 'COO & Director', 'yearBorn': 1964, 'fiscalYear': 2013, 'exercisedValue': 0, 'unexercisedValue': 0}",1419984000,86400,4,0.0055,0.006,0.0055,0.006,0.0055,0.006,0.0055,0.006,0.0,0.225103,0.5575,35166,35166,250440,48724,48724,0.0,0.0,0,0,1293634,0.0041,0.01315,0.44250995,0.0055926,0.0057357,0.0,0.0,USD,1082121,0.03451,209175008,-0.006,1409443200,1440979200,1433030400,-0.753,100883,0.01,2:1,1365033600,0.37,4.222,PNK,EQUITY,RJDG,RJDG,RJD GREEN INC,"RJD Green, Inc.",1363008600,America/New_York,EDT,-14400000,0.005575,none,102755,0.001,256295,350854,0.243,0.46,2923401,0.249,765170,210262,-0.768,-0.15,0.38423002,0.08767,0.08328,USD,
2,4142 South Harvard Avenue,Suite D3,Tulsa,OK,74135,United States,918-551-7893,https://www.rjdgreen.com,Conglomerates,Industrials,"RJD Green, Inc., a development stage company, focuses on acquiring and managing assets and companies in green environmental, energy, and specialty contracting services sectors. The company was formerly known as Silex Holdings, Inc. and changed its name to RJD Green, Inc. in October 2014. RJD Green, Inc. was founded in 2009 and is based in Tulsa, Oklahoma.","{'maxAge': 1, 'name': 'Mr. John  Rabbitt', 'title': 'CFO & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1419984000,86400,4,0.0055,0.006,0.0055,0.006,0.0055,0.006,0.0055,0.006,0.0,0.225103,0.5575,35166,35166,250440,48724,48724,0.0,0.0,0,0,1293634,0.0041,0.01315,0.44250995,0.0055926,0.0057357,0.0,0.0,USD,1082121,0.03451,209175008,-0.006,1409443200,1440979200,1433030400,-0.753,100883,0.01,2:1,1365033600,0.37,4.222,PNK,EQUITY,RJDG,RJDG,RJD GREEN INC,"RJD Green, Inc.",1363008600,America/New_York,EDT,-14400000,0.005575,none,102755,0.001,256295,350854,0.243,0.46,2923401,0.249,765170,210262,-0.768,-0.15,0.38423002,0.08767,0.08328,USD,
3,4142 South Harvard Avenue,Suite D3,Tulsa,OK,74135,United States,918-551-7893,https://www.rjdgreen.com,Conglomerates,Industrials,"RJD Green, Inc., a development stage company, focuses on acquiring and managing assets and companies in green environmental, energy, and specialty contracting services sectors. The company was formerly known as Silex Holdings, Inc. and changed its name to RJD Green, Inc. in October 2014. RJD Green, Inc. was founded in 2009 and is based in Tulsa, Oklahoma.","{'maxAge': 1, 'name': 'Mr. Richard  Billings', 'title': 'Technology Director', 'exercisedValue': 0, 'unexercisedValue': 0}",1419984000,86400,4,0.0055,0.006,0.0055,0.006,0.0055,0.006,0.0055,0.006,0.0,0.225103,0.5575,35166,35166,250440,48724,48724,0.0,0.0,0,0,1293634,0.0041,0.01315,0.44250995,0.0055926,0.0057357,0.0,0.0,USD,1082121,0.03451,209175008,-0.006,1409443200,1440979200,1433030400,-0.753,100883,0.01,2:1,1365033600,0.37,4.222,PNK,EQUITY,RJDG,RJDG,RJD GREEN INC,"RJD Green, Inc.",1363008600,America/New_York,EDT,-14400000,0.005575,none,102755,0.001,256295,350854,0.243,0.46,2923401,0.249,765170,210262,-0.768,-0.15,0.38423002,0.08767,0.08328,USD,
