,address1,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,8 Suvorov Lane,Kaluga,Russia,7 4842 70 18 01,7 4842 70 18 52,https://www.ksc.kaluga.ru,Utilities—Regulated Electric,Utilities,"Kaluga Power Sale Company Public Joint-Stock Company engages in the production, wholesale, and retail of electrical energy in the Kaluga region, Russia. It operates a gas turbine plant that has an installed capacity of approximately 20.8 MW of electricity and 49.88 Gcal/h thermal energy. The company was founded in 2004 and is based in Kaluga, Russia. Kaluga Power Sale Company Public Joint-Stock Company operates as a subsidiary of Kaluzhskaya gorodskaya energeticheskaya kompaniya OAO.",461,"{'maxAge': 1, 'name': 'Mr. Anatoly Nikolaevich Yashanin', 'age': 64, 'title': 'CEO, Gen. Director & Director', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.64,8.71,8.69,8.83,8.64,8.71,8.69,8.83,1176422400,0.0,0.103723,6.485074,4500,4500,0,0,0,8.69,8.74,10000,10000,652508544,8.69,9.4,0.024899635,9.4,9.4,0.0,0.0,RUB,3309000960,0.00387,13260425,75087296,0.8358,0.0,16.722,0.51967466,1672444800,1703980800,1688083200,0.148,101438000,1.34,0.126,4.492,MCX,EQUITY,KLSB.ME,KLSB.ME,KALUGA POWER SALE,Kaluga Power Sale Company Public Joint-Stock Company,1267425000,Europe/Moscow,MSK,10800000,8.69,none,183431008,2.443,736716032,2839922944,0.608,0.658,26205546496,226.175,346.32,0.0598,0.08523,549717504,980073024,0.13,0.069,0.08778,0.028110001,0.022219999,RUB,
1,8 Suvorov Lane,Kaluga,Russia,7 4842 70 18 01,7 4842 70 18 52,https://www.ksc.kaluga.ru,Utilities—Regulated Electric,Utilities,"Kaluga Power Sale Company Public Joint-Stock Company engages in the production, wholesale, and retail of electrical energy in the Kaluga region, Russia. It operates a gas turbine plant that has an installed capacity of approximately 20.8 MW of electricity and 49.88 Gcal/h thermal energy. The company was founded in 2004 and is based in Kaluga, Russia. Kaluga Power Sale Company Public Joint-Stock Company operates as a subsidiary of Kaluzhskaya gorodskaya energeticheskaya kompaniya OAO.",461,"{'maxAge': 1, 'name': 'Ms. Kulieva Lyudmila Alexandrovna', 'age': 47, 'title': 'Chief Accountant and Member of the Audit Commission', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.64,8.71,8.69,8.83,8.64,8.71,8.69,8.83,1176422400,0.0,0.103723,6.485074,4500,4500,0,0,0,8.69,8.74,10000,10000,652508544,8.69,9.4,0.024899635,9.4,9.4,0.0,0.0,RUB,3309000960,0.00387,13260425,75087296,0.8358,0.0,16.722,0.51967466,1672444800,1703980800,1688083200,0.148,101438000,1.34,0.126,4.492,MCX,EQUITY,KLSB.ME,KLSB.ME,KALUGA POWER SALE,Kaluga Power Sale Company Public Joint-Stock Company,1267425000,Europe/Moscow,MSK,10800000,8.69,none,183431008,2.443,736716032,2839922944,0.608,0.658,26205546496,226.175,346.32,0.0598,0.08523,549717504,980073024,0.13,0.069,0.08778,0.028110001,0.022219999,RUB,
2,8 Suvorov Lane,Kaluga,Russia,7 4842 70 18 01,7 4842 70 18 52,https://www.ksc.kaluga.ru,Utilities—Regulated Electric,Utilities,"Kaluga Power Sale Company Public Joint-Stock Company engages in the production, wholesale, and retail of electrical energy in the Kaluga region, Russia. It operates a gas turbine plant that has an installed capacity of approximately 20.8 MW of electricity and 49.88 Gcal/h thermal energy. The company was founded in 2004 and is based in Kaluga, Russia. Kaluga Power Sale Company Public Joint-Stock Company operates as a subsidiary of Kaluzhskaya gorodskaya energeticheskaya kompaniya OAO.",461,"{'maxAge': 1, 'name': 'Ms. Vaskina Irina Ivanovna', 'age': 40, 'title': 'Head of Treasury and Member of the Audit Commission', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.64,8.71,8.69,8.83,8.64,8.71,8.69,8.83,1176422400,0.0,0.103723,6.485074,4500,4500,0,0,0,8.69,8.74,10000,10000,652508544,8.69,9.4,0.024899635,9.4,9.4,0.0,0.0,RUB,3309000960,0.00387,13260425,75087296,0.8358,0.0,16.722,0.51967466,1672444800,1703980800,1688083200,0.148,101438000,1.34,0.126,4.492,MCX,EQUITY,KLSB.ME,KLSB.ME,KALUGA POWER SALE,Kaluga Power Sale Company Public Joint-Stock Company,1267425000,Europe/Moscow,MSK,10800000,8.69,none,183431008,2.443,736716032,2839922944,0.608,0.658,26205546496,226.175,346.32,0.0598,0.08523,549717504,980073024,0.13,0.069,0.08778,0.028110001,0.022219999,RUB,
3,8 Suvorov Lane,Kaluga,Russia,7 4842 70 18 01,7 4842 70 18 52,https://www.ksc.kaluga.ru,Utilities—Regulated Electric,Utilities,"Kaluga Power Sale Company Public Joint-Stock Company engages in the production, wholesale, and retail of electrical energy in the Kaluga region, Russia. It operates a gas turbine plant that has an installed capacity of approximately 20.8 MW of electricity and 49.88 Gcal/h thermal energy. The company was founded in 2004 and is based in Kaluga, Russia. Kaluga Power Sale Company Public Joint-Stock Company operates as a subsidiary of Kaluzhskaya gorodskaya energeticheskaya kompaniya OAO.",461,"{'maxAge': 1, 'name': 'Ms. Abramova Tatyana Valentinovna', 'age': 58, 'title': 'Advisor to Director Gen. and Member of the Audit Commission', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,8.64,8.71,8.69,8.83,8.64,8.71,8.69,8.83,1176422400,0.0,0.103723,6.485074,4500,4500,0,0,0,8.69,8.74,10000,10000,652508544,8.69,9.4,0.024899635,9.4,9.4,0.0,0.0,RUB,3309000960,0.00387,13260425,75087296,0.8358,0.0,16.722,0.51967466,1672444800,1703980800,1688083200,0.148,101438000,1.34,0.126,4.492,MCX,EQUITY,KLSB.ME,KLSB.ME,KALUGA POWER SALE,Kaluga Power Sale Company Public Joint-Stock Company,1267425000,Europe/Moscow,MSK,10800000,8.69,none,183431008,2.443,736716032,2839922944,0.608,0.658,26205546496,226.175,346.32,0.0598,0.08523,549717504,980073024,0.13,0.069,0.08778,0.028110001,0.022219999,RUB,
