,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,999 West Riverside Avenue,Suite 401,Spokane,WA,99201,United States,509 623 1500,509 623 1634,https://www.goldreserveinc.com,Gold,Basic Materials,"Gold Reserve Inc., an exploration stage company, engages in evaluating, acquiring, exploring, and developing mining projects. It primarily focuses on the Siembra Minera project that holds gold, copper, silver, and other strategic mineral rights comprising an area of approximately 18,950 hectares located in Bolivar, Venezuela. The company also holds interests in LMS Gold project located in Alaska, the United States. Gold Reserve Inc. was founded in 1956 and is based in Spokane, Washington.",5,"{'maxAge': 1, 'name': 'Mr. James Hayward Coleman BBA, LLB, Q.C.', 'age': 71, 'title': 'Exec. Chairman', 'yearBorn': 1951, 'fiscalYear': 2022, 'totalPay': 285000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.71,2.8,2.7,2.8,2.71,2.8,2.7,2.8,0.0,0.550138,10962,10962,113496,378910,378910,0.0,0.0,0,0,268778784,0.912,3.23,236.1263,2.82504,1.678525,0.0,0.0,USD,229685744,0.0,50907703,99547696,976297,943268,1359590400,1362009600,0.0135,0.02982,0.52197,5.06,0.029000001,0.493,5.4766736,1672444800,1703980800,1688083200,-7305106,-0.08,201.782,-35.526,PNK,EQUITY,GDRZF,GDRZF,GOLD RESERVE INC,Gold Reserve Inc.,1363613400,America/New_York,EDT,-14400000,2.7,none,40088552,0.403,-6465309,0,45.47,46.941,1138284,0.011,-0.07604,-0.13869001,-4460134,-7254992,1.0,0.0,-5.75253,USD,
1,999 West Riverside Avenue,Suite 401,Spokane,WA,99201,United States,509 623 1500,509 623 1634,https://www.goldreserveinc.com,Gold,Basic Materials,"Gold Reserve Inc., an exploration stage company, engages in evaluating, acquiring, exploring, and developing mining projects. It primarily focuses on the Siembra Minera project that holds gold, copper, silver, and other strategic mineral rights comprising an area of approximately 18,950 hectares located in Bolivar, Venezuela. The company also holds interests in LMS Gold project located in Alaska, the United States. Gold Reserve Inc. was founded in 1956 and is based in Spokane, Washington.",5,"{'maxAge': 1, 'name': 'Mr. Rockne J. Timm', 'age': 76, 'title': 'CEO & Director', 'yearBorn': 1946, 'fiscalYear': 2022, 'totalPay': 417700, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.71,2.8,2.7,2.8,2.71,2.8,2.7,2.8,0.0,0.550138,10962,10962,113496,378910,378910,0.0,0.0,0,0,268778784,0.912,3.23,236.1263,2.82504,1.678525,0.0,0.0,USD,229685744,0.0,50907703,99547696,976297,943268,1359590400,1362009600,0.0135,0.02982,0.52197,5.06,0.029000001,0.493,5.4766736,1672444800,1703980800,1688083200,-7305106,-0.08,201.782,-35.526,PNK,EQUITY,GDRZF,GDRZF,GOLD RESERVE INC,Gold Reserve Inc.,1363613400,America/New_York,EDT,-14400000,2.7,none,40088552,0.403,-6465309,0,45.47,46.941,1138284,0.011,-0.07604,-0.13869001,-4460134,-7254992,1.0,0.0,-5.75253,USD,
2,999 West Riverside Avenue,Suite 401,Spokane,WA,99201,United States,509 623 1500,509 623 1634,https://www.goldreserveinc.com,Gold,Basic Materials,"Gold Reserve Inc., an exploration stage company, engages in evaluating, acquiring, exploring, and developing mining projects. It primarily focuses on the Siembra Minera project that holds gold, copper, silver, and other strategic mineral rights comprising an area of approximately 18,950 hectares located in Bolivar, Venezuela. The company also holds interests in LMS Gold project located in Alaska, the United States. Gold Reserve Inc. was founded in 1956 and is based in Spokane, Washington.",5,"{'maxAge': 1, 'name': 'Mr. David P. Onzay', 'title': 'Chief Financial Officer', 'fiscalYear': 2022, 'totalPay': 248378, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,2.71,2.8,2.7,2.8,2.71,2.8,2.7,2.8,0.0,0.550138,10962,10962,113496,378910,378910,0.0,0.0,0,0,268778784,0.912,3.23,236.1263,2.82504,1.678525,0.0,0.0,USD,229685744,0.0,50907703,99547696,976297,943268,1359590400,1362009600,0.0135,0.02982,0.52197,5.06,0.029000001,0.493,5.4766736,1672444800,1703980800,1688083200,-7305106,-0.08,201.782,-35.526,PNK,EQUITY,GDRZF,GDRZF,GOLD RESERVE INC,Gold Reserve Inc.,1363613400,America/New_York,EDT,-14400000,2.7,none,40088552,0.403,-6465309,0,45.47,46.941,1138284,0.011,-0.07604,-0.13869001,-4460134,-7254992,1.0,0.0,-5.75253,USD,
