,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,4/2 Prasertmanukit Soi 29 Yeak 8,Prasertmanukit Road Chaorakhebua Ladprao,Bangkok,10230,Thailand,66 2 943 2935,https://www.tpcpower.co.th,Utilities—Renewable,Utilities,"TPC Power Holding Public Company Limited, together with its subsidiaries, engages in the generation and distribution of renewable electricity from biomass in Thailand. The company was incorporated in 2012 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Mr. Cherdsak  Wattanavijitkul', 'age': 44, 'title': 'Pres, MD & Exec. Director', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.55,6.5,6.45,6.75,6.55,6.5,6.45,6.75,0.18,0.0275,1682553600,0.26520002,2.24,0.784906,9.637681,4.75,740300,740300,464269,453270,453270,6.65,6.7,0,0,2667980032,6.3,8.8,0.9346589,6.942,7.31125,0.183,0.02793893,THB,8728603648,0.09734,223283848,401200000,0.55471003,0.00014,7.753,0.85773253,1672444800,1703980800,1688083200,277858304,0.69,1.4,3.058,8.638,SET,EQUITY,TPCH.BK,TPCH.BK,TPCH_TPC POWER HOLDING,TPC Power Holding Public Company Limited,1420686000,Asia/Bangkok,ICT,25200000,6.65,2.0,buy,147942720,0.369,1010513664,5406974976,0.272,0.493,2854496000,138.21,7.115,0.0437,0.11026,574255704,130615024,819552512,0.075,0.26708,0.35401002,0.2293,THB,
1,4/2 Prasertmanukit Soi 29 Yeak 8,Prasertmanukit Road Chaorakhebua Ladprao,Bangkok,10230,Thailand,66 2 943 2935,https://www.tpcpower.co.th,Utilities—Renewable,Utilities,"TPC Power Holding Public Company Limited, together with its subsidiaries, engages in the generation and distribution of renewable electricity from biomass in Thailand. The company was incorporated in 2012 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Mr. Pathompol  Saosap', 'age': 54, 'title': 'Exec. Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.55,6.5,6.45,6.75,6.55,6.5,6.45,6.75,0.18,0.0275,1682553600,0.26520002,2.24,0.784906,9.637681,4.75,740300,740300,464269,453270,453270,6.65,6.7,0,0,2667980032,6.3,8.8,0.9346589,6.942,7.31125,0.183,0.02793893,THB,8728603648,0.09734,223283848,401200000,0.55471003,0.00014,7.753,0.85773253,1672444800,1703980800,1688083200,277858304,0.69,1.4,3.058,8.638,SET,EQUITY,TPCH.BK,TPCH.BK,TPCH_TPC POWER HOLDING,TPC Power Holding Public Company Limited,1420686000,Asia/Bangkok,ICT,25200000,6.65,2.0,buy,147942720,0.369,1010513664,5406974976,0.272,0.493,2854496000,138.21,7.115,0.0437,0.11026,574255704,130615024,819552512,0.075,0.26708,0.35401002,0.2293,THB,
2,4/2 Prasertmanukit Soi 29 Yeak 8,Prasertmanukit Road Chaorakhebua Ladprao,Bangkok,10230,Thailand,66 2 943 2935,https://www.tpcpower.co.th,Utilities—Renewable,Utilities,"TPC Power Holding Public Company Limited, together with its subsidiaries, engages in the generation and distribution of renewable electricity from biomass in Thailand. The company was incorporated in 2012 and is headquartered in Bangkok, Thailand.","{'maxAge': 1, 'name': 'Pon  Kongsuea', 'title': 'Exec. Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,6.55,6.5,6.45,6.75,6.55,6.5,6.45,6.75,0.18,0.0275,1682553600,0.26520002,2.24,0.784906,9.637681,4.75,740300,740300,464269,453270,453270,6.65,6.7,0,0,2667980032,6.3,8.8,0.9346589,6.942,7.31125,0.183,0.02793893,THB,8728603648,0.09734,223283848,401200000,0.55471003,0.00014,7.753,0.85773253,1672444800,1703980800,1688083200,277858304,0.69,1.4,3.058,8.638,SET,EQUITY,TPCH.BK,TPCH.BK,TPCH_TPC POWER HOLDING,TPC Power Holding Public Company Limited,1420686000,Asia/Bangkok,ICT,25200000,6.65,2.0,buy,147942720,0.369,1010513664,5406974976,0.272,0.493,2854496000,138.21,7.115,0.0437,0.11026,574255704,130615024,819552512,0.075,0.26708,0.35401002,0.2293,THB,
