,address1,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,5601 North MacArthur Boulevard,Irving,TX,75038,United States,972 717 0300,https://www.darlingii.com,Packaged Foods,Consumer Defensive,"Darling Ingredients Inc. develops, produces, and sells natural ingredients from edible and inedible bio-nutrients in North America, Europe, China, South America, and internationally. The company operates through three segments: Feed Ingredients, Food Ingredients, and Fuel Ingredients. It offers ingredients and customized specialty solutions for customers in the pharmaceutical, food, pet food, feed, industrial, fuel, bioenergy, and fertilizer industries. The company also collects and transforms various animal by-product streams into useable and specialty ingredients, such as collagen, edible fats, feed-grade fats, animal proteins and meals, plasma, pet food ingredients, organic fertilizers, yellow grease, fuel feedstock, green energy, natural casings, and hides. In addition, it recovers and converts used cooking oil and animal fats, and residual bakery products into valuable feed and fuel ingredients. Further, the company provides environmental services, including grease trap collection and disposal services to food service establishments. It primarily operates under the Rendac, Sonac, FASA, Ecoson, Rousselot, and CTH brand names. The company was formerly known as Darling International Inc. and changed its name to Darling Ingredients Inc. in May 2014. Darling Ingredients Inc. was founded in 1882 and is headquartered in Irving, Texas.",14600,"{'maxAge': 1, 'name': 'Mr. Randall C. Stuewe Randy', 'age': 59, 'title': 'Chairman & CEO', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 4159017, 'exercisedValue': 4251726, 'unexercisedValue': 86156568}",1,4,1,1,1,1693526400,1672444800,86400,2,59.44,59.03,57.07,59.36,59.44,59.03,57.07,59.36,0.0,1.237897,12.360691,9.381968,2122458,2122458,1295204,1774010,1774010,57.0,57.15,1000,800,9127670784,51.77,82.69,1.2920523,64.1132,62.567,0.0,0.0,USD,13842895872,0.11124,157680876,159491008,4086277,3960647,1690761600,1693440000,0.0256,0.012250001,1.00254,3.69,0.0339,27.389,2.089525,1672444800,1703980800,1688169600,0.249,785825024,4.63,6.1,0.25,3:1,879120000,1.96,12.727,NYQ,EQUITY,DAR,DAR,Darling Ingredients Inc.,Darling Ingredients Inc.,779117400,America/New_York,EDT,-14400000,57.23,118.0,65.0,90.53,91.0,1.7,buy,15,111541000,0.699,1087681024,4744428032,0.869,1.851,7064475136,106.603,44.089,0.04127,0.19872,1529595000,-131761504,858403968,0.26,0.065,0.22468,0.15396,0.08879,USD,
1,5601 North MacArthur Boulevard,Irving,TX,75038,United States,972 717 0300,https://www.darlingii.com,Packaged Foods,Consumer Defensive,"Darling Ingredients Inc. develops, produces, and sells natural ingredients from edible and inedible bio-nutrients in North America, Europe, China, South America, and internationally. The company operates through three segments: Feed Ingredients, Food Ingredients, and Fuel Ingredients. It offers ingredients and customized specialty solutions for customers in the pharmaceutical, food, pet food, feed, industrial, fuel, bioenergy, and fertilizer industries. The company also collects and transforms various animal by-product streams into useable and specialty ingredients, such as collagen, edible fats, feed-grade fats, animal proteins and meals, plasma, pet food ingredients, organic fertilizers, yellow grease, fuel feedstock, green energy, natural casings, and hides. In addition, it recovers and converts used cooking oil and animal fats, and residual bakery products into valuable feed and fuel ingredients. Further, the company provides environmental services, including grease trap collection and disposal services to food service establishments. It primarily operates under the Rendac, Sonac, FASA, Ecoson, Rousselot, and CTH brand names. The company was formerly known as Darling International Inc. and changed its name to Darling Ingredients Inc. in May 2014. Darling Ingredients Inc. was founded in 1882 and is headquartered in Irving, Texas.",14600,"{'maxAge': 1, 'name': 'Mr. Brad  Phillips', 'age': 63, 'title': 'Exec. VP & CFO', 'yearBorn': 1959, 'fiscalYear': 2022, 'totalPay': 1295256, 'exercisedValue': 4317818, 'unexercisedValue': 0}",1,4,1,1,1,1693526400,1672444800,86400,2,59.44,59.03,57.07,59.36,59.44,59.03,57.07,59.36,0.0,1.237897,12.360691,9.381968,2122458,2122458,1295204,1774010,1774010,57.0,57.15,1000,800,9127670784,51.77,82.69,1.2920523,64.1132,62.567,0.0,0.0,USD,13842895872,0.11124,157680876,159491008,4086277,3960647,1690761600,1693440000,0.0256,0.012250001,1.00254,3.69,0.0339,27.389,2.089525,1672444800,1703980800,1688169600,0.249,785825024,4.63,6.1,0.25,3:1,879120000,1.96,12.727,NYQ,EQUITY,DAR,DAR,Darling Ingredients Inc.,Darling Ingredients Inc.,779117400,America/New_York,EDT,-14400000,57.23,118.0,65.0,90.53,91.0,1.7,buy,15,111541000,0.699,1087681024,4744428032,0.869,1.851,7064475136,106.603,44.089,0.04127,0.19872,1529595000,-131761504,858403968,0.26,0.065,0.22468,0.15396,0.08879,USD,
2,5601 North MacArthur Boulevard,Irving,TX,75038,United States,972 717 0300,https://www.darlingii.com,Packaged Foods,Consumer Defensive,"Darling Ingredients Inc. develops, produces, and sells natural ingredients from edible and inedible bio-nutrients in North America, Europe, China, South America, and internationally. The company operates through three segments: Feed Ingredients, Food Ingredients, and Fuel Ingredients. It offers ingredients and customized specialty solutions for customers in the pharmaceutical, food, pet food, feed, industrial, fuel, bioenergy, and fertilizer industries. The company also collects and transforms various animal by-product streams into useable and specialty ingredients, such as collagen, edible fats, feed-grade fats, animal proteins and meals, plasma, pet food ingredients, organic fertilizers, yellow grease, fuel feedstock, green energy, natural casings, and hides. In addition, it recovers and converts used cooking oil and animal fats, and residual bakery products into valuable feed and fuel ingredients. Further, the company provides environmental services, including grease trap collection and disposal services to food service establishments. It primarily operates under the Rendac, Sonac, FASA, Ecoson, Rousselot, and CTH brand names. The company was formerly known as Darling International Inc. and changed its name to Darling Ingredients Inc. in May 2014. Darling Ingredients Inc. was founded in 1882 and is headquartered in Irving, Texas.",14600,"{'maxAge': 1, 'name': 'Mr. John F. Sterling', 'age': 58, 'title': 'Exec. VP, Gen. Counsel & Sec.', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 1311171, 'exercisedValue': 2065067, 'unexercisedValue': 7050097}",1,4,1,1,1,1693526400,1672444800,86400,2,59.44,59.03,57.07,59.36,59.44,59.03,57.07,59.36,0.0,1.237897,12.360691,9.381968,2122458,2122458,1295204,1774010,1774010,57.0,57.15,1000,800,9127670784,51.77,82.69,1.2920523,64.1132,62.567,0.0,0.0,USD,13842895872,0.11124,157680876,159491008,4086277,3960647,1690761600,1693440000,0.0256,0.012250001,1.00254,3.69,0.0339,27.389,2.089525,1672444800,1703980800,1688169600,0.249,785825024,4.63,6.1,0.25,3:1,879120000,1.96,12.727,NYQ,EQUITY,DAR,DAR,Darling Ingredients Inc.,Darling Ingredients Inc.,779117400,America/New_York,EDT,-14400000,57.23,118.0,65.0,90.53,91.0,1.7,buy,15,111541000,0.699,1087681024,4744428032,0.869,1.851,7064475136,106.603,44.089,0.04127,0.19872,1529595000,-131761504,858403968,0.26,0.065,0.22468,0.15396,0.08879,USD,
3,5601 North MacArthur Boulevard,Irving,TX,75038,United States,972 717 0300,https://www.darlingii.com,Packaged Foods,Consumer Defensive,"Darling Ingredients Inc. develops, produces, and sells natural ingredients from edible and inedible bio-nutrients in North America, Europe, China, South America, and internationally. The company operates through three segments: Feed Ingredients, Food Ingredients, and Fuel Ingredients. It offers ingredients and customized specialty solutions for customers in the pharmaceutical, food, pet food, feed, industrial, fuel, bioenergy, and fertilizer industries. The company also collects and transforms various animal by-product streams into useable and specialty ingredients, such as collagen, edible fats, feed-grade fats, animal proteins and meals, plasma, pet food ingredients, organic fertilizers, yellow grease, fuel feedstock, green energy, natural casings, and hides. In addition, it recovers and converts used cooking oil and animal fats, and residual bakery products into valuable feed and fuel ingredients. Further, the company provides environmental services, including grease trap collection and disposal services to food service establishments. It primarily operates under the Rendac, Sonac, FASA, Ecoson, Rousselot, and CTH brand names. The company was formerly known as Darling International Inc. and changed its name to Darling Ingredients Inc. in May 2014. Darling Ingredients Inc. was founded in 1882 and is headquartered in Irving, Texas.",14600,"{'maxAge': 1, 'name': 'Mr. Joseph  Manzi', 'age': 56, 'title': 'VP, Global Controller & Chief Accounting Officer', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,1,1693526400,1672444800,86400,2,59.44,59.03,57.07,59.36,59.44,59.03,57.07,59.36,0.0,1.237897,12.360691,9.381968,2122458,2122458,1295204,1774010,1774010,57.0,57.15,1000,800,9127670784,51.77,82.69,1.2920523,64.1132,62.567,0.0,0.0,USD,13842895872,0.11124,157680876,159491008,4086277,3960647,1690761600,1693440000,0.0256,0.012250001,1.00254,3.69,0.0339,27.389,2.089525,1672444800,1703980800,1688169600,0.249,785825024,4.63,6.1,0.25,3:1,879120000,1.96,12.727,NYQ,EQUITY,DAR,DAR,Darling Ingredients Inc.,Darling Ingredients Inc.,779117400,America/New_York,EDT,-14400000,57.23,118.0,65.0,90.53,91.0,1.7,buy,15,111541000,0.699,1087681024,4744428032,0.869,1.851,7064475136,106.603,44.089,0.04127,0.19872,1529595000,-131761504,858403968,0.26,0.065,0.22468,0.15396,0.08879,USD,
4,5601 North MacArthur Boulevard,Irving,TX,75038,United States,972 717 0300,https://www.darlingii.com,Packaged Foods,Consumer Defensive,"Darling Ingredients Inc. develops, produces, and sells natural ingredients from edible and inedible bio-nutrients in North America, Europe, China, South America, and internationally. The company operates through three segments: Feed Ingredients, Food Ingredients, and Fuel Ingredients. It offers ingredients and customized specialty solutions for customers in the pharmaceutical, food, pet food, feed, industrial, fuel, bioenergy, and fertilizer industries. The company also collects and transforms various animal by-product streams into useable and specialty ingredients, such as collagen, edible fats, feed-grade fats, animal proteins and meals, plasma, pet food ingredients, organic fertilizers, yellow grease, fuel feedstock, green energy, natural casings, and hides. In addition, it recovers and converts used cooking oil and animal fats, and residual bakery products into valuable feed and fuel ingredients. Further, the company provides environmental services, including grease trap collection and disposal services to food service establishments. It primarily operates under the Rendac, Sonac, FASA, Ecoson, Rousselot, and CTH brand names. The company was formerly known as Darling International Inc. and changed its name to Darling Ingredients Inc. in May 2014. Darling Ingredients Inc. was founded in 1882 and is headquartered in Irving, Texas.",14600,"{'maxAge': 1, 'name': 'Mr. Patrick  McNutt', 'age': 62, 'title': 'Exec. VP & Chief Admin. Officer', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,1,1693526400,1672444800,86400,2,59.44,59.03,57.07,59.36,59.44,59.03,57.07,59.36,0.0,1.237897,12.360691,9.381968,2122458,2122458,1295204,1774010,1774010,57.0,57.15,1000,800,9127670784,51.77,82.69,1.2920523,64.1132,62.567,0.0,0.0,USD,13842895872,0.11124,157680876,159491008,4086277,3960647,1690761600,1693440000,0.0256,0.012250001,1.00254,3.69,0.0339,27.389,2.089525,1672444800,1703980800,1688169600,0.249,785825024,4.63,6.1,0.25,3:1,879120000,1.96,12.727,NYQ,EQUITY,DAR,DAR,Darling Ingredients Inc.,Darling Ingredients Inc.,779117400,America/New_York,EDT,-14400000,57.23,118.0,65.0,90.53,91.0,1.7,buy,15,111541000,0.699,1087681024,4744428032,0.869,1.851,7064475136,106.603,44.089,0.04127,0.19872,1529595000,-131761504,858403968,0.26,0.065,0.22468,0.15396,0.08879,USD,
5,5601 North MacArthur Boulevard,Irving,TX,75038,United States,972 717 0300,https://www.darlingii.com,Packaged Foods,Consumer Defensive,"Darling Ingredients Inc. develops, produces, and sells natural ingredients from edible and inedible bio-nutrients in North America, Europe, China, South America, and internationally. The company operates through three segments: Feed Ingredients, Food Ingredients, and Fuel Ingredients. It offers ingredients and customized specialty solutions for customers in the pharmaceutical, food, pet food, feed, industrial, fuel, bioenergy, and fertilizer industries. The company also collects and transforms various animal by-product streams into useable and specialty ingredients, such as collagen, edible fats, feed-grade fats, animal proteins and meals, plasma, pet food ingredients, organic fertilizers, yellow grease, fuel feedstock, green energy, natural casings, and hides. In addition, it recovers and converts used cooking oil and animal fats, and residual bakery products into valuable feed and fuel ingredients. Further, the company provides environmental services, including grease trap collection and disposal services to food service establishments. It primarily operates under the Rendac, Sonac, FASA, Ecoson, Rousselot, and CTH brand names. The company was formerly known as Darling International Inc. and changed its name to Darling Ingredients Inc. in May 2014. Darling Ingredients Inc. was founded in 1882 and is headquartered in Irving, Texas.",14600,"{'maxAge': 1, 'name': 'Ms. Suann  Guthrie', 'title': 'Sr. VP, Investor Relations & Sustainability and Global Communications', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,1,1693526400,1672444800,86400,2,59.44,59.03,57.07,59.36,59.44,59.03,57.07,59.36,0.0,1.237897,12.360691,9.381968,2122458,2122458,1295204,1774010,1774010,57.0,57.15,1000,800,9127670784,51.77,82.69,1.2920523,64.1132,62.567,0.0,0.0,USD,13842895872,0.11124,157680876,159491008,4086277,3960647,1690761600,1693440000,0.0256,0.012250001,1.00254,3.69,0.0339,27.389,2.089525,1672444800,1703980800,1688169600,0.249,785825024,4.63,6.1,0.25,3:1,879120000,1.96,12.727,NYQ,EQUITY,DAR,DAR,Darling Ingredients Inc.,Darling Ingredients Inc.,779117400,America/New_York,EDT,-14400000,57.23,118.0,65.0,90.53,91.0,1.7,buy,15,111541000,0.699,1087681024,4744428032,0.869,1.851,7064475136,106.603,44.089,0.04127,0.19872,1529595000,-131761504,858403968,0.26,0.065,0.22468,0.15396,0.08879,USD,
6,5601 North MacArthur Boulevard,Irving,TX,75038,United States,972 717 0300,https://www.darlingii.com,Packaged Foods,Consumer Defensive,"Darling Ingredients Inc. develops, produces, and sells natural ingredients from edible and inedible bio-nutrients in North America, Europe, China, South America, and internationally. The company operates through three segments: Feed Ingredients, Food Ingredients, and Fuel Ingredients. It offers ingredients and customized specialty solutions for customers in the pharmaceutical, food, pet food, feed, industrial, fuel, bioenergy, and fertilizer industries. The company also collects and transforms various animal by-product streams into useable and specialty ingredients, such as collagen, edible fats, feed-grade fats, animal proteins and meals, plasma, pet food ingredients, organic fertilizers, yellow grease, fuel feedstock, green energy, natural casings, and hides. In addition, it recovers and converts used cooking oil and animal fats, and residual bakery products into valuable feed and fuel ingredients. Further, the company provides environmental services, including grease trap collection and disposal services to food service establishments. It primarily operates under the Rendac, Sonac, FASA, Ecoson, Rousselot, and CTH brand names. The company was formerly known as Darling International Inc. and changed its name to Darling Ingredients Inc. in May 2014. Darling Ingredients Inc. was founded in 1882 and is headquartered in Irving, Texas.",14600,"{'maxAge': 1, 'name': 'Mr. Jan  van der Velden', 'age': 58, 'title': 'Exec. VP of International Rendering & Specialties', 'yearBorn': 1964, 'fiscalYear': 2021, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,1,1693526400,1672444800,86400,2,59.44,59.03,57.07,59.36,59.44,59.03,57.07,59.36,0.0,1.237897,12.360691,9.381968,2122458,2122458,1295204,1774010,1774010,57.0,57.15,1000,800,9127670784,51.77,82.69,1.2920523,64.1132,62.567,0.0,0.0,USD,13842895872,0.11124,157680876,159491008,4086277,3960647,1690761600,1693440000,0.0256,0.012250001,1.00254,3.69,0.0339,27.389,2.089525,1672444800,1703980800,1688169600,0.249,785825024,4.63,6.1,0.25,3:1,879120000,1.96,12.727,NYQ,EQUITY,DAR,DAR,Darling Ingredients Inc.,Darling Ingredients Inc.,779117400,America/New_York,EDT,-14400000,57.23,118.0,65.0,90.53,91.0,1.7,buy,15,111541000,0.699,1087681024,4744428032,0.869,1.851,7064475136,106.603,44.089,0.04127,0.19872,1529595000,-131761504,858403968,0.26,0.065,0.22468,0.15396,0.08879,USD,
7,5601 North MacArthur Boulevard,Irving,TX,75038,United States,972 717 0300,https://www.darlingii.com,Packaged Foods,Consumer Defensive,"Darling Ingredients Inc. develops, produces, and sells natural ingredients from edible and inedible bio-nutrients in North America, Europe, China, South America, and internationally. The company operates through three segments: Feed Ingredients, Food Ingredients, and Fuel Ingredients. It offers ingredients and customized specialty solutions for customers in the pharmaceutical, food, pet food, feed, industrial, fuel, bioenergy, and fertilizer industries. The company also collects and transforms various animal by-product streams into useable and specialty ingredients, such as collagen, edible fats, feed-grade fats, animal proteins and meals, plasma, pet food ingredients, organic fertilizers, yellow grease, fuel feedstock, green energy, natural casings, and hides. In addition, it recovers and converts used cooking oil and animal fats, and residual bakery products into valuable feed and fuel ingredients. Further, the company provides environmental services, including grease trap collection and disposal services to food service establishments. It primarily operates under the Rendac, Sonac, FASA, Ecoson, Rousselot, and CTH brand names. The company was formerly known as Darling International Inc. and changed its name to Darling Ingredients Inc. in May 2014. Darling Ingredients Inc. was founded in 1882 and is headquartered in Irving, Texas.",14600,"{'maxAge': 1, 'name': 'Ms. Sandra  Dudley', 'age': 49, 'title': 'Exec. VP of Renewables & U.S. Specialty Operations', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,1,1693526400,1672444800,86400,2,59.44,59.03,57.07,59.36,59.44,59.03,57.07,59.36,0.0,1.237897,12.360691,9.381968,2122458,2122458,1295204,1774010,1774010,57.0,57.15,1000,800,9127670784,51.77,82.69,1.2920523,64.1132,62.567,0.0,0.0,USD,13842895872,0.11124,157680876,159491008,4086277,3960647,1690761600,1693440000,0.0256,0.012250001,1.00254,3.69,0.0339,27.389,2.089525,1672444800,1703980800,1688169600,0.249,785825024,4.63,6.1,0.25,3:1,879120000,1.96,12.727,NYQ,EQUITY,DAR,DAR,Darling Ingredients Inc.,Darling Ingredients Inc.,779117400,America/New_York,EDT,-14400000,57.23,118.0,65.0,90.53,91.0,1.7,buy,15,111541000,0.699,1087681024,4744428032,0.869,1.851,7064475136,106.603,44.089,0.04127,0.19872,1529595000,-131761504,858403968,0.26,0.065,0.22468,0.15396,0.08879,USD,
8,5601 North MacArthur Boulevard,Irving,TX,75038,United States,972 717 0300,https://www.darlingii.com,Packaged Foods,Consumer Defensive,"Darling Ingredients Inc. develops, produces, and sells natural ingredients from edible and inedible bio-nutrients in North America, Europe, China, South America, and internationally. The company operates through three segments: Feed Ingredients, Food Ingredients, and Fuel Ingredients. It offers ingredients and customized specialty solutions for customers in the pharmaceutical, food, pet food, feed, industrial, fuel, bioenergy, and fertilizer industries. The company also collects and transforms various animal by-product streams into useable and specialty ingredients, such as collagen, edible fats, feed-grade fats, animal proteins and meals, plasma, pet food ingredients, organic fertilizers, yellow grease, fuel feedstock, green energy, natural casings, and hides. In addition, it recovers and converts used cooking oil and animal fats, and residual bakery products into valuable feed and fuel ingredients. Further, the company provides environmental services, including grease trap collection and disposal services to food service establishments. It primarily operates under the Rendac, Sonac, FASA, Ecoson, Rousselot, and CTH brand names. The company was formerly known as Darling International Inc. and changed its name to Darling Ingredients Inc. in May 2014. Darling Ingredients Inc. was founded in 1882 and is headquartered in Irving, Texas.",14600,"{'maxAge': 1, 'name': 'Mr. Jeroen  Colpaert', 'age': 46, 'title': 'Exec. VP of Rousselot', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,1,1693526400,1672444800,86400,2,59.44,59.03,57.07,59.36,59.44,59.03,57.07,59.36,0.0,1.237897,12.360691,9.381968,2122458,2122458,1295204,1774010,1774010,57.0,57.15,1000,800,9127670784,51.77,82.69,1.2920523,64.1132,62.567,0.0,0.0,USD,13842895872,0.11124,157680876,159491008,4086277,3960647,1690761600,1693440000,0.0256,0.012250001,1.00254,3.69,0.0339,27.389,2.089525,1672444800,1703980800,1688169600,0.249,785825024,4.63,6.1,0.25,3:1,879120000,1.96,12.727,NYQ,EQUITY,DAR,DAR,Darling Ingredients Inc.,Darling Ingredients Inc.,779117400,America/New_York,EDT,-14400000,57.23,118.0,65.0,90.53,91.0,1.7,buy,15,111541000,0.699,1087681024,4744428032,0.869,1.851,7064475136,106.603,44.089,0.04127,0.19872,1529595000,-131761504,858403968,0.26,0.065,0.22468,0.15396,0.08879,USD,
9,5601 North MacArthur Boulevard,Irving,TX,75038,United States,972 717 0300,https://www.darlingii.com,Packaged Foods,Consumer Defensive,"Darling Ingredients Inc. develops, produces, and sells natural ingredients from edible and inedible bio-nutrients in North America, Europe, China, South America, and internationally. The company operates through three segments: Feed Ingredients, Food Ingredients, and Fuel Ingredients. It offers ingredients and customized specialty solutions for customers in the pharmaceutical, food, pet food, feed, industrial, fuel, bioenergy, and fertilizer industries. The company also collects and transforms various animal by-product streams into useable and specialty ingredients, such as collagen, edible fats, feed-grade fats, animal proteins and meals, plasma, pet food ingredients, organic fertilizers, yellow grease, fuel feedstock, green energy, natural casings, and hides. In addition, it recovers and converts used cooking oil and animal fats, and residual bakery products into valuable feed and fuel ingredients. Further, the company provides environmental services, including grease trap collection and disposal services to food service establishments. It primarily operates under the Rendac, Sonac, FASA, Ecoson, Rousselot, and CTH brand names. The company was formerly known as Darling International Inc. and changed its name to Darling Ingredients Inc. in May 2014. Darling Ingredients Inc. was founded in 1882 and is headquartered in Irving, Texas.",14600,"{'maxAge': 1, 'name': 'Mr. Matthew  Jansen', 'title': 'Chief Operating Officer of North America', 'exercisedValue': 0, 'unexercisedValue': 0}",1,4,1,1,1,1693526400,1672444800,86400,2,59.44,59.03,57.07,59.36,59.44,59.03,57.07,59.36,0.0,1.237897,12.360691,9.381968,2122458,2122458,1295204,1774010,1774010,57.0,57.15,1000,800,9127670784,51.77,82.69,1.2920523,64.1132,62.567,0.0,0.0,USD,13842895872,0.11124,157680876,159491008,4086277,3960647,1690761600,1693440000,0.0256,0.012250001,1.00254,3.69,0.0339,27.389,2.089525,1672444800,1703980800,1688169600,0.249,785825024,4.63,6.1,0.25,3:1,879120000,1.96,12.727,NYQ,EQUITY,DAR,DAR,Darling Ingredients Inc.,Darling Ingredients Inc.,779117400,America/New_York,EDT,-14400000,57.23,118.0,65.0,90.53,91.0,1.7,buy,15,111541000,0.699,1087681024,4744428032,0.869,1.851,7064475136,106.603,44.089,0.04127,0.19872,1529595000,-131761504,858403968,0.26,0.065,0.22468,0.15396,0.08879,USD,
