,address1,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,grossProfits,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240258/blackrock-muniyield-quality-fund-ii-inc-usd-fund,Asset Management,Financial Services,"BlackRock MuniYield Quality Fund II, Inc. is a closed ended fixed income mutual fund launched by BlackRock, Inc. It is managed by BlackRock Advisors, LLC. The fund invests in fixed income markets. It primarily invests in municipal debt bonds exempt from federal income taxes. BlackRock MuniYield Quality Fund II, Inc. was formed in September 21, 1992 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Charles Choon Sik Park', 'age': 55, 'title': 'Chief Compliance Officer and Anti-Money Laundering Officer', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,9.53,9.57,9.48,9.57,9.53,9.57,9.48,9.57,0.42,0.044099998,1694649600,4.83,0.389349,21221,21221,50846,52890,52890,9.48,9.51,800,3000,214798576,9.26,11.45,11.395933,9.8856,10.1835,0.648,0.0679958,USD,364544960,1.3918899,22586600,41134,6400,1690761600,1693440000,0.0018000001,0.0,0.27359,0.76,0.0018000001,11.928,0.7972837,1659225600,1690761600,1675123200,26235288,-1.76,19.341,NYQ,EQUITY,MQT,MQT,Blackrock MuniYield Quality Fun,"BlackRock MuniYield Quality Fund II, Inc.",717082200,America/New_York,EDT,-14400000,9.51,none,95666,0.004,149390464,0.081,0.094,18848704,55.45,18848704,37708828,1.0,0.0,0.85332,USD,
1,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240258/blackrock-muniyield-quality-fund-ii-inc-usd-fund,Asset Management,Financial Services,"BlackRock MuniYield Quality Fund II, Inc. is a closed ended fixed income mutual fund launched by BlackRock, Inc. It is managed by BlackRock Advisors, LLC. The fund invests in fixed income markets. It primarily invests in municipal debt bonds exempt from federal income taxes. BlackRock MuniYield Quality Fund II, Inc. was formed in September 21, 1992 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Michael  Kalinoski C.F.A., CFA', 'age': 51, 'title': 'Portfolio Mang.', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,9.53,9.57,9.48,9.57,9.53,9.57,9.48,9.57,0.42,0.044099998,1694649600,4.83,0.389349,21221,21221,50846,52890,52890,9.48,9.51,800,3000,214798576,9.26,11.45,11.395933,9.8856,10.1835,0.648,0.0679958,USD,364544960,1.3918899,22586600,41134,6400,1690761600,1693440000,0.0018000001,0.0,0.27359,0.76,0.0018000001,11.928,0.7972837,1659225600,1690761600,1675123200,26235288,-1.76,19.341,NYQ,EQUITY,MQT,MQT,Blackrock MuniYield Quality Fun,"BlackRock MuniYield Quality Fund II, Inc.",717082200,America/New_York,EDT,-14400000,9.51,none,95666,0.004,149390464,0.081,0.094,18848704,55.45,18848704,37708828,1.0,0.0,0.85332,USD,
2,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240258/blackrock-muniyield-quality-fund-ii-inc-usd-fund,Asset Management,Financial Services,"BlackRock MuniYield Quality Fund II, Inc. is a closed ended fixed income mutual fund launched by BlackRock, Inc. It is managed by BlackRock Advisors, LLC. The fund invests in fixed income markets. It primarily invests in municipal debt bonds exempt from federal income taxes. BlackRock MuniYield Quality Fund II, Inc. was formed in September 21, 1992 and is domiciled in United States.","{'maxAge': 1, 'name': 'Mr. Theodore R. Jaeckel Jr., CFA', 'age': 61, 'title': 'Portfolio Mang.', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,9.53,9.57,9.48,9.57,9.53,9.57,9.48,9.57,0.42,0.044099998,1694649600,4.83,0.389349,21221,21221,50846,52890,52890,9.48,9.51,800,3000,214798576,9.26,11.45,11.395933,9.8856,10.1835,0.648,0.0679958,USD,364544960,1.3918899,22586600,41134,6400,1690761600,1693440000,0.0018000001,0.0,0.27359,0.76,0.0018000001,11.928,0.7972837,1659225600,1690761600,1675123200,26235288,-1.76,19.341,NYQ,EQUITY,MQT,MQT,Blackrock MuniYield Quality Fun,"BlackRock MuniYield Quality Fund II, Inc.",717082200,America/New_York,EDT,-14400000,9.51,none,95666,0.004,149390464,0.081,0.094,18848704,55.45,18848704,37708828,1.0,0.0,0.85332,USD,
3,50 Hudson Yards,New York,NY,10001,United States,212 810 5300,212 810 5801,https://www.blackrock.com/investing/products/240258/blackrock-muniyield-quality-fund-ii-inc-usd-fund,Asset Management,Financial Services,"BlackRock MuniYield Quality Fund II, Inc. is a closed ended fixed income mutual fund launched by BlackRock, Inc. It is managed by BlackRock Advisors, LLC. The fund invests in fixed income markets. It primarily invests in municipal debt bonds exempt from federal income taxes. BlackRock MuniYield Quality Fund II, Inc. was formed in September 21, 1992 and is domiciled in United States.","{'maxAge': 1, 'name': ""Mr. Walter C. O'Connor C.F.A., CFA"", 'age': 60, 'title': 'Portfolio Mang.', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,9.53,9.57,9.48,9.57,9.53,9.57,9.48,9.57,0.42,0.044099998,1694649600,4.83,0.389349,21221,21221,50846,52890,52890,9.48,9.51,800,3000,214798576,9.26,11.45,11.395933,9.8856,10.1835,0.648,0.0679958,USD,364544960,1.3918899,22586600,41134,6400,1690761600,1693440000,0.0018000001,0.0,0.27359,0.76,0.0018000001,11.928,0.7972837,1659225600,1690761600,1675123200,26235288,-1.76,19.341,NYQ,EQUITY,MQT,MQT,Blackrock MuniYield Quality Fun,"BlackRock MuniYield Quality Fund II, Inc.",717082200,America/New_York,EDT,-14400000,9.51,none,95666,0.004,149390464,0.081,0.094,18848704,55.45,18848704,37708828,1.0,0.0,0.85332,USD,
