,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Kemalpasa Caddesi No: 262,Pinarbasi,Izmir,35060,Turkey,90 232 436 52 50,90 232 436 56 80,https://www.pinarsu.com.tr,Beverages—Non-Alcoholic,Consumer Defensive,"Pinar Su ve Icecek Sanayi ve Ticaret A.S. produces and sells bottled water, functional beverages, natural mineral water, lemonade, and plain and fruit-flavored sparkling water in Turkey. It also exports its products to Germany, England, Holland, France, Belgium, Kosovo, Kuwait, Qatar, Saudi Arabia, the United Arab Emirates, Singapore, Australia, and the United States. The company was formerly known as Pinar Su Sanayi ve Ticaret A.S. and changed its name to Pinar Su ve Icecek Sanayi ve Ticaret A.S. in April 2019. The company was founded in 1984 and is headquartered in Izmir, Turkey.",393,"{'maxAge': 1, 'name': 'Koral  Kalpaklioglu', 'title': 'Gen. Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,9.93,9.93,9.86,10.92,9.93,9.93,9.86,10.92,1306713600,0.0,0.481715,10859590,10859590,2720874,3059520,3059520,10.33,10.42,0,0,979846400,4.91,11.14,1.3806585,9.6472,8.0178,0.0,0.0,TRY,1276609152,-0.092180006,30620674,94762704,0.66772,0.0173,3.47,2.9798272,1672444800,1703980800,1688083200,-65419392,-0.72,1:1000,1104710400,1.799,20.306,IST,EQUITY,PINSU.IS,PINSU.IS,PINAR SU,Pinar Su ve Icecek Sanayi ve Ticaret A.S.,957940200,Europe/Istanbul,TRT,10800000,10.34,none,19502568,0.206,62868500,316265344,0.259,0.536,709694976,96.17,7.489,0.01994,-0.24609,240565940,16275313,33670108,0.297,0.43212003,0.08858,0.04047,TRY,
1,Kemalpasa Caddesi No: 262,Pinarbasi,Izmir,35060,Turkey,90 232 436 52 50,90 232 436 56 80,https://www.pinarsu.com.tr,Beverages—Non-Alcoholic,Consumer Defensive,"Pinar Su ve Icecek Sanayi ve Ticaret A.S. produces and sells bottled water, functional beverages, natural mineral water, lemonade, and plain and fruit-flavored sparkling water in Turkey. It also exports its products to Germany, England, Holland, France, Belgium, Kosovo, Kuwait, Qatar, Saudi Arabia, the United Arab Emirates, Singapore, Australia, and the United States. The company was formerly known as Pinar Su Sanayi ve Ticaret A.S. and changed its name to Pinar Su ve Icecek Sanayi ve Ticaret A.S. in April 2019. The company was founded in 1984 and is headquartered in Izmir, Turkey.",393,"{'maxAge': 1, 'name': 'Mr. Ufuk  Atik', 'title': 'Director of Financial Affairs & Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,9.93,9.93,9.86,10.92,9.93,9.93,9.86,10.92,1306713600,0.0,0.481715,10859590,10859590,2720874,3059520,3059520,10.33,10.42,0,0,979846400,4.91,11.14,1.3806585,9.6472,8.0178,0.0,0.0,TRY,1276609152,-0.092180006,30620674,94762704,0.66772,0.0173,3.47,2.9798272,1672444800,1703980800,1688083200,-65419392,-0.72,1:1000,1104710400,1.799,20.306,IST,EQUITY,PINSU.IS,PINSU.IS,PINAR SU,Pinar Su ve Icecek Sanayi ve Ticaret A.S.,957940200,Europe/Istanbul,TRT,10800000,10.34,none,19502568,0.206,62868500,316265344,0.259,0.536,709694976,96.17,7.489,0.01994,-0.24609,240565940,16275313,33670108,0.297,0.43212003,0.08858,0.04047,TRY,
2,Kemalpasa Caddesi No: 262,Pinarbasi,Izmir,35060,Turkey,90 232 436 52 50,90 232 436 56 80,https://www.pinarsu.com.tr,Beverages—Non-Alcoholic,Consumer Defensive,"Pinar Su ve Icecek Sanayi ve Ticaret A.S. produces and sells bottled water, functional beverages, natural mineral water, lemonade, and plain and fruit-flavored sparkling water in Turkey. It also exports its products to Germany, England, Holland, France, Belgium, Kosovo, Kuwait, Qatar, Saudi Arabia, the United Arab Emirates, Singapore, Australia, and the United States. The company was formerly known as Pinar Su Sanayi ve Ticaret A.S. and changed its name to Pinar Su ve Icecek Sanayi ve Ticaret A.S. in April 2019. The company was founded in 1984 and is headquartered in Izmir, Turkey.",393,"{'maxAge': 1, 'name': 'Mr. Onur  Öztürk', 'title': 'Head of the Investor Relations Department', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,9.93,9.93,9.86,10.92,9.93,9.93,9.86,10.92,1306713600,0.0,0.481715,10859590,10859590,2720874,3059520,3059520,10.33,10.42,0,0,979846400,4.91,11.14,1.3806585,9.6472,8.0178,0.0,0.0,TRY,1276609152,-0.092180006,30620674,94762704,0.66772,0.0173,3.47,2.9798272,1672444800,1703980800,1688083200,-65419392,-0.72,1:1000,1104710400,1.799,20.306,IST,EQUITY,PINSU.IS,PINSU.IS,PINAR SU,Pinar Su ve Icecek Sanayi ve Ticaret A.S.,957940200,Europe/Istanbul,TRT,10800000,10.34,none,19502568,0.206,62868500,316265344,0.259,0.536,709694976,96.17,7.489,0.01994,-0.24609,240565940,16275313,33670108,0.297,0.43212003,0.08858,0.04047,TRY,
