,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,The Grand Pavilion Commercial Centre,802 West Bay Road Oleander Way P.O. Box 32052,Shanghai,1208,China,86 21 5216 3499,https://yummy-town.com,Packaged Foods,Consumer Defensive,"Yummy Town (Cayman) Holdings Corporation engages in the sale and service of food and beverage chain to sell various leisure tea and beverages, snacks, and light meals. It also franchises various brands. The company operates its business under the Real Brew Tea, Happy Lemon, Tai Quan Trading, THE SPICELAND, RBT TEA CAFE, Tea Opal, Hippo Bobatea, and Alma brands. It operates in Mainland China, Taiwan, Hong Kong, Japan, the Philippines, South Korea, the United States, the United Kingdom, Australia, the Middle East, and other countries. Yummy Town (Cayman) Holdings Corporation was founded in 2009 and is headquartered in Shanghai, China.",278,"{'maxAge': 1, 'name': 'Mr. Po-Chao  Wu', 'age': 60, 'title': 'GM & Chairman', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,23.25,23.75,23.75,23.8,23.25,23.75,23.75,23.8,1617840000,0.0,0.610039,3248,3248,61317,10600,10600,23.55,23.95,0,0,841115776,17.1,31.65,1.0546774,25.208,25.509,0.0,0.0,TWD,764437824,-0.25983,35341000,0.54134,0.02389,5.544,4.292929,1672444800,1703980800,1688083200,-207214000,-5.36,1050:1000,1594684800,0.959,-7.494,TWO,EQUITY,2726.TWO,2726.TWO,YUMMY TOWN,Yummy Town (Cayman) Holdings Corporation,1419382800,Asia/Taipei,CST,28800000,23.8,none,296136000,8.379,-102004000,193258000,1.228,1.524,797510016,87.001,22.566,-0.08354,-0.64408994,324791000,16251625,19060000,0.238,0.49016997,-0.1279,-0.15006,TWD,
1,The Grand Pavilion Commercial Centre,802 West Bay Road Oleander Way P.O. Box 32052,Shanghai,1208,China,86 21 5216 3499,https://yummy-town.com,Packaged Foods,Consumer Defensive,"Yummy Town (Cayman) Holdings Corporation engages in the sale and service of food and beverage chain to sell various leisure tea and beverages, snacks, and light meals. It also franchises various brands. The company operates its business under the Real Brew Tea, Happy Lemon, Tai Quan Trading, THE SPICELAND, RBT TEA CAFE, Tea Opal, Hippo Bobatea, and Alma brands. It operates in Mainland China, Taiwan, Hong Kong, Japan, the Philippines, South Korea, the United States, the United Kingdom, Australia, the Middle East, and other countries. Yummy Town (Cayman) Holdings Corporation was founded in 2009 and is headquartered in Shanghai, China.",278,"{'maxAge': 1, 'name': 'Ms. Miao-Ling  Chang', 'title': 'Pres', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,23.25,23.75,23.75,23.8,23.25,23.75,23.75,23.8,1617840000,0.0,0.610039,3248,3248,61317,10600,10600,23.55,23.95,0,0,841115776,17.1,31.65,1.0546774,25.208,25.509,0.0,0.0,TWD,764437824,-0.25983,35341000,0.54134,0.02389,5.544,4.292929,1672444800,1703980800,1688083200,-207214000,-5.36,1050:1000,1594684800,0.959,-7.494,TWO,EQUITY,2726.TWO,2726.TWO,YUMMY TOWN,Yummy Town (Cayman) Holdings Corporation,1419382800,Asia/Taipei,CST,28800000,23.8,none,296136000,8.379,-102004000,193258000,1.228,1.524,797510016,87.001,22.566,-0.08354,-0.64408994,324791000,16251625,19060000,0.238,0.49016997,-0.1279,-0.15006,TWD,
2,The Grand Pavilion Commercial Centre,802 West Bay Road Oleander Way P.O. Box 32052,Shanghai,1208,China,86 21 5216 3499,https://yummy-town.com,Packaged Foods,Consumer Defensive,"Yummy Town (Cayman) Holdings Corporation engages in the sale and service of food and beverage chain to sell various leisure tea and beverages, snacks, and light meals. It also franchises various brands. The company operates its business under the Real Brew Tea, Happy Lemon, Tai Quan Trading, THE SPICELAND, RBT TEA CAFE, Tea Opal, Hippo Bobatea, and Alma brands. It operates in Mainland China, Taiwan, Hong Kong, Japan, the Philippines, South Korea, the United States, the United Kingdom, Australia, the Middle East, and other countries. Yummy Town (Cayman) Holdings Corporation was founded in 2009 and is headquartered in Shanghai, China.",278,"{'maxAge': 1, 'name': 'Chia-Lin  Chih', 'title': 'Corp. Governance Officer, CFO & Accounting Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,23.25,23.75,23.75,23.8,23.25,23.75,23.75,23.8,1617840000,0.0,0.610039,3248,3248,61317,10600,10600,23.55,23.95,0,0,841115776,17.1,31.65,1.0546774,25.208,25.509,0.0,0.0,TWD,764437824,-0.25983,35341000,0.54134,0.02389,5.544,4.292929,1672444800,1703980800,1688083200,-207214000,-5.36,1050:1000,1594684800,0.959,-7.494,TWO,EQUITY,2726.TWO,2726.TWO,YUMMY TOWN,Yummy Town (Cayman) Holdings Corporation,1419382800,Asia/Taipei,CST,28800000,23.8,none,296136000,8.379,-102004000,193258000,1.228,1.524,797510016,87.001,22.566,-0.08354,-0.64408994,324791000,16251625,19060000,0.238,0.49016997,-0.1279,-0.15006,TWD,
3,The Grand Pavilion Commercial Centre,802 West Bay Road Oleander Way P.O. Box 32052,Shanghai,1208,China,86 21 5216 3499,https://yummy-town.com,Packaged Foods,Consumer Defensive,"Yummy Town (Cayman) Holdings Corporation engages in the sale and service of food and beverage chain to sell various leisure tea and beverages, snacks, and light meals. It also franchises various brands. The company operates its business under the Real Brew Tea, Happy Lemon, Tai Quan Trading, THE SPICELAND, RBT TEA CAFE, Tea Opal, Hippo Bobatea, and Alma brands. It operates in Mainland China, Taiwan, Hong Kong, Japan, the Philippines, South Korea, the United States, the United Kingdom, Australia, the Middle East, and other countries. Yummy Town (Cayman) Holdings Corporation was founded in 2009 and is headquartered in Shanghai, China.",278,"{'maxAge': 1, 'name': 'Mr. Sheng-Chung  Cheng', 'title': 'Chief Investment Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,23.25,23.75,23.75,23.8,23.25,23.75,23.75,23.8,1617840000,0.0,0.610039,3248,3248,61317,10600,10600,23.55,23.95,0,0,841115776,17.1,31.65,1.0546774,25.208,25.509,0.0,0.0,TWD,764437824,-0.25983,35341000,0.54134,0.02389,5.544,4.292929,1672444800,1703980800,1688083200,-207214000,-5.36,1050:1000,1594684800,0.959,-7.494,TWO,EQUITY,2726.TWO,2726.TWO,YUMMY TOWN,Yummy Town (Cayman) Holdings Corporation,1419382800,Asia/Taipei,CST,28800000,23.8,none,296136000,8.379,-102004000,193258000,1.228,1.524,797510016,87.001,22.566,-0.08354,-0.64408994,324791000,16251625,19060000,0.238,0.49016997,-0.1279,-0.15006,TWD,
4,The Grand Pavilion Commercial Centre,802 West Bay Road Oleander Way P.O. Box 32052,Shanghai,1208,China,86 21 5216 3499,https://yummy-town.com,Packaged Foods,Consumer Defensive,"Yummy Town (Cayman) Holdings Corporation engages in the sale and service of food and beverage chain to sell various leisure tea and beverages, snacks, and light meals. It also franchises various brands. The company operates its business under the Real Brew Tea, Happy Lemon, Tai Quan Trading, THE SPICELAND, RBT TEA CAFE, Tea Opal, Hippo Bobatea, and Alma brands. It operates in Mainland China, Taiwan, Hong Kong, Japan, the Philippines, South Korea, the United States, the United Kingdom, Australia, the Middle East, and other countries. Yummy Town (Cayman) Holdings Corporation was founded in 2009 and is headquartered in Shanghai, China.",278,"{'maxAge': 1, 'name': 'Ms. Mei-Hua  Hsu', 'title': 'Sr. Invest Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,23.25,23.75,23.75,23.8,23.25,23.75,23.75,23.8,1617840000,0.0,0.610039,3248,3248,61317,10600,10600,23.55,23.95,0,0,841115776,17.1,31.65,1.0546774,25.208,25.509,0.0,0.0,TWD,764437824,-0.25983,35341000,0.54134,0.02389,5.544,4.292929,1672444800,1703980800,1688083200,-207214000,-5.36,1050:1000,1594684800,0.959,-7.494,TWO,EQUITY,2726.TWO,2726.TWO,YUMMY TOWN,Yummy Town (Cayman) Holdings Corporation,1419382800,Asia/Taipei,CST,28800000,23.8,none,296136000,8.379,-102004000,193258000,1.228,1.524,797510016,87.001,22.566,-0.08354,-0.64408994,324791000,16251625,19060000,0.238,0.49016997,-0.1279,-0.15006,TWD,
5,The Grand Pavilion Commercial Centre,802 West Bay Road Oleander Way P.O. Box 32052,Shanghai,1208,China,86 21 5216 3499,https://yummy-town.com,Packaged Foods,Consumer Defensive,"Yummy Town (Cayman) Holdings Corporation engages in the sale and service of food and beverage chain to sell various leisure tea and beverages, snacks, and light meals. It also franchises various brands. The company operates its business under the Real Brew Tea, Happy Lemon, Tai Quan Trading, THE SPICELAND, RBT TEA CAFE, Tea Opal, Hippo Bobatea, and Alma brands. It operates in Mainland China, Taiwan, Hong Kong, Japan, the Philippines, South Korea, the United States, the United Kingdom, Australia, the Middle East, and other countries. Yummy Town (Cayman) Holdings Corporation was founded in 2009 and is headquartered in Shanghai, China.",278,"{'maxAge': 1, 'name': 'Ms. Wan-Ting  Lin', 'title': 'VP of PR Office', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,23.25,23.75,23.75,23.8,23.25,23.75,23.75,23.8,1617840000,0.0,0.610039,3248,3248,61317,10600,10600,23.55,23.95,0,0,841115776,17.1,31.65,1.0546774,25.208,25.509,0.0,0.0,TWD,764437824,-0.25983,35341000,0.54134,0.02389,5.544,4.292929,1672444800,1703980800,1688083200,-207214000,-5.36,1050:1000,1594684800,0.959,-7.494,TWO,EQUITY,2726.TWO,2726.TWO,YUMMY TOWN,Yummy Town (Cayman) Holdings Corporation,1419382800,Asia/Taipei,CST,28800000,23.8,none,296136000,8.379,-102004000,193258000,1.228,1.524,797510016,87.001,22.566,-0.08354,-0.64408994,324791000,16251625,19060000,0.238,0.49016997,-0.1279,-0.15006,TWD,
6,The Grand Pavilion Commercial Centre,802 West Bay Road Oleander Way P.O. Box 32052,Shanghai,1208,China,86 21 5216 3499,https://yummy-town.com,Packaged Foods,Consumer Defensive,"Yummy Town (Cayman) Holdings Corporation engages in the sale and service of food and beverage chain to sell various leisure tea and beverages, snacks, and light meals. It also franchises various brands. The company operates its business under the Real Brew Tea, Happy Lemon, Tai Quan Trading, THE SPICELAND, RBT TEA CAFE, Tea Opal, Hippo Bobatea, and Alma brands. It operates in Mainland China, Taiwan, Hong Kong, Japan, the Philippines, South Korea, the United States, the United Kingdom, Australia, the Middle East, and other countries. Yummy Town (Cayman) Holdings Corporation was founded in 2009 and is headquartered in Shanghai, China.",278,"{'maxAge': 1, 'name': 'Ms. Yu-Chen  Chen', 'age': 55, 'title': 'Special Assistant to Pres & Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,23.25,23.75,23.75,23.8,23.25,23.75,23.75,23.8,1617840000,0.0,0.610039,3248,3248,61317,10600,10600,23.55,23.95,0,0,841115776,17.1,31.65,1.0546774,25.208,25.509,0.0,0.0,TWD,764437824,-0.25983,35341000,0.54134,0.02389,5.544,4.292929,1672444800,1703980800,1688083200,-207214000,-5.36,1050:1000,1594684800,0.959,-7.494,TWO,EQUITY,2726.TWO,2726.TWO,YUMMY TOWN,Yummy Town (Cayman) Holdings Corporation,1419382800,Asia/Taipei,CST,28800000,23.8,none,296136000,8.379,-102004000,193258000,1.228,1.524,797510016,87.001,22.566,-0.08354,-0.64408994,324791000,16251625,19060000,0.238,0.49016997,-0.1279,-0.15006,TWD,
7,The Grand Pavilion Commercial Centre,802 West Bay Road Oleander Way P.O. Box 32052,Shanghai,1208,China,86 21 5216 3499,https://yummy-town.com,Packaged Foods,Consumer Defensive,"Yummy Town (Cayman) Holdings Corporation engages in the sale and service of food and beverage chain to sell various leisure tea and beverages, snacks, and light meals. It also franchises various brands. The company operates its business under the Real Brew Tea, Happy Lemon, Tai Quan Trading, THE SPICELAND, RBT TEA CAFE, Tea Opal, Hippo Bobatea, and Alma brands. It operates in Mainland China, Taiwan, Hong Kong, Japan, the Philippines, South Korea, the United States, the United Kingdom, Australia, the Middle East, and other countries. Yummy Town (Cayman) Holdings Corporation was founded in 2009 and is headquartered in Shanghai, China.",278,"{'maxAge': 1, 'name': 'Mr. Hsin-Lin  Huang', 'title': 'VP and Chief R&D Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,23.25,23.75,23.75,23.8,23.25,23.75,23.75,23.8,1617840000,0.0,0.610039,3248,3248,61317,10600,10600,23.55,23.95,0,0,841115776,17.1,31.65,1.0546774,25.208,25.509,0.0,0.0,TWD,764437824,-0.25983,35341000,0.54134,0.02389,5.544,4.292929,1672444800,1703980800,1688083200,-207214000,-5.36,1050:1000,1594684800,0.959,-7.494,TWO,EQUITY,2726.TWO,2726.TWO,YUMMY TOWN,Yummy Town (Cayman) Holdings Corporation,1419382800,Asia/Taipei,CST,28800000,23.8,none,296136000,8.379,-102004000,193258000,1.228,1.524,797510016,87.001,22.566,-0.08354,-0.64408994,324791000,16251625,19060000,0.238,0.49016997,-0.1279,-0.15006,TWD,
