,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,fiveYearAvgDividendYield,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Mercuriusplein 11,2132 HA Hoofddorp,Amsterdam,1100 CG,Netherlands,31 20 242 4300,31 10 242 4333,https://www.vastned.com,REIT—Retail,Real Estate,"Vastned is a European publicly listed property company (Euronext Amsterdam: VASTN) focusing on the best property in the popular shopping areas of selected European cities with a historic city centre where shopping, living, working and leisure meet. Vastned's property clusters have a strong tenant mix of international and national retailers, food & beverage entrepreneurs, residential tenants, and office tenants. The property portfolio had a size of approximately EUR 1.4 billion as at 30 June 2023.",25,"{'maxAge': 1, 'name': 'Mr. Reinier  Walta L.L.M., MSRE', 'age': 48, 'title': 'CEO, MD & Member of Exec. Board', 'yearBorn': 1974, 'fiscalYear': 2022, 'totalPay': 603025, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,18.96,19.04,19.04,19.04,18.96,19.04,19.04,19.04,1.83,0.0967,1690848000,7.75,0.80593,10,10,0,0,0,18.84,19.56,331741536,16.8,22.15,4.79236,19.394,20.343,1.83,0.09651899,EUR,1028750592,-0.27667,11406922,17152000,0.30164,0.24503,39.825,0.47809166,1672444800,1703980800,1688083200,-19152000,-1.11,14.861,FRA,EQUITY,VB2.F,VB2.F,VASTNED RETAIL N.V.  EO 5,Vastned Retail N.V.,1371189600,Europe/Berlin,CEST,7200000,19.04,none,1136000,0.066,624696000,0.279,0.28,69223000,82.014,4.036,0.02333,-0.01843,61181000,33779376,40042000,0.074,0.91236997,0.0,0.78389,EUR,
1,Mercuriusplein 11,2132 HA Hoofddorp,Amsterdam,1100 CG,Netherlands,31 20 242 4300,31 10 242 4333,https://www.vastned.com,REIT—Retail,Real Estate,"Vastned is a European publicly listed property company (Euronext Amsterdam: VASTN) focusing on the best property in the popular shopping areas of selected European cities with a historic city centre where shopping, living, working and leisure meet. Vastned's property clusters have a strong tenant mix of international and national retailers, food & beverage entrepreneurs, residential tenants, and office tenants. The property portfolio had a size of approximately EUR 1.4 billion as at 30 June 2023.",25,"{'maxAge': 1, 'name': 'Mr. Maurice  van Dongen R.A.', 'age': 39, 'title': 'Fin. Director', 'yearBorn': 1983, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,18.96,19.04,19.04,19.04,18.96,19.04,19.04,19.04,1.83,0.0967,1690848000,7.75,0.80593,10,10,0,0,0,18.84,19.56,331741536,16.8,22.15,4.79236,19.394,20.343,1.83,0.09651899,EUR,1028750592,-0.27667,11406922,17152000,0.30164,0.24503,39.825,0.47809166,1672444800,1703980800,1688083200,-19152000,-1.11,14.861,FRA,EQUITY,VB2.F,VB2.F,VASTNED RETAIL N.V.  EO 5,Vastned Retail N.V.,1371189600,Europe/Berlin,CEST,7200000,19.04,none,1136000,0.066,624696000,0.279,0.28,69223000,82.014,4.036,0.02333,-0.01843,61181000,33779376,40042000,0.074,0.91236997,0.0,0.78389,EUR,
2,Mercuriusplein 11,2132 HA Hoofddorp,Amsterdam,1100 CG,Netherlands,31 20 242 4300,31 10 242 4333,https://www.vastned.com,REIT—Retail,Real Estate,"Vastned is a European publicly listed property company (Euronext Amsterdam: VASTN) focusing on the best property in the popular shopping areas of selected European cities with a historic city centre where shopping, living, working and leisure meet. Vastned's property clusters have a strong tenant mix of international and national retailers, food & beverage entrepreneurs, residential tenants, and office tenants. The property portfolio had a size of approximately EUR 1.4 billion as at 30 June 2023.",25,"{'maxAge': 1, 'name': 'Ms. Peggy G. Deraedt L.L.M.', 'age': 52, 'title': 'Director of Legal', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,18.96,19.04,19.04,19.04,18.96,19.04,19.04,19.04,1.83,0.0967,1690848000,7.75,0.80593,10,10,0,0,0,18.84,19.56,331741536,16.8,22.15,4.79236,19.394,20.343,1.83,0.09651899,EUR,1028750592,-0.27667,11406922,17152000,0.30164,0.24503,39.825,0.47809166,1672444800,1703980800,1688083200,-19152000,-1.11,14.861,FRA,EQUITY,VB2.F,VB2.F,VASTNED RETAIL N.V.  EO 5,Vastned Retail N.V.,1371189600,Europe/Berlin,CEST,7200000,19.04,none,1136000,0.066,624696000,0.279,0.28,69223000,82.014,4.036,0.02333,-0.01843,61181000,33779376,40042000,0.074,0.91236997,0.0,0.78389,EUR,
3,Mercuriusplein 11,2132 HA Hoofddorp,Amsterdam,1100 CG,Netherlands,31 20 242 4300,31 10 242 4333,https://www.vastned.com,REIT—Retail,Real Estate,"Vastned is a European publicly listed property company (Euronext Amsterdam: VASTN) focusing on the best property in the popular shopping areas of selected European cities with a historic city centre where shopping, living, working and leisure meet. Vastned's property clusters have a strong tenant mix of international and national retailers, food & beverage entrepreneurs, residential tenants, and office tenants. The property portfolio had a size of approximately EUR 1.4 billion as at 30 June 2023.",25,"{'maxAge': 1, 'name': 'Mr. Thierry  Fourez', 'age': 56, 'title': 'Country Mang. of France & Head of Asset Management', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,18.96,19.04,19.04,19.04,18.96,19.04,19.04,19.04,1.83,0.0967,1690848000,7.75,0.80593,10,10,0,0,0,18.84,19.56,331741536,16.8,22.15,4.79236,19.394,20.343,1.83,0.09651899,EUR,1028750592,-0.27667,11406922,17152000,0.30164,0.24503,39.825,0.47809166,1672444800,1703980800,1688083200,-19152000,-1.11,14.861,FRA,EQUITY,VB2.F,VB2.F,VASTNED RETAIL N.V.  EO 5,Vastned Retail N.V.,1371189600,Europe/Berlin,CEST,7200000,19.04,none,1136000,0.066,624696000,0.279,0.28,69223000,82.014,4.036,0.02333,-0.01843,61181000,33779376,40042000,0.074,0.91236997,0.0,0.78389,EUR,
4,Mercuriusplein 11,2132 HA Hoofddorp,Amsterdam,1100 CG,Netherlands,31 20 242 4300,31 10 242 4333,https://www.vastned.com,REIT—Retail,Real Estate,"Vastned is a European publicly listed property company (Euronext Amsterdam: VASTN) focusing on the best property in the popular shopping areas of selected European cities with a historic city centre where shopping, living, working and leisure meet. Vastned's property clusters have a strong tenant mix of international and national retailers, food & beverage entrepreneurs, residential tenants, and office tenants. The property portfolio had a size of approximately EUR 1.4 billion as at 30 June 2023.",25,"{'maxAge': 1, 'name': 'Mr. Raymond  Kramer', 'age': 35, 'title': 'Company Sec.', 'yearBorn': 1987, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,18.96,19.04,19.04,19.04,18.96,19.04,19.04,19.04,1.83,0.0967,1690848000,7.75,0.80593,10,10,0,0,0,18.84,19.56,331741536,16.8,22.15,4.79236,19.394,20.343,1.83,0.09651899,EUR,1028750592,-0.27667,11406922,17152000,0.30164,0.24503,39.825,0.47809166,1672444800,1703980800,1688083200,-19152000,-1.11,14.861,FRA,EQUITY,VB2.F,VB2.F,VASTNED RETAIL N.V.  EO 5,Vastned Retail N.V.,1371189600,Europe/Berlin,CEST,7200000,19.04,none,1136000,0.066,624696000,0.279,0.28,69223000,82.014,4.036,0.02333,-0.01843,61181000,33779376,40042000,0.074,0.91236997,0.0,0.78389,EUR,
5,Mercuriusplein 11,2132 HA Hoofddorp,Amsterdam,1100 CG,Netherlands,31 20 242 4300,31 10 242 4333,https://www.vastned.com,REIT—Retail,Real Estate,"Vastned is a European publicly listed property company (Euronext Amsterdam: VASTN) focusing on the best property in the popular shopping areas of selected European cities with a historic city centre where shopping, living, working and leisure meet. Vastned's property clusters have a strong tenant mix of international and national retailers, food & beverage entrepreneurs, residential tenants, and office tenants. The property portfolio had a size of approximately EUR 1.4 billion as at 30 June 2023.",25,"{'maxAge': 1, 'name': 'Mr. Rudi  Taelemans', 'age': 60, 'title': 'Co-Chief Exec. Officer of Vastned Belgium', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,18.96,19.04,19.04,19.04,18.96,19.04,19.04,19.04,1.83,0.0967,1690848000,7.75,0.80593,10,10,0,0,0,18.84,19.56,331741536,16.8,22.15,4.79236,19.394,20.343,1.83,0.09651899,EUR,1028750592,-0.27667,11406922,17152000,0.30164,0.24503,39.825,0.47809166,1672444800,1703980800,1688083200,-19152000,-1.11,14.861,FRA,EQUITY,VB2.F,VB2.F,VASTNED RETAIL N.V.  EO 5,Vastned Retail N.V.,1371189600,Europe/Berlin,CEST,7200000,19.04,none,1136000,0.066,624696000,0.279,0.28,69223000,82.014,4.036,0.02333,-0.01843,61181000,33779376,40042000,0.074,0.91236997,0.0,0.78389,EUR,
