,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,6 - 10 Douro Place,Unit 13,West Perth,WA,6005,Australia,61 8 9264 7000,https://avenira.com,Other Industrial Metals & Mining,Basic Materials,"Avenira Limited, together with its subsidiaries, engages in the exploration and development of mineral deposits in Australia. The company primarily explores for gold and phosphate deposits. Its flagship project is its 100% owned the Wonarah phosphate project that include three granted exploration licences covering 1,452 square kilometers over 7 licences located in the Northern Territory. The company was formerly known as Minemakers Limited and changed its name to Avenira Limited in November 2015. Avenira Limited was incorporated in 2005 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Brett David Clark B.E.', 'age': 59, 'title': 'Exec. Chairman & CEO', 'yearBorn': 1963, 'fiscalYear': 2022, 'totalPay': 238644, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,2.014639,1000,1000,0,0,0,17300100,0.01,0.01,2189.886,0.01,0.01,0.0,0.0,USD,14362361,0.0,1056014568,1730009984,0.19204001,0.0,0.006,1.6666666,1656547200,1688083200,1672444800,-4205718,-0.0,1818.02,-4.979,PNK,EQUITY,MMMKF,MMMKF,AVENIRA LIMITED,Avenira Limited,1535117400,America/New_York,EDT,-14400000,0.01,none,1424384,0.001,-2884374,3332127,1.62,1.62,7900,48.355,0.0,-0.18035999,-0.6067,3155,-2532884,-1843767,2.47,1.0,0.0,-487.5839,AUD,
1,6 - 10 Douro Place,Unit 13,West Perth,WA,6005,Australia,61 8 9264 7000,https://avenira.com,Other Industrial Metals & Mining,Basic Materials,"Avenira Limited, together with its subsidiaries, engages in the exploration and development of mineral deposits in Australia. The company primarily explores for gold and phosphate deposits. Its flagship project is its 100% owned the Wonarah phosphate project that include three granted exploration licences covering 1,452 square kilometers over 7 licences located in the Northern Territory. The company was formerly known as Minemakers Limited and changed its name to Avenira Limited in November 2015. Avenira Limited was incorporated in 2005 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Graeme Ian Smith BEc, FCIS, FCPA, FCSA, MAusIMM, MBA, Mcomlaw', 'age': 61, 'title': 'CFO & Company Sec.', 'yearBorn': 1961, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,2.014639,1000,1000,0,0,0,17300100,0.01,0.01,2189.886,0.01,0.01,0.0,0.0,USD,14362361,0.0,1056014568,1730009984,0.19204001,0.0,0.006,1.6666666,1656547200,1688083200,1672444800,-4205718,-0.0,1818.02,-4.979,PNK,EQUITY,MMMKF,MMMKF,AVENIRA LIMITED,Avenira Limited,1535117400,America/New_York,EDT,-14400000,0.01,none,1424384,0.001,-2884374,3332127,1.62,1.62,7900,48.355,0.0,-0.18035999,-0.6067,3155,-2532884,-1843767,2.47,1.0,0.0,-487.5839,AUD,
2,6 - 10 Douro Place,Unit 13,West Perth,WA,6005,Australia,61 8 9264 7000,https://avenira.com,Other Industrial Metals & Mining,Basic Materials,"Avenira Limited, together with its subsidiaries, engages in the exploration and development of mineral deposits in Australia. The company primarily explores for gold and phosphate deposits. Its flagship project is its 100% owned the Wonarah phosphate project that include three granted exploration licences covering 1,452 square kilometers over 7 licences located in the Northern Territory. The company was formerly known as Minemakers Limited and changed its name to Avenira Limited in November 2015. Avenira Limited was incorporated in 2005 and is based in West Perth, Australia.","{'maxAge': 1, 'name': 'Mr. Stephen  Harrison', 'title': 'Chief Geologist', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,2.014639,1000,1000,0,0,0,17300100,0.01,0.01,2189.886,0.01,0.01,0.0,0.0,USD,14362361,0.0,1056014568,1730009984,0.19204001,0.0,0.006,1.6666666,1656547200,1688083200,1672444800,-4205718,-0.0,1818.02,-4.979,PNK,EQUITY,MMMKF,MMMKF,AVENIRA LIMITED,Avenira Limited,1535117400,America/New_York,EDT,-14400000,0.01,none,1424384,0.001,-2884374,3332127,1.62,1.62,7900,48.355,0.0,-0.18035999,-0.6067,3155,-2532884,-1843767,2.47,1.0,0.0,-487.5839,AUD,
