,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Ruzgarlibahce Mahallesi,Ozalp Cikmazi No: 4,Beykoz,34805,Turkey,90 216 425 20 07,90 216 425 59 57,https://www.torunlargyo.com.tr,REIT—Retail,Real Estate,"Torunlar Gayrimenkul Yatirim Ortakligi Anonim Sirketi (Torunlar REIC or The Company). The company, Toray Insaat Sanayi ve Ticaret A.S. was established in 1996 in Istanbul, Turkey. The company became a part of Torunlar Gayrimenkul Yatirim Ortakligi A.S. It was registered on January 21, 2008. The company is registered with the Capital Markets Board (CMB) and its shares are traded on Borsa Istanbul since October 21, 2010. The company operates in Turkey. As of 30 June 2023, the total number of personnel of the Company is 58 (31 December 2022: 51) and the ultimate parent is Torun Family (Note 13). The company is registered in Turkey with the Istanbul Chamber of Commerce and its head office is located at the following address: Rüzgarlibahçe Mahallesi Özalp Çikmazi No: 4 Beykoz 34805 Istanbul/Turkey.",196,"{'maxAge': 1, 'name': 'Mr. Aziz  Torun', 'age': 72, 'title': 'Chairman, Gen. Mang. & Member of Exec. Board', 'yearBorn': 1950, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.0,26.0,25.5,26.7,26.0,26.0,25.5,26.7,0.2,0.0076,1685318400,0.010299999,1.259308,1.344598,12.157407,4012580,4012580,3561117,3759672,3759672,26.42,26.46,0,0,26260000768,7.7,28.18,7.03356,24.5356,18.14605,0.2,0.0076923077,TRY,28413698048,5.1788,245893852,1000000000,0.84871,0.0070700003,35.01,0.75007147,1672444800,1703980800,1688083200,3.404,19335208960,19.53,2.16,199:100,1514332800,7.61,10.369,IST,EQUITY,TRGYO.IS,TRGYO.IS,TORUNLAR GMYO,Torunlar Gayrimenkul Yatirim Ortakligi A.S.,1287642600,Europe/Istanbul,TRT,10800000,26.26,38.59,38.59,38.59,38.59,2.0,buy,1,2197928960,2.21,2740209920,4500941824,1.215,1.665,3733529088,12.929,3.734,0.05501,0.77889997,2508121000,572868608,2737138944,3.404,0.536,0.79493,0.73394996,0.72513,TRY,
1,Ruzgarlibahce Mahallesi,Ozalp Cikmazi No: 4,Beykoz,34805,Turkey,90 216 425 20 07,90 216 425 59 57,https://www.torunlargyo.com.tr,REIT—Retail,Real Estate,"Torunlar Gayrimenkul Yatirim Ortakligi Anonim Sirketi (Torunlar REIC or The Company). The company, Toray Insaat Sanayi ve Ticaret A.S. was established in 1996 in Istanbul, Turkey. The company became a part of Torunlar Gayrimenkul Yatirim Ortakligi A.S. It was registered on January 21, 2008. The company is registered with the Capital Markets Board (CMB) and its shares are traded on Borsa Istanbul since October 21, 2010. The company operates in Turkey. As of 30 June 2023, the total number of personnel of the Company is 58 (31 December 2022: 51) and the ultimate parent is Torun Family (Note 13). The company is registered in Turkey with the Istanbul Chamber of Commerce and its head office is located at the following address: Rüzgarlibahçe Mahallesi Özalp Çikmazi No: 4 Beykoz 34805 Istanbul/Turkey.",196,"{'maxAge': 1, 'name': 'Mr. Mehmet  Torun', 'age': 69, 'title': 'Exec. Vice Chairman', 'yearBorn': 1953, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.0,26.0,25.5,26.7,26.0,26.0,25.5,26.7,0.2,0.0076,1685318400,0.010299999,1.259308,1.344598,12.157407,4012580,4012580,3561117,3759672,3759672,26.42,26.46,0,0,26260000768,7.7,28.18,7.03356,24.5356,18.14605,0.2,0.0076923077,TRY,28413698048,5.1788,245893852,1000000000,0.84871,0.0070700003,35.01,0.75007147,1672444800,1703980800,1688083200,3.404,19335208960,19.53,2.16,199:100,1514332800,7.61,10.369,IST,EQUITY,TRGYO.IS,TRGYO.IS,TORUNLAR GMYO,Torunlar Gayrimenkul Yatirim Ortakligi A.S.,1287642600,Europe/Istanbul,TRT,10800000,26.26,38.59,38.59,38.59,38.59,2.0,buy,1,2197928960,2.21,2740209920,4500941824,1.215,1.665,3733529088,12.929,3.734,0.05501,0.77889997,2508121000,572868608,2737138944,3.404,0.536,0.79493,0.73394996,0.72513,TRY,
2,Ruzgarlibahce Mahallesi,Ozalp Cikmazi No: 4,Beykoz,34805,Turkey,90 216 425 20 07,90 216 425 59 57,https://www.torunlargyo.com.tr,REIT—Retail,Real Estate,"Torunlar Gayrimenkul Yatirim Ortakligi Anonim Sirketi (Torunlar REIC or The Company). The company, Toray Insaat Sanayi ve Ticaret A.S. was established in 1996 in Istanbul, Turkey. The company became a part of Torunlar Gayrimenkul Yatirim Ortakligi A.S. It was registered on January 21, 2008. The company is registered with the Capital Markets Board (CMB) and its shares are traded on Borsa Istanbul since October 21, 2010. The company operates in Turkey. As of 30 June 2023, the total number of personnel of the Company is 58 (31 December 2022: 51) and the ultimate parent is Torun Family (Note 13). The company is registered in Turkey with the Istanbul Chamber of Commerce and its head office is located at the following address: Rüzgarlibahçe Mahallesi Özalp Çikmazi No: 4 Beykoz 34805 Istanbul/Turkey.",196,"{'maxAge': 1, 'name': 'Mr. Ismail  Kazanc', 'age': 50, 'title': 'CFO, Deputy GM, Member of Exec. Board & Director', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.0,26.0,25.5,26.7,26.0,26.0,25.5,26.7,0.2,0.0076,1685318400,0.010299999,1.259308,1.344598,12.157407,4012580,4012580,3561117,3759672,3759672,26.42,26.46,0,0,26260000768,7.7,28.18,7.03356,24.5356,18.14605,0.2,0.0076923077,TRY,28413698048,5.1788,245893852,1000000000,0.84871,0.0070700003,35.01,0.75007147,1672444800,1703980800,1688083200,3.404,19335208960,19.53,2.16,199:100,1514332800,7.61,10.369,IST,EQUITY,TRGYO.IS,TRGYO.IS,TORUNLAR GMYO,Torunlar Gayrimenkul Yatirim Ortakligi A.S.,1287642600,Europe/Istanbul,TRT,10800000,26.26,38.59,38.59,38.59,38.59,2.0,buy,1,2197928960,2.21,2740209920,4500941824,1.215,1.665,3733529088,12.929,3.734,0.05501,0.77889997,2508121000,572868608,2737138944,3.404,0.536,0.79493,0.73394996,0.72513,TRY,
3,Ruzgarlibahce Mahallesi,Ozalp Cikmazi No: 4,Beykoz,34805,Turkey,90 216 425 20 07,90 216 425 59 57,https://www.torunlargyo.com.tr,REIT—Retail,Real Estate,"Torunlar Gayrimenkul Yatirim Ortakligi Anonim Sirketi (Torunlar REIC or The Company). The company, Toray Insaat Sanayi ve Ticaret A.S. was established in 1996 in Istanbul, Turkey. The company became a part of Torunlar Gayrimenkul Yatirim Ortakligi A.S. It was registered on January 21, 2008. The company is registered with the Capital Markets Board (CMB) and its shares are traded on Borsa Istanbul since October 21, 2010. The company operates in Turkey. As of 30 June 2023, the total number of personnel of the Company is 58 (31 December 2022: 51) and the ultimate parent is Torun Family (Note 13). The company is registered in Turkey with the Istanbul Chamber of Commerce and its head office is located at the following address: Rüzgarlibahçe Mahallesi Özalp Çikmazi No: 4 Beykoz 34805 Istanbul/Turkey.",196,"{'maxAge': 1, 'name': 'Mr. Ilham Inan Dundar', 'age': 62, 'title': 'COO of Malls, Deputy GM and Asset Management & Member of Exec. Board', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.0,26.0,25.5,26.7,26.0,26.0,25.5,26.7,0.2,0.0076,1685318400,0.010299999,1.259308,1.344598,12.157407,4012580,4012580,3561117,3759672,3759672,26.42,26.46,0,0,26260000768,7.7,28.18,7.03356,24.5356,18.14605,0.2,0.0076923077,TRY,28413698048,5.1788,245893852,1000000000,0.84871,0.0070700003,35.01,0.75007147,1672444800,1703980800,1688083200,3.404,19335208960,19.53,2.16,199:100,1514332800,7.61,10.369,IST,EQUITY,TRGYO.IS,TRGYO.IS,TORUNLAR GMYO,Torunlar Gayrimenkul Yatirim Ortakligi A.S.,1287642600,Europe/Istanbul,TRT,10800000,26.26,38.59,38.59,38.59,38.59,2.0,buy,1,2197928960,2.21,2740209920,4500941824,1.215,1.665,3733529088,12.929,3.734,0.05501,0.77889997,2508121000,572868608,2737138944,3.404,0.536,0.79493,0.73394996,0.72513,TRY,
4,Ruzgarlibahce Mahallesi,Ozalp Cikmazi No: 4,Beykoz,34805,Turkey,90 216 425 20 07,90 216 425 59 57,https://www.torunlargyo.com.tr,REIT—Retail,Real Estate,"Torunlar Gayrimenkul Yatirim Ortakligi Anonim Sirketi (Torunlar REIC or The Company). The company, Toray Insaat Sanayi ve Ticaret A.S. was established in 1996 in Istanbul, Turkey. The company became a part of Torunlar Gayrimenkul Yatirim Ortakligi A.S. It was registered on January 21, 2008. The company is registered with the Capital Markets Board (CMB) and its shares are traded on Borsa Istanbul since October 21, 2010. The company operates in Turkey. As of 30 June 2023, the total number of personnel of the Company is 58 (31 December 2022: 51) and the ultimate parent is Torun Family (Note 13). The company is registered in Turkey with the Istanbul Chamber of Commerce and its head office is located at the following address: Rüzgarlibahçe Mahallesi Özalp Çikmazi No: 4 Beykoz 34805 Istanbul/Turkey.",196,"{'maxAge': 1, 'name': 'Mr. Abdulvahit  Kaplan', 'age': 45, 'title': 'Assistant GM of Purchasing & Procurement and Member of Exec. Board', 'yearBorn': 1977, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.0,26.0,25.5,26.7,26.0,26.0,25.5,26.7,0.2,0.0076,1685318400,0.010299999,1.259308,1.344598,12.157407,4012580,4012580,3561117,3759672,3759672,26.42,26.46,0,0,26260000768,7.7,28.18,7.03356,24.5356,18.14605,0.2,0.0076923077,TRY,28413698048,5.1788,245893852,1000000000,0.84871,0.0070700003,35.01,0.75007147,1672444800,1703980800,1688083200,3.404,19335208960,19.53,2.16,199:100,1514332800,7.61,10.369,IST,EQUITY,TRGYO.IS,TRGYO.IS,TORUNLAR GMYO,Torunlar Gayrimenkul Yatirim Ortakligi A.S.,1287642600,Europe/Istanbul,TRT,10800000,26.26,38.59,38.59,38.59,38.59,2.0,buy,1,2197928960,2.21,2740209920,4500941824,1.215,1.665,3733529088,12.929,3.734,0.05501,0.77889997,2508121000,572868608,2737138944,3.404,0.536,0.79493,0.73394996,0.72513,TRY,
5,Ruzgarlibahce Mahallesi,Ozalp Cikmazi No: 4,Beykoz,34805,Turkey,90 216 425 20 07,90 216 425 59 57,https://www.torunlargyo.com.tr,REIT—Retail,Real Estate,"Torunlar Gayrimenkul Yatirim Ortakligi Anonim Sirketi (Torunlar REIC or The Company). The company, Toray Insaat Sanayi ve Ticaret A.S. was established in 1996 in Istanbul, Turkey. The company became a part of Torunlar Gayrimenkul Yatirim Ortakligi A.S. It was registered on January 21, 2008. The company is registered with the Capital Markets Board (CMB) and its shares are traded on Borsa Istanbul since October 21, 2010. The company operates in Turkey. As of 30 June 2023, the total number of personnel of the Company is 58 (31 December 2022: 51) and the ultimate parent is Torun Family (Note 13). The company is registered in Turkey with the Istanbul Chamber of Commerce and its head office is located at the following address: Rüzgarlibahçe Mahallesi Özalp Çikmazi No: 4 Beykoz 34805 Istanbul/Turkey.",196,"{'maxAge': 1, 'name': 'Mr. Metin  Karakoc', 'age': 65, 'title': 'Assistant GM of Financial & Admin. Affairs and Member of Exec. Board', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.0,26.0,25.5,26.7,26.0,26.0,25.5,26.7,0.2,0.0076,1685318400,0.010299999,1.259308,1.344598,12.157407,4012580,4012580,3561117,3759672,3759672,26.42,26.46,0,0,26260000768,7.7,28.18,7.03356,24.5356,18.14605,0.2,0.0076923077,TRY,28413698048,5.1788,245893852,1000000000,0.84871,0.0070700003,35.01,0.75007147,1672444800,1703980800,1688083200,3.404,19335208960,19.53,2.16,199:100,1514332800,7.61,10.369,IST,EQUITY,TRGYO.IS,TRGYO.IS,TORUNLAR GMYO,Torunlar Gayrimenkul Yatirim Ortakligi A.S.,1287642600,Europe/Istanbul,TRT,10800000,26.26,38.59,38.59,38.59,38.59,2.0,buy,1,2197928960,2.21,2740209920,4500941824,1.215,1.665,3733529088,12.929,3.734,0.05501,0.77889997,2508121000,572868608,2737138944,3.404,0.536,0.79493,0.73394996,0.72513,TRY,
6,Ruzgarlibahce Mahallesi,Ozalp Cikmazi No: 4,Beykoz,34805,Turkey,90 216 425 20 07,90 216 425 59 57,https://www.torunlargyo.com.tr,REIT—Retail,Real Estate,"Torunlar Gayrimenkul Yatirim Ortakligi Anonim Sirketi (Torunlar REIC or The Company). The company, Toray Insaat Sanayi ve Ticaret A.S. was established in 1996 in Istanbul, Turkey. The company became a part of Torunlar Gayrimenkul Yatirim Ortakligi A.S. It was registered on January 21, 2008. The company is registered with the Capital Markets Board (CMB) and its shares are traded on Borsa Istanbul since October 21, 2010. The company operates in Turkey. As of 30 June 2023, the total number of personnel of the Company is 58 (31 December 2022: 51) and the ultimate parent is Torun Family (Note 13). The company is registered in Turkey with the Istanbul Chamber of Commerce and its head office is located at the following address: Rüzgarlibahçe Mahallesi Özalp Çikmazi No: 4 Beykoz 34805 Istanbul/Turkey.",196,"{'maxAge': 1, 'name': 'Mr. Osman  Atas', 'age': 47, 'title': 'Assistant GM of Construction & Project Devel. and Member of Exec. Board', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.0,26.0,25.5,26.7,26.0,26.0,25.5,26.7,0.2,0.0076,1685318400,0.010299999,1.259308,1.344598,12.157407,4012580,4012580,3561117,3759672,3759672,26.42,26.46,0,0,26260000768,7.7,28.18,7.03356,24.5356,18.14605,0.2,0.0076923077,TRY,28413698048,5.1788,245893852,1000000000,0.84871,0.0070700003,35.01,0.75007147,1672444800,1703980800,1688083200,3.404,19335208960,19.53,2.16,199:100,1514332800,7.61,10.369,IST,EQUITY,TRGYO.IS,TRGYO.IS,TORUNLAR GMYO,Torunlar Gayrimenkul Yatirim Ortakligi A.S.,1287642600,Europe/Istanbul,TRT,10800000,26.26,38.59,38.59,38.59,38.59,2.0,buy,1,2197928960,2.21,2740209920,4500941824,1.215,1.665,3733529088,12.929,3.734,0.05501,0.77889997,2508121000,572868608,2737138944,3.404,0.536,0.79493,0.73394996,0.72513,TRY,
7,Ruzgarlibahce Mahallesi,Ozalp Cikmazi No: 4,Beykoz,34805,Turkey,90 216 425 20 07,90 216 425 59 57,https://www.torunlargyo.com.tr,REIT—Retail,Real Estate,"Torunlar Gayrimenkul Yatirim Ortakligi Anonim Sirketi (Torunlar REIC or The Company). The company, Toray Insaat Sanayi ve Ticaret A.S. was established in 1996 in Istanbul, Turkey. The company became a part of Torunlar Gayrimenkul Yatirim Ortakligi A.S. It was registered on January 21, 2008. The company is registered with the Capital Markets Board (CMB) and its shares are traded on Borsa Istanbul since October 21, 2010. The company operates in Turkey. As of 30 June 2023, the total number of personnel of the Company is 58 (31 December 2022: 51) and the ultimate parent is Torun Family (Note 13). The company is registered in Turkey with the Istanbul Chamber of Commerce and its head office is located at the following address: Rüzgarlibahçe Mahallesi Özalp Çikmazi No: 4 Beykoz 34805 Istanbul/Turkey.",196,"{'maxAge': 1, 'name': 'Zeynep  Torun', 'title': 'Corp. Communication & Marketing Exec. Board Member', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.0,26.0,25.5,26.7,26.0,26.0,25.5,26.7,0.2,0.0076,1685318400,0.010299999,1.259308,1.344598,12.157407,4012580,4012580,3561117,3759672,3759672,26.42,26.46,0,0,26260000768,7.7,28.18,7.03356,24.5356,18.14605,0.2,0.0076923077,TRY,28413698048,5.1788,245893852,1000000000,0.84871,0.0070700003,35.01,0.75007147,1672444800,1703980800,1688083200,3.404,19335208960,19.53,2.16,199:100,1514332800,7.61,10.369,IST,EQUITY,TRGYO.IS,TRGYO.IS,TORUNLAR GMYO,Torunlar Gayrimenkul Yatirim Ortakligi A.S.,1287642600,Europe/Istanbul,TRT,10800000,26.26,38.59,38.59,38.59,38.59,2.0,buy,1,2197928960,2.21,2740209920,4500941824,1.215,1.665,3733529088,12.929,3.734,0.05501,0.77889997,2508121000,572868608,2737138944,3.404,0.536,0.79493,0.73394996,0.72513,TRY,
8,Ruzgarlibahce Mahallesi,Ozalp Cikmazi No: 4,Beykoz,34805,Turkey,90 216 425 20 07,90 216 425 59 57,https://www.torunlargyo.com.tr,REIT—Retail,Real Estate,"Torunlar Gayrimenkul Yatirim Ortakligi Anonim Sirketi (Torunlar REIC or The Company). The company, Toray Insaat Sanayi ve Ticaret A.S. was established in 1996 in Istanbul, Turkey. The company became a part of Torunlar Gayrimenkul Yatirim Ortakligi A.S. It was registered on January 21, 2008. The company is registered with the Capital Markets Board (CMB) and its shares are traded on Borsa Istanbul since October 21, 2010. The company operates in Turkey. As of 30 June 2023, the total number of personnel of the Company is 58 (31 December 2022: 51) and the ultimate parent is Torun Family (Note 13). The company is registered in Turkey with the Istanbul Chamber of Commerce and its head office is located at the following address: Rüzgarlibahçe Mahallesi Özalp Çikmazi No: 4 Beykoz 34805 Istanbul/Turkey.",196,"{'maxAge': 1, 'name': 'Habibe Didem Hömek', 'title': 'Corp. Governance Practices Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.0,26.0,25.5,26.7,26.0,26.0,25.5,26.7,0.2,0.0076,1685318400,0.010299999,1.259308,1.344598,12.157407,4012580,4012580,3561117,3759672,3759672,26.42,26.46,0,0,26260000768,7.7,28.18,7.03356,24.5356,18.14605,0.2,0.0076923077,TRY,28413698048,5.1788,245893852,1000000000,0.84871,0.0070700003,35.01,0.75007147,1672444800,1703980800,1688083200,3.404,19335208960,19.53,2.16,199:100,1514332800,7.61,10.369,IST,EQUITY,TRGYO.IS,TRGYO.IS,TORUNLAR GMYO,Torunlar Gayrimenkul Yatirim Ortakligi A.S.,1287642600,Europe/Istanbul,TRT,10800000,26.26,38.59,38.59,38.59,38.59,2.0,buy,1,2197928960,2.21,2740209920,4500941824,1.215,1.665,3733529088,12.929,3.734,0.05501,0.77889997,2508121000,572868608,2737138944,3.404,0.536,0.79493,0.73394996,0.72513,TRY,
9,Ruzgarlibahce Mahallesi,Ozalp Cikmazi No: 4,Beykoz,34805,Turkey,90 216 425 20 07,90 216 425 59 57,https://www.torunlargyo.com.tr,REIT—Retail,Real Estate,"Torunlar Gayrimenkul Yatirim Ortakligi Anonim Sirketi (Torunlar REIC or The Company). The company, Toray Insaat Sanayi ve Ticaret A.S. was established in 1996 in Istanbul, Turkey. The company became a part of Torunlar Gayrimenkul Yatirim Ortakligi A.S. It was registered on January 21, 2008. The company is registered with the Capital Markets Board (CMB) and its shares are traded on Borsa Istanbul since October 21, 2010. The company operates in Turkey. As of 30 June 2023, the total number of personnel of the Company is 58 (31 December 2022: 51) and the ultimate parent is Torun Family (Note 13). The company is registered in Turkey with the Istanbul Chamber of Commerce and its head office is located at the following address: Rüzgarlibahçe Mahallesi Özalp Çikmazi No: 4 Beykoz 34805 Istanbul/Turkey.",196,"{'maxAge': 1, 'name': 'Pelin  Örsel', 'title': 'Investor Relations Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,26.0,26.0,25.5,26.7,26.0,26.0,25.5,26.7,0.2,0.0076,1685318400,0.010299999,1.259308,1.344598,12.157407,4012580,4012580,3561117,3759672,3759672,26.42,26.46,0,0,26260000768,7.7,28.18,7.03356,24.5356,18.14605,0.2,0.0076923077,TRY,28413698048,5.1788,245893852,1000000000,0.84871,0.0070700003,35.01,0.75007147,1672444800,1703980800,1688083200,3.404,19335208960,19.53,2.16,199:100,1514332800,7.61,10.369,IST,EQUITY,TRGYO.IS,TRGYO.IS,TORUNLAR GMYO,Torunlar Gayrimenkul Yatirim Ortakligi A.S.,1287642600,Europe/Istanbul,TRT,10800000,26.26,38.59,38.59,38.59,38.59,2.0,buy,1,2197928960,2.21,2740209920,4500941824,1.215,1.665,3733529088,12.929,3.734,0.05501,0.77889997,2508121000,572868608,2737138944,3.404,0.536,0.79493,0.73394996,0.72513,TRY,
