,address1,city,state,zip,country,phone,fax,website,industry,industryDisp,sector,sectorDisp,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,27-01 Queens Plaza North,Long Island City,NY,11101,United States,718 286 7900,718 709 3631,https://www.jetblue.com,Airlines,Airlines,Industrials,Industrials,"JetBlue Airways Corporation provides air passenger transportation services. As of December 31, 2022, the company operated a fleet of 63 Airbus A321 aircraft, 14 Airbus A220 aircraft, 23 Airbus A321neo aircraft, 130 Airbus A320 aircraft, and 60 Embraer E190 aircraft. It also served 100 destinations in the 32 states in the United States, the District of Columbia, the Commonwealth of Puerto Rico, the U.S. Virgin Islands, and 24 countries in the Caribbean and Latin America. JetBlue Airways Corporation has a strategic partnership with American Airlines Group Inc. to create connectivity for travelers in the Northeast. The company was incorporated in 1998 and is based in Long Island City, New York.",20729,"{'maxAge': 1, 'name': 'Mr. Robin N. Hayes', 'age': 55, 'title': 'CEO & Director', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 2157279, 'exercisedValue': 0, 'unexercisedValue': 0}",6,1,2,1,1,1693526400,1672444800,86400,4,5.13,5.08,4.96,5.18,5.13,5.08,4.96,5.18,0.0,1.676002,49.699997,12.121951,78272716,78272716,17557161,25319050,25319050,4.98,4.98,1000,45100,1656252288,4.88,9.45,0.16706195,6.8388,7.36285,0.0,0.0,USD,4490574336,0.0027200002,332163925,333249984,28487208,29251501,1690761600,1693440000,0.0855,0.00324,0.74056,1.75,0.0857,333249984,10.665,0.4660103,1672444800,1703980800,1688083200,27000000,0.1,0.41,-0.13,3:2,1135641600,0.453,4.818,-0.39093137,0.14113986,NMS,EQUITY,JBLU,JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation,1018618200,America/New_York,EDT,c4d14e83-0e78-3a45-8cbf-ea115e3b4adb,finmb_106437,-14400000,4.97,9.0,4.5,6.5,7.0,3.2,hold,9,1667000064,5.002,932000000,4448000000,0.508,0.573,9914000384,125.155,30.258,0.01758,0.0077100005,2057000000,-350249984,743000000,0.067,0.27345,0.09401,0.03833,USD,
1,27-01 Queens Plaza North,Long Island City,NY,11101,United States,718 286 7900,718 709 3631,https://www.jetblue.com,Airlines,Airlines,Industrials,Industrials,"JetBlue Airways Corporation provides air passenger transportation services. As of December 31, 2022, the company operated a fleet of 63 Airbus A321 aircraft, 14 Airbus A220 aircraft, 23 Airbus A321neo aircraft, 130 Airbus A320 aircraft, and 60 Embraer E190 aircraft. It also served 100 destinations in the 32 states in the United States, the District of Columbia, the Commonwealth of Puerto Rico, the U.S. Virgin Islands, and 24 countries in the Caribbean and Latin America. JetBlue Airways Corporation has a strategic partnership with American Airlines Group Inc. to create connectivity for travelers in the Northeast. The company was incorporated in 1998 and is based in Long Island City, New York.",20729,"{'maxAge': 1, 'name': 'Ms. Joanna L. Geraghty', 'age': 49, 'title': 'Pres & COO', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 1618176, 'exercisedValue': 0, 'unexercisedValue': 0}",6,1,2,1,1,1693526400,1672444800,86400,4,5.13,5.08,4.96,5.18,5.13,5.08,4.96,5.18,0.0,1.676002,49.699997,12.121951,78272716,78272716,17557161,25319050,25319050,4.98,4.98,1000,45100,1656252288,4.88,9.45,0.16706195,6.8388,7.36285,0.0,0.0,USD,4490574336,0.0027200002,332163925,333249984,28487208,29251501,1690761600,1693440000,0.0855,0.00324,0.74056,1.75,0.0857,333249984,10.665,0.4660103,1672444800,1703980800,1688083200,27000000,0.1,0.41,-0.13,3:2,1135641600,0.453,4.818,-0.39093137,0.14113986,NMS,EQUITY,JBLU,JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation,1018618200,America/New_York,EDT,c4d14e83-0e78-3a45-8cbf-ea115e3b4adb,finmb_106437,-14400000,4.97,9.0,4.5,6.5,7.0,3.2,hold,9,1667000064,5.002,932000000,4448000000,0.508,0.573,9914000384,125.155,30.258,0.01758,0.0077100005,2057000000,-350249984,743000000,0.067,0.27345,0.09401,0.03833,USD,
2,27-01 Queens Plaza North,Long Island City,NY,11101,United States,718 286 7900,718 709 3631,https://www.jetblue.com,Airlines,Airlines,Industrials,Industrials,"JetBlue Airways Corporation provides air passenger transportation services. As of December 31, 2022, the company operated a fleet of 63 Airbus A321 aircraft, 14 Airbus A220 aircraft, 23 Airbus A321neo aircraft, 130 Airbus A320 aircraft, and 60 Embraer E190 aircraft. It also served 100 destinations in the 32 states in the United States, the District of Columbia, the Commonwealth of Puerto Rico, the U.S. Virgin Islands, and 24 countries in the Caribbean and Latin America. JetBlue Airways Corporation has a strategic partnership with American Airlines Group Inc. to create connectivity for travelers in the Northeast. The company was incorporated in 1998 and is based in Long Island City, New York.",20729,"{'maxAge': 1, 'name': 'Ms. Ursula L. Hurley', 'age': 40, 'title': 'Chief Financial Officer', 'yearBorn': 1982, 'fiscalYear': 2022, 'totalPay': 523329, 'exercisedValue': 0, 'unexercisedValue': 0}",6,1,2,1,1,1693526400,1672444800,86400,4,5.13,5.08,4.96,5.18,5.13,5.08,4.96,5.18,0.0,1.676002,49.699997,12.121951,78272716,78272716,17557161,25319050,25319050,4.98,4.98,1000,45100,1656252288,4.88,9.45,0.16706195,6.8388,7.36285,0.0,0.0,USD,4490574336,0.0027200002,332163925,333249984,28487208,29251501,1690761600,1693440000,0.0855,0.00324,0.74056,1.75,0.0857,333249984,10.665,0.4660103,1672444800,1703980800,1688083200,27000000,0.1,0.41,-0.13,3:2,1135641600,0.453,4.818,-0.39093137,0.14113986,NMS,EQUITY,JBLU,JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation,1018618200,America/New_York,EDT,c4d14e83-0e78-3a45-8cbf-ea115e3b4adb,finmb_106437,-14400000,4.97,9.0,4.5,6.5,7.0,3.2,hold,9,1667000064,5.002,932000000,4448000000,0.508,0.573,9914000384,125.155,30.258,0.01758,0.0077100005,2057000000,-350249984,743000000,0.067,0.27345,0.09401,0.03833,USD,
3,27-01 Queens Plaza North,Long Island City,NY,11101,United States,718 286 7900,718 709 3631,https://www.jetblue.com,Airlines,Airlines,Industrials,Industrials,"JetBlue Airways Corporation provides air passenger transportation services. As of December 31, 2022, the company operated a fleet of 63 Airbus A321 aircraft, 14 Airbus A220 aircraft, 23 Airbus A321neo aircraft, 130 Airbus A320 aircraft, and 60 Embraer E190 aircraft. It also served 100 destinations in the 32 states in the United States, the District of Columbia, the Commonwealth of Puerto Rico, the U.S. Virgin Islands, and 24 countries in the Caribbean and Latin America. JetBlue Airways Corporation has a strategic partnership with American Airlines Group Inc. to create connectivity for travelers in the Northeast. The company was incorporated in 1998 and is based in Long Island City, New York.",20729,"{'maxAge': 1, 'name': 'Ms. Carol Ann Clements', 'age': 46, 'title': 'Chief Digital & Technology Officer', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 1124963, 'exercisedValue': 0, 'unexercisedValue': 0}",6,1,2,1,1,1693526400,1672444800,86400,4,5.13,5.08,4.96,5.18,5.13,5.08,4.96,5.18,0.0,1.676002,49.699997,12.121951,78272716,78272716,17557161,25319050,25319050,4.98,4.98,1000,45100,1656252288,4.88,9.45,0.16706195,6.8388,7.36285,0.0,0.0,USD,4490574336,0.0027200002,332163925,333249984,28487208,29251501,1690761600,1693440000,0.0855,0.00324,0.74056,1.75,0.0857,333249984,10.665,0.4660103,1672444800,1703980800,1688083200,27000000,0.1,0.41,-0.13,3:2,1135641600,0.453,4.818,-0.39093137,0.14113986,NMS,EQUITY,JBLU,JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation,1018618200,America/New_York,EDT,c4d14e83-0e78-3a45-8cbf-ea115e3b4adb,finmb_106437,-14400000,4.97,9.0,4.5,6.5,7.0,3.2,hold,9,1667000064,5.002,932000000,4448000000,0.508,0.573,9914000384,125.155,30.258,0.01758,0.0077100005,2057000000,-350249984,743000000,0.067,0.27345,0.09401,0.03833,USD,
4,27-01 Queens Plaza North,Long Island City,NY,11101,United States,718 286 7900,718 709 3631,https://www.jetblue.com,Airlines,Airlines,Industrials,Industrials,"JetBlue Airways Corporation provides air passenger transportation services. As of December 31, 2022, the company operated a fleet of 63 Airbus A321 aircraft, 14 Airbus A220 aircraft, 23 Airbus A321neo aircraft, 130 Airbus A320 aircraft, and 60 Embraer E190 aircraft. It also served 100 destinations in the 32 states in the United States, the District of Columbia, the Commonwealth of Puerto Rico, the U.S. Virgin Islands, and 24 countries in the Caribbean and Latin America. JetBlue Airways Corporation has a strategic partnership with American Airlines Group Inc. to create connectivity for travelers in the Northeast. The company was incorporated in 1998 and is based in Long Island City, New York.",20729,"{'maxAge': 1, 'name': 'Mr. Brandon  Nelson', 'age': 47, 'title': 'Gen. Counsel & Corp. Sec.', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 856780, 'exercisedValue': 0, 'unexercisedValue': 0}",6,1,2,1,1,1693526400,1672444800,86400,4,5.13,5.08,4.96,5.18,5.13,5.08,4.96,5.18,0.0,1.676002,49.699997,12.121951,78272716,78272716,17557161,25319050,25319050,4.98,4.98,1000,45100,1656252288,4.88,9.45,0.16706195,6.8388,7.36285,0.0,0.0,USD,4490574336,0.0027200002,332163925,333249984,28487208,29251501,1690761600,1693440000,0.0855,0.00324,0.74056,1.75,0.0857,333249984,10.665,0.4660103,1672444800,1703980800,1688083200,27000000,0.1,0.41,-0.13,3:2,1135641600,0.453,4.818,-0.39093137,0.14113986,NMS,EQUITY,JBLU,JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation,1018618200,America/New_York,EDT,c4d14e83-0e78-3a45-8cbf-ea115e3b4adb,finmb_106437,-14400000,4.97,9.0,4.5,6.5,7.0,3.2,hold,9,1667000064,5.002,932000000,4448000000,0.508,0.573,9914000384,125.155,30.258,0.01758,0.0077100005,2057000000,-350249984,743000000,0.067,0.27345,0.09401,0.03833,USD,
5,27-01 Queens Plaza North,Long Island City,NY,11101,United States,718 286 7900,718 709 3631,https://www.jetblue.com,Airlines,Airlines,Industrials,Industrials,"JetBlue Airways Corporation provides air passenger transportation services. As of December 31, 2022, the company operated a fleet of 63 Airbus A321 aircraft, 14 Airbus A220 aircraft, 23 Airbus A321neo aircraft, 130 Airbus A320 aircraft, and 60 Embraer E190 aircraft. It also served 100 destinations in the 32 states in the United States, the District of Columbia, the Commonwealth of Puerto Rico, the U.S. Virgin Islands, and 24 countries in the Caribbean and Latin America. JetBlue Airways Corporation has a strategic partnership with American Airlines Group Inc. to create connectivity for travelers in the Northeast. The company was incorporated in 1998 and is based in Long Island City, New York.",20729,"{'maxAge': 1, 'name': 'Mr. Al  Spencer', 'age': 40, 'title': 'Chief Accounting Officer, VP & Controller', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",6,1,2,1,1,1693526400,1672444800,86400,4,5.13,5.08,4.96,5.18,5.13,5.08,4.96,5.18,0.0,1.676002,49.699997,12.121951,78272716,78272716,17557161,25319050,25319050,4.98,4.98,1000,45100,1656252288,4.88,9.45,0.16706195,6.8388,7.36285,0.0,0.0,USD,4490574336,0.0027200002,332163925,333249984,28487208,29251501,1690761600,1693440000,0.0855,0.00324,0.74056,1.75,0.0857,333249984,10.665,0.4660103,1672444800,1703980800,1688083200,27000000,0.1,0.41,-0.13,3:2,1135641600,0.453,4.818,-0.39093137,0.14113986,NMS,EQUITY,JBLU,JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation,1018618200,America/New_York,EDT,c4d14e83-0e78-3a45-8cbf-ea115e3b4adb,finmb_106437,-14400000,4.97,9.0,4.5,6.5,7.0,3.2,hold,9,1667000064,5.002,932000000,4448000000,0.508,0.573,9914000384,125.155,30.258,0.01758,0.0077100005,2057000000,-350249984,743000000,0.067,0.27345,0.09401,0.03833,USD,
6,27-01 Queens Plaza North,Long Island City,NY,11101,United States,718 286 7900,718 709 3631,https://www.jetblue.com,Airlines,Airlines,Industrials,Industrials,"JetBlue Airways Corporation provides air passenger transportation services. As of December 31, 2022, the company operated a fleet of 63 Airbus A321 aircraft, 14 Airbus A220 aircraft, 23 Airbus A321neo aircraft, 130 Airbus A320 aircraft, and 60 Embraer E190 aircraft. It also served 100 destinations in the 32 states in the United States, the District of Columbia, the Commonwealth of Puerto Rico, the U.S. Virgin Islands, and 24 countries in the Caribbean and Latin America. JetBlue Airways Corporation has a strategic partnership with American Airlines Group Inc. to create connectivity for travelers in the Northeast. The company was incorporated in 1998 and is based in Long Island City, New York.",20729,"{'maxAge': 1, 'name': 'Mr. Thomas  Howell', 'title': 'VP of Safety & Regulatory Compliance', 'exercisedValue': 0, 'unexercisedValue': 0}",6,1,2,1,1,1693526400,1672444800,86400,4,5.13,5.08,4.96,5.18,5.13,5.08,4.96,5.18,0.0,1.676002,49.699997,12.121951,78272716,78272716,17557161,25319050,25319050,4.98,4.98,1000,45100,1656252288,4.88,9.45,0.16706195,6.8388,7.36285,0.0,0.0,USD,4490574336,0.0027200002,332163925,333249984,28487208,29251501,1690761600,1693440000,0.0855,0.00324,0.74056,1.75,0.0857,333249984,10.665,0.4660103,1672444800,1703980800,1688083200,27000000,0.1,0.41,-0.13,3:2,1135641600,0.453,4.818,-0.39093137,0.14113986,NMS,EQUITY,JBLU,JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation,1018618200,America/New_York,EDT,c4d14e83-0e78-3a45-8cbf-ea115e3b4adb,finmb_106437,-14400000,4.97,9.0,4.5,6.5,7.0,3.2,hold,9,1667000064,5.002,932000000,4448000000,0.508,0.573,9914000384,125.155,30.258,0.01758,0.0077100005,2057000000,-350249984,743000000,0.067,0.27345,0.09401,0.03833,USD,
7,27-01 Queens Plaza North,Long Island City,NY,11101,United States,718 286 7900,718 709 3631,https://www.jetblue.com,Airlines,Airlines,Industrials,Industrials,"JetBlue Airways Corporation provides air passenger transportation services. As of December 31, 2022, the company operated a fleet of 63 Airbus A321 aircraft, 14 Airbus A220 aircraft, 23 Airbus A321neo aircraft, 130 Airbus A320 aircraft, and 60 Embraer E190 aircraft. It also served 100 destinations in the 32 states in the United States, the District of Columbia, the Commonwealth of Puerto Rico, the U.S. Virgin Islands, and 24 countries in the Caribbean and Latin America. JetBlue Airways Corporation has a strategic partnership with American Airlines Group Inc. to create connectivity for travelers in the Northeast. The company was incorporated in 1998 and is based in Long Island City, New York.",20729,"{'maxAge': 1, 'name': 'Mr. Doug  McGraw', 'title': 'Chief Communications Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,1,2,1,1,1693526400,1672444800,86400,4,5.13,5.08,4.96,5.18,5.13,5.08,4.96,5.18,0.0,1.676002,49.699997,12.121951,78272716,78272716,17557161,25319050,25319050,4.98,4.98,1000,45100,1656252288,4.88,9.45,0.16706195,6.8388,7.36285,0.0,0.0,USD,4490574336,0.0027200002,332163925,333249984,28487208,29251501,1690761600,1693440000,0.0855,0.00324,0.74056,1.75,0.0857,333249984,10.665,0.4660103,1672444800,1703980800,1688083200,27000000,0.1,0.41,-0.13,3:2,1135641600,0.453,4.818,-0.39093137,0.14113986,NMS,EQUITY,JBLU,JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation,1018618200,America/New_York,EDT,c4d14e83-0e78-3a45-8cbf-ea115e3b4adb,finmb_106437,-14400000,4.97,9.0,4.5,6.5,7.0,3.2,hold,9,1667000064,5.002,932000000,4448000000,0.508,0.573,9914000384,125.155,30.258,0.01758,0.0077100005,2057000000,-350249984,743000000,0.067,0.27345,0.09401,0.03833,USD,
8,27-01 Queens Plaza North,Long Island City,NY,11101,United States,718 286 7900,718 709 3631,https://www.jetblue.com,Airlines,Airlines,Industrials,Industrials,"JetBlue Airways Corporation provides air passenger transportation services. As of December 31, 2022, the company operated a fleet of 63 Airbus A321 aircraft, 14 Airbus A220 aircraft, 23 Airbus A321neo aircraft, 130 Airbus A320 aircraft, and 60 Embraer E190 aircraft. It also served 100 destinations in the 32 states in the United States, the District of Columbia, the Commonwealth of Puerto Rico, the U.S. Virgin Islands, and 24 countries in the Caribbean and Latin America. JetBlue Airways Corporation has a strategic partnership with American Airlines Group Inc. to create connectivity for travelers in the Northeast. The company was incorporated in 1998 and is based in Long Island City, New York.",20729,"{'maxAge': 1, 'name': ""Ms. Jayne  O'Brien"", 'title': 'Head of Marketing & Loyalty', 'exercisedValue': 0, 'unexercisedValue': 0}",6,1,2,1,1,1693526400,1672444800,86400,4,5.13,5.08,4.96,5.18,5.13,5.08,4.96,5.18,0.0,1.676002,49.699997,12.121951,78272716,78272716,17557161,25319050,25319050,4.98,4.98,1000,45100,1656252288,4.88,9.45,0.16706195,6.8388,7.36285,0.0,0.0,USD,4490574336,0.0027200002,332163925,333249984,28487208,29251501,1690761600,1693440000,0.0855,0.00324,0.74056,1.75,0.0857,333249984,10.665,0.4660103,1672444800,1703980800,1688083200,27000000,0.1,0.41,-0.13,3:2,1135641600,0.453,4.818,-0.39093137,0.14113986,NMS,EQUITY,JBLU,JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation,1018618200,America/New_York,EDT,c4d14e83-0e78-3a45-8cbf-ea115e3b4adb,finmb_106437,-14400000,4.97,9.0,4.5,6.5,7.0,3.2,hold,9,1667000064,5.002,932000000,4448000000,0.508,0.573,9914000384,125.155,30.258,0.01758,0.0077100005,2057000000,-350249984,743000000,0.067,0.27345,0.09401,0.03833,USD,
9,27-01 Queens Plaza North,Long Island City,NY,11101,United States,718 286 7900,718 709 3631,https://www.jetblue.com,Airlines,Airlines,Industrials,Industrials,"JetBlue Airways Corporation provides air passenger transportation services. As of December 31, 2022, the company operated a fleet of 63 Airbus A321 aircraft, 14 Airbus A220 aircraft, 23 Airbus A321neo aircraft, 130 Airbus A320 aircraft, and 60 Embraer E190 aircraft. It also served 100 destinations in the 32 states in the United States, the District of Columbia, the Commonwealth of Puerto Rico, the U.S. Virgin Islands, and 24 countries in the Caribbean and Latin America. JetBlue Airways Corporation has a strategic partnership with American Airlines Group Inc. to create connectivity for travelers in the Northeast. The company was incorporated in 1998 and is based in Long Island City, New York.",20729,"{'maxAge': 1, 'name': 'Ms. Laurie  Villa', 'title': 'Chief People Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",6,1,2,1,1,1693526400,1672444800,86400,4,5.13,5.08,4.96,5.18,5.13,5.08,4.96,5.18,0.0,1.676002,49.699997,12.121951,78272716,78272716,17557161,25319050,25319050,4.98,4.98,1000,45100,1656252288,4.88,9.45,0.16706195,6.8388,7.36285,0.0,0.0,USD,4490574336,0.0027200002,332163925,333249984,28487208,29251501,1690761600,1693440000,0.0855,0.00324,0.74056,1.75,0.0857,333249984,10.665,0.4660103,1672444800,1703980800,1688083200,27000000,0.1,0.41,-0.13,3:2,1135641600,0.453,4.818,-0.39093137,0.14113986,NMS,EQUITY,JBLU,JBLU,JetBlue Airways Corporation,JetBlue Airways Corporation,1018618200,America/New_York,EDT,c4d14e83-0e78-3a45-8cbf-ea115e3b4adb,finmb_106437,-14400000,4.97,9.0,4.5,6.5,7.0,3.2,hold,9,1667000064,5.002,932000000,4448000000,0.508,0.573,9914000384,125.155,30.258,0.01758,0.0077100005,2057000000,-350249984,743000000,0.067,0.27345,0.09401,0.03833,USD,
