,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Pedregal # 24, Floor 21",Colonia Molino Del Rey,Mexico City,DF,11040,Mexico,52 55 9178 7700,52 55 9178 7727,https://www.fibramacquarie.com,REIT—Industrial,Real Estate,"FIBRA Macquarie México (FIBRA Macquarie) (BMV:FIBRAMQ) is a real estate investment trust (fideicomiso de inversión en bienes raíces), or FIBRA, listed on the Mexican Stock Exchange (Bolsa Mexicana de Valores) targeting industrial, retail and office real estate opportunities in Mexico, with a primary focus on stabilized income-producing properties. FIBRA Macquarie's portfolio consists of 238 industrial properties and 17 retail properties, located in 20 cities across 16 Mexican states as of June 30, 2023. Nine of the retail properties are held through a 50/50 joint venture.",82,"{'maxAge': 1, 'name': 'Mr. Simon  Hanna', 'age': 44, 'title': 'Chief Exec. Officer of Macquarie Asset Management México, S.A. de C.V.', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,31.38,31.59,30.61,31.84,31.38,31.59,30.61,31.84,2.43,0.0792,1695686400,1.5046,7.33,0.63464,15.937824,11.968872,1306454,1306454,958425,867040,867040,30.62,31.04,220000,4864500,23417249792,23.4,33.19,5.5049295,32.0098,30.45715,2.05,0.06532823,MXN,39148335104,0.34699002,724434732,761289024,0.0,0.16596001,43.93,0.70020485,1672444800,1703980800,1688083200,-0.217,1476034048,1.93,2.57,-0.27,9.203,11.726,MEX,EQUITY,FIBRAMQ12.MX,FIBRAMQ12.MX,CIBANCO SA INSTIT DE BANCA MULT,FIBRA Macquarie México,1382358600,America/Mexico_City,CDT,-18000000,30.76,37.0,26.0,29.98,29.3,2.4,buy,14,368536000,0.484,3338553088,15367872512,0.663,0.978,4253869056,45.598,5.588,0.03959,0.04379,328656384,3004883968,-0.217,0.073,0.78625,0.78483003,0.76032996,MXN,
1,"Pedregal # 24, Floor 21",Colonia Molino Del Rey,Mexico City,DF,11040,Mexico,52 55 9178 7700,52 55 9178 7727,https://www.fibramacquarie.com,REIT—Industrial,Real Estate,"FIBRA Macquarie México (FIBRA Macquarie) (BMV:FIBRAMQ) is a real estate investment trust (fideicomiso de inversión en bienes raíces), or FIBRA, listed on the Mexican Stock Exchange (Bolsa Mexicana de Valores) targeting industrial, retail and office real estate opportunities in Mexico, with a primary focus on stabilized income-producing properties. FIBRA Macquarie's portfolio consists of 238 industrial properties and 17 retail properties, located in 20 cities across 16 Mexican states as of June 30, 2023. Nine of the retail properties are held through a 50/50 joint venture.",82,"{'maxAge': 1, 'name': 'Mr. Andrew  McDonald-Hughes', 'age': 36, 'title': 'Chief Financial Officer of Macquarie Asset Management México, S.A. de C.V.', 'yearBorn': 1986, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,31.38,31.59,30.61,31.84,31.38,31.59,30.61,31.84,2.43,0.0792,1695686400,1.5046,7.33,0.63464,15.937824,11.968872,1306454,1306454,958425,867040,867040,30.62,31.04,220000,4864500,23417249792,23.4,33.19,5.5049295,32.0098,30.45715,2.05,0.06532823,MXN,39148335104,0.34699002,724434732,761289024,0.0,0.16596001,43.93,0.70020485,1672444800,1703980800,1688083200,-0.217,1476034048,1.93,2.57,-0.27,9.203,11.726,MEX,EQUITY,FIBRAMQ12.MX,FIBRAMQ12.MX,CIBANCO SA INSTIT DE BANCA MULT,FIBRA Macquarie México,1382358600,America/Mexico_City,CDT,-18000000,30.76,37.0,26.0,29.98,29.3,2.4,buy,14,368536000,0.484,3338553088,15367872512,0.663,0.978,4253869056,45.598,5.588,0.03959,0.04379,328656384,3004883968,-0.217,0.073,0.78625,0.78483003,0.76032996,MXN,
2,"Pedregal # 24, Floor 21",Colonia Molino Del Rey,Mexico City,DF,11040,Mexico,52 55 9178 7700,52 55 9178 7727,https://www.fibramacquarie.com,REIT—Industrial,Real Estate,"FIBRA Macquarie México (FIBRA Macquarie) (BMV:FIBRAMQ) is a real estate investment trust (fideicomiso de inversión en bienes raíces), or FIBRA, listed on the Mexican Stock Exchange (Bolsa Mexicana de Valores) targeting industrial, retail and office real estate opportunities in Mexico, with a primary focus on stabilized income-producing properties. FIBRA Macquarie's portfolio consists of 238 industrial properties and 17 retail properties, located in 20 cities across 16 Mexican states as of June 30, 2023. Nine of the retail properties are held through a 50/50 joint venture.",82,"{'maxAge': 1, 'name': 'Mr. Thomas E. Heather', 'age': 40, 'title': 'Chief Legal Officer, Legal Director & Sec. of Macquarie Asset Management México, S.A. de C.V.', 'yearBorn': 1982, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,31.38,31.59,30.61,31.84,31.38,31.59,30.61,31.84,2.43,0.0792,1695686400,1.5046,7.33,0.63464,15.937824,11.968872,1306454,1306454,958425,867040,867040,30.62,31.04,220000,4864500,23417249792,23.4,33.19,5.5049295,32.0098,30.45715,2.05,0.06532823,MXN,39148335104,0.34699002,724434732,761289024,0.0,0.16596001,43.93,0.70020485,1672444800,1703980800,1688083200,-0.217,1476034048,1.93,2.57,-0.27,9.203,11.726,MEX,EQUITY,FIBRAMQ12.MX,FIBRAMQ12.MX,CIBANCO SA INSTIT DE BANCA MULT,FIBRA Macquarie México,1382358600,America/Mexico_City,CDT,-18000000,30.76,37.0,26.0,29.98,29.3,2.4,buy,14,368536000,0.484,3338553088,15367872512,0.663,0.978,4253869056,45.598,5.588,0.03959,0.04379,328656384,3004883968,-0.217,0.073,0.78625,0.78483003,0.76032996,MXN,
