,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Plot No. 19,Near Film City Sector 16A,Noida,201301,India,91 12 0241 9000,91 12 0248 8310,https://www.oil-india.com,Oil & Gas E&P,Energy,"Oil India Limited engages in the exploration, development, and production of crude oil and natural gas in India and internationally. The company operates through Crude Oil, Natural Gas, Liquefied Petroleum Gas (LPG), Pipeline Transportation, Renewable Energy, and Others segments. It is also involved in the transportation of crude oil and natural gas, and production of LPG, as well as in the pipeline transportation services. The company owns and operates automated crude oil trunk pipeline comprising an area of 1,157 kilometers, and drilling rigs and workover rigs. In addition, it generates energy through wind and solar power projects. Further, the company has participating interests in exploration blocks in Assam, Mizoram, and Andhra Pradesh, as well as in various projects in Libya, Gabon, Nigeria, Venezuela, Mozambique, Bangladesh, and Russia. Oil India Limited was founded in 1889 and is based in Noida, India.",6759,"{'maxAge': 1, 'name': 'Dr. Ranjit  Rath', 'age': 50, 'title': 'Chairman & MD', 'yearBorn': 1972, 'fiscalYear': 2023, 'totalPay': 5361515, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,5,6,1693526400,1703980800,86400,2,278.05,285.0,282.6,294.65,278.05,285.0,282.6,294.65,25.0,0.089899994,1692921600,0.2877,6.64,0.68617,4.1953087,4.5135694,5968220,5968220,1243875,2288872,2288872,0.0,0.0,0,0,308406190080,167.85,296.95,0.9751169,273.466,251.59924,0.0,0.0,INR,491335188480,0.23239,362579713,1084409984,0.66550004,0.23653999,354.824,0.8015241,1680220800,1711843200,1688083200,-0.491,73500303360,67.79,63.01,0.15,3:2,1522108800,1.554,3.676,NSI,EQUITY,OIL.NS,OIL.NS,OIL INDIA LTD,Oil India Limited,1254282300,Asia/Kolkata,IST,19800000,284.4,356.0,210.0,313.53,329.0,1.6,buy,15,38995001344,35.972,133648424960,188317499392,316276113408,44.995,291.671,204805100000,-0.491,-0.463,0.54228,0.42257,0.33875,INR,
1,Plot No. 19,Near Film City Sector 16A,Noida,201301,India,91 12 0241 9000,91 12 0248 8310,https://www.oil-india.com,Oil & Gas E&P,Energy,"Oil India Limited engages in the exploration, development, and production of crude oil and natural gas in India and internationally. The company operates through Crude Oil, Natural Gas, Liquefied Petroleum Gas (LPG), Pipeline Transportation, Renewable Energy, and Others segments. It is also involved in the transportation of crude oil and natural gas, and production of LPG, as well as in the pipeline transportation services. The company owns and operates automated crude oil trunk pipeline comprising an area of 1,157 kilometers, and drilling rigs and workover rigs. In addition, it generates energy through wind and solar power projects. Further, the company has participating interests in exploration blocks in Assam, Mizoram, and Andhra Pradesh, as well as in various projects in Libya, Gabon, Nigeria, Venezuela, Mozambique, Bangladesh, and Russia. Oil India Limited was founded in 1889 and is based in Noida, India.",6759,"{'maxAge': 1, 'name': 'Mr. Harish  Madhav', 'title': 'CFO, Director of Fin. & Director', 'fiscalYear': 2023, 'totalPay': 9929879, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,5,6,1693526400,1703980800,86400,2,278.05,285.0,282.6,294.65,278.05,285.0,282.6,294.65,25.0,0.089899994,1692921600,0.2877,6.64,0.68617,4.1953087,4.5135694,5968220,5968220,1243875,2288872,2288872,0.0,0.0,0,0,308406190080,167.85,296.95,0.9751169,273.466,251.59924,0.0,0.0,INR,491335188480,0.23239,362579713,1084409984,0.66550004,0.23653999,354.824,0.8015241,1680220800,1711843200,1688083200,-0.491,73500303360,67.79,63.01,0.15,3:2,1522108800,1.554,3.676,NSI,EQUITY,OIL.NS,OIL.NS,OIL INDIA LTD,Oil India Limited,1254282300,Asia/Kolkata,IST,19800000,284.4,356.0,210.0,313.53,329.0,1.6,buy,15,38995001344,35.972,133648424960,188317499392,316276113408,44.995,291.671,204805100000,-0.491,-0.463,0.54228,0.42257,0.33875,INR,
2,Plot No. 19,Near Film City Sector 16A,Noida,201301,India,91 12 0241 9000,91 12 0248 8310,https://www.oil-india.com,Oil & Gas E&P,Energy,"Oil India Limited engages in the exploration, development, and production of crude oil and natural gas in India and internationally. The company operates through Crude Oil, Natural Gas, Liquefied Petroleum Gas (LPG), Pipeline Transportation, Renewable Energy, and Others segments. It is also involved in the transportation of crude oil and natural gas, and production of LPG, as well as in the pipeline transportation services. The company owns and operates automated crude oil trunk pipeline comprising an area of 1,157 kilometers, and drilling rigs and workover rigs. In addition, it generates energy through wind and solar power projects. Further, the company has participating interests in exploration blocks in Assam, Mizoram, and Andhra Pradesh, as well as in various projects in Libya, Gabon, Nigeria, Venezuela, Mozambique, Bangladesh, and Russia. Oil India Limited was founded in 1889 and is based in Noida, India.",6759,"{'maxAge': 1, 'name': 'Mr. Pankaj Kumar Goswami', 'age': 58, 'title': 'Director of Operations & Director', 'yearBorn': 1964, 'fiscalYear': 2023, 'totalPay': 8957955, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,5,6,1693526400,1703980800,86400,2,278.05,285.0,282.6,294.65,278.05,285.0,282.6,294.65,25.0,0.089899994,1692921600,0.2877,6.64,0.68617,4.1953087,4.5135694,5968220,5968220,1243875,2288872,2288872,0.0,0.0,0,0,308406190080,167.85,296.95,0.9751169,273.466,251.59924,0.0,0.0,INR,491335188480,0.23239,362579713,1084409984,0.66550004,0.23653999,354.824,0.8015241,1680220800,1711843200,1688083200,-0.491,73500303360,67.79,63.01,0.15,3:2,1522108800,1.554,3.676,NSI,EQUITY,OIL.NS,OIL.NS,OIL INDIA LTD,Oil India Limited,1254282300,Asia/Kolkata,IST,19800000,284.4,356.0,210.0,313.53,329.0,1.6,buy,15,38995001344,35.972,133648424960,188317499392,316276113408,44.995,291.671,204805100000,-0.491,-0.463,0.54228,0.42257,0.33875,INR,
3,Plot No. 19,Near Film City Sector 16A,Noida,201301,India,91 12 0241 9000,91 12 0248 8310,https://www.oil-india.com,Oil & Gas E&P,Energy,"Oil India Limited engages in the exploration, development, and production of crude oil and natural gas in India and internationally. The company operates through Crude Oil, Natural Gas, Liquefied Petroleum Gas (LPG), Pipeline Transportation, Renewable Energy, and Others segments. It is also involved in the transportation of crude oil and natural gas, and production of LPG, as well as in the pipeline transportation services. The company owns and operates automated crude oil trunk pipeline comprising an area of 1,157 kilometers, and drilling rigs and workover rigs. In addition, it generates energy through wind and solar power projects. Further, the company has participating interests in exploration blocks in Assam, Mizoram, and Andhra Pradesh, as well as in various projects in Libya, Gabon, Nigeria, Venezuela, Mozambique, Bangladesh, and Russia. Oil India Limited was founded in 1889 and is based in Noida, India.",6759,"{'maxAge': 1, 'name': 'Mr. Ashok  Das', 'title': 'Director of HR & Director', 'fiscalYear': 2023, 'totalPay': 9049326, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,5,6,1693526400,1703980800,86400,2,278.05,285.0,282.6,294.65,278.05,285.0,282.6,294.65,25.0,0.089899994,1692921600,0.2877,6.64,0.68617,4.1953087,4.5135694,5968220,5968220,1243875,2288872,2288872,0.0,0.0,0,0,308406190080,167.85,296.95,0.9751169,273.466,251.59924,0.0,0.0,INR,491335188480,0.23239,362579713,1084409984,0.66550004,0.23653999,354.824,0.8015241,1680220800,1711843200,1688083200,-0.491,73500303360,67.79,63.01,0.15,3:2,1522108800,1.554,3.676,NSI,EQUITY,OIL.NS,OIL.NS,OIL INDIA LTD,Oil India Limited,1254282300,Asia/Kolkata,IST,19800000,284.4,356.0,210.0,313.53,329.0,1.6,buy,15,38995001344,35.972,133648424960,188317499392,316276113408,44.995,291.671,204805100000,-0.491,-0.463,0.54228,0.42257,0.33875,INR,
4,Plot No. 19,Near Film City Sector 16A,Noida,201301,India,91 12 0241 9000,91 12 0248 8310,https://www.oil-india.com,Oil & Gas E&P,Energy,"Oil India Limited engages in the exploration, development, and production of crude oil and natural gas in India and internationally. The company operates through Crude Oil, Natural Gas, Liquefied Petroleum Gas (LPG), Pipeline Transportation, Renewable Energy, and Others segments. It is also involved in the transportation of crude oil and natural gas, and production of LPG, as well as in the pipeline transportation services. The company owns and operates automated crude oil trunk pipeline comprising an area of 1,157 kilometers, and drilling rigs and workover rigs. In addition, it generates energy through wind and solar power projects. Further, the company has participating interests in exploration blocks in Assam, Mizoram, and Andhra Pradesh, as well as in various projects in Libya, Gabon, Nigeria, Venezuela, Mozambique, Bangladesh, and Russia. Oil India Limited was founded in 1889 and is based in Noida, India.",6759,"{'maxAge': 1, 'name': 'Dr. Manas Kumar Sharma', 'title': 'Director of Exploration & Devel. and Director', 'fiscalYear': 2023, 'totalPay': 9773333, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,5,6,1693526400,1703980800,86400,2,278.05,285.0,282.6,294.65,278.05,285.0,282.6,294.65,25.0,0.089899994,1692921600,0.2877,6.64,0.68617,4.1953087,4.5135694,5968220,5968220,1243875,2288872,2288872,0.0,0.0,0,0,308406190080,167.85,296.95,0.9751169,273.466,251.59924,0.0,0.0,INR,491335188480,0.23239,362579713,1084409984,0.66550004,0.23653999,354.824,0.8015241,1680220800,1711843200,1688083200,-0.491,73500303360,67.79,63.01,0.15,3:2,1522108800,1.554,3.676,NSI,EQUITY,OIL.NS,OIL.NS,OIL INDIA LTD,Oil India Limited,1254282300,Asia/Kolkata,IST,19800000,284.4,356.0,210.0,313.53,329.0,1.6,buy,15,38995001344,35.972,133648424960,188317499392,316276113408,44.995,291.671,204805100000,-0.491,-0.463,0.54228,0.42257,0.33875,INR,
5,Plot No. 19,Near Film City Sector 16A,Noida,201301,India,91 12 0241 9000,91 12 0248 8310,https://www.oil-india.com,Oil & Gas E&P,Energy,"Oil India Limited engages in the exploration, development, and production of crude oil and natural gas in India and internationally. The company operates through Crude Oil, Natural Gas, Liquefied Petroleum Gas (LPG), Pipeline Transportation, Renewable Energy, and Others segments. It is also involved in the transportation of crude oil and natural gas, and production of LPG, as well as in the pipeline transportation services. The company owns and operates automated crude oil trunk pipeline comprising an area of 1,157 kilometers, and drilling rigs and workover rigs. In addition, it generates energy through wind and solar power projects. Further, the company has participating interests in exploration blocks in Assam, Mizoram, and Andhra Pradesh, as well as in various projects in Libya, Gabon, Nigeria, Venezuela, Mozambique, Bangladesh, and Russia. Oil India Limited was founded in 1889 and is based in Noida, India.",6759,"{'maxAge': 1, 'name': 'Mr. Sachidananda  Maharana', 'title': ""Chief Investors' Relations Officer"", 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,5,6,1693526400,1703980800,86400,2,278.05,285.0,282.6,294.65,278.05,285.0,282.6,294.65,25.0,0.089899994,1692921600,0.2877,6.64,0.68617,4.1953087,4.5135694,5968220,5968220,1243875,2288872,2288872,0.0,0.0,0,0,308406190080,167.85,296.95,0.9751169,273.466,251.59924,0.0,0.0,INR,491335188480,0.23239,362579713,1084409984,0.66550004,0.23653999,354.824,0.8015241,1680220800,1711843200,1688083200,-0.491,73500303360,67.79,63.01,0.15,3:2,1522108800,1.554,3.676,NSI,EQUITY,OIL.NS,OIL.NS,OIL INDIA LTD,Oil India Limited,1254282300,Asia/Kolkata,IST,19800000,284.4,356.0,210.0,313.53,329.0,1.6,buy,15,38995001344,35.972,133648424960,188317499392,316276113408,44.995,291.671,204805100000,-0.491,-0.463,0.54228,0.42257,0.33875,INR,
6,Plot No. 19,Near Film City Sector 16A,Noida,201301,India,91 12 0241 9000,91 12 0248 8310,https://www.oil-india.com,Oil & Gas E&P,Energy,"Oil India Limited engages in the exploration, development, and production of crude oil and natural gas in India and internationally. The company operates through Crude Oil, Natural Gas, Liquefied Petroleum Gas (LPG), Pipeline Transportation, Renewable Energy, and Others segments. It is also involved in the transportation of crude oil and natural gas, and production of LPG, as well as in the pipeline transportation services. The company owns and operates automated crude oil trunk pipeline comprising an area of 1,157 kilometers, and drilling rigs and workover rigs. In addition, it generates energy through wind and solar power projects. Further, the company has participating interests in exploration blocks in Assam, Mizoram, and Andhra Pradesh, as well as in various projects in Libya, Gabon, Nigeria, Venezuela, Mozambique, Bangladesh, and Russia. Oil India Limited was founded in 1889 and is based in Noida, India.",6759,"{'maxAge': 1, 'name': 'Mr. Ajaya Kumar Sahoo', 'title': 'GM, Company Sec. & Compliance Officer', 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,5,6,1693526400,1703980800,86400,2,278.05,285.0,282.6,294.65,278.05,285.0,282.6,294.65,25.0,0.089899994,1692921600,0.2877,6.64,0.68617,4.1953087,4.5135694,5968220,5968220,1243875,2288872,2288872,0.0,0.0,0,0,308406190080,167.85,296.95,0.9751169,273.466,251.59924,0.0,0.0,INR,491335188480,0.23239,362579713,1084409984,0.66550004,0.23653999,354.824,0.8015241,1680220800,1711843200,1688083200,-0.491,73500303360,67.79,63.01,0.15,3:2,1522108800,1.554,3.676,NSI,EQUITY,OIL.NS,OIL.NS,OIL INDIA LTD,Oil India Limited,1254282300,Asia/Kolkata,IST,19800000,284.4,356.0,210.0,313.53,329.0,1.6,buy,15,38995001344,35.972,133648424960,188317499392,316276113408,44.995,291.671,204805100000,-0.491,-0.463,0.54228,0.42257,0.33875,INR,
7,Plot No. 19,Near Film City Sector 16A,Noida,201301,India,91 12 0241 9000,91 12 0248 8310,https://www.oil-india.com,Oil & Gas E&P,Energy,"Oil India Limited engages in the exploration, development, and production of crude oil and natural gas in India and internationally. The company operates through Crude Oil, Natural Gas, Liquefied Petroleum Gas (LPG), Pipeline Transportation, Renewable Energy, and Others segments. It is also involved in the transportation of crude oil and natural gas, and production of LPG, as well as in the pipeline transportation services. The company owns and operates automated crude oil trunk pipeline comprising an area of 1,157 kilometers, and drilling rigs and workover rigs. In addition, it generates energy through wind and solar power projects. Further, the company has participating interests in exploration blocks in Assam, Mizoram, and Andhra Pradesh, as well as in various projects in Libya, Gabon, Nigeria, Venezuela, Mozambique, Bangladesh, and Russia. Oil India Limited was founded in 1889 and is based in Noida, India.",6759,"{'maxAge': 1, 'name': 'Mr. Pramod Kumar Saxena', 'age': 70, 'title': 'Chief Engineer of Production', 'yearBorn': 1952, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,5,6,1693526400,1703980800,86400,2,278.05,285.0,282.6,294.65,278.05,285.0,282.6,294.65,25.0,0.089899994,1692921600,0.2877,6.64,0.68617,4.1953087,4.5135694,5968220,5968220,1243875,2288872,2288872,0.0,0.0,0,0,308406190080,167.85,296.95,0.9751169,273.466,251.59924,0.0,0.0,INR,491335188480,0.23239,362579713,1084409984,0.66550004,0.23653999,354.824,0.8015241,1680220800,1711843200,1688083200,-0.491,73500303360,67.79,63.01,0.15,3:2,1522108800,1.554,3.676,NSI,EQUITY,OIL.NS,OIL.NS,OIL INDIA LTD,Oil India Limited,1254282300,Asia/Kolkata,IST,19800000,284.4,356.0,210.0,313.53,329.0,1.6,buy,15,38995001344,35.972,133648424960,188317499392,316276113408,44.995,291.671,204805100000,-0.491,-0.463,0.54228,0.42257,0.33875,INR,
8,Plot No. 19,Near Film City Sector 16A,Noida,201301,India,91 12 0241 9000,91 12 0248 8310,https://www.oil-india.com,Oil & Gas E&P,Energy,"Oil India Limited engages in the exploration, development, and production of crude oil and natural gas in India and internationally. The company operates through Crude Oil, Natural Gas, Liquefied Petroleum Gas (LPG), Pipeline Transportation, Renewable Energy, and Others segments. It is also involved in the transportation of crude oil and natural gas, and production of LPG, as well as in the pipeline transportation services. The company owns and operates automated crude oil trunk pipeline comprising an area of 1,157 kilometers, and drilling rigs and workover rigs. In addition, it generates energy through wind and solar power projects. Further, the company has participating interests in exploration blocks in Assam, Mizoram, and Andhra Pradesh, as well as in various projects in Libya, Gabon, Nigeria, Venezuela, Mozambique, Bangladesh, and Russia. Oil India Limited was founded in 1889 and is based in Noida, India.",6759,"{'maxAge': 1, 'name': 'Mr. Dipak  Barkakati', 'age': 65, 'title': 'Head of Drilling', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,5,6,1693526400,1703980800,86400,2,278.05,285.0,282.6,294.65,278.05,285.0,282.6,294.65,25.0,0.089899994,1692921600,0.2877,6.64,0.68617,4.1953087,4.5135694,5968220,5968220,1243875,2288872,2288872,0.0,0.0,0,0,308406190080,167.85,296.95,0.9751169,273.466,251.59924,0.0,0.0,INR,491335188480,0.23239,362579713,1084409984,0.66550004,0.23653999,354.824,0.8015241,1680220800,1711843200,1688083200,-0.491,73500303360,67.79,63.01,0.15,3:2,1522108800,1.554,3.676,NSI,EQUITY,OIL.NS,OIL.NS,OIL INDIA LTD,Oil India Limited,1254282300,Asia/Kolkata,IST,19800000,284.4,356.0,210.0,313.53,329.0,1.6,buy,15,38995001344,35.972,133648424960,188317499392,316276113408,44.995,291.671,204805100000,-0.491,-0.463,0.54228,0.42257,0.33875,INR,
9,Plot No. 19,Near Film City Sector 16A,Noida,201301,India,91 12 0241 9000,91 12 0248 8310,https://www.oil-india.com,Oil & Gas E&P,Energy,"Oil India Limited engages in the exploration, development, and production of crude oil and natural gas in India and internationally. The company operates through Crude Oil, Natural Gas, Liquefied Petroleum Gas (LPG), Pipeline Transportation, Renewable Energy, and Others segments. It is also involved in the transportation of crude oil and natural gas, and production of LPG, as well as in the pipeline transportation services. The company owns and operates automated crude oil trunk pipeline comprising an area of 1,157 kilometers, and drilling rigs and workover rigs. In addition, it generates energy through wind and solar power projects. Further, the company has participating interests in exploration blocks in Assam, Mizoram, and Andhra Pradesh, as well as in various projects in Libya, Gabon, Nigeria, Venezuela, Mozambique, Bangladesh, and Russia. Oil India Limited was founded in 1889 and is based in Noida, India.",6759,"{'maxAge': 1, 'name': 'Mr. Bibek  Ganguly', 'age': 60, 'title': 'Chief Engineer of Drilling - Duliajan', 'yearBorn': 1962, 'exercisedValue': 0, 'unexercisedValue': 0}",10,7,2,5,6,1693526400,1703980800,86400,2,278.05,285.0,282.6,294.65,278.05,285.0,282.6,294.65,25.0,0.089899994,1692921600,0.2877,6.64,0.68617,4.1953087,4.5135694,5968220,5968220,1243875,2288872,2288872,0.0,0.0,0,0,308406190080,167.85,296.95,0.9751169,273.466,251.59924,0.0,0.0,INR,491335188480,0.23239,362579713,1084409984,0.66550004,0.23653999,354.824,0.8015241,1680220800,1711843200,1688083200,-0.491,73500303360,67.79,63.01,0.15,3:2,1522108800,1.554,3.676,NSI,EQUITY,OIL.NS,OIL.NS,OIL INDIA LTD,Oil India Limited,1254282300,Asia/Kolkata,IST,19800000,284.4,356.0,210.0,313.53,329.0,1.6,buy,15,38995001344,35.972,133648424960,188317499392,316276113408,44.995,291.671,204805100000,-0.491,-0.463,0.54228,0.42257,0.33875,INR,
