,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,715-5th Avenue SW,Suite 1800,Calgary,AB,T2P 2X6,Canada,403-263-3021,403-263-9125,https://maximpowercorp.com,Utilities—Independent Power Producers,Utilities,"Maxim Power Corp., a power producer company, engages in the development, ownership, and operation of power generation facilities in Canada. The company operates Milner power plant, a gas-fired turbine generator located in Grande Cache, Alberta. Maxim Power Corp. was founded in 2010 and is headquartered in Calgary, Canada.",42,"{'maxAge': 1, 'name': 'Mr. M. Bruce Chernoff P.Eng.', 'age': 56, 'title': 'Chairman & CEO', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.82,4.8,4.8,4.9,4.82,4.8,4.8,4.9,0.0,0.770624,8.890908,28.764706,4900,4900,9562,5410,5410,4.8,4.94,0,0,247089248,3.16,5.2,4.3279896,4.8432,4.19475,0.0,0.0,CAD,283166624,0.53474,14277669,50529500,5123,10687,1690761600,1693440000,0.0001,0.71133006,0.02964,0.28,5.604,0.87259096,1672444800,1703980800,1688083200,-0.304,30529000,0.55,0.17,1:10,1145318400,4.96,15.873,TOR,EQUITY,MXG.TO,MXG.TO,MAXIM POWER CORP.,Maxim Power Corp.,838819800,America/Toronto,EDT,-14400000,4.89,none,45884000,0.909,17839000,82109000,6.137,6.414,57091000,29.014,1.137,0.01239,0.11413,61284000,-3824625,43225000,-0.28,0.40605,0.31247,0.13119,CAD,
1,715-5th Avenue SW,Suite 1800,Calgary,AB,T2P 2X6,Canada,403-263-3021,403-263-9125,https://maximpowercorp.com,Utilities—Independent Power Producers,Utilities,"Maxim Power Corp., a power producer company, engages in the development, ownership, and operation of power generation facilities in Canada. The company operates Milner power plant, a gas-fired turbine generator located in Grande Cache, Alberta. Maxim Power Corp. was founded in 2010 and is headquartered in Calgary, Canada.",42,"{'maxAge': 1, 'name': 'Mr. Robert  Emmott', 'title': 'Pres & COO', 'fiscalYear': 2022, 'totalPay': 543077, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.82,4.8,4.8,4.9,4.82,4.8,4.8,4.9,0.0,0.770624,8.890908,28.764706,4900,4900,9562,5410,5410,4.8,4.94,0,0,247089248,3.16,5.2,4.3279896,4.8432,4.19475,0.0,0.0,CAD,283166624,0.53474,14277669,50529500,5123,10687,1690761600,1693440000,0.0001,0.71133006,0.02964,0.28,5.604,0.87259096,1672444800,1703980800,1688083200,-0.304,30529000,0.55,0.17,1:10,1145318400,4.96,15.873,TOR,EQUITY,MXG.TO,MXG.TO,MAXIM POWER CORP.,Maxim Power Corp.,838819800,America/Toronto,EDT,-14400000,4.89,none,45884000,0.909,17839000,82109000,6.137,6.414,57091000,29.014,1.137,0.01239,0.11413,61284000,-3824625,43225000,-0.28,0.40605,0.31247,0.13119,CAD,
2,715-5th Avenue SW,Suite 1800,Calgary,AB,T2P 2X6,Canada,403-263-3021,403-263-9125,https://maximpowercorp.com,Utilities—Independent Power Producers,Utilities,"Maxim Power Corp., a power producer company, engages in the development, ownership, and operation of power generation facilities in Canada. The company operates Milner power plant, a gas-fired turbine generator located in Grande Cache, Alberta. Maxim Power Corp. was founded in 2010 and is headquartered in Calgary, Canada.",42,"{'maxAge': 1, 'name': 'Mr. Kyle  Mitton', 'title': 'VP of Corp. Devel. & CFO', 'fiscalYear': 2022, 'totalPay': 382486, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.82,4.8,4.8,4.9,4.82,4.8,4.8,4.9,0.0,0.770624,8.890908,28.764706,4900,4900,9562,5410,5410,4.8,4.94,0,0,247089248,3.16,5.2,4.3279896,4.8432,4.19475,0.0,0.0,CAD,283166624,0.53474,14277669,50529500,5123,10687,1690761600,1693440000,0.0001,0.71133006,0.02964,0.28,5.604,0.87259096,1672444800,1703980800,1688083200,-0.304,30529000,0.55,0.17,1:10,1145318400,4.96,15.873,TOR,EQUITY,MXG.TO,MXG.TO,MAXIM POWER CORP.,Maxim Power Corp.,838819800,America/Toronto,EDT,-14400000,4.89,none,45884000,0.909,17839000,82109000,6.137,6.414,57091000,29.014,1.137,0.01239,0.11413,61284000,-3824625,43225000,-0.28,0.40605,0.31247,0.13119,CAD,
3,715-5th Avenue SW,Suite 1800,Calgary,AB,T2P 2X6,Canada,403-263-3021,403-263-9125,https://maximpowercorp.com,Utilities—Independent Power Producers,Utilities,"Maxim Power Corp., a power producer company, engages in the development, ownership, and operation of power generation facilities in Canada. The company operates Milner power plant, a gas-fired turbine generator located in Grande Cache, Alberta. Maxim Power Corp. was founded in 2010 and is headquartered in Calgary, Canada.",42,"{'maxAge': 1, 'name': 'Mr. Kevin  Dyck', 'title': 'VP of Fin. & Controller', 'fiscalYear': 2022, 'totalPay': 253735, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.82,4.8,4.8,4.9,4.82,4.8,4.8,4.9,0.0,0.770624,8.890908,28.764706,4900,4900,9562,5410,5410,4.8,4.94,0,0,247089248,3.16,5.2,4.3279896,4.8432,4.19475,0.0,0.0,CAD,283166624,0.53474,14277669,50529500,5123,10687,1690761600,1693440000,0.0001,0.71133006,0.02964,0.28,5.604,0.87259096,1672444800,1703980800,1688083200,-0.304,30529000,0.55,0.17,1:10,1145318400,4.96,15.873,TOR,EQUITY,MXG.TO,MXG.TO,MAXIM POWER CORP.,Maxim Power Corp.,838819800,America/Toronto,EDT,-14400000,4.89,none,45884000,0.909,17839000,82109000,6.137,6.414,57091000,29.014,1.137,0.01239,0.11413,61284000,-3824625,43225000,-0.28,0.40605,0.31247,0.13119,CAD,
4,715-5th Avenue SW,Suite 1800,Calgary,AB,T2P 2X6,Canada,403-263-3021,403-263-9125,https://maximpowercorp.com,Utilities—Independent Power Producers,Utilities,"Maxim Power Corp., a power producer company, engages in the development, ownership, and operation of power generation facilities in Canada. The company operates Milner power plant, a gas-fired turbine generator located in Grande Cache, Alberta. Maxim Power Corp. was founded in 2010 and is headquartered in Calgary, Canada.",42,"{'maxAge': 1, 'name': 'Ms. Kim  Karran', 'title': 'Corp. Sec. & Sr. HR Advisor', 'fiscalYear': 2020, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,4,4.82,4.8,4.8,4.9,4.82,4.8,4.8,4.9,0.0,0.770624,8.890908,28.764706,4900,4900,9562,5410,5410,4.8,4.94,0,0,247089248,3.16,5.2,4.3279896,4.8432,4.19475,0.0,0.0,CAD,283166624,0.53474,14277669,50529500,5123,10687,1690761600,1693440000,0.0001,0.71133006,0.02964,0.28,5.604,0.87259096,1672444800,1703980800,1688083200,-0.304,30529000,0.55,0.17,1:10,1145318400,4.96,15.873,TOR,EQUITY,MXG.TO,MXG.TO,MAXIM POWER CORP.,Maxim Power Corp.,838819800,America/Toronto,EDT,-14400000,4.89,none,45884000,0.909,17839000,82109000,6.137,6.414,57091000,29.014,1.137,0.01239,0.11413,61284000,-3824625,43225000,-0.28,0.40605,0.31247,0.13119,CAD,
