,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,grossProfits,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Ms. Ira  Noviarti', 'age': 50, 'title': 'Pres Director', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.01,0.040700004,1688515200,1.1382,3.12,0.151595,23.263,100,100,4325,10,10,0.0,0.0,0,0,8874834944,0.23263,0.356,0.26028,0.284035,0.0,0.0,USD,8874834944,0.11721,5725552000,38150000640,0.84995,0.0414,0.082,2.836951,1672444800,1703980800,1688083200,-0.039,0.01,5:1,1577923200,PNK,EQUITY,UNLRF,UNLRF,UNILEVER INDONESIA,PT Unilever Indonesia Tbk,1023370200,America/New_York,EDT,-14400000,0.23263,none,0.487,0.677,18.268,0.18482,1.1042299,19064937000000,-0.039,-0.088,0.47037,0.17448,0.0,IDR,
1,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Mr. Vivek  Agarwal', 'title': 'Fin. Director & Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.01,0.040700004,1688515200,1.1382,3.12,0.151595,23.263,100,100,4325,10,10,0.0,0.0,0,0,8874834944,0.23263,0.356,0.26028,0.284035,0.0,0.0,USD,8874834944,0.11721,5725552000,38150000640,0.84995,0.0414,0.082,2.836951,1672444800,1703980800,1688083200,-0.039,0.01,5:1,1577923200,PNK,EQUITY,UNLRF,UNLRF,UNILEVER INDONESIA,PT Unilever Indonesia Tbk,1023370200,America/New_York,EDT,-14400000,0.23263,none,0.487,0.677,18.268,0.18482,1.1042299,19064937000000,-0.039,-0.088,0.47037,0.17448,0.0,IDR,
2,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Mr. Seow Eng Goh', 'age': 58, 'title': 'Chief Operating Officer', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.01,0.040700004,1688515200,1.1382,3.12,0.151595,23.263,100,100,4325,10,10,0.0,0.0,0,0,8874834944,0.23263,0.356,0.26028,0.284035,0.0,0.0,USD,8874834944,0.11721,5725552000,38150000640,0.84995,0.0414,0.082,2.836951,1672444800,1703980800,1688083200,-0.039,0.01,5:1,1577923200,PNK,EQUITY,UNLRF,UNLRF,UNILEVER INDONESIA,PT Unilever Indonesia Tbk,1023370200,America/New_York,EDT,-14400000,0.23263,none,0.487,0.677,18.268,0.18482,1.1042299,19064937000000,-0.039,-0.088,0.47037,0.17448,0.0,IDR,
3,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Padwestiana  Kristanti', 'title': 'Head of Corp. Controller & Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.01,0.040700004,1688515200,1.1382,3.12,0.151595,23.263,100,100,4325,10,10,0.0,0.0,0,0,8874834944,0.23263,0.356,0.26028,0.284035,0.0,0.0,USD,8874834944,0.11721,5725552000,38150000640,0.84995,0.0414,0.082,2.836951,1672444800,1703980800,1688083200,-0.039,0.01,5:1,1577923200,PNK,EQUITY,UNLRF,UNLRF,UNILEVER INDONESIA,PT Unilever Indonesia Tbk,1023370200,America/New_York,EDT,-14400000,0.23263,none,0.487,0.677,18.268,0.18482,1.1042299,19064937000000,-0.039,-0.088,0.47037,0.17448,0.0,IDR,
4,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Mario Abdi Amrillahaffandi', 'title': 'Head of Gen. Counsel & Legal Personal Care', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.01,0.040700004,1688515200,1.1382,3.12,0.151595,23.263,100,100,4325,10,10,0.0,0.0,0,0,8874834944,0.23263,0.356,0.26028,0.284035,0.0,0.0,USD,8874834944,0.11721,5725552000,38150000640,0.84995,0.0414,0.082,2.836951,1672444800,1703980800,1688083200,-0.039,0.01,5:1,1577923200,PNK,EQUITY,UNLRF,UNLRF,UNILEVER INDONESIA,PT Unilever Indonesia Tbk,1023370200,America/New_York,EDT,-14400000,0.23263,none,0.487,0.677,18.268,0.18482,1.1042299,19064937000000,-0.039,-0.088,0.47037,0.17448,0.0,IDR,
5,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Ms. Kristy  Nelwan', 'title': 'Head of Communication Indonesia', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.01,0.040700004,1688515200,1.1382,3.12,0.151595,23.263,100,100,4325,10,10,0.0,0.0,0,0,8874834944,0.23263,0.356,0.26028,0.284035,0.0,0.0,USD,8874834944,0.11721,5725552000,38150000640,0.84995,0.0414,0.082,2.836951,1672444800,1703980800,1688083200,-0.039,0.01,5:1,1577923200,PNK,EQUITY,UNLRF,UNLRF,UNILEVER INDONESIA,PT Unilever Indonesia Tbk,1023370200,America/New_York,EDT,-14400000,0.23263,none,0.487,0.677,18.268,0.18482,1.1042299,19064937000000,-0.039,-0.088,0.47037,0.17448,0.0,IDR,
6,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Mr. Willy  Saelan', 'age': 52, 'title': 'Director of HR & Director', 'yearBorn': 1970, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.01,0.040700004,1688515200,1.1382,3.12,0.151595,23.263,100,100,4325,10,10,0.0,0.0,0,0,8874834944,0.23263,0.356,0.26028,0.284035,0.0,0.0,USD,8874834944,0.11721,5725552000,38150000640,0.84995,0.0414,0.082,2.836951,1672444800,1703980800,1688083200,-0.039,0.01,5:1,1577923200,PNK,EQUITY,UNLRF,UNLRF,UNILEVER INDONESIA,PT Unilever Indonesia Tbk,1023370200,America/New_York,EDT,-14400000,0.23263,none,0.487,0.677,18.268,0.18482,1.1042299,19064937000000,-0.039,-0.088,0.47037,0.17448,0.0,IDR,
7,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Mr. Ainul  Yaqin', 'title': 'Director & Director of Personal Care', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.01,0.040700004,1688515200,1.1382,3.12,0.151595,23.263,100,100,4325,10,10,0.0,0.0,0,0,8874834944,0.23263,0.356,0.26028,0.284035,0.0,0.0,USD,8874834944,0.11721,5725552000,38150000640,0.84995,0.0414,0.082,2.836951,1672444800,1703980800,1688083200,-0.039,0.01,5:1,1577923200,PNK,EQUITY,UNLRF,UNLRF,UNILEVER INDONESIA,PT Unilever Indonesia Tbk,1023370200,America/New_York,EDT,-14400000,0.23263,none,0.487,0.677,18.268,0.18482,1.1042299,19064937000000,-0.039,-0.088,0.47037,0.17448,0.0,IDR,
8,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Ms. Enny Hartati Sampurno', 'age': 53, 'title': 'Director of Customer Operations & Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.01,0.040700004,1688515200,1.1382,3.12,0.151595,23.263,100,100,4325,10,10,0.0,0.0,0,0,8874834944,0.23263,0.356,0.26028,0.284035,0.0,0.0,USD,8874834944,0.11721,5725552000,38150000640,0.84995,0.0414,0.082,2.836951,1672444800,1703980800,1688083200,-0.039,0.01,5:1,1577923200,PNK,EQUITY,UNLRF,UNLRF,UNILEVER INDONESIA,PT Unilever Indonesia Tbk,1023370200,America/New_York,EDT,-14400000,0.23263,none,0.487,0.677,18.268,0.18482,1.1042299,19064937000000,-0.039,-0.088,0.47037,0.17448,0.0,IDR,
9,Grha Unilever,Jl. BSD Boulevard Barat Green Office Park Kavling 3 BSD City,Tangerang,15345,Indonesia,62 21 808 27000,https://www.unilever.co.id,Household & Personal Products,Consumer Defensive,"PT Unilever Indonesia Tbk manufactures, markets, and distributes consumer goods in Indonesia. It offers soaps, detergents, dairy based foods, ice creams, savories, soy sauce, cosmetic products, tea-based beverages, and fruit juices. The company provides its products under the Axe, Bango, Buavita, Cif, Citra, Clear, Clear Men, Close Up, Cornetto, Dove, Feast, Feast, Glow & Lovely, Hellmann's, Jawara, Knorr, Lifebuoy, Lipton, Love Beauty & Planet, Lux, Magnum, Molto, Paddle Pop, Pepsodent, Pond's, Pond's Men, Populaire, Rexona, Rinso, Royco, SariWangi, Seru, Simple, St. Ives, Suave, Sunlight, Sunsilk, Superpell, TRESemmé, The Vegetarian Butcher, Unilever Professional, Vaseline Men, Viennetta, Vixal, Wall's, Wipol, Zwitsalm, and other brands. It also leases office space. PT Unilever Indonesia Tbk was founded in 1933 and is headquartered in Tangerang, Indonesia. PT Unilever Indonesia Tbk operates as a subsidiary of Unilever PLC.",4698,"{'maxAge': 1, 'name': 'Ms. Hernie  Raharja', 'age': 47, 'title': 'Director of Customer Devel. & Director', 'yearBorn': 1975, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,4,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.23263,0.01,0.040700004,1688515200,1.1382,3.12,0.151595,23.263,100,100,4325,10,10,0.0,0.0,0,0,8874834944,0.23263,0.356,0.26028,0.284035,0.0,0.0,USD,8874834944,0.11721,5725552000,38150000640,0.84995,0.0414,0.082,2.836951,1672444800,1703980800,1688083200,-0.039,0.01,5:1,1577923200,PNK,EQUITY,UNLRF,UNLRF,UNILEVER INDONESIA,PT Unilever Indonesia Tbk,1023370200,America/New_York,EDT,-14400000,0.23263,none,0.487,0.677,18.268,0.18482,1.1042299,19064937000000,-0.039,-0.088,0.47037,0.17448,0.0,IDR,
