,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,151 Clarence Street,Level 14,Sydney,NSW,2000,Australia,61 2 9210 7070,61 2 9210 7077,https://www.whsp.com.au,Capital Markets,Financial Services,"Washington H. Soul Pattinson and Company Limited, an investment company, engages in investing various industries and asset classes in Australia. It operates through Strategic Portfolio, Large Caps Portfolio, Emerging Companies Portfolio, Private Equity Portfolio, Structured Yield Portfolio, and Property Portfolio segments. The company focuses on creating capital growth along with steadily increasing dividends through disciplined and long-term investing. It invests in listed equities, private equity and venture capital, property, and structured credit and cash. Washington H. Soul Pattinson and Company Limited was founded in 1872 and is based in Sydney, Australia.",47,"{'maxAge': 1, 'name': 'Mr. Todd James Barlow B.Bus, L.L.B.', 'age': 43, 'title': 'MD, CEO & Exec. Director', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 2757153, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,5,7,1693526400,1672444800,86400,2,33.59,33.77,33.63,35.82,33.59,33.77,33.63,35.82,0.72,0.0201,1681862400,0.2282,2.39,0.454204,11.335443,32.27027,1713811,1713811,334426,427914,427914,35.72,35.91,0,0,12929873920,25.03,35.82,6.508285,32.543,30.6476,0.79,0.023518905,AUD,12199737344,0.56058997,216739544,360968000,0.36285,0.09941,23.62,1.5165113,1659225600,1690761600,1675123200,1073883008,3.16,1.11,4.47,10:1,1025136000,6.141,10.051,ASX,EQUITY,SOL.AX,SOL.AX,SOUL W.H. FPO,Washington H. Soul Pattinson and Company Limited,570668400,Australia/Sydney,AEST,36000000,35.82,30.65,30.65,30.65,30.65,2.0,buy,1,1103377024,3.057,1213803008,361780000,9.096,10.148,1986679040,4.237,6.213,0.06999,0.16426,1772908000,732597120,1161405952,-0.716,0.67692,0.61097,0.57686,AUD,
1,151 Clarence Street,Level 14,Sydney,NSW,2000,Australia,61 2 9210 7070,61 2 9210 7077,https://www.whsp.com.au,Capital Markets,Financial Services,"Washington H. Soul Pattinson and Company Limited, an investment company, engages in investing various industries and asset classes in Australia. It operates through Strategic Portfolio, Large Caps Portfolio, Emerging Companies Portfolio, Private Equity Portfolio, Structured Yield Portfolio, and Property Portfolio segments. The company focuses on creating capital growth along with steadily increasing dividends through disciplined and long-term investing. It invests in listed equities, private equity and venture capital, property, and structured credit and cash. Washington H. Soul Pattinson and Company Limited was founded in 1872 and is based in Sydney, Australia.",47,"{'maxAge': 1, 'name': 'Mr. David Roko Grbin BEc (Hons), CA', 'age': 57, 'title': 'CFO & Company Sec.', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1174265, 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,5,7,1693526400,1672444800,86400,2,33.59,33.77,33.63,35.82,33.59,33.77,33.63,35.82,0.72,0.0201,1681862400,0.2282,2.39,0.454204,11.335443,32.27027,1713811,1713811,334426,427914,427914,35.72,35.91,0,0,12929873920,25.03,35.82,6.508285,32.543,30.6476,0.79,0.023518905,AUD,12199737344,0.56058997,216739544,360968000,0.36285,0.09941,23.62,1.5165113,1659225600,1690761600,1675123200,1073883008,3.16,1.11,4.47,10:1,1025136000,6.141,10.051,ASX,EQUITY,SOL.AX,SOL.AX,SOUL W.H. FPO,Washington H. Soul Pattinson and Company Limited,570668400,Australia/Sydney,AEST,36000000,35.82,30.65,30.65,30.65,30.65,2.0,buy,1,1103377024,3.057,1213803008,361780000,9.096,10.148,1986679040,4.237,6.213,0.06999,0.16426,1772908000,732597120,1161405952,-0.716,0.67692,0.61097,0.57686,AUD,
2,151 Clarence Street,Level 14,Sydney,NSW,2000,Australia,61 2 9210 7070,61 2 9210 7077,https://www.whsp.com.au,Capital Markets,Financial Services,"Washington H. Soul Pattinson and Company Limited, an investment company, engages in investing various industries and asset classes in Australia. It operates through Strategic Portfolio, Large Caps Portfolio, Emerging Companies Portfolio, Private Equity Portfolio, Structured Yield Portfolio, and Property Portfolio segments. The company focuses on creating capital growth along with steadily increasing dividends through disciplined and long-term investing. It invests in listed equities, private equity and venture capital, property, and structured credit and cash. Washington H. Soul Pattinson and Company Limited was founded in 1872 and is based in Sydney, Australia.",47,"{'maxAge': 1, 'name': 'Ms. Jaki  Virtue', 'title': 'Chief Operating Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,5,7,1693526400,1672444800,86400,2,33.59,33.77,33.63,35.82,33.59,33.77,33.63,35.82,0.72,0.0201,1681862400,0.2282,2.39,0.454204,11.335443,32.27027,1713811,1713811,334426,427914,427914,35.72,35.91,0,0,12929873920,25.03,35.82,6.508285,32.543,30.6476,0.79,0.023518905,AUD,12199737344,0.56058997,216739544,360968000,0.36285,0.09941,23.62,1.5165113,1659225600,1690761600,1675123200,1073883008,3.16,1.11,4.47,10:1,1025136000,6.141,10.051,ASX,EQUITY,SOL.AX,SOL.AX,SOUL W.H. FPO,Washington H. Soul Pattinson and Company Limited,570668400,Australia/Sydney,AEST,36000000,35.82,30.65,30.65,30.65,30.65,2.0,buy,1,1103377024,3.057,1213803008,361780000,9.096,10.148,1986679040,4.237,6.213,0.06999,0.16426,1772908000,732597120,1161405952,-0.716,0.67692,0.61097,0.57686,AUD,
3,151 Clarence Street,Level 14,Sydney,NSW,2000,Australia,61 2 9210 7070,61 2 9210 7077,https://www.whsp.com.au,Capital Markets,Financial Services,"Washington H. Soul Pattinson and Company Limited, an investment company, engages in investing various industries and asset classes in Australia. It operates through Strategic Portfolio, Large Caps Portfolio, Emerging Companies Portfolio, Private Equity Portfolio, Structured Yield Portfolio, and Property Portfolio segments. The company focuses on creating capital growth along with steadily increasing dividends through disciplined and long-term investing. It invests in listed equities, private equity and venture capital, property, and structured credit and cash. Washington H. Soul Pattinson and Company Limited was founded in 1872 and is based in Sydney, Australia.",47,"{'maxAge': 1, 'name': ""Mr. Brendan John O'Dea C.A., M.A.I.C.D."", 'title': 'Chief Investment Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,5,7,1693526400,1672444800,86400,2,33.59,33.77,33.63,35.82,33.59,33.77,33.63,35.82,0.72,0.0201,1681862400,0.2282,2.39,0.454204,11.335443,32.27027,1713811,1713811,334426,427914,427914,35.72,35.91,0,0,12929873920,25.03,35.82,6.508285,32.543,30.6476,0.79,0.023518905,AUD,12199737344,0.56058997,216739544,360968000,0.36285,0.09941,23.62,1.5165113,1659225600,1690761600,1675123200,1073883008,3.16,1.11,4.47,10:1,1025136000,6.141,10.051,ASX,EQUITY,SOL.AX,SOL.AX,SOUL W.H. FPO,Washington H. Soul Pattinson and Company Limited,570668400,Australia/Sydney,AEST,36000000,35.82,30.65,30.65,30.65,30.65,2.0,buy,1,1103377024,3.057,1213803008,361780000,9.096,10.148,1986679040,4.237,6.213,0.06999,0.16426,1772908000,732597120,1161405952,-0.716,0.67692,0.61097,0.57686,AUD,
4,151 Clarence Street,Level 14,Sydney,NSW,2000,Australia,61 2 9210 7070,61 2 9210 7077,https://www.whsp.com.au,Capital Markets,Financial Services,"Washington H. Soul Pattinson and Company Limited, an investment company, engages in investing various industries and asset classes in Australia. It operates through Strategic Portfolio, Large Caps Portfolio, Emerging Companies Portfolio, Private Equity Portfolio, Structured Yield Portfolio, and Property Portfolio segments. The company focuses on creating capital growth along with steadily increasing dividends through disciplined and long-term investing. It invests in listed equities, private equity and venture capital, property, and structured credit and cash. Washington H. Soul Pattinson and Company Limited was founded in 1872 and is based in Sydney, Australia.",47,"{'maxAge': 1, 'name': 'Pamela  Longstaff', 'title': 'Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",7,9,1,5,7,1693526400,1672444800,86400,2,33.59,33.77,33.63,35.82,33.59,33.77,33.63,35.82,0.72,0.0201,1681862400,0.2282,2.39,0.454204,11.335443,32.27027,1713811,1713811,334426,427914,427914,35.72,35.91,0,0,12929873920,25.03,35.82,6.508285,32.543,30.6476,0.79,0.023518905,AUD,12199737344,0.56058997,216739544,360968000,0.36285,0.09941,23.62,1.5165113,1659225600,1690761600,1675123200,1073883008,3.16,1.11,4.47,10:1,1025136000,6.141,10.051,ASX,EQUITY,SOL.AX,SOL.AX,SOUL W.H. FPO,Washington H. Soul Pattinson and Company Limited,570668400,Australia/Sydney,AEST,36000000,35.82,30.65,30.65,30.65,30.65,2.0,buy,1,1103377024,3.057,1213803008,361780000,9.096,10.148,1986679040,4.237,6.213,0.06999,0.16426,1772908000,732597120,1161405952,-0.716,0.67692,0.61097,0.57686,AUD,
