,address1,address2,city,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Hong Kong International Airport,"9th Floor Central Tower, 8 Scenic Road Cathay Pacific City",Lantau Island,Hong Kong,852 2747 3333,https://www.cathaypacific.com,Airlines,Industrials,"Cathay Pacific Airways Limited, together with its subsidiaries, operates as a carrier of international passengers and air cargo. The company conducts airline operations principally to and from Hong Kong. It also provides property investment, travel reward program, travel tour operator, financial, aircraft leasing and acquisition facilitation, airline catering, information processing, aircraft ramp handling, laundry and dry cleaning, ground handling, cargo terminal, and aircraft engineering services. It operates in the Americas, Europe, Southeast Asia, Southwest Pacific, North Asia, South Asia, the Middle East, and Africa. As of December 31, 2022, it operated 222 aircraft. Cathay Pacific Airways Limited was founded in 1946 and is headquartered in Lantau Island, Hong Kong.",21900,"{'maxAge': 1, 'name': 'Mr. Patrick  Healy', 'age': 56, 'title': 'Exec. Chairman', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 6251000, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,5,7,8,1693526400,1672444800,86400,3,8.32,8.32,8.2,8.35,8.32,8.32,8.2,8.35,1567555200,0.0,0.889264,31.692308,7.1034484,5312903,5312903,7097602,3471973,3471973,8.23,8.24,0,0,53042524160,7.05,9.2,0.6972124,8.4906,8.00045,0.0,0.0,HKD,117234532352,0.03574,967446819,6437199872,0.84980005,0.03196,6.989,1.1789956,1672444800,1703980800,1688083200,2096000000,0.26,1.16,0.37,1.541,6.486,HKG,EQUITY,0293.HK,0293.HK,CATHAY PAC AIR,Cathay Pacific Airways Limited,946949400,Asia/Hong_Kong,HKT,28800000,8.24,12.0,7.13,10.48,10.6,1.5,strong_buy,13,23978000384,3.725,18075000832,68664000512,0.637,0.668,76077998080,106.462,11.818,0.0388,0.04092,20487000000,29358999552,31221000192,1.35,0.39816,0.23759001,0.15031,HKD,
1,Hong Kong International Airport,"9th Floor Central Tower, 8 Scenic Road Cathay Pacific City",Lantau Island,Hong Kong,852 2747 3333,https://www.cathaypacific.com,Airlines,Industrials,"Cathay Pacific Airways Limited, together with its subsidiaries, operates as a carrier of international passengers and air cargo. The company conducts airline operations principally to and from Hong Kong. It also provides property investment, travel reward program, travel tour operator, financial, aircraft leasing and acquisition facilitation, airline catering, information processing, aircraft ramp handling, laundry and dry cleaning, ground handling, cargo terminal, and aircraft engineering services. It operates in the Americas, Europe, Southeast Asia, Southwest Pacific, North Asia, South Asia, the Middle East, and Africa. As of December 31, 2022, it operated 222 aircraft. Cathay Pacific Airways Limited was founded in 1946 and is headquartered in Lantau Island, Hong Kong.",21900,"{'maxAge': 1, 'name': 'Mr. Siu Por  Lam', 'age': 49, 'title': 'CEO & Exec. Director', 'yearBorn': 1973, 'fiscalYear': 2022, 'totalPay': 7914000, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,5,7,8,1693526400,1672444800,86400,3,8.32,8.32,8.2,8.35,8.32,8.32,8.2,8.35,1567555200,0.0,0.889264,31.692308,7.1034484,5312903,5312903,7097602,3471973,3471973,8.23,8.24,0,0,53042524160,7.05,9.2,0.6972124,8.4906,8.00045,0.0,0.0,HKD,117234532352,0.03574,967446819,6437199872,0.84980005,0.03196,6.989,1.1789956,1672444800,1703980800,1688083200,2096000000,0.26,1.16,0.37,1.541,6.486,HKG,EQUITY,0293.HK,0293.HK,CATHAY PAC AIR,Cathay Pacific Airways Limited,946949400,Asia/Hong_Kong,HKT,28800000,8.24,12.0,7.13,10.48,10.6,1.5,strong_buy,13,23978000384,3.725,18075000832,68664000512,0.637,0.668,76077998080,106.462,11.818,0.0388,0.04092,20487000000,29358999552,31221000192,1.35,0.39816,0.23759001,0.15031,HKD,
2,Hong Kong International Airport,"9th Floor Central Tower, 8 Scenic Road Cathay Pacific City",Lantau Island,Hong Kong,852 2747 3333,https://www.cathaypacific.com,Airlines,Industrials,"Cathay Pacific Airways Limited, together with its subsidiaries, operates as a carrier of international passengers and air cargo. The company conducts airline operations principally to and from Hong Kong. It also provides property investment, travel reward program, travel tour operator, financial, aircraft leasing and acquisition facilitation, airline catering, information processing, aircraft ramp handling, laundry and dry cleaning, ground handling, cargo terminal, and aircraft engineering services. It operates in the Americas, Europe, Southeast Asia, Southwest Pacific, North Asia, South Asia, the Middle East, and Africa. As of December 31, 2022, it operated 222 aircraft. Cathay Pacific Airways Limited was founded in 1946 and is headquartered in Lantau Island, Hong Kong.",21900,"{'maxAge': 1, 'name': 'Ms. Rebecca Jane  Sharpe', 'age': 51, 'title': 'CFO & Exec. Director', 'yearBorn': 1971, 'fiscalYear': 2022, 'totalPay': 7157000, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,5,7,8,1693526400,1672444800,86400,3,8.32,8.32,8.2,8.35,8.32,8.32,8.2,8.35,1567555200,0.0,0.889264,31.692308,7.1034484,5312903,5312903,7097602,3471973,3471973,8.23,8.24,0,0,53042524160,7.05,9.2,0.6972124,8.4906,8.00045,0.0,0.0,HKD,117234532352,0.03574,967446819,6437199872,0.84980005,0.03196,6.989,1.1789956,1672444800,1703980800,1688083200,2096000000,0.26,1.16,0.37,1.541,6.486,HKG,EQUITY,0293.HK,0293.HK,CATHAY PAC AIR,Cathay Pacific Airways Limited,946949400,Asia/Hong_Kong,HKT,28800000,8.24,12.0,7.13,10.48,10.6,1.5,strong_buy,13,23978000384,3.725,18075000832,68664000512,0.637,0.668,76077998080,106.462,11.818,0.0388,0.04092,20487000000,29358999552,31221000192,1.35,0.39816,0.23759001,0.15031,HKD,
3,Hong Kong International Airport,"9th Floor Central Tower, 8 Scenic Road Cathay Pacific City",Lantau Island,Hong Kong,852 2747 3333,https://www.cathaypacific.com,Airlines,Industrials,"Cathay Pacific Airways Limited, together with its subsidiaries, operates as a carrier of international passengers and air cargo. The company conducts airline operations principally to and from Hong Kong. It also provides property investment, travel reward program, travel tour operator, financial, aircraft leasing and acquisition facilitation, airline catering, information processing, aircraft ramp handling, laundry and dry cleaning, ground handling, cargo terminal, and aircraft engineering services. It operates in the Americas, Europe, Southeast Asia, Southwest Pacific, North Asia, South Asia, the Middle East, and Africa. As of December 31, 2022, it operated 222 aircraft. Cathay Pacific Airways Limited was founded in 1946 and is headquartered in Lantau Island, Hong Kong.",21900,"{'maxAge': 1, 'name': 'Mr. James John  McGowan', 'age': 49, 'title': 'Chief Operations and Service Delivery Officer & Exec. Director', 'yearBorn': 1973, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,5,7,8,1693526400,1672444800,86400,3,8.32,8.32,8.2,8.35,8.32,8.32,8.2,8.35,1567555200,0.0,0.889264,31.692308,7.1034484,5312903,5312903,7097602,3471973,3471973,8.23,8.24,0,0,53042524160,7.05,9.2,0.6972124,8.4906,8.00045,0.0,0.0,HKD,117234532352,0.03574,967446819,6437199872,0.84980005,0.03196,6.989,1.1789956,1672444800,1703980800,1688083200,2096000000,0.26,1.16,0.37,1.541,6.486,HKG,EQUITY,0293.HK,0293.HK,CATHAY PAC AIR,Cathay Pacific Airways Limited,946949400,Asia/Hong_Kong,HKT,28800000,8.24,12.0,7.13,10.48,10.6,1.5,strong_buy,13,23978000384,3.725,18075000832,68664000512,0.637,0.668,76077998080,106.462,11.818,0.0388,0.04092,20487000000,29358999552,31221000192,1.35,0.39816,0.23759001,0.15031,HKD,
4,Hong Kong International Airport,"9th Floor Central Tower, 8 Scenic Road Cathay Pacific City",Lantau Island,Hong Kong,852 2747 3333,https://www.cathaypacific.com,Airlines,Industrials,"Cathay Pacific Airways Limited, together with its subsidiaries, operates as a carrier of international passengers and air cargo. The company conducts airline operations principally to and from Hong Kong. It also provides property investment, travel reward program, travel tour operator, financial, aircraft leasing and acquisition facilitation, airline catering, information processing, aircraft ramp handling, laundry and dry cleaning, ground handling, cargo terminal, and aircraft engineering services. It operates in the Americas, Europe, Southeast Asia, Southwest Pacific, North Asia, South Asia, the Middle East, and Africa. As of December 31, 2022, it operated 222 aircraft. Cathay Pacific Airways Limited was founded in 1946 and is headquartered in Lantau Island, Hong Kong.",21900,"{'maxAge': 1, 'name': 'Mr. Keith  Fung', 'title': 'Gen. Mang. of Corp. Fin.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,5,7,8,1693526400,1672444800,86400,3,8.32,8.32,8.2,8.35,8.32,8.32,8.2,8.35,1567555200,0.0,0.889264,31.692308,7.1034484,5312903,5312903,7097602,3471973,3471973,8.23,8.24,0,0,53042524160,7.05,9.2,0.6972124,8.4906,8.00045,0.0,0.0,HKD,117234532352,0.03574,967446819,6437199872,0.84980005,0.03196,6.989,1.1789956,1672444800,1703980800,1688083200,2096000000,0.26,1.16,0.37,1.541,6.486,HKG,EQUITY,0293.HK,0293.HK,CATHAY PAC AIR,Cathay Pacific Airways Limited,946949400,Asia/Hong_Kong,HKT,28800000,8.24,12.0,7.13,10.48,10.6,1.5,strong_buy,13,23978000384,3.725,18075000832,68664000512,0.637,0.668,76077998080,106.462,11.818,0.0388,0.04092,20487000000,29358999552,31221000192,1.35,0.39816,0.23759001,0.15031,HKD,
5,Hong Kong International Airport,"9th Floor Central Tower, 8 Scenic Road Cathay Pacific City",Lantau Island,Hong Kong,852 2747 3333,https://www.cathaypacific.com,Airlines,Industrials,"Cathay Pacific Airways Limited, together with its subsidiaries, operates as a carrier of international passengers and air cargo. The company conducts airline operations principally to and from Hong Kong. It also provides property investment, travel reward program, travel tour operator, financial, aircraft leasing and acquisition facilitation, airline catering, information processing, aircraft ramp handling, laundry and dry cleaning, ground handling, cargo terminal, and aircraft engineering services. It operates in the Americas, Europe, Southeast Asia, Southwest Pacific, North Asia, South Asia, the Middle East, and Africa. As of December 31, 2022, it operated 222 aircraft. Cathay Pacific Airways Limited was founded in 1946 and is headquartered in Lantau Island, Hong Kong.",21900,"{'maxAge': 1, 'name': 'Ms. Joanna  Lai', 'age': 37, 'title': 'Group Gen. Counsel & Company Sec.', 'yearBorn': 1985, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,5,7,8,1693526400,1672444800,86400,3,8.32,8.32,8.2,8.35,8.32,8.32,8.2,8.35,1567555200,0.0,0.889264,31.692308,7.1034484,5312903,5312903,7097602,3471973,3471973,8.23,8.24,0,0,53042524160,7.05,9.2,0.6972124,8.4906,8.00045,0.0,0.0,HKD,117234532352,0.03574,967446819,6437199872,0.84980005,0.03196,6.989,1.1789956,1672444800,1703980800,1688083200,2096000000,0.26,1.16,0.37,1.541,6.486,HKG,EQUITY,0293.HK,0293.HK,CATHAY PAC AIR,Cathay Pacific Airways Limited,946949400,Asia/Hong_Kong,HKT,28800000,8.24,12.0,7.13,10.48,10.6,1.5,strong_buy,13,23978000384,3.725,18075000832,68664000512,0.637,0.668,76077998080,106.462,11.818,0.0388,0.04092,20487000000,29358999552,31221000192,1.35,0.39816,0.23759001,0.15031,HKD,
6,Hong Kong International Airport,"9th Floor Central Tower, 8 Scenic Road Cathay Pacific City",Lantau Island,Hong Kong,852 2747 3333,https://www.cathaypacific.com,Airlines,Industrials,"Cathay Pacific Airways Limited, together with its subsidiaries, operates as a carrier of international passengers and air cargo. The company conducts airline operations principally to and from Hong Kong. It also provides property investment, travel reward program, travel tour operator, financial, aircraft leasing and acquisition facilitation, airline catering, information processing, aircraft ramp handling, laundry and dry cleaning, ground handling, cargo terminal, and aircraft engineering services. It operates in the Americas, Europe, Southeast Asia, Southwest Pacific, North Asia, South Asia, the Middle East, and Africa. As of December 31, 2022, it operated 222 aircraft. Cathay Pacific Airways Limited was founded in 1946 and is headquartered in Lantau Island, Hong Kong.",21900,"{'maxAge': 1, 'name': 'Ms. Patricia  Hwang', 'title': 'Director of People', 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,5,7,8,1693526400,1672444800,86400,3,8.32,8.32,8.2,8.35,8.32,8.32,8.2,8.35,1567555200,0.0,0.889264,31.692308,7.1034484,5312903,5312903,7097602,3471973,3471973,8.23,8.24,0,0,53042524160,7.05,9.2,0.6972124,8.4906,8.00045,0.0,0.0,HKD,117234532352,0.03574,967446819,6437199872,0.84980005,0.03196,6.989,1.1789956,1672444800,1703980800,1688083200,2096000000,0.26,1.16,0.37,1.541,6.486,HKG,EQUITY,0293.HK,0293.HK,CATHAY PAC AIR,Cathay Pacific Airways Limited,946949400,Asia/Hong_Kong,HKT,28800000,8.24,12.0,7.13,10.48,10.6,1.5,strong_buy,13,23978000384,3.725,18075000832,68664000512,0.637,0.668,76077998080,106.462,11.818,0.0388,0.04092,20487000000,29358999552,31221000192,1.35,0.39816,0.23759001,0.15031,HKD,
7,Hong Kong International Airport,"9th Floor Central Tower, 8 Scenic Road Cathay Pacific City",Lantau Island,Hong Kong,852 2747 3333,https://www.cathaypacific.com,Airlines,Industrials,"Cathay Pacific Airways Limited, together with its subsidiaries, operates as a carrier of international passengers and air cargo. The company conducts airline operations principally to and from Hong Kong. It also provides property investment, travel reward program, travel tour operator, financial, aircraft leasing and acquisition facilitation, airline catering, information processing, aircraft ramp handling, laundry and dry cleaning, ground handling, cargo terminal, and aircraft engineering services. It operates in the Americas, Europe, Southeast Asia, Southwest Pacific, North Asia, South Asia, the Middle East, and Africa. As of December 31, 2022, it operated 222 aircraft. Cathay Pacific Airways Limited was founded in 1946 and is headquartered in Lantau Island, Hong Kong.",21900,"{'maxAge': 1, 'name': 'Christopher J.  Buckley', 'title': 'Head of Financial Service', 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,5,7,8,1693526400,1672444800,86400,3,8.32,8.32,8.2,8.35,8.32,8.32,8.2,8.35,1567555200,0.0,0.889264,31.692308,7.1034484,5312903,5312903,7097602,3471973,3471973,8.23,8.24,0,0,53042524160,7.05,9.2,0.6972124,8.4906,8.00045,0.0,0.0,HKD,117234532352,0.03574,967446819,6437199872,0.84980005,0.03196,6.989,1.1789956,1672444800,1703980800,1688083200,2096000000,0.26,1.16,0.37,1.541,6.486,HKG,EQUITY,0293.HK,0293.HK,CATHAY PAC AIR,Cathay Pacific Airways Limited,946949400,Asia/Hong_Kong,HKT,28800000,8.24,12.0,7.13,10.48,10.6,1.5,strong_buy,13,23978000384,3.725,18075000832,68664000512,0.637,0.668,76077998080,106.462,11.818,0.0388,0.04092,20487000000,29358999552,31221000192,1.35,0.39816,0.23759001,0.15031,HKD,
8,Hong Kong International Airport,"9th Floor Central Tower, 8 Scenic Road Cathay Pacific City",Lantau Island,Hong Kong,852 2747 3333,https://www.cathaypacific.com,Airlines,Industrials,"Cathay Pacific Airways Limited, together with its subsidiaries, operates as a carrier of international passengers and air cargo. The company conducts airline operations principally to and from Hong Kong. It also provides property investment, travel reward program, travel tour operator, financial, aircraft leasing and acquisition facilitation, airline catering, information processing, aircraft ramp handling, laundry and dry cleaning, ground handling, cargo terminal, and aircraft engineering services. It operates in the Americas, Europe, Southeast Asia, Southwest Pacific, North Asia, South Asia, the Middle East, and Africa. As of December 31, 2022, it operated 222 aircraft. Cathay Pacific Airways Limited was founded in 1946 and is headquartered in Lantau Island, Hong Kong.",21900,"{'maxAge': 1, 'name': 'Ms. Hoi Zee  Lau', 'age': 51, 'title': 'Chief Customer and Commercial Officer & Exec. Director', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,5,7,8,1693526400,1672444800,86400,3,8.32,8.32,8.2,8.35,8.32,8.32,8.2,8.35,1567555200,0.0,0.889264,31.692308,7.1034484,5312903,5312903,7097602,3471973,3471973,8.23,8.24,0,0,53042524160,7.05,9.2,0.6972124,8.4906,8.00045,0.0,0.0,HKD,117234532352,0.03574,967446819,6437199872,0.84980005,0.03196,6.989,1.1789956,1672444800,1703980800,1688083200,2096000000,0.26,1.16,0.37,1.541,6.486,HKG,EQUITY,0293.HK,0293.HK,CATHAY PAC AIR,Cathay Pacific Airways Limited,946949400,Asia/Hong_Kong,HKT,28800000,8.24,12.0,7.13,10.48,10.6,1.5,strong_buy,13,23978000384,3.725,18075000832,68664000512,0.637,0.668,76077998080,106.462,11.818,0.0388,0.04092,20487000000,29358999552,31221000192,1.35,0.39816,0.23759001,0.15031,HKD,
9,Hong Kong International Airport,"9th Floor Central Tower, 8 Scenic Road Cathay Pacific City",Lantau Island,Hong Kong,852 2747 3333,https://www.cathaypacific.com,Airlines,Industrials,"Cathay Pacific Airways Limited, together with its subsidiaries, operates as a carrier of international passengers and air cargo. The company conducts airline operations principally to and from Hong Kong. It also provides property investment, travel reward program, travel tour operator, financial, aircraft leasing and acquisition facilitation, airline catering, information processing, aircraft ramp handling, laundry and dry cleaning, ground handling, cargo terminal, and aircraft engineering services. It operates in the Americas, Europe, Southeast Asia, Southwest Pacific, North Asia, South Asia, the Middle East, and Africa. As of December 31, 2022, it operated 222 aircraft. Cathay Pacific Airways Limited was founded in 1946 and is headquartered in Lantau Island, Hong Kong.",21900,"{'maxAge': 1, 'name': 'Mr. Jonathan  Ng', 'title': 'Regional Head of Customer Travel & Lifestyle - Southeast Asia', 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,5,7,8,1693526400,1672444800,86400,3,8.32,8.32,8.2,8.35,8.32,8.32,8.2,8.35,1567555200,0.0,0.889264,31.692308,7.1034484,5312903,5312903,7097602,3471973,3471973,8.23,8.24,0,0,53042524160,7.05,9.2,0.6972124,8.4906,8.00045,0.0,0.0,HKD,117234532352,0.03574,967446819,6437199872,0.84980005,0.03196,6.989,1.1789956,1672444800,1703980800,1688083200,2096000000,0.26,1.16,0.37,1.541,6.486,HKG,EQUITY,0293.HK,0293.HK,CATHAY PAC AIR,Cathay Pacific Airways Limited,946949400,Asia/Hong_Kong,HKT,28800000,8.24,12.0,7.13,10.48,10.6,1.5,strong_buy,13,23978000384,3.725,18075000832,68664000512,0.637,0.668,76077998080,106.462,11.818,0.0388,0.04092,20487000000,29358999552,31221000192,1.35,0.39816,0.23759001,0.15031,HKD,
