,address1,city,state,zip,country,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Mr. Stephen John Hasker B.Com., M.B.A.', 'age': 52, 'title': 'Pres, CEO & Director', 'yearBorn': 1970, 'fiscalYear': 2022, 'totalPay': 4074789, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,176.04,176.42,175.04,176.48,176.04,176.42,175.04,176.48,2.67,0.0152,1692144000,0.4425,1.9,0.299475,29.574074,34.85516,951212,951212,326885,299330,299330,175.65,175.72,0,0,79983255552,136.02,185.12,11.89519,174.8484,168.208,1.903,0.010810044,CAD,82832244736,0.31172,141599525,455304000,1227210,1372778,1690761600,1693440000,0.0027,0.66582,0.21441999,4.06,24.601,7.1407666,1672444800,1703980800,1688083200,2067000064,5.94,5.04,1.35,0:1,1543276800,12.319,41.231,TOR,EQUITY,TRI.TO,TRI.TO,THOMSON REUTERS CORPORATION,Thomson Reuters Corporation,1212586200,America/Toronto,EDT,-14400000,175.67,224.35,143.66,185.46,186.71,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
1,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Mr. Michael  Eastwood', 'age': 55, 'title': 'Chief Financial Officer', 'yearBorn': 1967, 'fiscalYear': 2022, 'totalPay': 1884034, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,176.04,176.42,175.04,176.48,176.04,176.42,175.04,176.48,2.67,0.0152,1692144000,0.4425,1.9,0.299475,29.574074,34.85516,951212,951212,326885,299330,299330,175.65,175.72,0,0,79983255552,136.02,185.12,11.89519,174.8484,168.208,1.903,0.010810044,CAD,82832244736,0.31172,141599525,455304000,1227210,1372778,1690761600,1693440000,0.0027,0.66582,0.21441999,4.06,24.601,7.1407666,1672444800,1703980800,1688083200,2067000064,5.94,5.04,1.35,0:1,1543276800,12.319,41.231,TOR,EQUITY,TRI.TO,TRI.TO,THOMSON REUTERS CORPORATION,Thomson Reuters Corporation,1212586200,America/Toronto,EDT,-14400000,175.67,224.35,143.66,185.46,186.71,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
2,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Ms. Kirsty  Roth', 'age': 46, 'title': 'Chief Operations & Technology Officer', 'yearBorn': 1976, 'fiscalYear': 2022, 'totalPay': 1796131, 'exercisedValue': 233928, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,176.04,176.42,175.04,176.48,176.04,176.42,175.04,176.48,2.67,0.0152,1692144000,0.4425,1.9,0.299475,29.574074,34.85516,951212,951212,326885,299330,299330,175.65,175.72,0,0,79983255552,136.02,185.12,11.89519,174.8484,168.208,1.903,0.010810044,CAD,82832244736,0.31172,141599525,455304000,1227210,1372778,1690761600,1693440000,0.0027,0.66582,0.21441999,4.06,24.601,7.1407666,1672444800,1703980800,1688083200,2067000064,5.94,5.04,1.35,0:1,1543276800,12.319,41.231,TOR,EQUITY,TRI.TO,TRI.TO,THOMSON REUTERS CORPORATION,Thomson Reuters Corporation,1212586200,America/Toronto,EDT,-14400000,175.67,224.35,143.66,185.46,186.71,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
3,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Mr. David  Wong', 'age': 37, 'title': 'Chief Product Officer', 'yearBorn': 1985, 'fiscalYear': 2022, 'totalPay': 1619467, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,176.04,176.42,175.04,176.48,176.04,176.42,175.04,176.48,2.67,0.0152,1692144000,0.4425,1.9,0.299475,29.574074,34.85516,951212,951212,326885,299330,299330,175.65,175.72,0,0,79983255552,136.02,185.12,11.89519,174.8484,168.208,1.903,0.010810044,CAD,82832244736,0.31172,141599525,455304000,1227210,1372778,1690761600,1693440000,0.0027,0.66582,0.21441999,4.06,24.601,7.1407666,1672444800,1703980800,1688083200,2067000064,5.94,5.04,1.35,0:1,1543276800,12.319,41.231,TOR,EQUITY,TRI.TO,TRI.TO,THOMSON REUTERS CORPORATION,Thomson Reuters Corporation,1212586200,America/Toronto,EDT,-14400000,175.67,224.35,143.66,185.46,186.71,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
4,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Ms. Linda J. Walker', 'title': 'Chief Accounting Officer, Sr. VP & Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,176.04,176.42,175.04,176.48,176.04,176.42,175.04,176.48,2.67,0.0152,1692144000,0.4425,1.9,0.299475,29.574074,34.85516,951212,951212,326885,299330,299330,175.65,175.72,0,0,79983255552,136.02,185.12,11.89519,174.8484,168.208,1.903,0.010810044,CAD,82832244736,0.31172,141599525,455304000,1227210,1372778,1690761600,1693440000,0.0027,0.66582,0.21441999,4.06,24.601,7.1407666,1672444800,1703980800,1688083200,2067000064,5.94,5.04,1.35,0:1,1543276800,12.319,41.231,TOR,EQUITY,TRI.TO,TRI.TO,THOMSON REUTERS CORPORATION,Thomson Reuters Corporation,1212586200,America/Toronto,EDT,-14400000,175.67,224.35,143.66,185.46,186.71,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
5,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Mr. Gary Elftman Bisbee C.F.A.', 'title': 'Head of Investor Relations', 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,176.04,176.42,175.04,176.48,176.04,176.42,175.04,176.48,2.67,0.0152,1692144000,0.4425,1.9,0.299475,29.574074,34.85516,951212,951212,326885,299330,299330,175.65,175.72,0,0,79983255552,136.02,185.12,11.89519,174.8484,168.208,1.903,0.010810044,CAD,82832244736,0.31172,141599525,455304000,1227210,1372778,1690761600,1693440000,0.0027,0.66582,0.21441999,4.06,24.601,7.1407666,1672444800,1703980800,1688083200,2067000064,5.94,5.04,1.35,0:1,1543276800,12.319,41.231,TOR,EQUITY,TRI.TO,TRI.TO,THOMSON REUTERS CORPORATION,Thomson Reuters Corporation,1212586200,America/Toronto,EDT,-14400000,175.67,224.35,143.66,185.46,186.71,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
6,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Ms. Jimma  Elliott-Stevens', 'title': 'Interim Chief Legal Officer & Company Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,176.04,176.42,175.04,176.48,176.04,176.42,175.04,176.48,2.67,0.0152,1692144000,0.4425,1.9,0.299475,29.574074,34.85516,951212,951212,326885,299330,299330,175.65,175.72,0,0,79983255552,136.02,185.12,11.89519,174.8484,168.208,1.903,0.010810044,CAD,82832244736,0.31172,141599525,455304000,1227210,1372778,1690761600,1693440000,0.0027,0.66582,0.21441999,4.06,24.601,7.1407666,1672444800,1703980800,1688083200,2067000064,5.94,5.04,1.35,0:1,1543276800,12.319,41.231,TOR,EQUITY,TRI.TO,TRI.TO,THOMSON REUTERS CORPORATION,Thomson Reuters Corporation,1212586200,America/Toronto,EDT,-14400000,175.67,224.35,143.66,185.46,186.71,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
7,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Mr. Alex  Thompson', 'title': 'Chief Communications Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,176.04,176.42,175.04,176.48,176.04,176.42,175.04,176.48,2.67,0.0152,1692144000,0.4425,1.9,0.299475,29.574074,34.85516,951212,951212,326885,299330,299330,175.65,175.72,0,0,79983255552,136.02,185.12,11.89519,174.8484,168.208,1.903,0.010810044,CAD,82832244736,0.31172,141599525,455304000,1227210,1372778,1690761600,1693440000,0.0027,0.66582,0.21441999,4.06,24.601,7.1407666,1672444800,1703980800,1688083200,2067000064,5.94,5.04,1.35,0:1,1543276800,12.319,41.231,TOR,EQUITY,TRI.TO,TRI.TO,THOMSON REUTERS CORPORATION,Thomson Reuters Corporation,1212586200,America/Toronto,EDT,-14400000,175.67,224.35,143.66,185.46,186.71,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
8,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Ms. Mary-Alice  Vuicic', 'age': 53, 'title': 'Exec. VP & Chief People Officer', 'yearBorn': 1969, 'fiscalYear': 2017, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,176.04,176.42,175.04,176.48,176.04,176.42,175.04,176.48,2.67,0.0152,1692144000,0.4425,1.9,0.299475,29.574074,34.85516,951212,951212,326885,299330,299330,175.65,175.72,0,0,79983255552,136.02,185.12,11.89519,174.8484,168.208,1.903,0.010810044,CAD,82832244736,0.31172,141599525,455304000,1227210,1372778,1690761600,1693440000,0.0027,0.66582,0.21441999,4.06,24.601,7.1407666,1672444800,1703980800,1688083200,2067000064,5.94,5.04,1.35,0:1,1543276800,12.319,41.231,TOR,EQUITY,TRI.TO,TRI.TO,THOMSON REUTERS CORPORATION,Thomson Reuters Corporation,1212586200,America/Toronto,EDT,-14400000,175.67,224.35,143.66,185.46,186.71,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
9,19 Duncan Street,Toronto,ON,M5H 3H1,Canada,https://www.thomsonreuters.com,Specialty Business Services,Industrials,"Thomson Reuters Corporation engages in the provision of business information services in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. It operates in five segments: Legal Professionals, Corporates, Tax & Accounting Professionals, Reuters News, and Global Print. The Legal Professionals segment offers research and workflow products focusing on legal research and integrated legal workflow solutions that combine content, tools, and analytics to law firms and governments. The Corporates segment provides a suite of content-enabled technology solutions for legal, tax, regulatory, compliance, and IT professionals. The Tax & Accounting Professionals segment offers research and workflow products focusing on tax offerings and automating tax workflows to tax, accounting, and audit professionals in accounting firms. The Reuters News segment provides business, financial, and international news to media organizations, professional, and news consumers through Reuters News Agency, Reuters.com, Reuters Events, Thomson Reuters products, and to financial market professionals. The Global Print segment offers legal and tax information primarily in print format to legal and tax professionals, governments, law schools, and corporations. The company was formerly known as The Thomson Corporation and changed its name to Thomson Reuters Corporation in April 2008. The company was founded in 1851 and is based in Toronto, Canada. Thomson Reuters Corporation operates as a subsidiary of The Woodbridge Company Limited.",25200,"{'maxAge': 1, 'name': 'Ms. Carla  Jones', 'age': 58, 'title': 'Chief of Staff', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",4,9,1,8,5,1693526400,1672444800,86400,2,176.04,176.42,175.04,176.48,176.04,176.42,175.04,176.48,2.67,0.0152,1692144000,0.4425,1.9,0.299475,29.574074,34.85516,951212,951212,326885,299330,299330,175.65,175.72,0,0,79983255552,136.02,185.12,11.89519,174.8484,168.208,1.903,0.010810044,CAD,82832244736,0.31172,141599525,455304000,1227210,1372778,1690761600,1693440000,0.0027,0.66582,0.21441999,4.06,24.601,7.1407666,1672444800,1703980800,1688083200,2067000064,5.94,5.04,1.35,0:1,1543276800,12.319,41.231,TOR,EQUITY,TRI.TO,TRI.TO,THOMSON REUTERS CORPORATION,Thomson Reuters Corporation,1212586200,America/Toronto,EDT,-14400000,175.67,224.35,143.66,185.46,186.71,2.8,hold,16,2961999872,6.506,2008999936,5810999808,0.806,0.902,6723999744,51.879,14.383,0.05479,0.16861,2559000000,1167250048,2168999936,0.02,0.39426,0.29878,0.27826,USD,
