,address1,address2,city,state,zip,country,phone,fax,website,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,revenuePerShare,grossProfits,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,837 West Hastings Street,Suite 507,Vancouver,BC,V6C 3N6,Canada,604-685-1017,604-685-5777,https://www.xianamining.com,"Xiana Mining Inc. engages in the acquisition, exploration, development, and production of mineral properties. The company mainly produces copper and gold concentrates. It holds 100% ownership of Minera Altos de Punitaqui, which comprises four producing copper-gold mines and covers an area of 11,838 hectares in Region IV, Chile. The company was formerly known as Dorato Resources Inc. and changed its name to Xiana Mining Inc. in October 2013. Xiana Mining Inc. was incorporated in 1981 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Carlos Armando Ballon Barraza Sr.', 'age': 62, 'title': 'Chairman, Pres & CEO', 'yearBorn': 1960, 'fiscalYear': 2019, 'totalPay': 147072, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.919885,12000,12000,0,0,0,0.0,0.0,80000000,13333400,2185292,0.0175,0.0795,0.19623671,0.038,0.03937,0.0,0.0,EUR,12894292,0.0,16137230,57507700,0.57356,0.17357,-1.045,1577750400,1609372800,1601424000,-47396000,-0.781,1:20,1382486400,1.158,-0.951,FRA,EQUITY,DO51.F,DO51.F,XIANA MINING,Xiana Mining Inc.,1199084400,Europe/Berlin,CEST,7200000,0.038,none,2000,0.0,-13564000,10711000,0.037,0.047,11136000,0.193,-11358000,-135000,-1.12141,-1.21803,-3.04679,USD,
1,837 West Hastings Street,Suite 507,Vancouver,BC,V6C 3N6,Canada,604-685-1017,604-685-5777,https://www.xianamining.com,"Xiana Mining Inc. engages in the acquisition, exploration, development, and production of mineral properties. The company mainly produces copper and gold concentrates. It holds 100% ownership of Minera Altos de Punitaqui, which comprises four producing copper-gold mines and covers an area of 11,838 hectares in Region IV, Chile. The company was formerly known as Dorato Resources Inc. and changed its name to Xiana Mining Inc. in October 2013. Xiana Mining Inc. was incorporated in 1981 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Antony Johnann Drescher C.M.A., C.P.A., CMA, CPA', 'age': 65, 'title': 'CFO & Director', 'yearBorn': 1957, 'fiscalYear': 2019, 'totalPay': 140046, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.919885,12000,12000,0,0,0,0.0,0.0,80000000,13333400,2185292,0.0175,0.0795,0.19623671,0.038,0.03937,0.0,0.0,EUR,12894292,0.0,16137230,57507700,0.57356,0.17357,-1.045,1577750400,1609372800,1601424000,-47396000,-0.781,1:20,1382486400,1.158,-0.951,FRA,EQUITY,DO51.F,DO51.F,XIANA MINING,Xiana Mining Inc.,1199084400,Europe/Berlin,CEST,7200000,0.038,none,2000,0.0,-13564000,10711000,0.037,0.047,11136000,0.193,-11358000,-135000,-1.12141,-1.21803,-3.04679,USD,
2,837 West Hastings Street,Suite 507,Vancouver,BC,V6C 3N6,Canada,604-685-1017,604-685-5777,https://www.xianamining.com,"Xiana Mining Inc. engages in the acquisition, exploration, development, and production of mineral properties. The company mainly produces copper and gold concentrates. It holds 100% ownership of Minera Altos de Punitaqui, which comprises four producing copper-gold mines and covers an area of 11,838 hectares in Region IV, Chile. The company was formerly known as Dorato Resources Inc. and changed its name to Xiana Mining Inc. in October 2013. Xiana Mining Inc. was incorporated in 1981 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Steve  Stakiw', 'age': 57, 'title': 'Mang. of Corp. Communications', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.919885,12000,12000,0,0,0,0.0,0.0,80000000,13333400,2185292,0.0175,0.0795,0.19623671,0.038,0.03937,0.0,0.0,EUR,12894292,0.0,16137230,57507700,0.57356,0.17357,-1.045,1577750400,1609372800,1601424000,-47396000,-0.781,1:20,1382486400,1.158,-0.951,FRA,EQUITY,DO51.F,DO51.F,XIANA MINING,Xiana Mining Inc.,1199084400,Europe/Berlin,CEST,7200000,0.038,none,2000,0.0,-13564000,10711000,0.037,0.047,11136000,0.193,-11358000,-135000,-1.12141,-1.21803,-3.04679,USD,
3,837 West Hastings Street,Suite 507,Vancouver,BC,V6C 3N6,Canada,604-685-1017,604-685-5777,https://www.xianamining.com,"Xiana Mining Inc. engages in the acquisition, exploration, development, and production of mineral properties. The company mainly produces copper and gold concentrates. It holds 100% ownership of Minera Altos de Punitaqui, which comprises four producing copper-gold mines and covers an area of 11,838 hectares in Region IV, Chile. The company was formerly known as Dorato Resources Inc. and changed its name to Xiana Mining Inc. in October 2013. Xiana Mining Inc. was incorporated in 1981 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Marla K. Ritchie', 'age': 59, 'title': 'Corp. Sec.', 'yearBorn': 1963, 'fiscalYear': 2012, 'exercisedValue': 0, 'unexercisedValue': 0}",1577750400,86400,4,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.919885,12000,12000,0,0,0,0.0,0.0,80000000,13333400,2185292,0.0175,0.0795,0.19623671,0.038,0.03937,0.0,0.0,EUR,12894292,0.0,16137230,57507700,0.57356,0.17357,-1.045,1577750400,1609372800,1601424000,-47396000,-0.781,1:20,1382486400,1.158,-0.951,FRA,EQUITY,DO51.F,DO51.F,XIANA MINING,Xiana Mining Inc.,1199084400,Europe/Berlin,CEST,7200000,0.038,none,2000,0.0,-13564000,10711000,0.037,0.047,11136000,0.193,-11358000,-135000,-1.12141,-1.21803,-3.04679,USD,
