,country,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,United Kingdom,https://www.blackrock.co.uk/individual/products/investment-trust/blackrock-income-and-growth-investment-trust-plc,Asset Management,Financial Services,"BlackRock Income and Growth Investment Trust plc is a closed-ended equity mutual fund launched by BlackRock Fund Managers Limited. It is managed by BlackRock Investment Management (UK) Limited. The fund invests in the public equity markets of the United Kingdom. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in growth stocks of large-cap companies that are a part of the FTSE 100 Index. It benchmarks the performance of its portfolio against the FTSE All-Share Index. The fund was formerly known as British Portfolio Trust. BlackRock Income and Growth Investment Trust plc was formed on December 14, 2001 and is domiciled in the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Adam  Avigdori C.F.A.', 'title': 'Co-Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,181.0,176.0,176.0,184.0,181.0,176.0,176.0,184.0,0.07,0.0402,1689811200,0.4966,3.88,0.664414,1206.6666,1573,1573,3167,1760,1760,176.0,186.0,0,0,38093440,164.0,206.0,10.218198,182.97,188.635,0.073,0.00040331492,GBp,40349788,0.81867,20760200,0.57528,0.13736,2.152,84.10781,1667174400,1698710400,1682812800,2.1,3052000,0.15,10.823,LSE,EQUITY,BRIG.L,BRIG.L,BLACKROCK INCOME AND GROWTH INV,BlackRock Income and Growth Investment Trust plc,1008144000,Europe/London,BST,3600000,181.0,none,1623000,0.078,4000000,0.458,0.458,3728000,8.871,0.177,0.040549997,0.06849,-389000,1605000,82000,2.146,1.902,1.0,0.0,0.85542,GBP,
1,United Kingdom,https://www.blackrock.co.uk/individual/products/investment-trust/blackrock-income-and-growth-investment-trust-plc,Asset Management,Financial Services,"BlackRock Income and Growth Investment Trust plc is a closed-ended equity mutual fund launched by BlackRock Fund Managers Limited. It is managed by BlackRock Investment Management (UK) Limited. The fund invests in the public equity markets of the United Kingdom. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in growth stocks of large-cap companies that are a part of the FTSE 100 Index. It benchmarks the performance of its portfolio against the FTSE All-Share Index. The fund was formerly known as British Portfolio Trust. BlackRock Income and Growth Investment Trust plc was formed on December 14, 2001 and is domiciled in the United Kingdom.","{'maxAge': 1, 'name': 'Mr. David  Goldman CFA', 'title': 'Portfolio Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,181.0,176.0,176.0,184.0,181.0,176.0,176.0,184.0,0.07,0.0402,1689811200,0.4966,3.88,0.664414,1206.6666,1573,1573,3167,1760,1760,176.0,186.0,0,0,38093440,164.0,206.0,10.218198,182.97,188.635,0.073,0.00040331492,GBp,40349788,0.81867,20760200,0.57528,0.13736,2.152,84.10781,1667174400,1698710400,1682812800,2.1,3052000,0.15,10.823,LSE,EQUITY,BRIG.L,BRIG.L,BLACKROCK INCOME AND GROWTH INV,BlackRock Income and Growth Investment Trust plc,1008144000,Europe/London,BST,3600000,181.0,none,1623000,0.078,4000000,0.458,0.458,3728000,8.871,0.177,0.040549997,0.06849,-389000,1605000,82000,2.146,1.902,1.0,0.0,0.85542,GBP,
