,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"Khasra No. 919, 921, 926, 928",Extended Lal Dora Abadi Village Kapashera Border Tehsil Vasant Vihar,New Delhi,110037,India,91 11 4177 1850,91 11 2678 4281,https://www.v2retail.com,Apparel Retail,Consumer Cyclical,"V2 Retail Limited engages in the retail trade of apparels and garments, textiles, and accessories in India. The company sells its products under the One Human, Glamora, Godspeed, Herrlich, ebellia, No War, and Honey Brats brands. The company was incorporated in 2001 and is based in New Delhi, India.",2627,"{'maxAge': 1, 'name': 'Mr. Ram Chandra Agarwal B.Com.', 'age': 57, 'title': 'Chairman & MD', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 5450000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,152.25,159.0,151.5,159.85,152.25,159.0,151.5,159.85,0.0,0.754986,10.516448,69195,69195,7107,11995,11995,159.85,0.0,0,0,5529099776,67.0,159.85,0.62040657,135.8548,101.7094,0.0,0.0,INR,9697295360,-0.0042,11482520,34589300,0.63733,0.01525,71.777,2.2270365,1680220800,1711843200,1688083200,-37434000,-1.15,15.2,1.088,8.923,BSE,EQUITY,V2RETAIL.BO,V2RETAIL.BO,V2 RETAIL LTD.,V2 Retail Limited,1183520700,Asia/Kolkata,IST,19800000,159.85,430.0,361.0,395.5,395.5,none,2,51356000,1.49,1086821760,4237359104,8912058368,171.606,259.494,2815460000,863569024,0.248,0.34480998,0.12195,0.03286,INR,
1,"Khasra No. 919, 921, 926, 928",Extended Lal Dora Abadi Village Kapashera Border Tehsil Vasant Vihar,New Delhi,110037,India,91 11 4177 1850,91 11 2678 4281,https://www.v2retail.com,Apparel Retail,Consumer Cyclical,"V2 Retail Limited engages in the retail trade of apparels and garments, textiles, and accessories in India. The company sells its products under the One Human, Glamora, Godspeed, Herrlich, ebellia, No War, and Honey Brats brands. The company was incorporated in 2001 and is based in New Delhi, India.",2627,"{'maxAge': 1, 'name': 'Mr. Manshu  Tandon', 'title': 'Chief Exec. Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,152.25,159.0,151.5,159.85,152.25,159.0,151.5,159.85,0.0,0.754986,10.516448,69195,69195,7107,11995,11995,159.85,0.0,0,0,5529099776,67.0,159.85,0.62040657,135.8548,101.7094,0.0,0.0,INR,9697295360,-0.0042,11482520,34589300,0.63733,0.01525,71.777,2.2270365,1680220800,1711843200,1688083200,-37434000,-1.15,15.2,1.088,8.923,BSE,EQUITY,V2RETAIL.BO,V2RETAIL.BO,V2 RETAIL LTD.,V2 Retail Limited,1183520700,Asia/Kolkata,IST,19800000,159.85,430.0,361.0,395.5,395.5,none,2,51356000,1.49,1086821760,4237359104,8912058368,171.606,259.494,2815460000,863569024,0.248,0.34480998,0.12195,0.03286,INR,
2,"Khasra No. 919, 921, 926, 928",Extended Lal Dora Abadi Village Kapashera Border Tehsil Vasant Vihar,New Delhi,110037,India,91 11 4177 1850,91 11 2678 4281,https://www.v2retail.com,Apparel Retail,Consumer Cyclical,"V2 Retail Limited engages in the retail trade of apparels and garments, textiles, and accessories in India. The company sells its products under the One Human, Glamora, Godspeed, Herrlich, ebellia, No War, and Honey Brats brands. The company was incorporated in 2001 and is based in New Delhi, India.",2627,"{'maxAge': 1, 'name': 'Mr. Sudhir  Kumar', 'title': 'Company Sec. & Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,152.25,159.0,151.5,159.85,152.25,159.0,151.5,159.85,0.0,0.754986,10.516448,69195,69195,7107,11995,11995,159.85,0.0,0,0,5529099776,67.0,159.85,0.62040657,135.8548,101.7094,0.0,0.0,INR,9697295360,-0.0042,11482520,34589300,0.63733,0.01525,71.777,2.2270365,1680220800,1711843200,1688083200,-37434000,-1.15,15.2,1.088,8.923,BSE,EQUITY,V2RETAIL.BO,V2RETAIL.BO,V2 RETAIL LTD.,V2 Retail Limited,1183520700,Asia/Kolkata,IST,19800000,159.85,430.0,361.0,395.5,395.5,none,2,51356000,1.49,1086821760,4237359104,8912058368,171.606,259.494,2815460000,863569024,0.248,0.34480998,0.12195,0.03286,INR,
3,"Khasra No. 919, 921, 926, 928",Extended Lal Dora Abadi Village Kapashera Border Tehsil Vasant Vihar,New Delhi,110037,India,91 11 4177 1850,91 11 2678 4281,https://www.v2retail.com,Apparel Retail,Consumer Cyclical,"V2 Retail Limited engages in the retail trade of apparels and garments, textiles, and accessories in India. The company sells its products under the One Human, Glamora, Godspeed, Herrlich, ebellia, No War, and Honey Brats brands. The company was incorporated in 2001 and is based in New Delhi, India.",2627,"{'maxAge': 1, 'name': 'Ms. Uma  Agarwal B.A.', 'age': 47, 'title': 'Whole Time Director', 'yearBorn': 1975, 'fiscalYear': 2022, 'totalPay': 5375000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,152.25,159.0,151.5,159.85,152.25,159.0,151.5,159.85,0.0,0.754986,10.516448,69195,69195,7107,11995,11995,159.85,0.0,0,0,5529099776,67.0,159.85,0.62040657,135.8548,101.7094,0.0,0.0,INR,9697295360,-0.0042,11482520,34589300,0.63733,0.01525,71.777,2.2270365,1680220800,1711843200,1688083200,-37434000,-1.15,15.2,1.088,8.923,BSE,EQUITY,V2RETAIL.BO,V2RETAIL.BO,V2 RETAIL LTD.,V2 Retail Limited,1183520700,Asia/Kolkata,IST,19800000,159.85,430.0,361.0,395.5,395.5,none,2,51356000,1.49,1086821760,4237359104,8912058368,171.606,259.494,2815460000,863569024,0.248,0.34480998,0.12195,0.03286,INR,
4,"Khasra No. 919, 921, 926, 928",Extended Lal Dora Abadi Village Kapashera Border Tehsil Vasant Vihar,New Delhi,110037,India,91 11 4177 1850,91 11 2678 4281,https://www.v2retail.com,Apparel Retail,Consumer Cyclical,"V2 Retail Limited engages in the retail trade of apparels and garments, textiles, and accessories in India. The company sells its products under the One Human, Glamora, Godspeed, Herrlich, ebellia, No War, and Honey Brats brands. The company was incorporated in 2001 and is based in New Delhi, India.",2627,"{'maxAge': 1, 'name': 'Mr. Akash  Agarwal', 'age': 30, 'title': 'BR Head & Director', 'yearBorn': 1992, 'fiscalYear': 2022, 'totalPay': 5121000, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,152.25,159.0,151.5,159.85,152.25,159.0,151.5,159.85,0.0,0.754986,10.516448,69195,69195,7107,11995,11995,159.85,0.0,0,0,5529099776,67.0,159.85,0.62040657,135.8548,101.7094,0.0,0.0,INR,9697295360,-0.0042,11482520,34589300,0.63733,0.01525,71.777,2.2270365,1680220800,1711843200,1688083200,-37434000,-1.15,15.2,1.088,8.923,BSE,EQUITY,V2RETAIL.BO,V2RETAIL.BO,V2 RETAIL LTD.,V2 Retail Limited,1183520700,Asia/Kolkata,IST,19800000,159.85,430.0,361.0,395.5,395.5,none,2,51356000,1.49,1086821760,4237359104,8912058368,171.606,259.494,2815460000,863569024,0.248,0.34480998,0.12195,0.03286,INR,
5,"Khasra No. 919, 921, 926, 928",Extended Lal Dora Abadi Village Kapashera Border Tehsil Vasant Vihar,New Delhi,110037,India,91 11 4177 1850,91 11 2678 4281,https://www.v2retail.com,Apparel Retail,Consumer Cyclical,"V2 Retail Limited engages in the retail trade of apparels and garments, textiles, and accessories in India. The company sells its products under the One Human, Glamora, Godspeed, Herrlich, ebellia, No War, and Honey Brats brands. The company was incorporated in 2001 and is based in New Delhi, India.",2627,"{'maxAge': 1, 'name': 'Mr. Pratik  Adukia', 'title': 'Chief Financial Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,152.25,159.0,151.5,159.85,152.25,159.0,151.5,159.85,0.0,0.754986,10.516448,69195,69195,7107,11995,11995,159.85,0.0,0,0,5529099776,67.0,159.85,0.62040657,135.8548,101.7094,0.0,0.0,INR,9697295360,-0.0042,11482520,34589300,0.63733,0.01525,71.777,2.2270365,1680220800,1711843200,1688083200,-37434000,-1.15,15.2,1.088,8.923,BSE,EQUITY,V2RETAIL.BO,V2RETAIL.BO,V2 RETAIL LTD.,V2 Retail Limited,1183520700,Asia/Kolkata,IST,19800000,159.85,430.0,361.0,395.5,395.5,none,2,51356000,1.49,1086821760,4237359104,8912058368,171.606,259.494,2815460000,863569024,0.248,0.34480998,0.12195,0.03286,INR,
6,"Khasra No. 919, 921, 926, 928",Extended Lal Dora Abadi Village Kapashera Border Tehsil Vasant Vihar,New Delhi,110037,India,91 11 4177 1850,91 11 2678 4281,https://www.v2retail.com,Apparel Retail,Consumer Cyclical,"V2 Retail Limited engages in the retail trade of apparels and garments, textiles, and accessories in India. The company sells its products under the One Human, Glamora, Godspeed, Herrlich, ebellia, No War, and Honey Brats brands. The company was incorporated in 2001 and is based in New Delhi, India.",2627,"{'maxAge': 1, 'name': 'Rakesh Chander Joshi', 'title': 'Chief Operating Officer', 'fiscalYear': 2019, 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,152.25,159.0,151.5,159.85,152.25,159.0,151.5,159.85,0.0,0.754986,10.516448,69195,69195,7107,11995,11995,159.85,0.0,0,0,5529099776,67.0,159.85,0.62040657,135.8548,101.7094,0.0,0.0,INR,9697295360,-0.0042,11482520,34589300,0.63733,0.01525,71.777,2.2270365,1680220800,1711843200,1688083200,-37434000,-1.15,15.2,1.088,8.923,BSE,EQUITY,V2RETAIL.BO,V2RETAIL.BO,V2 RETAIL LTD.,V2 Retail Limited,1183520700,Asia/Kolkata,IST,19800000,159.85,430.0,361.0,395.5,395.5,none,2,51356000,1.49,1086821760,4237359104,8912058368,171.606,259.494,2815460000,863569024,0.248,0.34480998,0.12195,0.03286,INR,
7,"Khasra No. 919, 921, 926, 928",Extended Lal Dora Abadi Village Kapashera Border Tehsil Vasant Vihar,New Delhi,110037,India,91 11 4177 1850,91 11 2678 4281,https://www.v2retail.com,Apparel Retail,Consumer Cyclical,"V2 Retail Limited engages in the retail trade of apparels and garments, textiles, and accessories in India. The company sells its products under the One Human, Glamora, Godspeed, Herrlich, ebellia, No War, and Honey Brats brands. The company was incorporated in 2001 and is based in New Delhi, India.",2627,"{'maxAge': 1, 'name': 'Mr. Shakti Prasad Mohanty', 'title': 'Head of Bus. Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,152.25,159.0,151.5,159.85,152.25,159.0,151.5,159.85,0.0,0.754986,10.516448,69195,69195,7107,11995,11995,159.85,0.0,0,0,5529099776,67.0,159.85,0.62040657,135.8548,101.7094,0.0,0.0,INR,9697295360,-0.0042,11482520,34589300,0.63733,0.01525,71.777,2.2270365,1680220800,1711843200,1688083200,-37434000,-1.15,15.2,1.088,8.923,BSE,EQUITY,V2RETAIL.BO,V2RETAIL.BO,V2 RETAIL LTD.,V2 Retail Limited,1183520700,Asia/Kolkata,IST,19800000,159.85,430.0,361.0,395.5,395.5,none,2,51356000,1.49,1086821760,4237359104,8912058368,171.606,259.494,2815460000,863569024,0.248,0.34480998,0.12195,0.03286,INR,
8,"Khasra No. 919, 921, 926, 928",Extended Lal Dora Abadi Village Kapashera Border Tehsil Vasant Vihar,New Delhi,110037,India,91 11 4177 1850,91 11 2678 4281,https://www.v2retail.com,Apparel Retail,Consumer Cyclical,"V2 Retail Limited engages in the retail trade of apparels and garments, textiles, and accessories in India. The company sells its products under the One Human, Glamora, Godspeed, Herrlich, ebellia, No War, and Honey Brats brands. The company was incorporated in 2001 and is based in New Delhi, India.",2627,"{'maxAge': 1, 'name': 'Mr. Pappu  Kumar', 'title': 'Head of Retail', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,152.25,159.0,151.5,159.85,152.25,159.0,151.5,159.85,0.0,0.754986,10.516448,69195,69195,7107,11995,11995,159.85,0.0,0,0,5529099776,67.0,159.85,0.62040657,135.8548,101.7094,0.0,0.0,INR,9697295360,-0.0042,11482520,34589300,0.63733,0.01525,71.777,2.2270365,1680220800,1711843200,1688083200,-37434000,-1.15,15.2,1.088,8.923,BSE,EQUITY,V2RETAIL.BO,V2RETAIL.BO,V2 RETAIL LTD.,V2 Retail Limited,1183520700,Asia/Kolkata,IST,19800000,159.85,430.0,361.0,395.5,395.5,none,2,51356000,1.49,1086821760,4237359104,8912058368,171.606,259.494,2815460000,863569024,0.248,0.34480998,0.12195,0.03286,INR,
9,"Khasra No. 919, 921, 926, 928",Extended Lal Dora Abadi Village Kapashera Border Tehsil Vasant Vihar,New Delhi,110037,India,91 11 4177 1850,91 11 2678 4281,https://www.v2retail.com,Apparel Retail,Consumer Cyclical,"V2 Retail Limited engages in the retail trade of apparels and garments, textiles, and accessories in India. The company sells its products under the One Human, Glamora, Godspeed, Herrlich, ebellia, No War, and Honey Brats brands. The company was incorporated in 2001 and is based in New Delhi, India.",2627,"{'maxAge': 1, 'name': 'Pradeep  Tyagi', 'title': 'SBU Heads of Buildings, Airports & Ports - Gurugram', 'exercisedValue': 0, 'unexercisedValue': 0}",1672444800,86400,2,152.25,159.0,151.5,159.85,152.25,159.0,151.5,159.85,0.0,0.754986,10.516448,69195,69195,7107,11995,11995,159.85,0.0,0,0,5529099776,67.0,159.85,0.62040657,135.8548,101.7094,0.0,0.0,INR,9697295360,-0.0042,11482520,34589300,0.63733,0.01525,71.777,2.2270365,1680220800,1711843200,1688083200,-37434000,-1.15,15.2,1.088,8.923,BSE,EQUITY,V2RETAIL.BO,V2RETAIL.BO,V2 RETAIL LTD.,V2 Retail Limited,1183520700,Asia/Kolkata,IST,19800000,159.85,430.0,361.0,395.5,395.5,none,2,51356000,1.49,1086821760,4237359104,8912058368,171.606,259.494,2815460000,863569024,0.248,0.34480998,0.12195,0.03286,INR,
