,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Plaza PP - Wisma Subiyanto,Jl. Letjend. TB. Simatupang No. 57 Pasar Rebo,Jakarta,13760,Indonesia,62 21 840 3883,62 21 840 3890,https://www.ptpp.co.id,Engineering & Construction,Industrials,"PT PP (Persero) Tbk operates as a construction and investment company in Indonesia. It provides civil works, such as drainage and irrigation networks; underwater buildings; weirs, dams, and tunnels; roads, runway bridges, and ground drilling locations; road and railroad bridges; MRT; jetties or ports, wave, and ground barriers; airports; piping; ground transportation stations; and other civil buildings. The company also offers reclamation and dredging, rice field printing and land clearing, electricity support, landscaping, drilling, stake works, and production facilities maintenance services; and building construction and installation services. In addition, it provides electric power transmission, electricity generation, oil and gas goods storage, information technology activities and other computer services; provides ready to build areas, housing procurement, and housing area management; develops facilities and infrastructure areas; and hospitality, campgrounds, caravan stops, tourist lodges, and other short-term accommodations. Further, the company offers works on floors, walls, sanitary, and ceiling equipment; painting; mounting scaffoldings; interior and exterior decoration services; planning and supervision of various construction works, telecommunication radios and instrumentation, and repairs/ maintenance and consultancy services. Additionally, it provides construction work cost measurement, calculation, and determination; management consulting, project management instruction and planning; engineering, procurement, and construction; agency, import and export handling, expedition or land transportation, general trade, and information and tourism services; rents construction equipment; and supplies electricity, gas, water, steam/hot water, and cold air, as well as provides building management and system development services, and waste management and recycling services. The company was incorporated in 1953 and is headquartered in Jakarta, Indonesia.",1784,"{'maxAge': 1, 'name': 'Engineer Novel  Arsyad M.M., MM', 'age': 55, 'title': 'Pres Director', 'yearBorn': 1967, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,770.0,765.0,730.0,770.0,770.0,765.0,730.0,770.0,1592179200,0.0,16.750803,13.543599,21350900,21350900,15911327,48755030,48755030,730.0,735.0,0,0,4515298279424,498.0,1075.0,0.25161043,612.6,642.825,0.0,0.0,IDR,27374320091136,0.01567,2535804436,6185339904,0.59599996,0.05629,1803.261,0.40482214,1672444800,1703980800,1688083200,0.058,281154748416,43.58,53.9,0.78,1.525,15.85,JKT,EQUITY,PTPP.JK,PTPP.JK,PP (Persero) Tbk.,PT PP (Persero) Tbk,1265680800,Asia/Jakarta,WIB,25200000,730.0,1000.0,700.0,812.5,775.0,3.0,hold,4,3065745506304,495.647,1727036522496,22214676054016,0.713,1.293,17945591808000,148.932,3059.142,0.01455,0.02566,2648850798151,-2857687318528,248608555008,-0.223,0.14305,0.09624,0.0752,IDR,
1,Plaza PP - Wisma Subiyanto,Jl. Letjend. TB. Simatupang No. 57 Pasar Rebo,Jakarta,13760,Indonesia,62 21 840 3883,62 21 840 3890,https://www.ptpp.co.id,Engineering & Construction,Industrials,"PT PP (Persero) Tbk operates as a construction and investment company in Indonesia. It provides civil works, such as drainage and irrigation networks; underwater buildings; weirs, dams, and tunnels; roads, runway bridges, and ground drilling locations; road and railroad bridges; MRT; jetties or ports, wave, and ground barriers; airports; piping; ground transportation stations; and other civil buildings. The company also offers reclamation and dredging, rice field printing and land clearing, electricity support, landscaping, drilling, stake works, and production facilities maintenance services; and building construction and installation services. In addition, it provides electric power transmission, electricity generation, oil and gas goods storage, information technology activities and other computer services; provides ready to build areas, housing procurement, and housing area management; develops facilities and infrastructure areas; and hospitality, campgrounds, caravan stops, tourist lodges, and other short-term accommodations. Further, the company offers works on floors, walls, sanitary, and ceiling equipment; painting; mounting scaffoldings; interior and exterior decoration services; planning and supervision of various construction works, telecommunication radios and instrumentation, and repairs/ maintenance and consultancy services. Additionally, it provides construction work cost measurement, calculation, and determination; management consulting, project management instruction and planning; engineering, procurement, and construction; agency, import and export handling, expedition or land transportation, general trade, and information and tourism services; rents construction equipment; and supplies electricity, gas, water, steam/hot water, and cold air, as well as provides building management and system development services, and waste management and recycling services. The company was incorporated in 1953 and is headquartered in Jakarta, Indonesia.",1784,"{'maxAge': 1, 'name': 'Engineer Anton Satyo Hendriatmo M.Sc., MSc', 'age': 53, 'title': 'Director of Building Sector Operation & Director', 'yearBorn': 1969, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,770.0,765.0,730.0,770.0,770.0,765.0,730.0,770.0,1592179200,0.0,16.750803,13.543599,21350900,21350900,15911327,48755030,48755030,730.0,735.0,0,0,4515298279424,498.0,1075.0,0.25161043,612.6,642.825,0.0,0.0,IDR,27374320091136,0.01567,2535804436,6185339904,0.59599996,0.05629,1803.261,0.40482214,1672444800,1703980800,1688083200,0.058,281154748416,43.58,53.9,0.78,1.525,15.85,JKT,EQUITY,PTPP.JK,PTPP.JK,PP (Persero) Tbk.,PT PP (Persero) Tbk,1265680800,Asia/Jakarta,WIB,25200000,730.0,1000.0,700.0,812.5,775.0,3.0,hold,4,3065745506304,495.647,1727036522496,22214676054016,0.713,1.293,17945591808000,148.932,3059.142,0.01455,0.02566,2648850798151,-2857687318528,248608555008,-0.223,0.14305,0.09624,0.0752,IDR,
2,Plaza PP - Wisma Subiyanto,Jl. Letjend. TB. Simatupang No. 57 Pasar Rebo,Jakarta,13760,Indonesia,62 21 840 3883,62 21 840 3890,https://www.ptpp.co.id,Engineering & Construction,Industrials,"PT PP (Persero) Tbk operates as a construction and investment company in Indonesia. It provides civil works, such as drainage and irrigation networks; underwater buildings; weirs, dams, and tunnels; roads, runway bridges, and ground drilling locations; road and railroad bridges; MRT; jetties or ports, wave, and ground barriers; airports; piping; ground transportation stations; and other civil buildings. The company also offers reclamation and dredging, rice field printing and land clearing, electricity support, landscaping, drilling, stake works, and production facilities maintenance services; and building construction and installation services. In addition, it provides electric power transmission, electricity generation, oil and gas goods storage, information technology activities and other computer services; provides ready to build areas, housing procurement, and housing area management; develops facilities and infrastructure areas; and hospitality, campgrounds, caravan stops, tourist lodges, and other short-term accommodations. Further, the company offers works on floors, walls, sanitary, and ceiling equipment; painting; mounting scaffoldings; interior and exterior decoration services; planning and supervision of various construction works, telecommunication radios and instrumentation, and repairs/ maintenance and consultancy services. Additionally, it provides construction work cost measurement, calculation, and determination; management consulting, project management instruction and planning; engineering, procurement, and construction; agency, import and export handling, expedition or land transportation, general trade, and information and tourism services; rents construction equipment; and supplies electricity, gas, water, steam/hot water, and cold air, as well as provides building management and system development services, and waste management and recycling services. The company was incorporated in 1953 and is headquartered in Jakarta, Indonesia.",1784,"{'maxAge': 1, 'name': 'Mr. Agus  Purbianto Ak, C.A., CA, M.M., MM, S.E., SE', 'age': 51, 'title': 'Director of Fin. & Risk Management and Director', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,770.0,765.0,730.0,770.0,770.0,765.0,730.0,770.0,1592179200,0.0,16.750803,13.543599,21350900,21350900,15911327,48755030,48755030,730.0,735.0,0,0,4515298279424,498.0,1075.0,0.25161043,612.6,642.825,0.0,0.0,IDR,27374320091136,0.01567,2535804436,6185339904,0.59599996,0.05629,1803.261,0.40482214,1672444800,1703980800,1688083200,0.058,281154748416,43.58,53.9,0.78,1.525,15.85,JKT,EQUITY,PTPP.JK,PTPP.JK,PP (Persero) Tbk.,PT PP (Persero) Tbk,1265680800,Asia/Jakarta,WIB,25200000,730.0,1000.0,700.0,812.5,775.0,3.0,hold,4,3065745506304,495.647,1727036522496,22214676054016,0.713,1.293,17945591808000,148.932,3059.142,0.01455,0.02566,2648850798151,-2857687318528,248608555008,-0.223,0.14305,0.09624,0.0752,IDR,
3,Plaza PP - Wisma Subiyanto,Jl. Letjend. TB. Simatupang No. 57 Pasar Rebo,Jakarta,13760,Indonesia,62 21 840 3883,62 21 840 3890,https://www.ptpp.co.id,Engineering & Construction,Industrials,"PT PP (Persero) Tbk operates as a construction and investment company in Indonesia. It provides civil works, such as drainage and irrigation networks; underwater buildings; weirs, dams, and tunnels; roads, runway bridges, and ground drilling locations; road and railroad bridges; MRT; jetties or ports, wave, and ground barriers; airports; piping; ground transportation stations; and other civil buildings. The company also offers reclamation and dredging, rice field printing and land clearing, electricity support, landscaping, drilling, stake works, and production facilities maintenance services; and building construction and installation services. In addition, it provides electric power transmission, electricity generation, oil and gas goods storage, information technology activities and other computer services; provides ready to build areas, housing procurement, and housing area management; develops facilities and infrastructure areas; and hospitality, campgrounds, caravan stops, tourist lodges, and other short-term accommodations. Further, the company offers works on floors, walls, sanitary, and ceiling equipment; painting; mounting scaffoldings; interior and exterior decoration services; planning and supervision of various construction works, telecommunication radios and instrumentation, and repairs/ maintenance and consultancy services. Additionally, it provides construction work cost measurement, calculation, and determination; management consulting, project management instruction and planning; engineering, procurement, and construction; agency, import and export handling, expedition or land transportation, general trade, and information and tourism services; rents construction equipment; and supplies electricity, gas, water, steam/hot water, and cold air, as well as provides building management and system development services, and waste management and recycling services. The company was incorporated in 1953 and is headquartered in Jakarta, Indonesia.",1784,"{'maxAge': 1, 'name': 'Mr. Yul Ari Pramuraharjo', 'age': 58, 'title': 'Director of Infrastructure Sector Operation & Director', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,770.0,765.0,730.0,770.0,770.0,765.0,730.0,770.0,1592179200,0.0,16.750803,13.543599,21350900,21350900,15911327,48755030,48755030,730.0,735.0,0,0,4515298279424,498.0,1075.0,0.25161043,612.6,642.825,0.0,0.0,IDR,27374320091136,0.01567,2535804436,6185339904,0.59599996,0.05629,1803.261,0.40482214,1672444800,1703980800,1688083200,0.058,281154748416,43.58,53.9,0.78,1.525,15.85,JKT,EQUITY,PTPP.JK,PTPP.JK,PP (Persero) Tbk.,PT PP (Persero) Tbk,1265680800,Asia/Jakarta,WIB,25200000,730.0,1000.0,700.0,812.5,775.0,3.0,hold,4,3065745506304,495.647,1727036522496,22214676054016,0.713,1.293,17945591808000,148.932,3059.142,0.01455,0.02566,2648850798151,-2857687318528,248608555008,-0.223,0.14305,0.09624,0.0752,IDR,
4,Plaza PP - Wisma Subiyanto,Jl. Letjend. TB. Simatupang No. 57 Pasar Rebo,Jakarta,13760,Indonesia,62 21 840 3883,62 21 840 3890,https://www.ptpp.co.id,Engineering & Construction,Industrials,"PT PP (Persero) Tbk operates as a construction and investment company in Indonesia. It provides civil works, such as drainage and irrigation networks; underwater buildings; weirs, dams, and tunnels; roads, runway bridges, and ground drilling locations; road and railroad bridges; MRT; jetties or ports, wave, and ground barriers; airports; piping; ground transportation stations; and other civil buildings. The company also offers reclamation and dredging, rice field printing and land clearing, electricity support, landscaping, drilling, stake works, and production facilities maintenance services; and building construction and installation services. In addition, it provides electric power transmission, electricity generation, oil and gas goods storage, information technology activities and other computer services; provides ready to build areas, housing procurement, and housing area management; develops facilities and infrastructure areas; and hospitality, campgrounds, caravan stops, tourist lodges, and other short-term accommodations. Further, the company offers works on floors, walls, sanitary, and ceiling equipment; painting; mounting scaffoldings; interior and exterior decoration services; planning and supervision of various construction works, telecommunication radios and instrumentation, and repairs/ maintenance and consultancy services. Additionally, it provides construction work cost measurement, calculation, and determination; management consulting, project management instruction and planning; engineering, procurement, and construction; agency, import and export handling, expedition or land transportation, general trade, and information and tourism services; rents construction equipment; and supplies electricity, gas, water, steam/hot water, and cold air, as well as provides building management and system development services, and waste management and recycling services. The company was incorporated in 1953 and is headquartered in Jakarta, Indonesia.",1784,"{'maxAge': 1, 'name': 'Engineer Eddy Herman Harun', 'age': 65, 'title': 'Director of EPC Sector Operation & Director', 'yearBorn': 1957, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,770.0,765.0,730.0,770.0,770.0,765.0,730.0,770.0,1592179200,0.0,16.750803,13.543599,21350900,21350900,15911327,48755030,48755030,730.0,735.0,0,0,4515298279424,498.0,1075.0,0.25161043,612.6,642.825,0.0,0.0,IDR,27374320091136,0.01567,2535804436,6185339904,0.59599996,0.05629,1803.261,0.40482214,1672444800,1703980800,1688083200,0.058,281154748416,43.58,53.9,0.78,1.525,15.85,JKT,EQUITY,PTPP.JK,PTPP.JK,PP (Persero) Tbk.,PT PP (Persero) Tbk,1265680800,Asia/Jakarta,WIB,25200000,730.0,1000.0,700.0,812.5,775.0,3.0,hold,4,3065745506304,495.647,1727036522496,22214676054016,0.713,1.293,17945591808000,148.932,3059.142,0.01455,0.02566,2648850798151,-2857687318528,248608555008,-0.223,0.14305,0.09624,0.0752,IDR,
5,Plaza PP - Wisma Subiyanto,Jl. Letjend. TB. Simatupang No. 57 Pasar Rebo,Jakarta,13760,Indonesia,62 21 840 3883,62 21 840 3890,https://www.ptpp.co.id,Engineering & Construction,Industrials,"PT PP (Persero) Tbk operates as a construction and investment company in Indonesia. It provides civil works, such as drainage and irrigation networks; underwater buildings; weirs, dams, and tunnels; roads, runway bridges, and ground drilling locations; road and railroad bridges; MRT; jetties or ports, wave, and ground barriers; airports; piping; ground transportation stations; and other civil buildings. The company also offers reclamation and dredging, rice field printing and land clearing, electricity support, landscaping, drilling, stake works, and production facilities maintenance services; and building construction and installation services. In addition, it provides electric power transmission, electricity generation, oil and gas goods storage, information technology activities and other computer services; provides ready to build areas, housing procurement, and housing area management; develops facilities and infrastructure areas; and hospitality, campgrounds, caravan stops, tourist lodges, and other short-term accommodations. Further, the company offers works on floors, walls, sanitary, and ceiling equipment; painting; mounting scaffoldings; interior and exterior decoration services; planning and supervision of various construction works, telecommunication radios and instrumentation, and repairs/ maintenance and consultancy services. Additionally, it provides construction work cost measurement, calculation, and determination; management consulting, project management instruction and planning; engineering, procurement, and construction; agency, import and export handling, expedition or land transportation, general trade, and information and tourism services; rents construction equipment; and supplies electricity, gas, water, steam/hot water, and cold air, as well as provides building management and system development services, and waste management and recycling services. The company was incorporated in 1953 and is headquartered in Jakarta, Indonesia.",1784,"{'maxAge': 1, 'name': 'Engineer Sinur Linda Gustina Manurung', 'age': 54, 'title': 'Director of Corp. Strategies & HCM and Director', 'yearBorn': 1968, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,770.0,765.0,730.0,770.0,770.0,765.0,730.0,770.0,1592179200,0.0,16.750803,13.543599,21350900,21350900,15911327,48755030,48755030,730.0,735.0,0,0,4515298279424,498.0,1075.0,0.25161043,612.6,642.825,0.0,0.0,IDR,27374320091136,0.01567,2535804436,6185339904,0.59599996,0.05629,1803.261,0.40482214,1672444800,1703980800,1688083200,0.058,281154748416,43.58,53.9,0.78,1.525,15.85,JKT,EQUITY,PTPP.JK,PTPP.JK,PP (Persero) Tbk.,PT PP (Persero) Tbk,1265680800,Asia/Jakarta,WIB,25200000,730.0,1000.0,700.0,812.5,775.0,3.0,hold,4,3065745506304,495.647,1727036522496,22214676054016,0.713,1.293,17945591808000,148.932,3059.142,0.01455,0.02566,2648850798151,-2857687318528,248608555008,-0.223,0.14305,0.09624,0.0752,IDR,
6,Plaza PP - Wisma Subiyanto,Jl. Letjend. TB. Simatupang No. 57 Pasar Rebo,Jakarta,13760,Indonesia,62 21 840 3883,62 21 840 3890,https://www.ptpp.co.id,Engineering & Construction,Industrials,"PT PP (Persero) Tbk operates as a construction and investment company in Indonesia. It provides civil works, such as drainage and irrigation networks; underwater buildings; weirs, dams, and tunnels; roads, runway bridges, and ground drilling locations; road and railroad bridges; MRT; jetties or ports, wave, and ground barriers; airports; piping; ground transportation stations; and other civil buildings. The company also offers reclamation and dredging, rice field printing and land clearing, electricity support, landscaping, drilling, stake works, and production facilities maintenance services; and building construction and installation services. In addition, it provides electric power transmission, electricity generation, oil and gas goods storage, information technology activities and other computer services; provides ready to build areas, housing procurement, and housing area management; develops facilities and infrastructure areas; and hospitality, campgrounds, caravan stops, tourist lodges, and other short-term accommodations. Further, the company offers works on floors, walls, sanitary, and ceiling equipment; painting; mounting scaffoldings; interior and exterior decoration services; planning and supervision of various construction works, telecommunication radios and instrumentation, and repairs/ maintenance and consultancy services. Additionally, it provides construction work cost measurement, calculation, and determination; management consulting, project management instruction and planning; engineering, procurement, and construction; agency, import and export handling, expedition or land transportation, general trade, and information and tourism services; rents construction equipment; and supplies electricity, gas, water, steam/hot water, and cold air, as well as provides building management and system development services, and waste management and recycling services. The company was incorporated in 1953 and is headquartered in Jakarta, Indonesia.",1784,"{'maxAge': 1, 'name': 'Mr. Fatchul  Birri', 'age': 56, 'title': 'SVP and Head of Operation Control & Supply Chain Management Division', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,770.0,765.0,730.0,770.0,770.0,765.0,730.0,770.0,1592179200,0.0,16.750803,13.543599,21350900,21350900,15911327,48755030,48755030,730.0,735.0,0,0,4515298279424,498.0,1075.0,0.25161043,612.6,642.825,0.0,0.0,IDR,27374320091136,0.01567,2535804436,6185339904,0.59599996,0.05629,1803.261,0.40482214,1672444800,1703980800,1688083200,0.058,281154748416,43.58,53.9,0.78,1.525,15.85,JKT,EQUITY,PTPP.JK,PTPP.JK,PP (Persero) Tbk.,PT PP (Persero) Tbk,1265680800,Asia/Jakarta,WIB,25200000,730.0,1000.0,700.0,812.5,775.0,3.0,hold,4,3065745506304,495.647,1727036522496,22214676054016,0.713,1.293,17945591808000,148.932,3059.142,0.01455,0.02566,2648850798151,-2857687318528,248608555008,-0.223,0.14305,0.09624,0.0752,IDR,
7,Plaza PP - Wisma Subiyanto,Jl. Letjend. TB. Simatupang No. 57 Pasar Rebo,Jakarta,13760,Indonesia,62 21 840 3883,62 21 840 3890,https://www.ptpp.co.id,Engineering & Construction,Industrials,"PT PP (Persero) Tbk operates as a construction and investment company in Indonesia. It provides civil works, such as drainage and irrigation networks; underwater buildings; weirs, dams, and tunnels; roads, runway bridges, and ground drilling locations; road and railroad bridges; MRT; jetties or ports, wave, and ground barriers; airports; piping; ground transportation stations; and other civil buildings. The company also offers reclamation and dredging, rice field printing and land clearing, electricity support, landscaping, drilling, stake works, and production facilities maintenance services; and building construction and installation services. In addition, it provides electric power transmission, electricity generation, oil and gas goods storage, information technology activities and other computer services; provides ready to build areas, housing procurement, and housing area management; develops facilities and infrastructure areas; and hospitality, campgrounds, caravan stops, tourist lodges, and other short-term accommodations. Further, the company offers works on floors, walls, sanitary, and ceiling equipment; painting; mounting scaffoldings; interior and exterior decoration services; planning and supervision of various construction works, telecommunication radios and instrumentation, and repairs/ maintenance and consultancy services. Additionally, it provides construction work cost measurement, calculation, and determination; management consulting, project management instruction and planning; engineering, procurement, and construction; agency, import and export handling, expedition or land transportation, general trade, and information and tourism services; rents construction equipment; and supplies electricity, gas, water, steam/hot water, and cold air, as well as provides building management and system development services, and waste management and recycling services. The company was incorporated in 1953 and is headquartered in Jakarta, Indonesia.",1784,"{'maxAge': 1, 'name': 'Mr. Gede Upeksa Negara', 'age': 50, 'title': 'Sr. VP and Head of Bus. Devel. & Investment Division', 'yearBorn': 1972, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,770.0,765.0,730.0,770.0,770.0,765.0,730.0,770.0,1592179200,0.0,16.750803,13.543599,21350900,21350900,15911327,48755030,48755030,730.0,735.0,0,0,4515298279424,498.0,1075.0,0.25161043,612.6,642.825,0.0,0.0,IDR,27374320091136,0.01567,2535804436,6185339904,0.59599996,0.05629,1803.261,0.40482214,1672444800,1703980800,1688083200,0.058,281154748416,43.58,53.9,0.78,1.525,15.85,JKT,EQUITY,PTPP.JK,PTPP.JK,PP (Persero) Tbk.,PT PP (Persero) Tbk,1265680800,Asia/Jakarta,WIB,25200000,730.0,1000.0,700.0,812.5,775.0,3.0,hold,4,3065745506304,495.647,1727036522496,22214676054016,0.713,1.293,17945591808000,148.932,3059.142,0.01455,0.02566,2648850798151,-2857687318528,248608555008,-0.223,0.14305,0.09624,0.0752,IDR,
8,Plaza PP - Wisma Subiyanto,Jl. Letjend. TB. Simatupang No. 57 Pasar Rebo,Jakarta,13760,Indonesia,62 21 840 3883,62 21 840 3890,https://www.ptpp.co.id,Engineering & Construction,Industrials,"PT PP (Persero) Tbk operates as a construction and investment company in Indonesia. It provides civil works, such as drainage and irrigation networks; underwater buildings; weirs, dams, and tunnels; roads, runway bridges, and ground drilling locations; road and railroad bridges; MRT; jetties or ports, wave, and ground barriers; airports; piping; ground transportation stations; and other civil buildings. The company also offers reclamation and dredging, rice field printing and land clearing, electricity support, landscaping, drilling, stake works, and production facilities maintenance services; and building construction and installation services. In addition, it provides electric power transmission, electricity generation, oil and gas goods storage, information technology activities and other computer services; provides ready to build areas, housing procurement, and housing area management; develops facilities and infrastructure areas; and hospitality, campgrounds, caravan stops, tourist lodges, and other short-term accommodations. Further, the company offers works on floors, walls, sanitary, and ceiling equipment; painting; mounting scaffoldings; interior and exterior decoration services; planning and supervision of various construction works, telecommunication radios and instrumentation, and repairs/ maintenance and consultancy services. Additionally, it provides construction work cost measurement, calculation, and determination; management consulting, project management instruction and planning; engineering, procurement, and construction; agency, import and export handling, expedition or land transportation, general trade, and information and tourism services; rents construction equipment; and supplies electricity, gas, water, steam/hot water, and cold air, as well as provides building management and system development services, and waste management and recycling services. The company was incorporated in 1953 and is headquartered in Jakarta, Indonesia.",1784,"{'maxAge': 1, 'name': 'Budi  Suanda', 'age': 44, 'title': 'SVP and Head of Strategic Planning, Engineering & Technology Division', 'yearBorn': 1978, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,770.0,765.0,730.0,770.0,770.0,765.0,730.0,770.0,1592179200,0.0,16.750803,13.543599,21350900,21350900,15911327,48755030,48755030,730.0,735.0,0,0,4515298279424,498.0,1075.0,0.25161043,612.6,642.825,0.0,0.0,IDR,27374320091136,0.01567,2535804436,6185339904,0.59599996,0.05629,1803.261,0.40482214,1672444800,1703980800,1688083200,0.058,281154748416,43.58,53.9,0.78,1.525,15.85,JKT,EQUITY,PTPP.JK,PTPP.JK,PP (Persero) Tbk.,PT PP (Persero) Tbk,1265680800,Asia/Jakarta,WIB,25200000,730.0,1000.0,700.0,812.5,775.0,3.0,hold,4,3065745506304,495.647,1727036522496,22214676054016,0.713,1.293,17945591808000,148.932,3059.142,0.01455,0.02566,2648850798151,-2857687318528,248608555008,-0.223,0.14305,0.09624,0.0752,IDR,
9,Plaza PP - Wisma Subiyanto,Jl. Letjend. TB. Simatupang No. 57 Pasar Rebo,Jakarta,13760,Indonesia,62 21 840 3883,62 21 840 3890,https://www.ptpp.co.id,Engineering & Construction,Industrials,"PT PP (Persero) Tbk operates as a construction and investment company in Indonesia. It provides civil works, such as drainage and irrigation networks; underwater buildings; weirs, dams, and tunnels; roads, runway bridges, and ground drilling locations; road and railroad bridges; MRT; jetties or ports, wave, and ground barriers; airports; piping; ground transportation stations; and other civil buildings. The company also offers reclamation and dredging, rice field printing and land clearing, electricity support, landscaping, drilling, stake works, and production facilities maintenance services; and building construction and installation services. In addition, it provides electric power transmission, electricity generation, oil and gas goods storage, information technology activities and other computer services; provides ready to build areas, housing procurement, and housing area management; develops facilities and infrastructure areas; and hospitality, campgrounds, caravan stops, tourist lodges, and other short-term accommodations. Further, the company offers works on floors, walls, sanitary, and ceiling equipment; painting; mounting scaffoldings; interior and exterior decoration services; planning and supervision of various construction works, telecommunication radios and instrumentation, and repairs/ maintenance and consultancy services. Additionally, it provides construction work cost measurement, calculation, and determination; management consulting, project management instruction and planning; engineering, procurement, and construction; agency, import and export handling, expedition or land transportation, general trade, and information and tourism services; rents construction equipment; and supplies electricity, gas, water, steam/hot water, and cold air, as well as provides building management and system development services, and waste management and recycling services. The company was incorporated in 1953 and is headquartered in Jakarta, Indonesia.",1784,"{'maxAge': 1, 'name': 'Ms. Nawang Sri Retno Kartiko', 'age': 58, 'title': 'Sr. VP and Head of MR & Legal Division', 'yearBorn': 1964, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,770.0,765.0,730.0,770.0,770.0,765.0,730.0,770.0,1592179200,0.0,16.750803,13.543599,21350900,21350900,15911327,48755030,48755030,730.0,735.0,0,0,4515298279424,498.0,1075.0,0.25161043,612.6,642.825,0.0,0.0,IDR,27374320091136,0.01567,2535804436,6185339904,0.59599996,0.05629,1803.261,0.40482214,1672444800,1703980800,1688083200,0.058,281154748416,43.58,53.9,0.78,1.525,15.85,JKT,EQUITY,PTPP.JK,PTPP.JK,PP (Persero) Tbk.,PT PP (Persero) Tbk,1265680800,Asia/Jakarta,WIB,25200000,730.0,1000.0,700.0,812.5,775.0,3.0,hold,4,3065745506304,495.647,1727036522496,22214676054016,0.713,1.293,17945591808000,148.932,3059.142,0.01455,0.02566,2648850798151,-2857687318528,248608555008,-0.223,0.14305,0.09624,0.0752,IDR,
