,address1,address2,city,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,exDividendDate,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,totalRevenue,debtToEquity,revenuePerShare,grossProfits,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"312A, Panchratna Society",3RD Floor Opera House Girgaon,Mumbai,400004,India,91 22 3394 4001,https://www.lypsa.in,Luxury Goods,Consumer Cyclical,"Lypsa Gems & Jewellery Limited manufactures and trades in diamonds in India. The company was formerly known as Maloo Gems & Jewellery Limited and changed its name to Lypsa Gems & Jewellery Limited in August 2011. Lypsa Gems & Jewellery Limited was incorporated in 1995 and is based in Mumbai, India.",10,"{'maxAge': 1, 'name': 'Mr. Dipankumar Babulal Patwa', 'age': 59, 'title': 'Chairman & MD', 'yearBorn': 1963, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,5.52,5.41,5.3,5.64,5.52,5.41,5.3,5.64,1442966400,0.0,0.356715,17304,17304,20937,13848,13848,5.38,5.58,0,0,165110400,3.49,7.94,1.1279882,5.1832,5.1948,0.0,0.0,INR,220383392,0.0,12557530,29484000,0.42373002,0.01997,21.689,0.2581954,1680220800,1711843200,1688083200,-0.875,-441491008,-15.19,7:5,1499817600,1.506,-0.502,BSE,EQUITY,LYPSAGEMS.BO,LYPSAGEMS.BO,LYPSA GEMS & JEWELLERY LTD,Lypsa Gems & Jewellery Limited,1341200700,Asia/Kolkata,IST,19800000,5.6,none,4729000,0.16,-438738752,60002000,146376000,9.385,4.475,3400000,1.484,0.02076,-2.9973402,-3.0159,INR,
1,"312A, Panchratna Society",3RD Floor Opera House Girgaon,Mumbai,400004,India,91 22 3394 4001,https://www.lypsa.in,Luxury Goods,Consumer Cyclical,"Lypsa Gems & Jewellery Limited manufactures and trades in diamonds in India. The company was formerly known as Maloo Gems & Jewellery Limited and changed its name to Lypsa Gems & Jewellery Limited in August 2011. Lypsa Gems & Jewellery Limited was incorporated in 1995 and is based in Mumbai, India.",10,"{'maxAge': 1, 'name': 'Mr. Manish Jaysukhlal Janani', 'age': 56, 'title': 'MD, CEO & Exec. Director', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,5.52,5.41,5.3,5.64,5.52,5.41,5.3,5.64,1442966400,0.0,0.356715,17304,17304,20937,13848,13848,5.38,5.58,0,0,165110400,3.49,7.94,1.1279882,5.1832,5.1948,0.0,0.0,INR,220383392,0.0,12557530,29484000,0.42373002,0.01997,21.689,0.2581954,1680220800,1711843200,1688083200,-0.875,-441491008,-15.19,7:5,1499817600,1.506,-0.502,BSE,EQUITY,LYPSAGEMS.BO,LYPSAGEMS.BO,LYPSA GEMS & JEWELLERY LTD,Lypsa Gems & Jewellery Limited,1341200700,Asia/Kolkata,IST,19800000,5.6,none,4729000,0.16,-438738752,60002000,146376000,9.385,4.475,3400000,1.484,0.02076,-2.9973402,-3.0159,INR,
2,"312A, Panchratna Society",3RD Floor Opera House Girgaon,Mumbai,400004,India,91 22 3394 4001,https://www.lypsa.in,Luxury Goods,Consumer Cyclical,"Lypsa Gems & Jewellery Limited manufactures and trades in diamonds in India. The company was formerly known as Maloo Gems & Jewellery Limited and changed its name to Lypsa Gems & Jewellery Limited in August 2011. Lypsa Gems & Jewellery Limited was incorporated in 1995 and is based in Mumbai, India.",10,"{'maxAge': 1, 'name': 'Mr. Jeeyan Dipan Patwa', 'age': 33, 'title': 'CFO & Exec. Director', 'yearBorn': 1989, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,5.52,5.41,5.3,5.64,5.52,5.41,5.3,5.64,1442966400,0.0,0.356715,17304,17304,20937,13848,13848,5.38,5.58,0,0,165110400,3.49,7.94,1.1279882,5.1832,5.1948,0.0,0.0,INR,220383392,0.0,12557530,29484000,0.42373002,0.01997,21.689,0.2581954,1680220800,1711843200,1688083200,-0.875,-441491008,-15.19,7:5,1499817600,1.506,-0.502,BSE,EQUITY,LYPSAGEMS.BO,LYPSAGEMS.BO,LYPSA GEMS & JEWELLERY LTD,Lypsa Gems & Jewellery Limited,1341200700,Asia/Kolkata,IST,19800000,5.6,none,4729000,0.16,-438738752,60002000,146376000,9.385,4.475,3400000,1.484,0.02076,-2.9973402,-3.0159,INR,
3,"312A, Panchratna Society",3RD Floor Opera House Girgaon,Mumbai,400004,India,91 22 3394 4001,https://www.lypsa.in,Luxury Goods,Consumer Cyclical,"Lypsa Gems & Jewellery Limited manufactures and trades in diamonds in India. The company was formerly known as Maloo Gems & Jewellery Limited and changed its name to Lypsa Gems & Jewellery Limited in August 2011. Lypsa Gems & Jewellery Limited was incorporated in 1995 and is based in Mumbai, India.",10,"{'maxAge': 1, 'name': 'Ms. Srishty  Mehta', 'title': 'Company Sec. & Compliance Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,5.52,5.41,5.3,5.64,5.52,5.41,5.3,5.64,1442966400,0.0,0.356715,17304,17304,20937,13848,13848,5.38,5.58,0,0,165110400,3.49,7.94,1.1279882,5.1832,5.1948,0.0,0.0,INR,220383392,0.0,12557530,29484000,0.42373002,0.01997,21.689,0.2581954,1680220800,1711843200,1688083200,-0.875,-441491008,-15.19,7:5,1499817600,1.506,-0.502,BSE,EQUITY,LYPSAGEMS.BO,LYPSAGEMS.BO,LYPSA GEMS & JEWELLERY LTD,Lypsa Gems & Jewellery Limited,1341200700,Asia/Kolkata,IST,19800000,5.6,none,4729000,0.16,-438738752,60002000,146376000,9.385,4.475,3400000,1.484,0.02076,-2.9973402,-3.0159,INR,
4,"312A, Panchratna Society",3RD Floor Opera House Girgaon,Mumbai,400004,India,91 22 3394 4001,https://www.lypsa.in,Luxury Goods,Consumer Cyclical,"Lypsa Gems & Jewellery Limited manufactures and trades in diamonds in India. The company was formerly known as Maloo Gems & Jewellery Limited and changed its name to Lypsa Gems & Jewellery Limited in August 2011. Lypsa Gems & Jewellery Limited was incorporated in 1995 and is based in Mumbai, India.",10,"{'maxAge': 1, 'name': 'Ms. Sonal Dipan Patwa', 'age': 58, 'title': 'Exec. Director', 'yearBorn': 1964, 'fiscalYear': 2020, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1609372800,86400,2,5.52,5.41,5.3,5.64,5.52,5.41,5.3,5.64,1442966400,0.0,0.356715,17304,17304,20937,13848,13848,5.38,5.58,0,0,165110400,3.49,7.94,1.1279882,5.1832,5.1948,0.0,0.0,INR,220383392,0.0,12557530,29484000,0.42373002,0.01997,21.689,0.2581954,1680220800,1711843200,1688083200,-0.875,-441491008,-15.19,7:5,1499817600,1.506,-0.502,BSE,EQUITY,LYPSAGEMS.BO,LYPSAGEMS.BO,LYPSA GEMS & JEWELLERY LTD,Lypsa Gems & Jewellery Limited,1341200700,Asia/Kolkata,IST,19800000,5.6,none,4729000,0.16,-438738752,60002000,146376000,9.385,4.475,3400000,1.484,0.02076,-2.9973402,-3.0159,INR,
