,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,100 Merrick Road,Suite 400W,Rockville Centre,NY,11570,United States,866 298 4420,https://www.novint.com,Electronic Gaming & Multimedia,Communication Services,"Novint Technologies, Inc. engages in the development and sale of 3D haptics products and equipment in New Mexico. The company provides Falcon 3D Touch Haptic Controller, a human-computer user interface and related accessories, which allows the user to experience the sense of touch when using a computer while holding its interchangeable handle. Novint Technologies, Inc. was incorporated in 1999 and is based in Rockville Centre, New York.","{'maxAge': 1, 'name': 'Mr. Orin Zvi Hirschman', 'age': 54, 'title': 'Pres, Treasurer & Director', 'yearBorn': 1968, 'fiscalYear': 2018, 'totalPay': 0, 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,0.0199,0.0205,0.0205,0.0268,0.0199,0.0205,0.0205,0.0268,0.0,-0.163554,84884,84884,56243,122422,122422,0.0,0.0,0,0,5421881,0.0085,0.0474,0.026506,0.02316525,0.0,0.0,USD,5444658,0.0,110308834,202308992,0.45514,0.056220002,-0.004,1672444800,1703980800,1688083200,-224222,-0.0,PNK,EQUITY,NVNT,NVNT,NOVINT TECHNOLOGIES INC,"Novint Technologies, Inc.",1149773400,America/New_York,EDT,-14400000,0.0268,none,27216,0.0,50000,0.031,0.033,-1.79744,-63618,-117701,0.0,0.0,0.0,USD,
1,100 Merrick Road,Suite 400W,Rockville Centre,NY,11570,United States,866 298 4420,https://www.novint.com,Electronic Gaming & Multimedia,Communication Services,"Novint Technologies, Inc. engages in the development and sale of 3D haptics products and equipment in New Mexico. The company provides Falcon 3D Touch Haptic Controller, a human-computer user interface and related accessories, which allows the user to experience the sense of touch when using a computer while holding its interchangeable handle. Novint Technologies, Inc. was incorporated in 1999 and is based in Rockville Centre, New York.","{'maxAge': 1, 'name': 'Mr. Walter A. Aviles', 'age': 62, 'title': 'Chief Technical Officer', 'yearBorn': 1960, 'fiscalYear': 2005, 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,0.0199,0.0205,0.0205,0.0268,0.0199,0.0205,0.0205,0.0268,0.0,-0.163554,84884,84884,56243,122422,122422,0.0,0.0,0,0,5421881,0.0085,0.0474,0.026506,0.02316525,0.0,0.0,USD,5444658,0.0,110308834,202308992,0.45514,0.056220002,-0.004,1672444800,1703980800,1688083200,-224222,-0.0,PNK,EQUITY,NVNT,NVNT,NOVINT TECHNOLOGIES INC,"Novint Technologies, Inc.",1149773400,America/New_York,EDT,-14400000,0.0268,none,27216,0.0,50000,0.031,0.033,-1.79744,-63618,-117701,0.0,0.0,0.0,USD,
2,100 Merrick Road,Suite 400W,Rockville Centre,NY,11570,United States,866 298 4420,https://www.novint.com,Electronic Gaming & Multimedia,Communication Services,"Novint Technologies, Inc. engages in the development and sale of 3D haptics products and equipment in New Mexico. The company provides Falcon 3D Touch Haptic Controller, a human-computer user interface and related accessories, which allows the user to experience the sense of touch when using a computer while holding its interchangeable handle. Novint Technologies, Inc. was incorporated in 1999 and is based in Rockville Centre, New York.","{'maxAge': 1, 'name': 'Mr. Kevin  Resnick', 'title': 'VP of Sales', 'exercisedValue': 0, 'unexercisedValue': 0}",1546214400,86400,4,0.0199,0.0205,0.0205,0.0268,0.0199,0.0205,0.0205,0.0268,0.0,-0.163554,84884,84884,56243,122422,122422,0.0,0.0,0,0,5421881,0.0085,0.0474,0.026506,0.02316525,0.0,0.0,USD,5444658,0.0,110308834,202308992,0.45514,0.056220002,-0.004,1672444800,1703980800,1688083200,-224222,-0.0,PNK,EQUITY,NVNT,NVNT,NOVINT TECHNOLOGIES INC,"Novint Technologies, Inc.",1149773400,America/New_York,EDT,-14400000,0.0268,none,27216,0.0,50000,0.031,0.033,-1.79744,-63618,-117701,0.0,0.0,0.0,USD,
