,address1,address2,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,forwardEps,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"No. 71, Dunhua South Road",21st Floor Section 2 Da’an District,Taipei,10682,Taiwan,886 2 2755 2662,886 2 2708 2581,https://www.hong-pu.com.tw,Real Estate—Development,Real Estate,"Hong Pu Real Estate Development Co., Ltd. constructs, leases, and sells residential and commercial buildings in Taiwan. The company was incorporated in 1988 and is based in Taipei, Taiwan.","{'maxAge': 1, 'name': 'Mr. Jin-Hua  Tuan', 'title': 'Chairman & CEO', 'fiscalYear': 2021, 'totalPay': 2655000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,26.5,26.5,26.25,26.55,26.5,26.5,26.25,26.55,0.5,0.0189,1693440000,0.0,0.343417,20.190842,372100,372100,419558,319278,319278,26.45,26.5,0,0,8802798592,21.8,27.2,33.50282,25.895,24.43225,0.5,0.018867925,TWD,32593467392,-1.32901,175307141,332808992,0.47298,0.13451,33.965,0.77874285,1672444800,1703980800,1688083200,-349193984,-1.05,1.31,1099:1000,1314316800,124.048,573.213,TAI,EQUITY,2536.TW,2536.TW,HONG PU REAL ESTATE DEVELOPMENT,"Hong Pu Real Estate Development Co., Ltd.",946947600,Asia/Taipei,CST,28800000,26.45,none,603753024,1.814,56861000,23793795072,0.026,1.505,262748000,199.871,0.789,0.00043000001,-0.029590001,381053000,-1592424960,-1900681984,0.882,0.42905,0.21641001,0.102790006,TWD,
1,"No. 71, Dunhua South Road",21st Floor Section 2 Da’an District,Taipei,10682,Taiwan,886 2 2755 2662,886 2 2708 2581,https://www.hong-pu.com.tw,Real Estate—Development,Real Estate,"Hong Pu Real Estate Development Co., Ltd. constructs, leases, and sells residential and commercial buildings in Taiwan. The company was incorporated in 1988 and is based in Taipei, Taiwan.","{'maxAge': 1, 'name': 'Mr. Wulong  You', 'title': 'Director & Pres', 'fiscalYear': 2021, 'totalPay': 1943000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,26.5,26.5,26.25,26.55,26.5,26.5,26.25,26.55,0.5,0.0189,1693440000,0.0,0.343417,20.190842,372100,372100,419558,319278,319278,26.45,26.5,0,0,8802798592,21.8,27.2,33.50282,25.895,24.43225,0.5,0.018867925,TWD,32593467392,-1.32901,175307141,332808992,0.47298,0.13451,33.965,0.77874285,1672444800,1703980800,1688083200,-349193984,-1.05,1.31,1099:1000,1314316800,124.048,573.213,TAI,EQUITY,2536.TW,2536.TW,HONG PU REAL ESTATE DEVELOPMENT,"Hong Pu Real Estate Development Co., Ltd.",946947600,Asia/Taipei,CST,28800000,26.45,none,603753024,1.814,56861000,23793795072,0.026,1.505,262748000,199.871,0.789,0.00043000001,-0.029590001,381053000,-1592424960,-1900681984,0.882,0.42905,0.21641001,0.102790006,TWD,
2,"No. 71, Dunhua South Road",21st Floor Section 2 Da’an District,Taipei,10682,Taiwan,886 2 2755 2662,886 2 2708 2581,https://www.hong-pu.com.tw,Real Estate—Development,Real Estate,"Hong Pu Real Estate Development Co., Ltd. constructs, leases, and sells residential and commercial buildings in Taiwan. The company was incorporated in 1988 and is based in Taipei, Taiwan.","{'maxAge': 1, 'name': 'Ms. Pao-Shu  Liu', 'title': 'Chief of Accounting Department, Mang. of Fin. Department & Representative Director', 'fiscalYear': 2021, 'totalPay': 1276000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,26.5,26.5,26.25,26.55,26.5,26.5,26.25,26.55,0.5,0.0189,1693440000,0.0,0.343417,20.190842,372100,372100,419558,319278,319278,26.45,26.5,0,0,8802798592,21.8,27.2,33.50282,25.895,24.43225,0.5,0.018867925,TWD,32593467392,-1.32901,175307141,332808992,0.47298,0.13451,33.965,0.77874285,1672444800,1703980800,1688083200,-349193984,-1.05,1.31,1099:1000,1314316800,124.048,573.213,TAI,EQUITY,2536.TW,2536.TW,HONG PU REAL ESTATE DEVELOPMENT,"Hong Pu Real Estate Development Co., Ltd.",946947600,Asia/Taipei,CST,28800000,26.45,none,603753024,1.814,56861000,23793795072,0.026,1.505,262748000,199.871,0.789,0.00043000001,-0.029590001,381053000,-1592424960,-1900681984,0.882,0.42905,0.21641001,0.102790006,TWD,
3,"No. 71, Dunhua South Road",21st Floor Section 2 Da’an District,Taipei,10682,Taiwan,886 2 2755 2662,886 2 2708 2581,https://www.hong-pu.com.tw,Real Estate—Development,Real Estate,"Hong Pu Real Estate Development Co., Ltd. constructs, leases, and sells residential and commercial buildings in Taiwan. The company was incorporated in 1988 and is based in Taipei, Taiwan.","{'maxAge': 1, 'name': 'W. L.  You', 'title': 'Chief Information Security Officer', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,2,26.5,26.5,26.25,26.55,26.5,26.5,26.25,26.55,0.5,0.0189,1693440000,0.0,0.343417,20.190842,372100,372100,419558,319278,319278,26.45,26.5,0,0,8802798592,21.8,27.2,33.50282,25.895,24.43225,0.5,0.018867925,TWD,32593467392,-1.32901,175307141,332808992,0.47298,0.13451,33.965,0.77874285,1672444800,1703980800,1688083200,-349193984,-1.05,1.31,1099:1000,1314316800,124.048,573.213,TAI,EQUITY,2536.TW,2536.TW,HONG PU REAL ESTATE DEVELOPMENT,"Hong Pu Real Estate Development Co., Ltd.",946947600,Asia/Taipei,CST,28800000,26.45,none,603753024,1.814,56861000,23793795072,0.026,1.505,262748000,199.871,0.789,0.00043000001,-0.029590001,381053000,-1592424960,-1900681984,0.882,0.42905,0.21641001,0.102790006,TWD,
