,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"3-7, place de l’Europe",Vélizy-Villacoublay,78140,France,33 1 34 65 89 89,33 1 71 59 26 29,https://www.eiffage.com,Engineering & Construction,Industrials,"Eiffage SA engages in the construction, property development, urban development, civil engineering, metallic construction, roads, energy systems, and concessions businesses in France and internationally. The company operates through Construction, Infrastructure, Energy Systems, Concessions, and Holding Company segments. The Construction segment offers urban development, building design and construction, property development, and maintenance and facilities management services. The Infrastructure segment is involved in undertaking civil engineering, road and rail design and construction, drainage, earthworks, and metallic construction. The Energy Systems segment designs, constructs, integrates, operates, and maintains energy and telecommunication systems and equipment. The Concessions segment constructs and manages concession contracts and public-private partnerships. The company was founded in 1844 and is based in Vélizy-Villacoublay, France.",76300,"{'maxAge': 1, 'name': 'Mr. Benoit  de Ruffray', 'age': 56, 'title': 'Chairman & CEO', 'yearBorn': 1966, 'fiscalYear': 2022, 'totalPay': 2162544, 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,1,6,3,1693526400,1672444800,86400,2,92.56,93.42,93.08,93.7,92.56,93.42,93.08,93.7,3.6,0.038900003,1684108800,0.3704,1.244744,9.397178,8.4745455,393245,393245,194241,215054,215054,0.0,0.0,0,0,8991460352,79.8,107.9,0.41366675,92.9228,97.95905,3.6,0.038893692,EUR,22081464320,0.042969998,77241529,96454200,0.22242,0.51461,64.02,1.4561076,1672444800,1703980800,1688083200,0.107,934000000,9.92,11.0,1.17,2:1,1146528000,1.016,6.78,PAR,EQUITY,FGR.PA,FGR.PA,EIFFAGE,Eiffage SA,946886400,Europe/Paris,CEST,7200000,93.22,150.0,100.0,124.1,125.0,2.1,buy,15,3392000000,35.167,3256999936,15107999744,0.744,0.983,21735999488,200.132,228.25,0.04046,0.19274999,17268000000,2018875008,3073999872,0.097,0.089,0.82306,0.14984,0.10379,EUR,
1,"3-7, place de l’Europe",Vélizy-Villacoublay,78140,France,33 1 34 65 89 89,33 1 71 59 26 29,https://www.eiffage.com,Engineering & Construction,Industrials,"Eiffage SA engages in the construction, property development, urban development, civil engineering, metallic construction, roads, energy systems, and concessions businesses in France and internationally. The company operates through Construction, Infrastructure, Energy Systems, Concessions, and Holding Company segments. The Construction segment offers urban development, building design and construction, property development, and maintenance and facilities management services. The Infrastructure segment is involved in undertaking civil engineering, road and rail design and construction, drainage, earthworks, and metallic construction. The Energy Systems segment designs, constructs, integrates, operates, and maintains energy and telecommunication systems and equipment. The Concessions segment constructs and manages concession contracts and public-private partnerships. The company was founded in 1844 and is based in Vélizy-Villacoublay, France.",76300,"{'maxAge': 1, 'name': 'Mr. Christian  Cassayre', 'age': 57, 'title': 'Chief Financial Officer', 'yearBorn': 1965, 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,1,6,3,1693526400,1672444800,86400,2,92.56,93.42,93.08,93.7,92.56,93.42,93.08,93.7,3.6,0.038900003,1684108800,0.3704,1.244744,9.397178,8.4745455,393245,393245,194241,215054,215054,0.0,0.0,0,0,8991460352,79.8,107.9,0.41366675,92.9228,97.95905,3.6,0.038893692,EUR,22081464320,0.042969998,77241529,96454200,0.22242,0.51461,64.02,1.4561076,1672444800,1703980800,1688083200,0.107,934000000,9.92,11.0,1.17,2:1,1146528000,1.016,6.78,PAR,EQUITY,FGR.PA,FGR.PA,EIFFAGE,Eiffage SA,946886400,Europe/Paris,CEST,7200000,93.22,150.0,100.0,124.1,125.0,2.1,buy,15,3392000000,35.167,3256999936,15107999744,0.744,0.983,21735999488,200.132,228.25,0.04046,0.19274999,17268000000,2018875008,3073999872,0.097,0.089,0.82306,0.14984,0.10379,EUR,
2,"3-7, place de l’Europe",Vélizy-Villacoublay,78140,France,33 1 34 65 89 89,33 1 71 59 26 29,https://www.eiffage.com,Engineering & Construction,Industrials,"Eiffage SA engages in the construction, property development, urban development, civil engineering, metallic construction, roads, energy systems, and concessions businesses in France and internationally. The company operates through Construction, Infrastructure, Energy Systems, Concessions, and Holding Company segments. The Construction segment offers urban development, building design and construction, property development, and maintenance and facilities management services. The Infrastructure segment is involved in undertaking civil engineering, road and rail design and construction, drainage, earthworks, and metallic construction. The Energy Systems segment designs, constructs, integrates, operates, and maintains energy and telecommunication systems and equipment. The Concessions segment constructs and manages concession contracts and public-private partnerships. The company was founded in 1844 and is based in Vélizy-Villacoublay, France.",76300,"{'maxAge': 1, 'name': 'Mr. Claudine  Font', 'title': 'Head of Social & Human Devel.', 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,1,6,3,1693526400,1672444800,86400,2,92.56,93.42,93.08,93.7,92.56,93.42,93.08,93.7,3.6,0.038900003,1684108800,0.3704,1.244744,9.397178,8.4745455,393245,393245,194241,215054,215054,0.0,0.0,0,0,8991460352,79.8,107.9,0.41366675,92.9228,97.95905,3.6,0.038893692,EUR,22081464320,0.042969998,77241529,96454200,0.22242,0.51461,64.02,1.4561076,1672444800,1703980800,1688083200,0.107,934000000,9.92,11.0,1.17,2:1,1146528000,1.016,6.78,PAR,EQUITY,FGR.PA,FGR.PA,EIFFAGE,Eiffage SA,946886400,Europe/Paris,CEST,7200000,93.22,150.0,100.0,124.1,125.0,2.1,buy,15,3392000000,35.167,3256999936,15107999744,0.744,0.983,21735999488,200.132,228.25,0.04046,0.19274999,17268000000,2018875008,3073999872,0.097,0.089,0.82306,0.14984,0.10379,EUR,
3,"3-7, place de l’Europe",Vélizy-Villacoublay,78140,France,33 1 34 65 89 89,33 1 71 59 26 29,https://www.eiffage.com,Engineering & Construction,Industrials,"Eiffage SA engages in the construction, property development, urban development, civil engineering, metallic construction, roads, energy systems, and concessions businesses in France and internationally. The company operates through Construction, Infrastructure, Energy Systems, Concessions, and Holding Company segments. The Construction segment offers urban development, building design and construction, property development, and maintenance and facilities management services. The Infrastructure segment is involved in undertaking civil engineering, road and rail design and construction, drainage, earthworks, and metallic construction. The Energy Systems segment designs, constructs, integrates, operates, and maintains energy and telecommunication systems and equipment. The Concessions segment constructs and manages concession contracts and public-private partnerships. The company was founded in 1844 and is based in Vélizy-Villacoublay, France.",76300,"{'maxAge': 1, 'name': 'Mr. J. Philippe Nourry', 'age': 64, 'title': 'Chairman of Motorway Concessions in France', 'yearBorn': 1958, 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,1,6,3,1693526400,1672444800,86400,2,92.56,93.42,93.08,93.7,92.56,93.42,93.08,93.7,3.6,0.038900003,1684108800,0.3704,1.244744,9.397178,8.4745455,393245,393245,194241,215054,215054,0.0,0.0,0,0,8991460352,79.8,107.9,0.41366675,92.9228,97.95905,3.6,0.038893692,EUR,22081464320,0.042969998,77241529,96454200,0.22242,0.51461,64.02,1.4561076,1672444800,1703980800,1688083200,0.107,934000000,9.92,11.0,1.17,2:1,1146528000,1.016,6.78,PAR,EQUITY,FGR.PA,FGR.PA,EIFFAGE,Eiffage SA,946886400,Europe/Paris,CEST,7200000,93.22,150.0,100.0,124.1,125.0,2.1,buy,15,3392000000,35.167,3256999936,15107999744,0.744,0.983,21735999488,200.132,228.25,0.04046,0.19274999,17268000000,2018875008,3073999872,0.097,0.089,0.82306,0.14984,0.10379,EUR,
4,"3-7, place de l’Europe",Vélizy-Villacoublay,78140,France,33 1 34 65 89 89,33 1 71 59 26 29,https://www.eiffage.com,Engineering & Construction,Industrials,"Eiffage SA engages in the construction, property development, urban development, civil engineering, metallic construction, roads, energy systems, and concessions businesses in France and internationally. The company operates through Construction, Infrastructure, Energy Systems, Concessions, and Holding Company segments. The Construction segment offers urban development, building design and construction, property development, and maintenance and facilities management services. The Infrastructure segment is involved in undertaking civil engineering, road and rail design and construction, drainage, earthworks, and metallic construction. The Energy Systems segment designs, constructs, integrates, operates, and maintains energy and telecommunication systems and equipment. The Concessions segment constructs and manages concession contracts and public-private partnerships. The company was founded in 1844 and is based in Vélizy-Villacoublay, France.",76300,"{'maxAge': 1, 'name': 'Mr. Olivier  Genis', 'title': 'Chairman of the Construction Division', 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,1,6,3,1693526400,1672444800,86400,2,92.56,93.42,93.08,93.7,92.56,93.42,93.08,93.7,3.6,0.038900003,1684108800,0.3704,1.244744,9.397178,8.4745455,393245,393245,194241,215054,215054,0.0,0.0,0,0,8991460352,79.8,107.9,0.41366675,92.9228,97.95905,3.6,0.038893692,EUR,22081464320,0.042969998,77241529,96454200,0.22242,0.51461,64.02,1.4561076,1672444800,1703980800,1688083200,0.107,934000000,9.92,11.0,1.17,2:1,1146528000,1.016,6.78,PAR,EQUITY,FGR.PA,FGR.PA,EIFFAGE,Eiffage SA,946886400,Europe/Paris,CEST,7200000,93.22,150.0,100.0,124.1,125.0,2.1,buy,15,3392000000,35.167,3256999936,15107999744,0.744,0.983,21735999488,200.132,228.25,0.04046,0.19274999,17268000000,2018875008,3073999872,0.097,0.089,0.82306,0.14984,0.10379,EUR,
5,"3-7, place de l’Europe",Vélizy-Villacoublay,78140,France,33 1 34 65 89 89,33 1 71 59 26 29,https://www.eiffage.com,Engineering & Construction,Industrials,"Eiffage SA engages in the construction, property development, urban development, civil engineering, metallic construction, roads, energy systems, and concessions businesses in France and internationally. The company operates through Construction, Infrastructure, Energy Systems, Concessions, and Holding Company segments. The Construction segment offers urban development, building design and construction, property development, and maintenance and facilities management services. The Infrastructure segment is involved in undertaking civil engineering, road and rail design and construction, drainage, earthworks, and metallic construction. The Energy Systems segment designs, constructs, integrates, operates, and maintains energy and telecommunication systems and equipment. The Concessions segment constructs and manages concession contracts and public-private partnerships. The company was founded in 1844 and is based in Vélizy-Villacoublay, France.",76300,"{'maxAge': 1, 'name': 'Mr. Laurent  Girou', 'title': 'Chairman of Eiffage Route', 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,1,6,3,1693526400,1672444800,86400,2,92.56,93.42,93.08,93.7,92.56,93.42,93.08,93.7,3.6,0.038900003,1684108800,0.3704,1.244744,9.397178,8.4745455,393245,393245,194241,215054,215054,0.0,0.0,0,0,8991460352,79.8,107.9,0.41366675,92.9228,97.95905,3.6,0.038893692,EUR,22081464320,0.042969998,77241529,96454200,0.22242,0.51461,64.02,1.4561076,1672444800,1703980800,1688083200,0.107,934000000,9.92,11.0,1.17,2:1,1146528000,1.016,6.78,PAR,EQUITY,FGR.PA,FGR.PA,EIFFAGE,Eiffage SA,946886400,Europe/Paris,CEST,7200000,93.22,150.0,100.0,124.1,125.0,2.1,buy,15,3392000000,35.167,3256999936,15107999744,0.744,0.983,21735999488,200.132,228.25,0.04046,0.19274999,17268000000,2018875008,3073999872,0.097,0.089,0.82306,0.14984,0.10379,EUR,
6,"3-7, place de l’Europe",Vélizy-Villacoublay,78140,France,33 1 34 65 89 89,33 1 71 59 26 29,https://www.eiffage.com,Engineering & Construction,Industrials,"Eiffage SA engages in the construction, property development, urban development, civil engineering, metallic construction, roads, energy systems, and concessions businesses in France and internationally. The company operates through Construction, Infrastructure, Energy Systems, Concessions, and Holding Company segments. The Construction segment offers urban development, building design and construction, property development, and maintenance and facilities management services. The Infrastructure segment is involved in undertaking civil engineering, road and rail design and construction, drainage, earthworks, and metallic construction. The Energy Systems segment designs, constructs, integrates, operates, and maintains energy and telecommunication systems and equipment. The Concessions segment constructs and manages concession contracts and public-private partnerships. The company was founded in 1844 and is based in Vélizy-Villacoublay, France.",76300,"{'maxAge': 1, 'name': 'Ms. Valérie  David', 'title': 'Head of Sustainable Devel. & Transversal Innovation', 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,1,6,3,1693526400,1672444800,86400,2,92.56,93.42,93.08,93.7,92.56,93.42,93.08,93.7,3.6,0.038900003,1684108800,0.3704,1.244744,9.397178,8.4745455,393245,393245,194241,215054,215054,0.0,0.0,0,0,8991460352,79.8,107.9,0.41366675,92.9228,97.95905,3.6,0.038893692,EUR,22081464320,0.042969998,77241529,96454200,0.22242,0.51461,64.02,1.4561076,1672444800,1703980800,1688083200,0.107,934000000,9.92,11.0,1.17,2:1,1146528000,1.016,6.78,PAR,EQUITY,FGR.PA,FGR.PA,EIFFAGE,Eiffage SA,946886400,Europe/Paris,CEST,7200000,93.22,150.0,100.0,124.1,125.0,2.1,buy,15,3392000000,35.167,3256999936,15107999744,0.744,0.983,21735999488,200.132,228.25,0.04046,0.19274999,17268000000,2018875008,3073999872,0.097,0.089,0.82306,0.14984,0.10379,EUR,
7,"3-7, place de l’Europe",Vélizy-Villacoublay,78140,France,33 1 34 65 89 89,33 1 71 59 26 29,https://www.eiffage.com,Engineering & Construction,Industrials,"Eiffage SA engages in the construction, property development, urban development, civil engineering, metallic construction, roads, energy systems, and concessions businesses in France and internationally. The company operates through Construction, Infrastructure, Energy Systems, Concessions, and Holding Company segments. The Construction segment offers urban development, building design and construction, property development, and maintenance and facilities management services. The Infrastructure segment is involved in undertaking civil engineering, road and rail design and construction, drainage, earthworks, and metallic construction. The Energy Systems segment designs, constructs, integrates, operates, and maintains energy and telecommunication systems and equipment. The Concessions segment constructs and manages concession contracts and public-private partnerships. The company was founded in 1844 and is based in Vélizy-Villacoublay, France.",76300,"{'maxAge': 1, 'name': 'Mr. Erick  Lemonnier', 'title': 'Head of Risk Prevention - Infrastructure Division', 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,1,6,3,1693526400,1672444800,86400,2,92.56,93.42,93.08,93.7,92.56,93.42,93.08,93.7,3.6,0.038900003,1684108800,0.3704,1.244744,9.397178,8.4745455,393245,393245,194241,215054,215054,0.0,0.0,0,0,8991460352,79.8,107.9,0.41366675,92.9228,97.95905,3.6,0.038893692,EUR,22081464320,0.042969998,77241529,96454200,0.22242,0.51461,64.02,1.4561076,1672444800,1703980800,1688083200,0.107,934000000,9.92,11.0,1.17,2:1,1146528000,1.016,6.78,PAR,EQUITY,FGR.PA,FGR.PA,EIFFAGE,Eiffage SA,946886400,Europe/Paris,CEST,7200000,93.22,150.0,100.0,124.1,125.0,2.1,buy,15,3392000000,35.167,3256999936,15107999744,0.744,0.983,21735999488,200.132,228.25,0.04046,0.19274999,17268000000,2018875008,3073999872,0.097,0.089,0.82306,0.14984,0.10379,EUR,
8,"3-7, place de l’Europe",Vélizy-Villacoublay,78140,France,33 1 34 65 89 89,33 1 71 59 26 29,https://www.eiffage.com,Engineering & Construction,Industrials,"Eiffage SA engages in the construction, property development, urban development, civil engineering, metallic construction, roads, energy systems, and concessions businesses in France and internationally. The company operates through Construction, Infrastructure, Energy Systems, Concessions, and Holding Company segments. The Construction segment offers urban development, building design and construction, property development, and maintenance and facilities management services. The Infrastructure segment is involved in undertaking civil engineering, road and rail design and construction, drainage, earthworks, and metallic construction. The Energy Systems segment designs, constructs, integrates, operates, and maintains energy and telecommunication systems and equipment. The Concessions segment constructs and manages concession contracts and public-private partnerships. The company was founded in 1844 and is based in Vélizy-Villacoublay, France.",76300,"{'maxAge': 1, 'name': 'Mr. Patrick  Colin', 'title': 'Head of Quality, Safety & Environment - Eiffage Énergie Systèmes', 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,1,6,3,1693526400,1672444800,86400,2,92.56,93.42,93.08,93.7,92.56,93.42,93.08,93.7,3.6,0.038900003,1684108800,0.3704,1.244744,9.397178,8.4745455,393245,393245,194241,215054,215054,0.0,0.0,0,0,8991460352,79.8,107.9,0.41366675,92.9228,97.95905,3.6,0.038893692,EUR,22081464320,0.042969998,77241529,96454200,0.22242,0.51461,64.02,1.4561076,1672444800,1703980800,1688083200,0.107,934000000,9.92,11.0,1.17,2:1,1146528000,1.016,6.78,PAR,EQUITY,FGR.PA,FGR.PA,EIFFAGE,Eiffage SA,946886400,Europe/Paris,CEST,7200000,93.22,150.0,100.0,124.1,125.0,2.1,buy,15,3392000000,35.167,3256999936,15107999744,0.744,0.983,21735999488,200.132,228.25,0.04046,0.19274999,17268000000,2018875008,3073999872,0.097,0.089,0.82306,0.14984,0.10379,EUR,
9,"3-7, place de l’Europe",Vélizy-Villacoublay,78140,France,33 1 34 65 89 89,33 1 71 59 26 29,https://www.eiffage.com,Engineering & Construction,Industrials,"Eiffage SA engages in the construction, property development, urban development, civil engineering, metallic construction, roads, energy systems, and concessions businesses in France and internationally. The company operates through Construction, Infrastructure, Energy Systems, Concessions, and Holding Company segments. The Construction segment offers urban development, building design and construction, property development, and maintenance and facilities management services. The Infrastructure segment is involved in undertaking civil engineering, road and rail design and construction, drainage, earthworks, and metallic construction. The Energy Systems segment designs, constructs, integrates, operates, and maintains energy and telecommunication systems and equipment. The Concessions segment constructs and manages concession contracts and public-private partnerships. The company was founded in 1844 and is based in Vélizy-Villacoublay, France.",76300,"{'maxAge': 1, 'name': 'Mr. Yannick  Lecomte', 'title': ""Head of APRR's Network Risk Prevention Department"", 'exercisedValue': 0, 'unexercisedValue': 0}",6,5,1,6,3,1693526400,1672444800,86400,2,92.56,93.42,93.08,93.7,92.56,93.42,93.08,93.7,3.6,0.038900003,1684108800,0.3704,1.244744,9.397178,8.4745455,393245,393245,194241,215054,215054,0.0,0.0,0,0,8991460352,79.8,107.9,0.41366675,92.9228,97.95905,3.6,0.038893692,EUR,22081464320,0.042969998,77241529,96454200,0.22242,0.51461,64.02,1.4561076,1672444800,1703980800,1688083200,0.107,934000000,9.92,11.0,1.17,2:1,1146528000,1.016,6.78,PAR,EQUITY,FGR.PA,FGR.PA,EIFFAGE,Eiffage SA,946886400,Europe/Paris,CEST,7200000,93.22,150.0,100.0,124.1,125.0,2.1,buy,15,3392000000,35.167,3256999936,15107999744,0.744,0.983,21735999488,200.132,228.25,0.04046,0.19274999,17268000000,2018875008,3073999872,0.097,0.089,0.82306,0.14984,0.10379,EUR,
