,address1,address2,city,state,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,returnOnAssets,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,789 West Pender Street,Suite 1120,Vancouver,BC,V6C 1H2,Canada,604-229-8129,604 229 8150,https://www.tnrgoldcorp.com,Other Industrial Metals & Mining,Basic Materials,"TNR Gold Corp. engages in the acquisition, exploration, and evaluation of mineral properties. The company explores for gold, copper, silver, and lithium deposits. It holds a 90% interest in the Shotgun gold project located in the southwestern Alaska. The company also holds royalty interests in the Los Azules Copper and Mariana Lithium projects located in Argentina. TNR Gold Corp. was incorporated in 1988 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Kirill  Klip M.B.A., MBA', 'title': 'Exec. Chairman, Pres & CEO', 'fiscalYear': 2021, 'totalPay': 180000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.065,0.06,0.06,0.06,0.065,0.06,0.06,0.06,0.0,0.79113,1.5,6000,6000,69398,38300,38300,0.06,0.065,11406900,0.03,0.07,0.0623,0.055975,0.0,0.0,CAD,10025822,0.0,147578296,190115008,15135,76006,1690761600,1693440000,0.0001,0.22122999,0.0,0.23,0.007,8.571428,1672444800,1703980800,1688083200,8175492,0.04,1:4,1056499200,VAN,EQUITY,TNR.V,TNR.V,TNR GOLD CORP,TNR Gold Corp.,939821400,America/Toronto,EDT,-14400000,0.06,0.22,0.22,0.22,0.22,2.0,buy,1,1406085,0.007,0,29.759,30.28,-1.1913201,-99222,-1750822,-1725952,0.0,0.0,0.0,CAD,
1,789 West Pender Street,Suite 1120,Vancouver,BC,V6C 1H2,Canada,604-229-8129,604 229 8150,https://www.tnrgoldcorp.com,Other Industrial Metals & Mining,Basic Materials,"TNR Gold Corp. engages in the acquisition, exploration, and evaluation of mineral properties. The company explores for gold, copper, silver, and lithium deposits. It holds a 90% interest in the Shotgun gold project located in the southwestern Alaska. The company also holds royalty interests in the Los Azules Copper and Mariana Lithium projects located in Argentina. TNR Gold Corp. was incorporated in 1988 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Maurice  Brooks B.Sc., FCA (ICAEW)', 'title': 'Chief Financial Officer', 'fiscalYear': 2021, 'totalPay': 36000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.065,0.06,0.06,0.06,0.065,0.06,0.06,0.06,0.0,0.79113,1.5,6000,6000,69398,38300,38300,0.06,0.065,11406900,0.03,0.07,0.0623,0.055975,0.0,0.0,CAD,10025822,0.0,147578296,190115008,15135,76006,1690761600,1693440000,0.0001,0.22122999,0.0,0.23,0.007,8.571428,1672444800,1703980800,1688083200,8175492,0.04,1:4,1056499200,VAN,EQUITY,TNR.V,TNR.V,TNR GOLD CORP,TNR Gold Corp.,939821400,America/Toronto,EDT,-14400000,0.06,0.22,0.22,0.22,0.22,2.0,buy,1,1406085,0.007,0,29.759,30.28,-1.1913201,-99222,-1750822,-1725952,0.0,0.0,0.0,CAD,
2,789 West Pender Street,Suite 1120,Vancouver,BC,V6C 1H2,Canada,604-229-8129,604 229 8150,https://www.tnrgoldcorp.com,Other Industrial Metals & Mining,Basic Materials,"TNR Gold Corp. engages in the acquisition, exploration, and evaluation of mineral properties. The company explores for gold, copper, silver, and lithium deposits. It holds a 90% interest in the Shotgun gold project located in the southwestern Alaska. The company also holds royalty interests in the Los Azules Copper and Mariana Lithium projects located in Argentina. TNR Gold Corp. was incorporated in 1988 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Mr. Konstantin  Klip B.A.', 'title': 'VP of Corp. Devel. & Director', 'fiscalYear': 2021, 'totalPay': 70000, 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.065,0.06,0.06,0.06,0.065,0.06,0.06,0.06,0.0,0.79113,1.5,6000,6000,69398,38300,38300,0.06,0.065,11406900,0.03,0.07,0.0623,0.055975,0.0,0.0,CAD,10025822,0.0,147578296,190115008,15135,76006,1690761600,1693440000,0.0001,0.22122999,0.0,0.23,0.007,8.571428,1672444800,1703980800,1688083200,8175492,0.04,1:4,1056499200,VAN,EQUITY,TNR.V,TNR.V,TNR GOLD CORP,TNR Gold Corp.,939821400,America/Toronto,EDT,-14400000,0.06,0.22,0.22,0.22,0.22,2.0,buy,1,1406085,0.007,0,29.759,30.28,-1.1913201,-99222,-1750822,-1725952,0.0,0.0,0.0,CAD,
3,789 West Pender Street,Suite 1120,Vancouver,BC,V6C 1H2,Canada,604-229-8129,604 229 8150,https://www.tnrgoldcorp.com,Other Industrial Metals & Mining,Basic Materials,"TNR Gold Corp. engages in the acquisition, exploration, and evaluation of mineral properties. The company explores for gold, copper, silver, and lithium deposits. It holds a 90% interest in the Shotgun gold project located in the southwestern Alaska. The company also holds royalty interests in the Los Azules Copper and Mariana Lithium projects located in Argentina. TNR Gold Corp. was incorporated in 1988 and is headquartered in Vancouver, Canada.","{'maxAge': 1, 'name': 'Ms. Nancy  La Couvée', 'title': 'Corp. Sec.', 'exercisedValue': 0, 'unexercisedValue': 0}",1640908800,86400,4,0.065,0.06,0.06,0.06,0.065,0.06,0.06,0.06,0.0,0.79113,1.5,6000,6000,69398,38300,38300,0.06,0.065,11406900,0.03,0.07,0.0623,0.055975,0.0,0.0,CAD,10025822,0.0,147578296,190115008,15135,76006,1690761600,1693440000,0.0001,0.22122999,0.0,0.23,0.007,8.571428,1672444800,1703980800,1688083200,8175492,0.04,1:4,1056499200,VAN,EQUITY,TNR.V,TNR.V,TNR GOLD CORP,TNR Gold Corp.,939821400,America/Toronto,EDT,-14400000,0.06,0.22,0.22,0.22,0.22,2.0,buy,1,1406085,0.007,0,29.759,30.28,-1.1913201,-99222,-1750822,-1725952,0.0,0.0,0.0,CAD,
