,address1,address2,city,state,zip,country,phone,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,recommendationKey,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,"999 Peachtree Street, NE",Suite 688,Atlanta,GA,30309,United States,404 659 2424,https://www.oxfordinc.com,Apparel Manufacturing,Consumer Cyclical,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes products of lifestyle and other brands worldwide. The company offers men's and women's sportswear and related products under the Tommy Bahama brand; women's and girl's dresses and sportswear, scarves, bags, jewelry, and belts, as well as footwear and children's apparel and swimwear under the Lilly Pulitzer brand; and men's shirts, pants, shorts, outerwear, ties, swimwear, footwear, and accessories, as well as women and youth products under the Southern Tide brand. It also designs, sources, markets, and distributes premium childrenswear, including bonnets, hats, apparel, swimwear, and accessories through thebeaufortbonnetcompany.com and wholesale specialty retailers; men's apparel, which include pants, shorts, and tops through duckhead.com and wholesale specialty retailers. In addition, the company licenses Tommy Bahama brand for various products, such as indoor and outdoor furniture, beach chairs, bedding and bath linens, fabrics, leather goods and gifts, headwear, hosiery, sleepwear, shampoo, toiletries, fragrances, cigar accessories, distilled spirits, and other products; Lilly Pulitzer for stationery and gift products, home furnishing products, and eyewear; and Southern Tide trademark for bed and bath product. Oxford Industries, Inc. offers products through its retail stores, department stores, specialty stores, multi-branded e-commerce retailers, off-price retailers, and other retailers, as well as e-commerce sites. As of January 29, 2022, it operated 186 brand-specific full-price retail stores; 21 Tommy Bahama food and beverage locations; and 35 Tommy Bahama outlet stores. Oxford Industries, Inc. was founded in 1942 and is headquartered in Atlanta, Georgia.",6000,"{'maxAge': 1, 'name': 'Mr. Thomas Caldecot Chubb III', 'age': 58, 'title': 'Chairman, CEO & Pres', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 2667978, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,5,4,1693526400,1672444800,86400,2,96.13,96.02,95.97,98.88,96.13,96.02,95.97,98.88,2.6,0.026600001,1697068800,0.2374,1.99,1.51141,9.673591,8.9071045,447783,447783,205570,270910,270910,98.2,97.86,800,1000,1527675136,85.59,123.37,0.99462354,102.6414,105.31545,2.4,0.024966193,USD,1855235584,0.10528,15038340,15620400,975439,1018489,1690761600,1693440000,0.0624,0.05963,0.94378,5.57,0.095699996,39.963,2.4472637,1674864000,1706400000,1690588800,-0.091,161706000,10.11,10.98,0.93,2:1,1070323200,1.208,6.804,NYQ,EQUITY,OXM,OXM,"Oxford Industries, Inc.","Oxford Industries, Inc.",322151400,America/New_York,EDT,-14400000,97.8,130.0,98.0,113.8,108.0,2.6,hold,5,7790000,0.499,272652000,335355008,0.356,1.214,1535933056,53.689,98.221,0.12778,0.27913,884855000,99059504,187480992,-0.077,0.157,0.63166,0.17752,0.14024,USD,
1,"999 Peachtree Street, NE",Suite 688,Atlanta,GA,30309,United States,404 659 2424,https://www.oxfordinc.com,Apparel Manufacturing,Consumer Cyclical,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes products of lifestyle and other brands worldwide. The company offers men's and women's sportswear and related products under the Tommy Bahama brand; women's and girl's dresses and sportswear, scarves, bags, jewelry, and belts, as well as footwear and children's apparel and swimwear under the Lilly Pulitzer brand; and men's shirts, pants, shorts, outerwear, ties, swimwear, footwear, and accessories, as well as women and youth products under the Southern Tide brand. It also designs, sources, markets, and distributes premium childrenswear, including bonnets, hats, apparel, swimwear, and accessories through thebeaufortbonnetcompany.com and wholesale specialty retailers; men's apparel, which include pants, shorts, and tops through duckhead.com and wholesale specialty retailers. In addition, the company licenses Tommy Bahama brand for various products, such as indoor and outdoor furniture, beach chairs, bedding and bath linens, fabrics, leather goods and gifts, headwear, hosiery, sleepwear, shampoo, toiletries, fragrances, cigar accessories, distilled spirits, and other products; Lilly Pulitzer for stationery and gift products, home furnishing products, and eyewear; and Southern Tide trademark for bed and bath product. Oxford Industries, Inc. offers products through its retail stores, department stores, specialty stores, multi-branded e-commerce retailers, off-price retailers, and other retailers, as well as e-commerce sites. As of January 29, 2022, it operated 186 brand-specific full-price retail stores; 21 Tommy Bahama food and beverage locations; and 35 Tommy Bahama outlet stores. Oxford Industries, Inc. was founded in 1942 and is headquartered in Atlanta, Georgia.",6000,"{'maxAge': 1, 'name': 'Mr. K. Scott Grassmyer', 'age': 61, 'title': 'Exec. VP, CFO & COO', 'yearBorn': 1961, 'fiscalYear': 2022, 'totalPay': 1052529, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,5,4,1693526400,1672444800,86400,2,96.13,96.02,95.97,98.88,96.13,96.02,95.97,98.88,2.6,0.026600001,1697068800,0.2374,1.99,1.51141,9.673591,8.9071045,447783,447783,205570,270910,270910,98.2,97.86,800,1000,1527675136,85.59,123.37,0.99462354,102.6414,105.31545,2.4,0.024966193,USD,1855235584,0.10528,15038340,15620400,975439,1018489,1690761600,1693440000,0.0624,0.05963,0.94378,5.57,0.095699996,39.963,2.4472637,1674864000,1706400000,1690588800,-0.091,161706000,10.11,10.98,0.93,2:1,1070323200,1.208,6.804,NYQ,EQUITY,OXM,OXM,"Oxford Industries, Inc.","Oxford Industries, Inc.",322151400,America/New_York,EDT,-14400000,97.8,130.0,98.0,113.8,108.0,2.6,hold,5,7790000,0.499,272652000,335355008,0.356,1.214,1535933056,53.689,98.221,0.12778,0.27913,884855000,99059504,187480992,-0.077,0.157,0.63166,0.17752,0.14024,USD,
2,"999 Peachtree Street, NE",Suite 688,Atlanta,GA,30309,United States,404 659 2424,https://www.oxfordinc.com,Apparel Manufacturing,Consumer Cyclical,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes products of lifestyle and other brands worldwide. The company offers men's and women's sportswear and related products under the Tommy Bahama brand; women's and girl's dresses and sportswear, scarves, bags, jewelry, and belts, as well as footwear and children's apparel and swimwear under the Lilly Pulitzer brand; and men's shirts, pants, shorts, outerwear, ties, swimwear, footwear, and accessories, as well as women and youth products under the Southern Tide brand. It also designs, sources, markets, and distributes premium childrenswear, including bonnets, hats, apparel, swimwear, and accessories through thebeaufortbonnetcompany.com and wholesale specialty retailers; men's apparel, which include pants, shorts, and tops through duckhead.com and wholesale specialty retailers. In addition, the company licenses Tommy Bahama brand for various products, such as indoor and outdoor furniture, beach chairs, bedding and bath linens, fabrics, leather goods and gifts, headwear, hosiery, sleepwear, shampoo, toiletries, fragrances, cigar accessories, distilled spirits, and other products; Lilly Pulitzer for stationery and gift products, home furnishing products, and eyewear; and Southern Tide trademark for bed and bath product. Oxford Industries, Inc. offers products through its retail stores, department stores, specialty stores, multi-branded e-commerce retailers, off-price retailers, and other retailers, as well as e-commerce sites. As of January 29, 2022, it operated 186 brand-specific full-price retail stores; 21 Tommy Bahama food and beverage locations; and 35 Tommy Bahama outlet stores. Oxford Industries, Inc. was founded in 1942 and is headquartered in Atlanta, Georgia.",6000,"{'maxAge': 1, 'name': 'Mr. Thomas E. Campbell', 'age': 58, 'title': 'EVP & Chief Information Officer', 'yearBorn': 1964, 'fiscalYear': 2022, 'totalPay': 933602, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,5,4,1693526400,1672444800,86400,2,96.13,96.02,95.97,98.88,96.13,96.02,95.97,98.88,2.6,0.026600001,1697068800,0.2374,1.99,1.51141,9.673591,8.9071045,447783,447783,205570,270910,270910,98.2,97.86,800,1000,1527675136,85.59,123.37,0.99462354,102.6414,105.31545,2.4,0.024966193,USD,1855235584,0.10528,15038340,15620400,975439,1018489,1690761600,1693440000,0.0624,0.05963,0.94378,5.57,0.095699996,39.963,2.4472637,1674864000,1706400000,1690588800,-0.091,161706000,10.11,10.98,0.93,2:1,1070323200,1.208,6.804,NYQ,EQUITY,OXM,OXM,"Oxford Industries, Inc.","Oxford Industries, Inc.",322151400,America/New_York,EDT,-14400000,97.8,130.0,98.0,113.8,108.0,2.6,hold,5,7790000,0.499,272652000,335355008,0.356,1.214,1535933056,53.689,98.221,0.12778,0.27913,884855000,99059504,187480992,-0.077,0.157,0.63166,0.17752,0.14024,USD,
3,"999 Peachtree Street, NE",Suite 688,Atlanta,GA,30309,United States,404 659 2424,https://www.oxfordinc.com,Apparel Manufacturing,Consumer Cyclical,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes products of lifestyle and other brands worldwide. The company offers men's and women's sportswear and related products under the Tommy Bahama brand; women's and girl's dresses and sportswear, scarves, bags, jewelry, and belts, as well as footwear and children's apparel and swimwear under the Lilly Pulitzer brand; and men's shirts, pants, shorts, outerwear, ties, swimwear, footwear, and accessories, as well as women and youth products under the Southern Tide brand. It also designs, sources, markets, and distributes premium childrenswear, including bonnets, hats, apparel, swimwear, and accessories through thebeaufortbonnetcompany.com and wholesale specialty retailers; men's apparel, which include pants, shorts, and tops through duckhead.com and wholesale specialty retailers. In addition, the company licenses Tommy Bahama brand for various products, such as indoor and outdoor furniture, beach chairs, bedding and bath linens, fabrics, leather goods and gifts, headwear, hosiery, sleepwear, shampoo, toiletries, fragrances, cigar accessories, distilled spirits, and other products; Lilly Pulitzer for stationery and gift products, home furnishing products, and eyewear; and Southern Tide trademark for bed and bath product. Oxford Industries, Inc. offers products through its retail stores, department stores, specialty stores, multi-branded e-commerce retailers, off-price retailers, and other retailers, as well as e-commerce sites. As of January 29, 2022, it operated 186 brand-specific full-price retail stores; 21 Tommy Bahama food and beverage locations; and 35 Tommy Bahama outlet stores. Oxford Industries, Inc. was founded in 1942 and is headquartered in Atlanta, Georgia.",6000,"{'maxAge': 1, 'name': 'Mr. Douglas B. Wood', 'age': 57, 'title': 'Chief Exec. Officer of Tommy Bahama Group', 'yearBorn': 1965, 'fiscalYear': 2022, 'totalPay': 1580811, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,5,4,1693526400,1672444800,86400,2,96.13,96.02,95.97,98.88,96.13,96.02,95.97,98.88,2.6,0.026600001,1697068800,0.2374,1.99,1.51141,9.673591,8.9071045,447783,447783,205570,270910,270910,98.2,97.86,800,1000,1527675136,85.59,123.37,0.99462354,102.6414,105.31545,2.4,0.024966193,USD,1855235584,0.10528,15038340,15620400,975439,1018489,1690761600,1693440000,0.0624,0.05963,0.94378,5.57,0.095699996,39.963,2.4472637,1674864000,1706400000,1690588800,-0.091,161706000,10.11,10.98,0.93,2:1,1070323200,1.208,6.804,NYQ,EQUITY,OXM,OXM,"Oxford Industries, Inc.","Oxford Industries, Inc.",322151400,America/New_York,EDT,-14400000,97.8,130.0,98.0,113.8,108.0,2.6,hold,5,7790000,0.499,272652000,335355008,0.356,1.214,1535933056,53.689,98.221,0.12778,0.27913,884855000,99059504,187480992,-0.077,0.157,0.63166,0.17752,0.14024,USD,
4,"999 Peachtree Street, NE",Suite 688,Atlanta,GA,30309,United States,404 659 2424,https://www.oxfordinc.com,Apparel Manufacturing,Consumer Cyclical,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes products of lifestyle and other brands worldwide. The company offers men's and women's sportswear and related products under the Tommy Bahama brand; women's and girl's dresses and sportswear, scarves, bags, jewelry, and belts, as well as footwear and children's apparel and swimwear under the Lilly Pulitzer brand; and men's shirts, pants, shorts, outerwear, ties, swimwear, footwear, and accessories, as well as women and youth products under the Southern Tide brand. It also designs, sources, markets, and distributes premium childrenswear, including bonnets, hats, apparel, swimwear, and accessories through thebeaufortbonnetcompany.com and wholesale specialty retailers; men's apparel, which include pants, shorts, and tops through duckhead.com and wholesale specialty retailers. In addition, the company licenses Tommy Bahama brand for various products, such as indoor and outdoor furniture, beach chairs, bedding and bath linens, fabrics, leather goods and gifts, headwear, hosiery, sleepwear, shampoo, toiletries, fragrances, cigar accessories, distilled spirits, and other products; Lilly Pulitzer for stationery and gift products, home furnishing products, and eyewear; and Southern Tide trademark for bed and bath product. Oxford Industries, Inc. offers products through its retail stores, department stores, specialty stores, multi-branded e-commerce retailers, off-price retailers, and other retailers, as well as e-commerce sites. As of January 29, 2022, it operated 186 brand-specific full-price retail stores; 21 Tommy Bahama food and beverage locations; and 35 Tommy Bahama outlet stores. Oxford Industries, Inc. was founded in 1942 and is headquartered in Atlanta, Georgia.",6000,"{'maxAge': 1, 'name': 'Ms. Michelle McQuality Kelly', 'age': 43, 'title': 'Chief Exec. Officer of Lilly Pulitzer', 'yearBorn': 1979, 'fiscalYear': 2022, 'totalPay': 986387, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,5,4,1693526400,1672444800,86400,2,96.13,96.02,95.97,98.88,96.13,96.02,95.97,98.88,2.6,0.026600001,1697068800,0.2374,1.99,1.51141,9.673591,8.9071045,447783,447783,205570,270910,270910,98.2,97.86,800,1000,1527675136,85.59,123.37,0.99462354,102.6414,105.31545,2.4,0.024966193,USD,1855235584,0.10528,15038340,15620400,975439,1018489,1690761600,1693440000,0.0624,0.05963,0.94378,5.57,0.095699996,39.963,2.4472637,1674864000,1706400000,1690588800,-0.091,161706000,10.11,10.98,0.93,2:1,1070323200,1.208,6.804,NYQ,EQUITY,OXM,OXM,"Oxford Industries, Inc.","Oxford Industries, Inc.",322151400,America/New_York,EDT,-14400000,97.8,130.0,98.0,113.8,108.0,2.6,hold,5,7790000,0.499,272652000,335355008,0.356,1.214,1535933056,53.689,98.221,0.12778,0.27913,884855000,99059504,187480992,-0.077,0.157,0.63166,0.17752,0.14024,USD,
5,"999 Peachtree Street, NE",Suite 688,Atlanta,GA,30309,United States,404 659 2424,https://www.oxfordinc.com,Apparel Manufacturing,Consumer Cyclical,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes products of lifestyle and other brands worldwide. The company offers men's and women's sportswear and related products under the Tommy Bahama brand; women's and girl's dresses and sportswear, scarves, bags, jewelry, and belts, as well as footwear and children's apparel and swimwear under the Lilly Pulitzer brand; and men's shirts, pants, shorts, outerwear, ties, swimwear, footwear, and accessories, as well as women and youth products under the Southern Tide brand. It also designs, sources, markets, and distributes premium childrenswear, including bonnets, hats, apparel, swimwear, and accessories through thebeaufortbonnetcompany.com and wholesale specialty retailers; men's apparel, which include pants, shorts, and tops through duckhead.com and wholesale specialty retailers. In addition, the company licenses Tommy Bahama brand for various products, such as indoor and outdoor furniture, beach chairs, bedding and bath linens, fabrics, leather goods and gifts, headwear, hosiery, sleepwear, shampoo, toiletries, fragrances, cigar accessories, distilled spirits, and other products; Lilly Pulitzer for stationery and gift products, home furnishing products, and eyewear; and Southern Tide trademark for bed and bath product. Oxford Industries, Inc. offers products through its retail stores, department stores, specialty stores, multi-branded e-commerce retailers, off-price retailers, and other retailers, as well as e-commerce sites. As of January 29, 2022, it operated 186 brand-specific full-price retail stores; 21 Tommy Bahama food and beverage locations; and 35 Tommy Bahama outlet stores. Oxford Industries, Inc. was founded in 1942 and is headquartered in Atlanta, Georgia.",6000,"{'maxAge': 1, 'name': 'Janice C. Tanner', 'title': 'VP of Corp. Accounting & Assistant Controller', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,5,4,1693526400,1672444800,86400,2,96.13,96.02,95.97,98.88,96.13,96.02,95.97,98.88,2.6,0.026600001,1697068800,0.2374,1.99,1.51141,9.673591,8.9071045,447783,447783,205570,270910,270910,98.2,97.86,800,1000,1527675136,85.59,123.37,0.99462354,102.6414,105.31545,2.4,0.024966193,USD,1855235584,0.10528,15038340,15620400,975439,1018489,1690761600,1693440000,0.0624,0.05963,0.94378,5.57,0.095699996,39.963,2.4472637,1674864000,1706400000,1690588800,-0.091,161706000,10.11,10.98,0.93,2:1,1070323200,1.208,6.804,NYQ,EQUITY,OXM,OXM,"Oxford Industries, Inc.","Oxford Industries, Inc.",322151400,America/New_York,EDT,-14400000,97.8,130.0,98.0,113.8,108.0,2.6,hold,5,7790000,0.499,272652000,335355008,0.356,1.214,1535933056,53.689,98.221,0.12778,0.27913,884855000,99059504,187480992,-0.077,0.157,0.63166,0.17752,0.14024,USD,
6,"999 Peachtree Street, NE",Suite 688,Atlanta,GA,30309,United States,404 659 2424,https://www.oxfordinc.com,Apparel Manufacturing,Consumer Cyclical,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes products of lifestyle and other brands worldwide. The company offers men's and women's sportswear and related products under the Tommy Bahama brand; women's and girl's dresses and sportswear, scarves, bags, jewelry, and belts, as well as footwear and children's apparel and swimwear under the Lilly Pulitzer brand; and men's shirts, pants, shorts, outerwear, ties, swimwear, footwear, and accessories, as well as women and youth products under the Southern Tide brand. It also designs, sources, markets, and distributes premium childrenswear, including bonnets, hats, apparel, swimwear, and accessories through thebeaufortbonnetcompany.com and wholesale specialty retailers; men's apparel, which include pants, shorts, and tops through duckhead.com and wholesale specialty retailers. In addition, the company licenses Tommy Bahama brand for various products, such as indoor and outdoor furniture, beach chairs, bedding and bath linens, fabrics, leather goods and gifts, headwear, hosiery, sleepwear, shampoo, toiletries, fragrances, cigar accessories, distilled spirits, and other products; Lilly Pulitzer for stationery and gift products, home furnishing products, and eyewear; and Southern Tide trademark for bed and bath product. Oxford Industries, Inc. offers products through its retail stores, department stores, specialty stores, multi-branded e-commerce retailers, off-price retailers, and other retailers, as well as e-commerce sites. As of January 29, 2022, it operated 186 brand-specific full-price retail stores; 21 Tommy Bahama food and beverage locations; and 35 Tommy Bahama outlet stores. Oxford Industries, Inc. was founded in 1942 and is headquartered in Atlanta, Georgia.",6000,"{'maxAge': 1, 'name': 'Mr. Suraj A. Palakshappa', 'age': 46, 'title': 'Sr. VP, Gen. Counsel, Treasurer & Sec.', 'yearBorn': 1976, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,5,4,1693526400,1672444800,86400,2,96.13,96.02,95.97,98.88,96.13,96.02,95.97,98.88,2.6,0.026600001,1697068800,0.2374,1.99,1.51141,9.673591,8.9071045,447783,447783,205570,270910,270910,98.2,97.86,800,1000,1527675136,85.59,123.37,0.99462354,102.6414,105.31545,2.4,0.024966193,USD,1855235584,0.10528,15038340,15620400,975439,1018489,1690761600,1693440000,0.0624,0.05963,0.94378,5.57,0.095699996,39.963,2.4472637,1674864000,1706400000,1690588800,-0.091,161706000,10.11,10.98,0.93,2:1,1070323200,1.208,6.804,NYQ,EQUITY,OXM,OXM,"Oxford Industries, Inc.","Oxford Industries, Inc.",322151400,America/New_York,EDT,-14400000,97.8,130.0,98.0,113.8,108.0,2.6,hold,5,7790000,0.499,272652000,335355008,0.356,1.214,1535933056,53.689,98.221,0.12778,0.27913,884855000,99059504,187480992,-0.077,0.157,0.63166,0.17752,0.14024,USD,
7,"999 Peachtree Street, NE",Suite 688,Atlanta,GA,30309,United States,404 659 2424,https://www.oxfordinc.com,Apparel Manufacturing,Consumer Cyclical,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes products of lifestyle and other brands worldwide. The company offers men's and women's sportswear and related products under the Tommy Bahama brand; women's and girl's dresses and sportswear, scarves, bags, jewelry, and belts, as well as footwear and children's apparel and swimwear under the Lilly Pulitzer brand; and men's shirts, pants, shorts, outerwear, ties, swimwear, footwear, and accessories, as well as women and youth products under the Southern Tide brand. It also designs, sources, markets, and distributes premium childrenswear, including bonnets, hats, apparel, swimwear, and accessories through thebeaufortbonnetcompany.com and wholesale specialty retailers; men's apparel, which include pants, shorts, and tops through duckhead.com and wholesale specialty retailers. In addition, the company licenses Tommy Bahama brand for various products, such as indoor and outdoor furniture, beach chairs, bedding and bath linens, fabrics, leather goods and gifts, headwear, hosiery, sleepwear, shampoo, toiletries, fragrances, cigar accessories, distilled spirits, and other products; Lilly Pulitzer for stationery and gift products, home furnishing products, and eyewear; and Southern Tide trademark for bed and bath product. Oxford Industries, Inc. offers products through its retail stores, department stores, specialty stores, multi-branded e-commerce retailers, off-price retailers, and other retailers, as well as e-commerce sites. As of January 29, 2022, it operated 186 brand-specific full-price retail stores; 21 Tommy Bahama food and beverage locations; and 35 Tommy Bahama outlet stores. Oxford Industries, Inc. was founded in 1942 and is headquartered in Atlanta, Georgia.",6000,"{'maxAge': 1, 'name': 'Tracey  Hernandez', 'age': 56, 'title': 'Sr. VP & Chief HR Officer', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,5,4,1693526400,1672444800,86400,2,96.13,96.02,95.97,98.88,96.13,96.02,95.97,98.88,2.6,0.026600001,1697068800,0.2374,1.99,1.51141,9.673591,8.9071045,447783,447783,205570,270910,270910,98.2,97.86,800,1000,1527675136,85.59,123.37,0.99462354,102.6414,105.31545,2.4,0.024966193,USD,1855235584,0.10528,15038340,15620400,975439,1018489,1690761600,1693440000,0.0624,0.05963,0.94378,5.57,0.095699996,39.963,2.4472637,1674864000,1706400000,1690588800,-0.091,161706000,10.11,10.98,0.93,2:1,1070323200,1.208,6.804,NYQ,EQUITY,OXM,OXM,"Oxford Industries, Inc.","Oxford Industries, Inc.",322151400,America/New_York,EDT,-14400000,97.8,130.0,98.0,113.8,108.0,2.6,hold,5,7790000,0.499,272652000,335355008,0.356,1.214,1535933056,53.689,98.221,0.12778,0.27913,884855000,99059504,187480992,-0.077,0.157,0.63166,0.17752,0.14024,USD,
8,"999 Peachtree Street, NE",Suite 688,Atlanta,GA,30309,United States,404 659 2424,https://www.oxfordinc.com,Apparel Manufacturing,Consumer Cyclical,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes products of lifestyle and other brands worldwide. The company offers men's and women's sportswear and related products under the Tommy Bahama brand; women's and girl's dresses and sportswear, scarves, bags, jewelry, and belts, as well as footwear and children's apparel and swimwear under the Lilly Pulitzer brand; and men's shirts, pants, shorts, outerwear, ties, swimwear, footwear, and accessories, as well as women and youth products under the Southern Tide brand. It also designs, sources, markets, and distributes premium childrenswear, including bonnets, hats, apparel, swimwear, and accessories through thebeaufortbonnetcompany.com and wholesale specialty retailers; men's apparel, which include pants, shorts, and tops through duckhead.com and wholesale specialty retailers. In addition, the company licenses Tommy Bahama brand for various products, such as indoor and outdoor furniture, beach chairs, bedding and bath linens, fabrics, leather goods and gifts, headwear, hosiery, sleepwear, shampoo, toiletries, fragrances, cigar accessories, distilled spirits, and other products; Lilly Pulitzer for stationery and gift products, home furnishing products, and eyewear; and Southern Tide trademark for bed and bath product. Oxford Industries, Inc. offers products through its retail stores, department stores, specialty stores, multi-branded e-commerce retailers, off-price retailers, and other retailers, as well as e-commerce sites. As of January 29, 2022, it operated 186 brand-specific full-price retail stores; 21 Tommy Bahama food and beverage locations; and 35 Tommy Bahama outlet stores. Oxford Industries, Inc. was founded in 1942 and is headquartered in Atlanta, Georgia.",6000,"{'maxAge': 1, 'name': 'Ms. Anne M. Shoemaker', 'age': 63, 'title': 'VP of Capital Markets', 'yearBorn': 1959, 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,5,4,1693526400,1672444800,86400,2,96.13,96.02,95.97,98.88,96.13,96.02,95.97,98.88,2.6,0.026600001,1697068800,0.2374,1.99,1.51141,9.673591,8.9071045,447783,447783,205570,270910,270910,98.2,97.86,800,1000,1527675136,85.59,123.37,0.99462354,102.6414,105.31545,2.4,0.024966193,USD,1855235584,0.10528,15038340,15620400,975439,1018489,1690761600,1693440000,0.0624,0.05963,0.94378,5.57,0.095699996,39.963,2.4472637,1674864000,1706400000,1690588800,-0.091,161706000,10.11,10.98,0.93,2:1,1070323200,1.208,6.804,NYQ,EQUITY,OXM,OXM,"Oxford Industries, Inc.","Oxford Industries, Inc.",322151400,America/New_York,EDT,-14400000,97.8,130.0,98.0,113.8,108.0,2.6,hold,5,7790000,0.499,272652000,335355008,0.356,1.214,1535933056,53.689,98.221,0.12778,0.27913,884855000,99059504,187480992,-0.077,0.157,0.63166,0.17752,0.14024,USD,
9,"999 Peachtree Street, NE",Suite 688,Atlanta,GA,30309,United States,404 659 2424,https://www.oxfordinc.com,Apparel Manufacturing,Consumer Cyclical,"Oxford Industries, Inc., an apparel company, designs, sources, markets, and distributes products of lifestyle and other brands worldwide. The company offers men's and women's sportswear and related products under the Tommy Bahama brand; women's and girl's dresses and sportswear, scarves, bags, jewelry, and belts, as well as footwear and children's apparel and swimwear under the Lilly Pulitzer brand; and men's shirts, pants, shorts, outerwear, ties, swimwear, footwear, and accessories, as well as women and youth products under the Southern Tide brand. It also designs, sources, markets, and distributes premium childrenswear, including bonnets, hats, apparel, swimwear, and accessories through thebeaufortbonnetcompany.com and wholesale specialty retailers; men's apparel, which include pants, shorts, and tops through duckhead.com and wholesale specialty retailers. In addition, the company licenses Tommy Bahama brand for various products, such as indoor and outdoor furniture, beach chairs, bedding and bath linens, fabrics, leather goods and gifts, headwear, hosiery, sleepwear, shampoo, toiletries, fragrances, cigar accessories, distilled spirits, and other products; Lilly Pulitzer for stationery and gift products, home furnishing products, and eyewear; and Southern Tide trademark for bed and bath product. Oxford Industries, Inc. offers products through its retail stores, department stores, specialty stores, multi-branded e-commerce retailers, off-price retailers, and other retailers, as well as e-commerce sites. As of January 29, 2022, it operated 186 brand-specific full-price retail stores; 21 Tommy Bahama food and beverage locations; and 35 Tommy Bahama outlet stores. Oxford Industries, Inc. was founded in 1942 and is headquartered in Atlanta, Georgia.",6000,"{'maxAge': 1, 'name': 'Mr. Mark B. Kirby', 'title': 'Sr. VP of Operations', 'exercisedValue': 0, 'unexercisedValue': 0}",5,5,1,5,4,1693526400,1672444800,86400,2,96.13,96.02,95.97,98.88,96.13,96.02,95.97,98.88,2.6,0.026600001,1697068800,0.2374,1.99,1.51141,9.673591,8.9071045,447783,447783,205570,270910,270910,98.2,97.86,800,1000,1527675136,85.59,123.37,0.99462354,102.6414,105.31545,2.4,0.024966193,USD,1855235584,0.10528,15038340,15620400,975439,1018489,1690761600,1693440000,0.0624,0.05963,0.94378,5.57,0.095699996,39.963,2.4472637,1674864000,1706400000,1690588800,-0.091,161706000,10.11,10.98,0.93,2:1,1070323200,1.208,6.804,NYQ,EQUITY,OXM,OXM,"Oxford Industries, Inc.","Oxford Industries, Inc.",322151400,America/New_York,EDT,-14400000,97.8,130.0,98.0,113.8,108.0,2.6,hold,5,7790000,0.499,272652000,335355008,0.356,1.214,1535933056,53.689,98.221,0.12778,0.27913,884855000,99059504,187480992,-0.077,0.157,0.63166,0.17752,0.14024,USD,
