,address1,city,zip,country,phone,fax,website,industry,sector,longBusinessSummary,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,enterpriseToRevenue,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationMean,recommendationKey,totalCash,totalCashPerShare,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,14 Melville Street,Edinburgh,EH3 7NS,United Kingdom,0131 220 0733,0131 220 0735,https://www.aberforth.co.uk/investment-trusts/aberforth-smaller-companies-trust/,Asset Management,Financial Services,"Aberforth Smaller Companies Trust Plc is a closed-ended equity mutual fund launched and managed by Aberforth Partners LLP. The fund invests in public equity markets of the United Kingdom. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in value stocks of small-cap companies. It employs fundamental analysis with both bottom-up and top-down stock picking approaches with the focus on factors like businesses financial statements and assessment of their market positions to create its portfolio. The fund benchmarks the performance of its portfolio against the Numis Smaller Companies Index (Excluding Investment Companies). Aberforth Smaller Companies Trust Plc was formed on December 10, 1990 and is domiciled in the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Richard Mark Jonathan Newbery BA (Hons)', 'age': 62, 'title': 'Portfolio Mang.', 'yearBorn': 1960, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1254.0,1246.0,1228.0,1246.0,1254.0,1246.0,1228.0,1246.0,0.4,0.0328,1691020800,0.3677,2.73,1.327702,1160.3774,173966,173966,99008,80816,80816,1222.0,1240.0,0,0,1042948992,1066.0,1452.06,-7.3158092,1237.96,1276.3877,0.39,0.00031100478,GBp,1111095424,0.0,84489600,0.0888,0.51578,14.657,83.918945,1672444800,1703980800,1672444800,-156692000,1.06,-7.794,LSE,EQUITY,ASL.L,ASL.L,ABERFORTH SMALLER COMPANIES TRU,Aberforth Smaller Companies Trust Plc,660556800,Europe/London,BST,3600000,1230.0,2.0,buy,1668000,0.02,74973000,0.051,0.051,-142560992,5.994,-1.647,-0.06705,-0.11507,-142561000,-98876496,42630000,0.0,0.0,1.08596,GBP,
1,14 Melville Street,Edinburgh,EH3 7NS,United Kingdom,0131 220 0733,0131 220 0735,https://www.aberforth.co.uk/investment-trusts/aberforth-smaller-companies-trust/,Asset Management,Financial Services,"Aberforth Smaller Companies Trust Plc is a closed-ended equity mutual fund launched and managed by Aberforth Partners LLP. The fund invests in public equity markets of the United Kingdom. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in value stocks of small-cap companies. It employs fundamental analysis with both bottom-up and top-down stock picking approaches with the focus on factors like businesses financial statements and assessment of their market positions to create its portfolio. The fund benchmarks the performance of its portfolio against the Numis Smaller Companies Index (Excluding Investment Companies). Aberforth Smaller Companies Trust Plc was formed on December 10, 1990 and is domiciled in the United Kingdom.","{'maxAge': 1, 'name': 'Mr. Euan Robin Macdonald BA (Hons)', 'age': 51, 'title': 'Portfolio Mang.', 'yearBorn': 1971, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,1254.0,1246.0,1228.0,1246.0,1254.0,1246.0,1228.0,1246.0,0.4,0.0328,1691020800,0.3677,2.73,1.327702,1160.3774,173966,173966,99008,80816,80816,1222.0,1240.0,0,0,1042948992,1066.0,1452.06,-7.3158092,1237.96,1276.3877,0.39,0.00031100478,GBp,1111095424,0.0,84489600,0.0888,0.51578,14.657,83.918945,1672444800,1703980800,1672444800,-156692000,1.06,-7.794,LSE,EQUITY,ASL.L,ASL.L,ABERFORTH SMALLER COMPANIES TRU,Aberforth Smaller Companies Trust Plc,660556800,Europe/London,BST,3600000,1230.0,2.0,buy,1668000,0.02,74973000,0.051,0.051,-142560992,5.994,-1.647,-0.06705,-0.11507,-142561000,-98876496,42630000,0.0,0.0,1.08596,GBP,
