,address1,address2,city,country,phone,fax,website,industry,sector,longBusinessSummary,fullTimeEmployees,companyOfficers,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,payoutRatio,beta,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,currency,enterpriseValue,profitMargins,floatShares,sharesOutstanding,heldPercentInsiders,heldPercentInstitutions,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,netIncomeToCommon,trailingEps,lastSplitFactor,lastSplitDate,enterpriseToEbitda,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,gmtOffSetMilliseconds,currentPrice,recommendationKey,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,debtToEquity,returnOnAssets,returnOnEquity,freeCashflow,operatingCashflow,grossMargins,ebitdaMargins,operatingMargins,financialCurrency,trailingPegRatio
0,Asagi Öveçler Mah. 1042,Cadde 1330 Sokak No:3/4 Çankaya,Ankara,Turkey,90 312 474 04 90,90 312 474 04 91,https://www.ulaslar.com.tr,Lodging,Consumer Cyclical,"Ulaslar Turizm Yatirimlari ve Dayanikli Tüketim Mallari Ticaret Pazarlama A.S. engages in the tourism management and sale of durable consumer goods in Turkey. The company operates hotels under the Club Hotel Ulaslar and Viva Ulaslar Hotel names. Ulaslar Turizm Yatirimlari ve Dayanikli Tüketim Mallari Ticaret Pazarlama A.S. was founded in 1977 and is headquartered in Ankara, Turkey.",3,"{'maxAge': 1, 'name': 'Mr. Tevfik Meftun Ulas', 'age': 56, 'title': 'Gen. Mang.', 'yearBorn': 1966, 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,20.0,20.0,19.4,20.0,20.0,20.0,19.4,20.0,0.0,0.615359,8.699552,314765,314765,1299277,976250,976250,19.38,19.44,0,0,492414656,4.3,24.68,15.7104,12.78575,0.0,0.0,TRY,467445440,0.0,22397231,25382200,0.087290004,0.0,7.007,2.7686598,1672444800,1703980800,1688083200,118015712,2.23,227:100,1597968000,-92.339,IST,EQUITY,ULAS.IS,ULAS.IS,ULASLAR TURIZM YAT.,Ulaslar Turizm Yatirimlari ve Dayanikli Tüketim Mallari Ticaret Pazarlama A.S.,1344234600,Europe/Istanbul,TRT,10800000,19.4,none,24973498,0.984,-5062300,4748,3.49,4.165,0.003,-0.02167,0.99364,-1909507,5668100,0.0,0.0,0.0,TRY,
1,Asagi Öveçler Mah. 1042,Cadde 1330 Sokak No:3/4 Çankaya,Ankara,Turkey,90 312 474 04 90,90 312 474 04 91,https://www.ulaslar.com.tr,Lodging,Consumer Cyclical,"Ulaslar Turizm Yatirimlari ve Dayanikli Tüketim Mallari Ticaret Pazarlama A.S. engages in the tourism management and sale of durable consumer goods in Turkey. The company operates hotels under the Club Hotel Ulaslar and Viva Ulaslar Hotel names. Ulaslar Turizm Yatirimlari ve Dayanikli Tüketim Mallari Ticaret Pazarlama A.S. was founded in 1977 and is headquartered in Ankara, Turkey.",3,"{'maxAge': 1, 'name': 'Ms. Nalan Kaya Ekinci', 'title': 'Accounting Mang.', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,20.0,20.0,19.4,20.0,20.0,20.0,19.4,20.0,0.0,0.615359,8.699552,314765,314765,1299277,976250,976250,19.38,19.44,0,0,492414656,4.3,24.68,15.7104,12.78575,0.0,0.0,TRY,467445440,0.0,22397231,25382200,0.087290004,0.0,7.007,2.7686598,1672444800,1703980800,1688083200,118015712,2.23,227:100,1597968000,-92.339,IST,EQUITY,ULAS.IS,ULAS.IS,ULASLAR TURIZM YAT.,Ulaslar Turizm Yatirimlari ve Dayanikli Tüketim Mallari Ticaret Pazarlama A.S.,1344234600,Europe/Istanbul,TRT,10800000,19.4,none,24973498,0.984,-5062300,4748,3.49,4.165,0.003,-0.02167,0.99364,-1909507,5668100,0.0,0.0,0.0,TRY,
2,Asagi Öveçler Mah. 1042,Cadde 1330 Sokak No:3/4 Çankaya,Ankara,Turkey,90 312 474 04 90,90 312 474 04 91,https://www.ulaslar.com.tr,Lodging,Consumer Cyclical,"Ulaslar Turizm Yatirimlari ve Dayanikli Tüketim Mallari Ticaret Pazarlama A.S. engages in the tourism management and sale of durable consumer goods in Turkey. The company operates hotels under the Club Hotel Ulaslar and Viva Ulaslar Hotel names. Ulaslar Turizm Yatirimlari ve Dayanikli Tüketim Mallari Ticaret Pazarlama A.S. was founded in 1977 and is headquartered in Ankara, Turkey.",3,"{'maxAge': 1, 'name': 'Ms. Fusun  Kalipcilar', 'title': 'Investor Relations Director', 'exercisedValue': 0, 'unexercisedValue': 0}",86400,2,20.0,20.0,19.4,20.0,20.0,20.0,19.4,20.0,0.0,0.615359,8.699552,314765,314765,1299277,976250,976250,19.38,19.44,0,0,492414656,4.3,24.68,15.7104,12.78575,0.0,0.0,TRY,467445440,0.0,22397231,25382200,0.087290004,0.0,7.007,2.7686598,1672444800,1703980800,1688083200,118015712,2.23,227:100,1597968000,-92.339,IST,EQUITY,ULAS.IS,ULAS.IS,ULASLAR TURIZM YAT.,Ulaslar Turizm Yatirimlari ve Dayanikli Tüketim Mallari Ticaret Pazarlama A.S.,1344234600,Europe/Istanbul,TRT,10800000,19.4,none,24973498,0.984,-5062300,4748,3.49,4.165,0.003,-0.02167,0.99364,-1909507,5668100,0.0,0.0,0.0,TRY,
